homo_sapiens,pan_troglodytes
ENSG00000064225,ENSPTRG00000017069,50.1022
ENSG00000064225,ENSPTRG00000028817,48.4286
ENSG00000064225,ENSPTRG00000005696,48.3748
ENSG00000064225,ENSPTRG00000017022,47.9987
ENSG00000174206,ENSPTRG00000005683,48.9993
ENSG00000174206,ENSPTRG00000016905,49.0373
ENSG00000174206,ENSPTRG00000019038,48.9009
ENSG00000163915,ENSPTRG00000005875,49.6881
ENSG00000136527,ENSPTRG00000003383,48.4756
ENSG00000136527,ENSPTRG00000019106,49.4168
ENSG00000136527,ENSPTRG00000028817,49.0141
ENSG00000136527,ENSPTRG00000014117,48.668
ENSG00000136527,ENSPTRG00000034307,50
ENSG00000185306,ENSPTRG00000003326,48.6565
ENSG00000185306,ENSPTRG00000018952,48.9294
ENSG00000185306,ENSPTRG00000019951,49.9096
ENSG00000154174,ENSPTRG00000020006,49.0587
ENSG00000136536,ENSPTRG00000039119,48.6678
ENSG00000136536,ENSPTRG00000005782,48.1966
ENSG00000136536,ENSPTRG00000040646,48.8372
ENSG00000136536,ENSPTRG00000003194,48.4863
ENSG00000136536,ENSPTRG00000016949,48.5249
ENSG00000136536,ENSPTRG00000005696,48.5654
ENSG00000091128,ENSPTRG00000020009,49.3427
ENSG00000091128,ENSPTRG00000006815,48.8561
ENSG00000091128,ENSPTRG00000016951,48.9231
ENSG00000091128,ENSPTRG00000020009,49.3684
ENSG00000091128,ENSPTRG00000022489,49.4102
ENSG00000091128,ENSPTRG00000014591,49.1469
ENSG00000241399,ENSPTRG00000021710,48.3561
ENSG00000241399,ENSPTRG00000017013,47.2924
ENSG00000206535,ENSPTRG00000018951,49.9095
ENSG00000206535,ENSPTRG00000014601,49.9173
ENSG00000184575,ENSPTRG00000022471,48.1915
ENSG00000184575,ENSPTRG00000024355,50.1825
ENSG00000184575,ENSPTRG00000016949,49.0854
ENSG00000184575,ENSPTRG00000028817,48.2846
ENSG00000244405,ENSPTRG00000013908,49.3067
ENSG00000244405,ENSPTRG00000018951,49.3448
ENSG00000244405,ENSPTRG00000000282,50
ENSG00000244405,ENSPTRG00000028774,48.7365
ENSG00000244405,ENSPTRG00000014080,48.1675
ENSG00000244405,ENSPTRG00000000269,49.8227
ENSG00000244405,ENSPTRG00000000017,48.6821
ENSG00000175482,ENSPTRG00000007528,47.2767
ENSG00000175482,ENSPTRG00000007627,47.3389
ENSG00000054219,ENSPTRG00000013824,48.3735
ENSG00000054219,ENSPTRG00000017083,48.7549
ENSG00000054219,ENSPTRG00000017069,48.8449
ENSG00000181458,ENSPTRG00000016944,49.5852
ENSG00000181458,ENSPTRG00000005745,49.7382
ENSG00000181458,ENSPTRG00000021657,50.5721
ENSG00000152147,ENSPTRG00000031432,49.2562
ENSG00000152147,ENSPTRG00000021741,49.7466
ENSG00000152147,ENSPTRG00000017018,48.6811
ENSG00000163214,ENSPTRG00000017015,49.259
ENSG00000163214,ENSPTRG00000016999,49.4334
ENSG00000163214,ENSPTRG00000039819,48.5714
ENSG00000163214,ENSPTRG00000007530,48.6289
ENSG00000058866,ENSPTRG00000003342,49.5435
ENSG00000058866,ENSPTRG00000003144,49.5791
ENSG00000058866,ENSPTRG00000018855,49.1117
ENSG00000058866,ENSPTRG00000042077,48.7013
ENSG00000058866,ENSPTRG00000003360,49.4239
ENSG00000144820,ENSPTRG00000019931,48.535
ENSG00000144820,ENSPTRG00000018925,48.7961
ENSG00000248672,ENSPTRG00000020019,48.7788
ENSG00000248672,ENSPTRG00000020019,48.7596
ENSG00000175505,ENSPTRG00000000220,48.9696
ENSG00000175505,ENSPTRG00000028745,47.0527
ENSG00000175505,ENSPTRG00000039445,46.4789
ENSG00000153246,ENSPTRG00000000127,48.9561
ENSG00000153246,ENSPTRG00000014661,48.8372
ENSG00000115221,ENSPTRG00000013790,48.8556
ENSG00000115221,ENSPTRG00000016999,49.146
ENSG00000115221,ENSPTRG00000009890,49.3455
ENSG00000115221,ENSPTRG00000005732,49.4602
ENSG00000213139,ENSPTRG00000023556,49.47
ENSG00000213139,ENSPTRG00000014185,49.4071
ENSG00000113838,ENSPTRG00000014072,46.4973
ENSG00000113838,ENSPTRG00000042329,46.3861
ENSG00000113838,ENSPTRG00000003249,49.1364
ENSG00000113838,ENSPTRG00000005710,49.1304
ENSG00000113838,ENSPTRG00000000068,48.136
ENSG00000090520,ENSPTRG00000005683,49.8749
ENSG00000090520,ENSPTRG00000029512,49.501
ENSG00000090520,ENSPTRG00000021673,49.1706
ENSG00000090520,ENSPTRG00000042377,49.5146
ENSG00000153250,ENSPTRG00000009866,49.216
ENSG00000153250,ENSPTRG00000005789,49.1613
ENSG00000153250,ENSPTRG00000005789,49.1946
ENSG00000153250,ENSPTRG00000019092,48.6501
ENSG00000153250,ENSPTRG00000031254,49.0566
ENSG00000153250,ENSPTRG00000000115,48.9424
ENSG00000145192,ENSPTRG00000000265,48.9188
ENSG00000145192,ENSPTRG00000003184,47.9073
ENSG00000090512,ENSPTRG00000003292,49.4326
ENSG00000090512,ENSPTRG00000019956,48.731
ENSG00000090512,ENSPTRG00000020013,49.4776
ENSG00000090512,ENSPTRG00000000207,49.763
ENSG00000090512,ENSPTRG00000000266,50.0962
ENSG00000090512,ENSPTRG00000003184,49.4101
ENSG00000113905,ENSPTRG00000034342,49.5782
ENSG00000136560,ENSPTRG00000013874,48.6059
ENSG00000136560,ENSPTRG00000000100,48.8333
ENSG00000136560,ENSPTRG00000005696,48.6412
ENSG00000136560,ENSPTRG00000017069,49.6364
ENSG00000136560,ENSPTRG00000041256,48.6877
ENSG00000136560,ENSPTRG00000000124,49.4857
ENSG00000136560,ENSPTRG00000034337,49.4305
ENSG00000136560,ENSPTRG00000013786,48.7703
ENSG00000136560,ENSPTRG00000017052,50
ENSG00000136560,ENSPTRG00000021699,47.2072
ENSG00000136560,ENSPTRG00000017082,48.7662
ENSG00000136560,ENSPTRG00000041690,49.7937
ENSG00000136560,ENSPTRG00000028817,48.5842
ENSG00000113889,ENSPTRG00000016913,49.3605
ENSG00000113889,ENSPTRG00000016884,49.1412
ENSG00000113889,ENSPTRG00000042501,49.1733
ENSG00000183735,ENSPTRG00000019124,48.4951
ENSG00000183735,ENSPTRG00000017069,49.1773
ENSG00000183735,ENSPTRG00000017069,48.1481
ENSG00000183735,ENSPTRG00000017069,49.1647
ENSG00000156976,ENSPTRG00000021851,50
ENSG00000156976,ENSPTRG00000000239,50
ENSG00000156976,ENSPTRG00000013915,49.036
ENSG00000156976,ENSPTRG00000019120,48.9677
ENSG00000156976,ENSPTRG00000028731,49.2228
ENSG00000156976,ENSPTRG00000022504,48.3198
ENSG00000172613,ENSPTRG00000007610,48.1359
ENSG00000172613,ENSPTRG00000003161,47.4065
ENSG00000114354,ENSPTRG00000004550,49.1259
ENSG00000114354,ENSPTRG00000005745,49.1745
ENSG00000114354,ENSPTRG00000013797,48.3822
ENSG00000114354,ENSPTRG00000021804,47.5515
ENSG00000114354,ENSPTRG00000016674,48.6259
ENSG00000114354,ENSPTRG00000021804,49.5159
ENSG00000114354,ENSPTRG00000031433,48.8499
ENSG00000115233,ENSPTRG00000016892,49.0788
ENSG00000115233,ENSPTRG00000014080,49.5667
ENSG00000136535,ENSPTRG00000018968,50.2619
ENSG00000136535,ENSPTRG00000039445,48.1375
ENSG00000136535,ENSPTRG00000003184,48.0055
ENSG00000091129,ENSPTRG00000022471,48.5389
ENSG00000091129,ENSPTRG00000013793,48.9277
ENSG00000091129,ENSPTRG00000014562,49.0421
ENSG00000091129,ENSPTRG00000019951,49.2091
ENSG00000091129,ENSPTRG00000013870,49.1844
ENSG00000091129,ENSPTRG00000031254,49.4118
ENSG00000091129,ENSPTRG00000017052,49.5712
ENSG00000091129,ENSPTRG00000041256,49.3113
ENSG00000091129,ENSPTRG00000019963,49.2883
ENSG00000091129,ENSPTRG00000022471,49.0164
ENSG00000091129,ENSPTRG00000016973,48.4969
ENSG00000091129,ENSPTRG00000023779,48.924
ENSG00000144290,ENSPTRG00000005864,48.4044
ENSG00000144290,ENSPTRG00000020086,49.297
ENSG00000144290,ENSPTRG00000020086,49.2817
ENSG00000144290,ENSPTRG00000016997,48.5678
ENSG00000144290,ENSPTRG00000016887,48.7051
ENSG00000144290,ENSPTRG00000016884,48.9267
ENSG00000144290,ENSPTRG00000000123,49.1581
ENSG00000144290,ENSPTRG00000016973,48.3363
ENSG00000172531,ENSPTRG00000014178,47.7322
ENSG00000172531,ENSPTRG00000007607,47.9675
ENSG00000172531,ENSPTRG00000003128,47.9127
ENSG00000172531,ENSPTRG00000034469,48.4967
ENSG00000172531,ENSPTRG00000003389,46.7509
ENSG00000172531,ENSPTRG00000028769,46.7687
ENSG00000163918,ENSPTRG00000021833,48.3348
ENSG00000163918,ENSPTRG00000028788,49.1329
ENSG00000163918,ENSPTRG00000021699,48.643
ENSG00000163918,ENSPTRG00000021649,49.6434
ENSG00000163918,ENSPTRG00000021804,49.4268
ENSG00000163918,ENSPTRG00000005752,49.6907
ENSG00000163918,ENSPTRG00000019960,50.5519
ENSG00000163918,ENSPTRG00000000081,48.75
ENSG00000163918,ENSPTRG00000021668,48.6878
ENSG00000154175,ENSPTRG00000017002,49.3587
ENSG00000154175,ENSPTRG00000005723,49.1552
ENSG00000154175,ENSPTRG00000021725,49.726
ENSG00000154175,ENSPTRG00000019141,49.4286
ENSG00000154175,ENSPTRG00000005728,50
ENSG00000154175,ENSPTRG00000042362,48.59
ENSG00000154175,ENSPTRG00000013903,49.2274
ENSG00000154175,ENSPTRG00000021690,47.3684
ENSG00000154175,ENSPTRG00000028774,49.9109
ENSG00000154175,ENSPTRG00000007530,49.6429
ENSG00000154175,ENSPTRG00000007530,49.7336
ENSG00000154175,ENSPTRG00000034369,49.6
ENSG00000154175,ENSPTRG00000005791,49.3807
ENSG00000154175,ENSPTRG00000000239,49.9109
ENSG00000154175,ENSPTRG00000030816,48.6667
ENSG00000154175,ENSPTRG00000030816,47.8927
ENSG00000154175,ENSPTRG00000042362,49.2308
ENSG00000154175,ENSPTRG00000040033,49.004
ENSG00000154175,ENSPTRG00000031254,49.6429
ENSG00000154175,ENSPTRG00000017069,50.2618
ENSG00000154175,ENSPTRG00000000239,49.9124
ENSG00000154175,ENSPTRG00000021725,49.726
ENSG00000115760,ENSPTRG00000017055,49.1562
ENSG00000115760,ENSPTRG00000019963,49.2174
ENSG00000181092,ENSPTRG00000013900,49.0355
ENSG00000181092,ENSPTRG00000013900,49.1846
ENSG00000181092,ENSPTRG00000013900,49.2125
ENSG00000197635,ENSPTRG00000018955,48.8986
ENSG00000174684,ENSPTRG00000007650,48.89
ENSG00000255468,ENSPTRG00000014626,47.7977
ENSG00000135502,ENSPTRG00000007637,48.3466
ENSG00000135502,ENSPTRG00000004572,48.668
ENSG00000073849,ENSPTRG00000018907,49.5156
ENSG00000073849,ENSPTRG00000000276,47.651
ENSG00000073849,ENSPTRG00000031314,48.8971
ENSG00000073849,ENSPTRG00000040646,48.3235
ENSG00000073849,ENSPTRG00000021851,49.8016
ENSG00000073849,ENSPTRG00000007659,49.6464
ENSG00000073849,ENSPTRG00000000239,49.6711
ENSG00000073849,ENSPTRG00000040452,50.7463
ENSG00000073849,ENSPTRG00000013941,49.4718
ENSG00000073849,ENSPTRG00000009860,49.4189
ENSG00000073849,ENSPTRG00000028810,49.9133
ENSG00000073849,ENSPTRG00000019963,49.0033
ENSG00000073849,ENSPTRG00000000239,49.3197
ENSG00000073849,ENSPTRG00000007623,49.2982
ENSG00000073849,ENSPTRG00000019102,49.2526
ENSG00000188010,ENSPTRG00000017013,48.583
ENSG00000188010,ENSPTRG00000000125,48.5333
ENSG00000188010,ENSPTRG00000031254,48.6111
ENSG00000188010,ENSPTRG00000017069,49.0323
ENSG00000188010,ENSPTRG00000021699,49.2647
ENSG00000174669,ENSPTRG00000000250,47.878
ENSG00000174669,ENSPTRG00000000271,47.5338
ENSG00000174669,ENSPTRG00000018889,47.7445
ENSG00000174669,ENSPTRG00000018889,47.9075
ENSG00000153179,ENSPTRG00000017042,49.5704
ENSG00000153179,ENSPTRG00000013862,48.835
ENSG00000189056,ENSPTRG00000005775,49.287
ENSG00000189056,ENSPTRG00000005775,49.2953
ENSG00000189056,ENSPTRG00000018954,48.2604
ENSG00000189056,ENSPTRG00000005775,49.287
ENSG00000115263,ENSPTRG00000017066,48.8281
ENSG00000115263,ENSPTRG00000016726,49.562
ENSG00000135677,ENSPTRG00000020070,48.2469
ENSG00000135677,ENSPTRG00000020070,48.36
ENSG00000135677,ENSPTRG00000013865,48.8909
ENSG00000135677,ENSPTRG00000021781,48.6634
ENSG00000135677,ENSPTRG00000000125,48.9526
ENSG00000135677,ENSPTRG00000028788,49.0076
ENSG00000135677,ENSPTRG00000040452,49.6689
ENSG00000163923,ENSPTRG00000018992,48.5452
ENSG00000163923,ENSPTRG00000018992,49.7354
ENSG00000163923,ENSPTRG00000031023,49.9332
ENSG00000078098,ENSPTRG00000009829,48.777
ENSG00000078098,ENSPTRG00000016905,48.7683
ENSG00000078098,ENSPTRG00000041209,48.7889
ENSG00000169855,ENSPTRG00000021823,49.3177
ENSG00000169855,ENSPTRG00000018871,49.3214
ENSG00000169855,ENSPTRG00000014586,49.1014
ENSG00000169855,ENSPTRG00000000239,49.7364
ENSG00000169855,ENSPTRG00000013809,48.0069
ENSG00000169855,ENSPTRG00000021823,49.3609
ENSG00000214694,ENSPTRG00000013929,49.9331
ENSG00000214694,ENSPTRG00000019956,49.6109
ENSG00000214694,ENSPTRG00000013809,50
ENSG00000214694,ENSPTRG00000005782,49.8605
ENSG00000214694,ENSPTRG00000000060,49.313
ENSG00000175077,ENSPTRG00000023231,49.4362
ENSG00000127241,ENSPTRG00000003315,49.6483
ENSG00000127241,ENSPTRG00000007703,48.9664
ENSG00000127241,ENSPTRG00000000245,49.3333
ENSG00000127241,ENSPTRG00000028298,48.8115
ENSG00000127241,ENSPTRG00000033888,48.954
ENSG00000127241,ENSPTRG00000003112,49.3763
ENSG00000127241,ENSPTRG00000031254,50.1845
ENSG00000127241,ENSPTRG00000040367,48.1013
ENSG00000175463,ENSPTRG00000033888,47.0395
ENSG00000175463,ENSPTRG00000000017,46.8354
ENSG00000175463,ENSPTRG00000003123,46.651
ENSG00000135454,ENSPTRG00000003107,48.1884
ENSG00000135454,ENSPTRG00000000017,47.5551
ENSG00000135454,ENSPTRG00000031314,47.4614
ENSG00000135454,ENSPTRG00000000220,48.5511
ENSG00000135454,ENSPTRG00000000265,48.3323
ENSG00000135454,ENSPTRG00000004015,47.2057
ENSG00000135454,ENSPTRG00000039445,46.595
ENSG00000115904,ENSPTRG00000017038,48.6321
ENSG00000115904,ENSPTRG00000019025,49.0905
ENSG00000115904,ENSPTRG00000019141,49.7409
ENSG00000115904,ENSPTRG00000017038,48.7371
ENSG00000115904,ENSPTRG00000019041,49.3533
ENSG00000174576,ENSPTRG00000040616,47.5325
ENSG00000115267,ENSPTRG00000005685,48.6787
ENSG00000115267,ENSPTRG00000009822,48.1756
ENSG00000115267,ENSPTRG00000017057,48.8702
ENSG00000018699,ENSPTRG00000000100,49.3124
ENSG00000018699,ENSPTRG00000019091,48.6787
ENSG00000018699,ENSPTRG00000019962,49.1582
ENSG00000136514,ENSPTRG00000013870,49.0991
ENSG00000157005,ENSPTRG00000018992,46.4401
ENSG00000198471,ENSPTRG00000003184,47.3254
ENSG00000174547,ENSPTRG00000034402,49.0343
ENSG00000174547,ENSPTRG00000038881,49.3124
ENSG00000174547,ENSPTRG00000028731,48.419
ENSG00000174547,ENSPTRG00000000264,49.1323
ENSG00000228804,ENSPTRG00000013935,48.6607
ENSG00000228804,ENSPTRG00000030817,48.5207
ENSG00000113916,ENSPTRG00000016969,49.3416
ENSG00000113916,ENSPTRG00000007671,48.7823
ENSG00000113916,ENSPTRG00000021849,47.978
ENSG00000113916,ENSPTRG00000019963,49.5595
ENSG00000113916,ENSPTRG00000028731,50.0705
ENSG00000172508,ENSPTRG00000003107,46.6307
ENSG00000172508,ENSPTRG00000000024,47.0573
ENSG00000172508,ENSPTRG00000000024,46.9907
ENSG00000172508,ENSPTRG00000000024,46.9372
ENSG00000183718,ENSPTRG00000005863,49.2191
ENSG00000114480,ENSPTRG00000019000,48.7431
ENSG00000114480,ENSPTRG00000013791,48.8659
ENSG00000115271,ENSPTRG00000019106,49.9276
ENSG00000115271,ENSPTRG00000018927,49.0291
ENSG00000115271,ENSPTRG00000005745,48.3434
ENSG00000115271,ENSPTRG00000018992,48.9264
ENSG00000115271,ENSPTRG00000005745,47.2845
ENSG00000115271,ENSPTRG00000028817,49.0076
ENSG00000111490,ENSPTRG00000017069,47.8431
ENSG00000111490,ENSPTRG00000021645,49.3879
ENSG00000111490,ENSPTRG00000021832,48.882
ENSG00000111490,ENSPTRG00000039924,46.5636
ENSG00000111490,ENSPTRG00000028731,48.6824
ENSG00000111490,ENSPTRG00000017026,49.3384
ENSG00000238035,ENSPTRG00000003184,46.5649
ENSG00000238035,ENSPTRG00000029528,47.7547
ENSG00000238035,ENSPTRG00000000207,47.6923
ENSG00000238035,ENSPTRG00000014077,47.0124
ENSG00000250765,ENSPTRG00000031023,48.2806
ENSG00000230178,ENSPTRG00000003320,44.5226
ENSG00000184611,ENSPTRG00000003384,49.1855
ENSG00000184611,ENSPTRG00000017048,49.4248
ENSG00000049323,ENSPTRG00000003345,49.3605
ENSG00000049323,ENSPTRG00000000282,48.9039
ENSG00000049323,ENSPTRG00000013890,49.5756
ENSG00000049323,ENSPTRG00000005719,49.5287
ENSG00000049323,ENSPTRG00000013890,49.5184
ENSG00000049323,ENSPTRG00000039933,48.6676
ENSG00000049323,ENSPTRG00000014644,48.6405
ENSG00000049323,ENSPTRG00000042377,48.852
ENSG00000049323,ENSPTRG00000000063,49.1358
ENSG00000049323,ENSPTRG00000003345,49.293
ENSG00000049323,ENSPTRG00000016994,49.4993
ENSG00000049323,ENSPTRG00000013890,49.4771
ENSG00000049323,ENSPTRG00000003351,48.711
ENSG00000135241,ENSPTRG00000009876,47.7342
ENSG00000135241,ENSPTRG00000017085,48.6533
ENSG00000135241,ENSPTRG00000013821,48.4136
ENSG00000135241,ENSPTRG00000013821,48.7225
ENSG00000135241,ENSPTRG00000013821,48.6135
ENSG00000135241,ENSPTRG00000003194,48.4093
ENSG00000135241,ENSPTRG00000016705,48.8435
ENSG00000135241,ENSPTRG00000017069,49.1197
ENSG00000135241,ENSPTRG00000014565,48.3612
ENSG00000145012,ENSPTRG00000020019,49.5973
ENSG00000145012,ENSPTRG00000016923,49.0196
ENSG00000145012,ENSPTRG00000030841,49.3282
ENSG00000145012,ENSPTRG00000031314,50.5976
ENSG00000145012,ENSPTRG00000031042,49.5627
ENSG00000145012,ENSPTRG00000034369,49.7409
ENSG00000145012,ENSPTRG00000039973,50.0935
ENSG00000145012,ENSPTRG00000042236,50.25
ENSG00000145012,ENSPTRG00000016734,50.1422
ENSG00000145012,ENSPTRG00000039819,50.3132
ENSG00000145012,ENSPTRG00000007644,48.3108
ENSG00000145012,ENSPTRG00000016734,50.1399
ENSG00000104825,ENSPTRG00000007528,47.439
ENSG00000104825,ENSPTRG00000000131,45.7232
ENSG00000104825,ENSPTRG00000000081,47.3297
ENSG00000104825,ENSPTRG00000007548,47.3684
ENSG00000104825,ENSPTRG00000003118,48.7063
ENSG00000175634,ENSPTRG00000042298,49.3562
ENSG00000175634,ENSPTRG00000031327,47.4545
ENSG00000175634,ENSPTRG00000000017,47.1611
ENSG00000175634,ENSPTRG00000040525,47.4946
