homo_sapiens,pongo_abelii
ENSG00000064225,ENSPPYG00000017575,48.0573
ENSG00000064225,ENSPPYG00000018767,49.2857
ENSG00000064225,ENSPPYG00000019265,48.566
ENSG00000064225,ENSPPYG00000020625,49.3329
ENSG00000174206,ENSPPYG00000020553,48.9993
ENSG00000174206,ENSPPYG00000020777,48.7095
ENSG00000174206,ENSPPYG00000020777,49.2094
ENSG00000163915,ENSPPYG00000020487,49.6881
ENSG00000136527,ENSPPYG00000018815,48.8482
ENSG00000136527,ENSPPYG00000018327,49.5228
ENSG00000136527,ENSPPYG00000019960,49.0141
ENSG00000136527,ENSPPYG00000017728,38.5246
ENSG00000136527,ENSPPYG00000017382,49.6528
ENSG00000185306,ENSPPYG00000019137,49.0654
ENSG00000185306,ENSPPYG00000019511,49.0661
ENSG00000185306,ENSPPYG00000020304,49.5479
ENSG00000154174,ENSPPYG00000018469,49.1948
ENSG00000136536,ENSPPYG00000020561,48.5012
ENSG00000136536,ENSPPYG00000017530,48.3035
ENSG00000136536,ENSPPYG00000019183,49.3739
ENSG00000136536,ENSPPYG00000019970,48.2068
ENSG00000136536,ENSPPYG00000018205,49.4405
ENSG00000136536,ENSPPYG00000018567,48.5654
ENSG00000091128,ENSPPYG00000017907,43.7767
ENSG00000091128,ENSPPYG00000020597,48.9337
ENSG00000091128,ENSPPYG00000019315,49.4615
ENSG00000091128,ENSPPYG00000017907,43.7863
ENSG00000091128,ENSPPYG00000017907,45.9475
ENSG00000091128,ENSPPYG00000020819,48.9388
ENSG00000241399,ENSPPYG00000017530,48.5432
ENSG00000241399,ENSPPYG00000017563,48.4958
ENSG00000206535,ENSPPYG00000017730,49.3665
ENSG00000206535,ENSPPYG00000017738,49.2554
ENSG00000184575,ENSPPYG00000018857,49.0801
ENSG00000184575,ENSPPYG00000020793,50.1825
ENSG00000184575,ENSPPYG00000020535,49.0854
ENSG00000184575,ENSPPYG00000018577,48.1576
ENSG00000244405,ENSPPYG00000017772,45.9256
ENSG00000244405,ENSPPYG00000018185,49.1188
ENSG00000244405,ENSPPYG00000017694,49.4774
ENSG00000244405,ENSPPYG00000017573,49.278
ENSG00000244405,ENSPPYG00000019782,49.0401
ENSG00000244405,ENSPPYG00000017460,49.2908
ENSG00000244405,ENSPPYG00000018985,49.22
ENSG00000175482,ENSPPYG00000017577,47.6035
ENSG00000175482,ENSPPYG00000018665,47.1989
ENSG00000054219,ENSPPYG00000018857,48.4316
ENSG00000054219,ENSPPYG00000019501,48.915
ENSG00000054219,ENSPPYG00000019333,48.7165
ENSG00000181458,ENSPPYG00000019247,49.7128
ENSG00000181458,ENSPPYG00000020509,49.6859
ENSG00000181458,ENSPPYG00000018292,49.7712
ENSG00000152147,ENSPPYG00000019247,48.7603
ENSG00000152147,ENSPPYG00000019247,49.3243
ENSG00000152147,ENSPPYG00000017450,47.8417
ENSG00000163214,ENSPPYG00000020697,49.156
ENSG00000163214,ENSPPYG00000020523,49.6678
ENSG00000163214,ENSPPYG00000017575,46.3736
ENSG00000163214,ENSPPYG00000020304,48.0804
ENSG00000058866,ENSPPYG00000019497,49.6296
ENSG00000058866,ENSPPYG00000018777,49.6662
ENSG00000058866,ENSPPYG00000017664,49.2386
ENSG00000058866,ENSPPYG00000019361,47.4026
ENSG00000058866,ENSPPYG00000019435,49.1747
ENSG00000144820,ENSPPYG00000019377,48.7261
ENSG00000144820,ENSPPYG00000020902,48.9926
ENSG00000248672,ENSPPYG00000020759,49.0088
ENSG00000248672,ENSPPYG00000019333,48.7596
ENSG00000175505,ENSPPYG00000019770,48.7527
ENSG00000175505,ENSPPYG00000018945,47.4664
ENSG00000175505,ENSPPYG00000018921,46.735
ENSG00000153246,ENSPPYG00000017720,49.4722
ENSG00000153246,ENSPPYG00000018747,49.3023
ENSG00000115221,ENSPPYG00000018755,48.877
ENSG00000115221,ENSPPYG00000018535,48.6801
ENSG00000115221,ENSPPYG00000019179,49.4764
ENSG00000115221,ENSPPYG00000019315,49.1803
ENSG00000213139,ENSPPYG00000020206,49.2933
ENSG00000213139,ENSPPYG00000019531,48.8801
ENSG00000113838,ENSPPYG00000017545,47.1118
ENSG00000113838,ENSPPYG00000017545,44.968
ENSG00000113838,ENSPPYG00000019247,48.6183
ENSG00000113838,ENSPPYG00000017575,47.8261
ENSG00000113838,ENSPPYG00000017929,48.0052
ENSG00000090520,ENSPPYG00000018449,49.7498
ENSG00000090520,ENSPPYG00000017919,48.9022
ENSG00000090520,ENSPPYG00000019265,49.3483
ENSG00000090520,ENSPPYG00000019698,49.5146
ENSG00000153250,ENSPPYG00000018735,49.4968
ENSG00000153250,ENSPPYG00000019247,49.0968
ENSG00000153250,ENSPPYG00000019247,47.9866
ENSG00000153250,ENSPPYG00000019167,48.9256
ENSG00000153250,ENSPPYG00000020128,48.542
ENSG00000153250,ENSPPYG00000020679,49.2949
ENSG00000145192,ENSPPYG00000019199,48.8019
ENSG00000145192,ENSPPYG00000018983,48.358
ENSG00000090512,ENSPPYG00000019247,48.156
ENSG00000090512,ENSPPYG00000020882,48.9002
ENSG00000090512,ENSPPYG00000019988,48.9244
ENSG00000090512,ENSPPYG00000019934,48.436
ENSG00000090512,ENSPPYG00000019596,49.3269
ENSG00000090512,ENSPPYG00000019247,47.6752
ENSG00000113905,ENSPPYG00000019453,49.33
ENSG00000136560,ENSPPYG00000020509,48.2342
ENSG00000136560,ENSPPYG00000019351,48.1667
ENSG00000136560,ENSPPYG00000019511,48.5491
ENSG00000136560,ENSPPYG00000018067,49.0909
ENSG00000136560,ENSPPYG00000017937,48.0315
ENSG00000136560,ENSPPYG00000020531,48.2286
ENSG00000136560,ENSPPYG00000020531,48.2916
ENSG00000136560,ENSPPYG00000019265,48.5847
ENSG00000136560,ENSPPYG00000017760,49.1135
ENSG00000136560,ENSPPYG00000020791,47.7477
ENSG00000136560,ENSPPYG00000019137,47.9436
ENSG00000136560,ENSPPYG00000019189,48.6933
ENSG00000136560,ENSPPYG00000020505,47.541
ENSG00000113889,ENSPPYG00000019523,49.1279
ENSG00000113889,ENSPPYG00000018815,48.9083
ENSG00000113889,ENSPPYG00000019247,47.8073
ENSG00000183735,ENSPPYG00000018597,48.4337
ENSG00000183735,ENSPPYG00000019387,49.7258
ENSG00000183735,ENSPPYG00000017887,49.3177
ENSG00000183735,ENSPPYG00000017575,44.6301
ENSG00000156976,ENSPPYG00000020130,50
ENSG00000156976,ENSPPYG00000018833,49.1667
ENSG00000156976,ENSPPYG00000020671,48.4106
ENSG00000156976,ENSPPYG00000020671,48.4913
ENSG00000156976,ENSPPYG00000019147,48.7047
ENSG00000156976,ENSPPYG00000019265,48.6674
ENSG00000172613,ENSPPYG00000020884,47.8528
ENSG00000172613,ENSPPYG00000019798,47.0446
ENSG00000114354,ENSPPYG00000020779,48.951
ENSG00000114354,ENSPPYG00000020543,49.1156
ENSG00000114354,ENSPPYG00000019219,49.3428
ENSG00000114354,ENSPPYG00000018865,48.7113
ENSG00000114354,ENSPPYG00000019265,49.2989
ENSG00000114354,ENSPPYG00000018835,48.2711
ENSG00000114354,ENSPPYG00000017510,48.4118
ENSG00000115233,ENSPPYG00000018489,49.2835
ENSG00000115233,ENSPPYG00000020753,48.7002
ENSG00000136535,ENSPPYG00000018925,50.0125
ENSG00000136535,ENSPPYG00000019093,48.4241
ENSG00000136535,ENSPPYG00000018217,47.9367
ENSG00000091129,ENSPPYG00000017909,10.3243
ENSG00000091129,ENSPPYG00000017909,16.7935
ENSG00000091129,ENSPPYG00000020858,46.0281
ENSG00000091129,ENSPPYG00000020176,48.6819
ENSG00000091129,ENSPPYG00000019247,48.3689
ENSG00000091129,ENSPPYG00000020687,48.7395
ENSG00000091129,ENSPPYG00000018883,49.2281
ENSG00000091129,ENSPPYG00000019181,49.1736
ENSG00000091129,ENSPPYG00000018783,48.7544
ENSG00000091129,ENSPPYG00000017909,10.6623
ENSG00000091129,ENSPPYG00000017909,9.40035
ENSG00000091129,ENSPPYG00000019423,49.187
ENSG00000144290,ENSPPYG00000017861,48.6016
ENSG00000144290,ENSPPYG00000020134,48.7405
ENSG00000144290,ENSPPYG00000020134,48.754
ENSG00000144290,ENSPPYG00000017861,48.6399
ENSG00000144290,ENSPPYG00000018631,48.9406
ENSG00000144290,ENSPPYG00000020659,49.0161
ENSG00000144290,ENSPPYG00000018819,49.1581
ENSG00000144290,ENSPPYG00000017861,48.3888
ENSG00000172531,ENSPPYG00000018159,47.9482
ENSG00000172531,ENSPPYG00000018917,47.561
ENSG00000172531,ENSPPYG00000017462,48.1973
ENSG00000172531,ENSPPYG00000017508,48.1046
ENSG00000172531,ENSPPYG00000019946,47.6534
ENSG00000172531,ENSPPYG00000019297,47.2789
ENSG00000163918,ENSPPYG00000018391,48.6049
ENSG00000163918,ENSPPYG00000019247,48.2659
ENSG00000163918,ENSPPYG00000020176,47.1816
ENSG00000163918,ENSPPYG00000019181,47.3609
ENSG00000163918,ENSPPYG00000018865,49.2994
ENSG00000163918,ENSPPYG00000017575,48.0412
ENSG00000163918,ENSPPYG00000017575,48.1236
ENSG00000163918,ENSPPYG00000019782,48.75
ENSG00000163918,ENSPPYG00000019247,47.9282
ENSG00000154175,ENSPPYG00000018857,49.3734
ENSG00000154175,ENSPPYG00000020603,49.1107
ENSG00000154175,ENSPPYG00000018276,48.6027
ENSG00000154175,ENSPPYG00000019175,49.5714
ENSG00000154175,ENSPPYG00000017915,48.9399
ENSG00000154175,ENSPPYG00000020270,49.4577
ENSG00000154175,ENSPPYG00000017575,47.0199
ENSG00000154175,ENSPPYG00000018863,48.6316
ENSG00000154175,ENSPPYG00000019015,49.0196
ENSG00000154175,ENSPPYG00000020024,49.6429
ENSG00000154175,ENSPPYG00000020236,48.4902
ENSG00000154175,ENSPPYG00000017575,45.3333
ENSG00000154175,ENSPPYG00000017530,49.1384
ENSG00000154175,ENSPPYG00000019716,48.6631
ENSG00000154175,ENSPPYG00000020000,48
ENSG00000154175,ENSPPYG00000018793,48.659
ENSG00000154175,ENSPPYG00000019535,49.2308
ENSG00000154175,ENSPPYG00000020062,47.4104
ENSG00000154175,ENSPPYG00000019716,48.0357
ENSG00000154175,ENSPPYG00000017726,49.0401
ENSG00000154175,ENSPPYG00000020268,48.8616
ENSG00000154175,ENSPPYG00000018276,48.6027
ENSG00000115760,ENSPPYG00000020256,49.1498
ENSG00000115760,ENSPPYG00000017780,49.0435
ENSG00000181092,ENSPPYG00000019974,48.6629
ENSG00000181092,ENSPPYG00000019974,48.6628
ENSG00000181092,ENSPPYG00000019974,48.8457
ENSG00000197635,ENSPPYG00000017839,49.2316
ENSG00000174684,ENSPPYG00000019551,48.4556
ENSG00000255468,ENSPPYG00000020012,48.4502
ENSG00000135502,ENSPPYG00000017458,48.4303
ENSG00000135502,ENSPPYG00000019880,48.4294
ENSG00000073849,ENSPPYG00000018431,49.817
ENSG00000073849,ENSPPYG00000018833,47.9866
ENSG00000073849,ENSPPYG00000018833,47.9779
ENSG00000073849,ENSPPYG00000017668,47.929
ENSG00000073849,ENSPPYG00000017573,48.8095
ENSG00000073849,ENSPPYG00000019093,49.3635
ENSG00000073849,ENSPPYG00000020024,49.5066
ENSG00000073849,ENSPPYG00000018495,49.6517
ENSG00000073849,ENSPPYG00000017780,49.4718
ENSG00000073849,ENSPPYG00000020146,49.6746
ENSG00000073849,ENSPPYG00000018013,49.2201
ENSG00000073849,ENSPPYG00000020621,48.8372
ENSG00000073849,ENSPPYG00000018503,49.4898
ENSG00000073849,ENSPPYG00000020176,49.6491
ENSG00000073849,ENSPPYG00000017623,49.3286
ENSG00000188010,ENSPPYG00000019960,48.3131
ENSG00000188010,ENSPPYG00000019483,48.5333
ENSG00000188010,ENSPPYG00000018883,48.4568
ENSG00000188010,ENSPPYG00000017575,46.4516
ENSG00000188010,ENSPPYG00000019872,48.7132
ENSG00000174669,ENSPPYG00000017504,48.099
ENSG00000174669,ENSPPYG00000019880,48.4487
ENSG00000174669,ENSPPYG00000019880,48.4631
ENSG00000174669,ENSPPYG00000019880,48.2662
ENSG00000153179,ENSPPYG00000020108,49.2841
ENSG00000153179,ENSPPYG00000019704,48.1553
ENSG00000189056,ENSPPYG00000017885,15.5388
ENSG00000189056,ENSPPYG00000017885,15.495
ENSG00000189056,ENSPPYG00000018759,48.9338
ENSG00000189056,ENSPPYG00000017885,15.5388
ENSG00000115263,ENSPPYG00000019247,48.0469
ENSG00000115263,ENSPPYG00000020611,48.9362
ENSG00000135677,ENSPPYG00000018431,48.4929
ENSG00000135677,ENSPPYG00000018431,48.77
ENSG00000135677,ENSPPYG00000019551,48.8909
ENSG00000135677,ENSPPYG00000020076,48.9109
ENSG00000135677,ENSPPYG00000017537,47.8501
ENSG00000135677,ENSPPYG00000019247,48.1679
ENSG00000135677,ENSPPYG00000020693,49.117
ENSG00000163923,ENSPPYG00000017617,49.3109
ENSG00000163923,ENSPPYG00000017754,49.3386
ENSG00000163923,ENSPPYG00000019962,49.2657
ENSG00000078098,ENSPPYG00000018815,48.8849
ENSG00000078098,ENSPPYG00000018755,48.7298
ENSG00000078098,ENSPPYG00000020737,48.4429
ENSG00000169855,ENSPPYG00000018857,49.0507
ENSG00000169855,ENSPPYG00000020527,49.4107
ENSG00000169855,ENSPPYG00000019513,49.0808
ENSG00000169855,ENSPPYG00000019109,49.2091
ENSG00000169855,ENSPPYG00000020791,48.7002
ENSG00000169855,ENSPPYG00000020250,49.8136
ENSG00000214694,ENSPPYG00000018387,50
ENSG00000214694,ENSPPYG00000020621,50
ENSG00000214694,ENSPPYG00000020621,50.1684
ENSG00000214694,ENSPPYG00000018005,49.6744
ENSG00000214694,ENSPPYG00000017452,48.5878
ENSG00000175077,ENSPPYG00000017591,49.3911
ENSG00000127241,ENSPPYG00000020817,49.7844
ENSG00000127241,ENSPPYG00000019403,49.1905
ENSG00000127241,ENSPPYG00000019203,49.359
ENSG00000127241,ENSPPYG00000020386,49.0984
ENSG00000127241,ENSPPYG00000019988,48.7747
ENSG00000127241,ENSPPYG00000018963,48.9605
ENSG00000127241,ENSPPYG00000020176,49.0775
ENSG00000127241,ENSPPYG00000017668,48.6438
ENSG00000175463,ENSPPYG00000019988,47.0395
ENSG00000175463,ENSPPYG00000018981,46.7149
ENSG00000175463,ENSPPYG00000018981,47.0623
ENSG00000135454,ENSPPYG00000020342,48.419
ENSG00000135454,ENSPPYG00000020258,47.0715
ENSG00000135454,ENSPPYG00000019361,47.0199
ENSG00000135454,ENSPPYG00000019658,48.5511
ENSG00000135454,ENSPPYG00000018937,48.9994
ENSG00000135454,ENSPPYG00000019794,46.6112
ENSG00000135454,ENSPPYG00000020842,47.1924
ENSG00000115904,ENSPPYG00000017925,48.9609
ENSG00000115904,ENSPPYG00000020781,49.139
ENSG00000115904,ENSPPYG00000019491,49.5682
ENSG00000115904,ENSPPYG00000017925,48.8333
ENSG00000115904,ENSPPYG00000019247,47.5153
ENSG00000174576,ENSPPYG00000020290,48.4408
ENSG00000115267,ENSPPYG00000020519,48.6509
ENSG00000115267,ENSPPYG00000018561,48.0519
ENSG00000115267,ENSPPYG00000019149,48.0012
ENSG00000018699,ENSPPYG00000017919,48.3301
ENSG00000018699,ENSPPYG00000017903,48.6439
ENSG00000018699,ENSPPYG00000017575,46.8013
ENSG00000136514,ENSPPYG00000019247,48.7773
ENSG00000157005,ENSPPYG00000020888,48.3819
ENSG00000198471,ENSPPYG00000019800,48.2912
ENSG00000174547,ENSPPYG00000019247,49.1589
ENSG00000174547,ENSPPYG00000019247,48.1336
ENSG00000174547,ENSPPYG00000019109,49.0119
ENSG00000174547,ENSPPYG00000017510,48.59
ENSG00000228804,ENSPPYG00000019483,48.2143
ENSG00000228804,ENSPPYG00000017575,46.4497
ENSG00000113916,ENSPPYG00000020032,49.5377
ENSG00000113916,ENSPPYG00000019549,48.6347
ENSG00000113916,ENSPPYG00000018167,48.1278
ENSG00000113916,ENSPPYG00000017575,46.4758
ENSG00000113916,ENSPPYG00000017595,49.9295
ENSG00000172508,ENSPPYG00000020340,47.035
ENSG00000172508,ENSPPYG00000018955,47.4632
ENSG00000172508,ENSPPYG00000018955,47.4188
ENSG00000172508,ENSPPYG00000018955,47.4162
ENSG00000183718,ENSPPYG00000019938,48.282
ENSG00000114480,ENSPPYG00000017905,49.1476
ENSG00000114480,ENSPPYG00000018587,48.6271
ENSG00000115271,ENSPPYG00000019239,48.3357
ENSG00000115271,ENSPPYG00000019906,49.2718
ENSG00000115271,ENSPPYG00000017653,48.243
ENSG00000115271,ENSPPYG00000019177,48.3129
ENSG00000115271,ENSPPYG00000017939,48.3471
ENSG00000115271,ENSPPYG00000020128,48.3969
ENSG00000111490,ENSPPYG00000018699,48.4314
ENSG00000111490,ENSPPYG00000017859,49.4013
ENSG00000111490,ENSPPYG00000020852,48.9977
ENSG00000111490,ENSPPYG00000019712,47.9381
ENSG00000111490,ENSPPYG00000019954,48.1276
ENSG00000111490,ENSPPYG00000017660,49.2439
ENSG00000238035,ENSPPYG00000019824,47.6058
ENSG00000238035,ENSPPYG00000020202,46.9775
ENSG00000238035,ENSPPYG00000020014,47.3504
ENSG00000238035,ENSPPYG00000019830,48.1398
ENSG00000250765,ENSPPYG00000017740,47.7304
ENSG00000230178,ENSPPYG00000019992,39.0955
ENSG00000184611,ENSPPYG00000018177,48.6992
ENSG00000184611,ENSPPYG00000017891,49.0961
ENSG00000049323,ENSPPYG00000019331,49.5342
ENSG00000049323,ENSPPYG00000018145,47.5548
ENSG00000049323,ENSPPYG00000018813,49.1916
ENSG00000049323,ENSPPYG00000017820,49.2145
ENSG00000049323,ENSPPYG00000018813,49.3021
ENSG00000049323,ENSPPYG00000017595,48.8079
ENSG00000049323,ENSPPYG00000018475,48.1873
ENSG00000049323,ENSPPYG00000019834,48.3418
ENSG00000049323,ENSPPYG00000018807,49.0123
ENSG00000049323,ENSPPYG00000017778,49.4393
ENSG00000049323,ENSPPYG00000020170,49.3293
ENSG00000049323,ENSPPYG00000017820,49.2835
ENSG00000049323,ENSPPYG00000017957,48.9371
ENSG00000135241,ENSPPYG00000020218,49.0256
ENSG00000135241,ENSPPYG00000017530,48.4527
ENSG00000135241,ENSPPYG00000017530,48.4703
ENSG00000135241,ENSPPYG00000020918,48.0986
ENSG00000135241,ENSPPYG00000020519,48.6424
ENSG00000135241,ENSPPYG00000020918,27.0851
ENSG00000135241,ENSPPYG00000018266,47.7551
ENSG00000135241,ENSPPYG00000020621,47.7113
ENSG00000135241,ENSPPYG00000020918,46.846
ENSG00000145012,ENSPPYG00000019243,49.5116
ENSG00000145012,ENSPPYG00000020856,49.0196
ENSG00000145012,ENSPPYG00000020358,49.1363
ENSG00000145012,ENSPPYG00000020052,50.1992
ENSG00000145012,ENSPPYG00000017575,46.3557
ENSG00000145012,ENSPPYG00000017575,47.1503
ENSG00000145012,ENSPPYG00000018256,48.0374
ENSG00000145012,ENSPPYG00000017575,47.25
ENSG00000145012,ENSPPYG00000017567,49.8359
ENSG00000145012,ENSPPYG00000020022,48.2255
ENSG00000145012,ENSPPYG00000020270,49.0991
ENSG00000145012,ENSPPYG00000017567,49.7558
ENSG00000104825,ENSPPYG00000019794,47.3171
ENSG00000104825,ENSPPYG00000019770,48.4707
ENSG00000104825,ENSPPYG00000018545,47.8821
ENSG00000104825,ENSPPYG00000019660,46.5056
ENSG00000104825,ENSPPYG00000020076,48.9333
ENSG00000175634,ENSPPYG00000018041,48.4979
ENSG00000175634,ENSPPYG00000019842,48
ENSG00000175634,ENSPPYG00000018981,47.219
ENSG00000175634,ENSPPYG00000020864,47.7124
