homo_sapiens,macaca_mulatta
ENSG00000064225,ENSMMUG00000032457,49.4888
ENSG00000064225,ENSMMUG00000022505,48.4286
ENSG00000064225,ENSMMUG00000004382,48.5182
ENSG00000064225,ENSMMUG00000011687,49.3011
ENSG00000174206,ENSMMUG00000023635,49.1105
ENSG00000174206,ENSMMUG00000012622,48.9963
ENSG00000174206,ENSMMUG00000012484,48.8238
ENSG00000163915,ENSMMUG00000016666,49.4283
ENSG00000136527,ENSMMUG00000023236,48.3401
ENSG00000136527,ENSMMUG00000000473,48.9926
ENSG00000136527,ENSMMUG00000021984,50
ENSG00000136527,ENSMMUG00000001019,48.7705
ENSG00000136527,ENSMMUG00000014062,48.2639
ENSG00000185306,ENSMMUG00000008389,49.0654
ENSG00000185306,ENSMMUG00000010598,48.7927
ENSG00000185306,ENSMMUG00000004914,49.0054
ENSG00000154174,ENSMMUG00000014606,49.3763
ENSG00000136536,ENSMMUG00000032322,48.3347
ENSG00000136536,ENSMMUG00000021298,48.0898
ENSG00000136536,ENSMMUG00000010248,48.3005
ENSG00000136536,ENSMMUG00000006864,48.2068
ENSG00000136536,ENSMMUG00000000473,48.4232
ENSG00000136536,ENSMMUG00000013604,48.3966
ENSG00000091128,ENSMMUG00000008600,49.3427
ENSG00000091128,ENSMMUG00000013603,48.701
ENSG00000091128,ENSMMUG00000017277,49.1154
ENSG00000091128,ENSMMUG00000008600,49.3684
ENSG00000091128,ENSMMUG00000006362,49.4482
ENSG00000091128,ENSMMUG00000001620,49.0221
ENSG00000241399,ENSMMUG00000022399,48.757
ENSG00000241399,ENSMMUG00000016948,48.6161
ENSG00000206535,ENSMMUG00000006864,49.8643
ENSG00000206535,ENSMMUG00000004793,48.7038
ENSG00000184575,ENSMMUG00000011076,48.9086
ENSG00000184575,ENSMMUG00000008046,49.0876
ENSG00000184575,ENSMMUG00000007515,49.2886
ENSG00000184575,ENSMMUG00000021206,48.5388
ENSG00000244405,ENSMMUG00000002431,49.6473
ENSG00000244405,ENSMMUG00000011418,49.2544
ENSG00000244405,ENSMMUG00000032565,49.4774
ENSG00000244405,ENSMMUG00000002859,48.917
ENSG00000244405,ENSMMUG00000032342,49.2147
ENSG00000244405,ENSMMUG00000003993,50
ENSG00000244405,ENSMMUG00000015951,48.8435
ENSG00000175482,ENSMMUG00000012619,48.1481
ENSG00000175482,ENSMMUG00000032378,48.1793
ENSG00000054219,ENSMMUG00000007500,48.998
ENSG00000054219,ENSMMUG00000004188,48.8616
ENSG00000054219,ENSMMUG00000017323,48.7349
ENSG00000181458,ENSMMUG00000016986,49.4576
ENSG00000181458,ENSMMUG00000020392,49.1623
ENSG00000181458,ENSMMUG00000019573,50
ENSG00000152147,ENSMMUG00000021348,49.1736
ENSG00000152147,ENSMMUG00000022638,49.1554
ENSG00000152147,ENSMMUG00000009877,49.0408
ENSG00000163214,ENSMMUG00000004656,49.3619
ENSG00000163214,ENSMMUG00000005086,49.6678
ENSG00000163214,ENSMMUG00000002333,48.3516
ENSG00000163214,ENSMMUG00000010248,48.4461
ENSG00000058866,ENSMMUG00000015291,49.6469
ENSG00000058866,ENSMMUG00000023060,49.492
ENSG00000058866,ENSMMUG00000003974,49.5241
ENSG00000058866,ENSMMUG00000023179,49.1342
ENSG00000058866,ENSMMUG00000017423,49.2681
ENSG00000144820,ENSMMUG00000020532,48.9809
ENSG00000144820,ENSMMUG00000003071,48.6486
ENSG00000248672,ENSMMUG00000004188,48.9735
ENSG00000248672,ENSMMUG00000017323,48.8143
ENSG00000175505,ENSMMUG00000032572,49.2408
ENSG00000175505,ENSMMUG00000032486,46.9493
ENSG00000175505,ENSMMUG00000022138,46.863
ENSG00000153246,ENSMMUG00000019345,49.7889
ENSG00000153246,ENSMMUG00000008503,49.2248
ENSG00000115221,ENSMMUG00000014606,49.0267
ENSG00000115221,ENSMMUG00000016776,49.1848
ENSG00000115221,ENSMMUG00000020724,49.2583
ENSG00000115221,ENSMMUG00000032322,49.1803
ENSG00000213139,ENSMMUG00000009482,48.4099
ENSG00000213139,ENSMMUG00000032337,49.0119
ENSG00000113838,ENSMMUG00000016190,49.2421
ENSG00000113838,ENSMMUG00000003570,49.1766
ENSG00000113838,ENSMMUG00000032401,49.3092
ENSG00000113838,ENSMMUG00000032370,49.1304
ENSG00000113838,ENSMMUG00000010911,48.9863
ENSG00000090520,ENSMMUG00000003136,49.3745
ENSG00000090520,ENSMMUG00000032410,47.7046
ENSG00000090520,ENSMMUG00000032537,49.5261
ENSG00000090520,ENSMMUG00000032538,49.1909
ENSG00000153250,ENSMMUG00000010726,49.1692
ENSG00000153250,ENSMMUG00000019594,49.2258
ENSG00000153250,ENSMMUG00000014935,49.1946
ENSG00000153250,ENSMMUG00000012702,48.9807
ENSG00000153250,ENSMMUG00000004218,48.8851
ENSG00000153250,ENSMMUG00000000128,49.4125
ENSG00000145192,ENSMMUG00000003562,49.2694
ENSG00000145192,ENSMMUG00000004051,48.8731
ENSG00000090512,ENSMMUG00000015653,49.0071
ENSG00000090512,ENSMMUG00000020152,49.0694
ENSG00000090512,ENSMMUG00000019577,49.539
ENSG00000090512,ENSMMUG00000032361,49.2891
ENSG00000090512,ENSMMUG00000013930,49.4231
ENSG00000090512,ENSMMUG00000009505,48.9244
ENSG00000113905,ENSMMUG00000010914,49.1811
ENSG00000136560,ENSMMUG00000009037,48.4201
ENSG00000136560,ENSMMUG00000003251,48.3333
ENSG00000136560,ENSMMUG00000018777,48.5491
ENSG00000136560,ENSMMUG00000002333,48.5455
ENSG00000136560,ENSMMUG00000001114,48.6877
ENSG00000136560,ENSMMUG00000018535,48.6857
ENSG00000136560,ENSMMUG00000023726,48.6333
ENSG00000136560,ENSMMUG00000010911,48.7239
ENSG00000136560,ENSMMUG00000032342,48.4043
ENSG00000136560,ENSMMUG00000004798,46.8468
ENSG00000136560,ENSMMUG00000000682,48.4136
ENSG00000136560,ENSMMUG00000010537,48.9684
ENSG00000136560,ENSMMUG00000001114,47.9881
ENSG00000113889,ENSMMUG00000002207,48.8953
ENSG00000113889,ENSMMUG00000006377,49.2868
ENSG00000113889,ENSMMUG00000011466,48.8857
ENSG00000183735,ENSMMUG00000010911,48.4951
ENSG00000183735,ENSMMUG00000007585,49.1773
ENSG00000183735,ENSMMUG00000032326,49.3177
ENSG00000183735,ENSMMUG00000008825,50.358
ENSG00000156976,ENSMMUG00000012918,49.7917
ENSG00000156976,ENSMMUG00000032450,49.3333
ENSG00000156976,ENSMMUG00000023574,48.7233
ENSG00000156976,ENSMMUG00000010763,48.756
ENSG00000156976,ENSMMUG00000014829,48.1865
ENSG00000156976,ENSMMUG00000032308,48.5516
ENSG00000172613,ENSMMUG00000018703,47.7584
ENSG00000172613,ENSMMUG00000022138,47.0446
ENSG00000114354,ENSMMUG00000004346,48.7762
ENSG00000114354,ENSMMUG00000004346,48.9387
ENSG00000114354,ENSMMUG00000013135,48.5844
ENSG00000114354,ENSMMUG00000021850,48.7113
ENSG00000114354,ENSMMUG00000023574,48.9624
ENSG00000114354,ENSMMUG00000020850,48.9627
ENSG00000114354,ENSMMUG00000018590,48.6309
ENSG00000115233,ENSMMUG00000013667,49.2835
ENSG00000115233,ENSMMUG00000032340,48.5269
ENSG00000136535,ENSMMUG00000011104,50.1372
ENSG00000136535,ENSMMUG00000006866,48.7106
ENSG00000136535,ENSMMUG00000013708,47.7304
ENSG00000091129,ENSMMUG00000007500,49.1008
ENSG00000091129,ENSMMUG00000004188,48.9969
ENSG00000091129,ENSMMUG00000020066,49.1699
ENSG00000091129,ENSMMUG00000002333,47.9789
ENSG00000091129,ENSMMUG00000020530,49.059
ENSG00000091129,ENSMMUG00000003993,49.4118
ENSG00000091129,ENSMMUG00000001114,49.0566
ENSG00000091129,ENSMMUG00000017277,48.7603
ENSG00000091129,ENSMMUG00000014829,49.2883
ENSG00000091129,ENSMMUG00000022574,49.2266
ENSG00000091129,ENSMMUG00000007500,49.1808
ENSG00000091129,ENSMMUG00000022704,49.2109
ENSG00000144290,ENSMMUG00000004188,48.6913
ENSG00000144290,ENSMMUG00000003049,49.1213
ENSG00000144290,ENSMMUG00000003049,49.1352
ENSG00000144290,ENSMMUG00000004188,48.5678
ENSG00000144290,ENSMMUG00000003049,48.8228
ENSG00000144290,ENSMMUG00000005066,49.1354
ENSG00000144290,ENSMMUG00000019974,48.8865
ENSG00000144290,ENSMMUG00000004188,48.5989
ENSG00000172531,ENSMMUG00000010402,48.7401
ENSG00000172531,ENSMMUG00000023021,48.374
ENSG00000172531,ENSMMUG00000016469,47.723
ENSG00000172531,ENSMMUG00000021207,48.2353
ENSG00000172531,ENSMMUG00000032498,46.9314
ENSG00000172531,ENSMMUG00000032498,46.5986
ENSG00000163918,ENSMMUG00000018782,48.7849
ENSG00000163918,ENSMMUG00000032384,48.5549
ENSG00000163918,ENSMMUG00000007585,47.8079
ENSG00000163918,ENSMMUG00000032428,48.5021
ENSG00000163918,ENSMMUG00000019573,49.2994
ENSG00000163918,ENSMMUG00000002333,49.4845
ENSG00000163918,ENSMMUG00000015861,50.7726
ENSG00000163918,ENSMMUG00000002333,49.1071
ENSG00000163918,ENSMMUG00000016045,49.1022
ENSG00000154175,ENSMMUG00000014451,49.226
ENSG00000154175,ENSMMUG00000003317,48.8217
ENSG00000154175,ENSMMUG00000023060,49.2603
ENSG00000154175,ENSMMUG00000009336,48.7143
ENSG00000154175,ENSMMUG00000004548,48.4099
ENSG00000154175,ENSMMUG00000016948,48.2646
ENSG00000154175,ENSMMUG00000032363,50.1104
ENSG00000154175,ENSMMUG00000003322,49.2632
ENSG00000154175,ENSMMUG00000001612,49.3761
ENSG00000154175,ENSMMUG00000002859,49.6429
ENSG00000154175,ENSMMUG00000004548,50.0888
ENSG00000154175,ENSMMUG00000032445,48.5333
ENSG00000154175,ENSMMUG00000020862,49.3538
ENSG00000154175,ENSMMUG00000032459,49.3761
ENSG00000154175,ENSMMUG00000023179,49.1111
ENSG00000154175,ENSMMUG00000032452,49.0421
ENSG00000154175,ENSMMUG00000032439,48.3516
ENSG00000154175,ENSMMUG00000015878,47.4104
ENSG00000154175,ENSMMUG00000011379,48.3929
ENSG00000154175,ENSMMUG00000003082,48.5166
ENSG00000154175,ENSMMUG00000016291,49.0368
ENSG00000154175,ENSMMUG00000023060,49.2603
ENSG00000115760,ENSMMUG00000000466,49.2899
ENSG00000115760,ENSMMUG00000003993,48.6957
ENSG00000181092,ENSMMUG00000004530,49.8466
ENSG00000181092,ENSMMUG00000003317,49.7499
ENSG00000181092,ENSMMUG00000004530,49.6009
ENSG00000197635,ENSMMUG00000014235,49.2316
ENSG00000174684,ENSMMUG00000032316,48.6486
ENSG00000255468,ENSMMUG00000017277,48.9396
ENSG00000135502,ENSMMUG00000018703,48.514
ENSG00000135502,ENSMMUG00000018703,48.5487
ENSG00000073849,ENSMMUG00000017546,49.7094
ENSG00000073849,ENSMMUG00000032378,47.4832
ENSG00000073849,ENSMMUG00000017276,48.8971
ENSG00000073849,ENSMMUG00000032457,48.5207
ENSG00000073849,ENSMMUG00000012918,48.6111
ENSG00000073849,ENSMMUG00000012918,48.5149
ENSG00000073849,ENSMMUG00000004548,50
ENSG00000073849,ENSMMUG00000032330,48.1592
ENSG00000073849,ENSMMUG00000032447,49.1197
ENSG00000073849,ENSMMUG00000008211,49.7908
ENSG00000073849,ENSMMUG00000011379,50.0867
ENSG00000073849,ENSMMUG00000007218,49.0033
ENSG00000073849,ENSMMUG00000021906,49.1497
ENSG00000073849,ENSMMUG00000006724,49.8246
ENSG00000073849,ENSMMUG00000004350,49.734
ENSG00000188010,ENSMMUG00000000497,48.1781
ENSG00000188010,ENSMMUG00000021850,48
ENSG00000188010,ENSMMUG00000007592,48.9198
ENSG00000188010,ENSMMUG00000032359,48.3871
ENSG00000188010,ENSMMUG00000004798,48.1618
ENSG00000174669,ENSMMUG00000010617,48.2317
ENSG00000174669,ENSMMUG00000012742,48.0907
ENSG00000174669,ENSMMUG00000012742,48.3034
ENSG00000174669,ENSMMUG00000023024,48.3061
ENSG00000153179,ENSMMUG00000022281,49.9714
ENSG00000153179,ENSMMUG00000019573,48.932
ENSG00000189056,ENSMMUG00000008247,49.3389
ENSG00000189056,ENSMMUG00000008247,49.3299
ENSG00000189056,ENSMMUG00000000719,48.9338
ENSG00000189056,ENSMMUG00000008247,49.3389
ENSG00000115263,ENSMMUG00000010914,48.3594
ENSG00000115263,ENSMMUG00000018027,48.1852
ENSG00000135677,ENSMMUG00000023324,49.2311
ENSG00000135677,ENSMMUG00000011690,49.4533
ENSG00000135677,ENSMMUG00000009622,48.6137
ENSG00000135677,ENSMMUG00000009622,48.6634
ENSG00000135677,ENSMMUG00000022874,48.7321
ENSG00000135677,ENSMMUG00000008306,49.1603
ENSG00000135677,ENSMMUG00000032319,49.0066
ENSG00000163923,ENSMMUG00000009015,49.464
ENSG00000163923,ENSMMUG00000021207,48.9418
ENSG00000163923,ENSMMUG00000018027,49.1322
ENSG00000078098,ENSMMUG00000002512,48.5971
ENSG00000078098,ENSMMUG00000013603,48.4988
ENSG00000078098,ENSMMUG00000032365,48.0969
ENSG00000169855,ENSMMUG00000003317,49.3325
ENSG00000169855,ENSMMUG00000004321,49.6964
ENSG00000169855,ENSMMUG00000011329,49.0395
ENSG00000169855,ENSMMUG00000002986,49.5606
ENSG00000169855,ENSMMUG00000014055,48.0069
ENSG00000169855,ENSMMUG00000003317,49.4807
ENSG00000214694,ENSMMUG00000003896,49.5094
ENSG00000214694,ENSMMUG00000032479,50.3891
ENSG00000214694,ENSMMUG00000021679,48.8215
ENSG00000214694,ENSMMUG00000019383,49.8837
ENSG00000214694,ENSMMUG00000012739,48.9313
ENSG00000175077,ENSMMUG00000009013,49.7068
ENSG00000127241,ENSMMUG00000019345,49.7164
ENSG00000127241,ENSMMUG00000003041,48.8917
ENSG00000127241,ENSMMUG00000003041,48.9231
ENSG00000127241,ENSMMUG00000008422,49.4262
ENSG00000127241,ENSMMUG00000011480,49.0735
ENSG00000127241,ENSMMUG00000001019,48.9605
ENSG00000127241,ENSMMUG00000003322,49.262
ENSG00000127241,ENSMMUG00000032447,48.8246
ENSG00000175463,ENSMMUG00000023021,46.7763
ENSG00000175463,ENSMMUG00000005304,46.7752
ENSG00000175463,ENSMMUG00000005304,47.2385
ENSG00000135454,ENSMMUG00000008623,48.8472
ENSG00000135454,ENSMMUG00000005304,47.985
ENSG00000135454,ENSMMUG00000022210,48.3444
ENSG00000135454,ENSMMUG00000032316,48.8053
ENSG00000135454,ENSMMUG00000000671,49.1207
ENSG00000135454,ENSMMUG00000009012,47.4435
ENSG00000135454,ENSMMUG00000008760,47.5508
ENSG00000115904,ENSMMUG00000000466,49.5362
ENSG00000115904,ENSMMUG00000021095,48.9692
ENSG00000115904,ENSMMUG00000007592,49.5682
ENSG00000115904,ENSMMUG00000011498,49.4347
ENSG00000115904,ENSMMUG00000000682,49.1491
ENSG00000174576,ENSMMUG00000017423,48.7133
ENSG00000115267,ENSMMUG00000014235,48.3449
ENSG00000115267,ENSMMUG00000010421,48.9177
ENSG00000115267,ENSMMUG00000014235,48.6095
ENSG00000018699,ENSMMUG00000013607,49.7053
ENSG00000018699,ENSMMUG00000013603,48.5744
ENSG00000018699,ENSMMUG00000032538,49.8316
ENSG00000136514,ENSMMUG00000020530,49.1634
ENSG00000157005,ENSMMUG00000021679,48.7055
ENSG00000198471,ENSMMUG00000007185,48.737
ENSG00000174547,ENSMMUG00000011480,49.595
ENSG00000174547,ENSMMUG00000032392,49.5088
ENSG00000174547,ENSMMUG00000002333,47.2332
ENSG00000174547,ENSMMUG00000017405,48.3731
ENSG00000228804,ENSMMUG00000010418,48.9583
ENSG00000228804,ENSMMUG00000017277,48.2249
ENSG00000113916,ENSMMUG00000011104,48.7251
ENSG00000113916,ENSMMUG00000017409,48.6347
ENSG00000113916,ENSMMUG00000015704,48.4274
ENSG00000113916,ENSMMUG00000007585,49.1189
ENSG00000113916,ENSMMUG00000020513,49.5063
ENSG00000172508,ENSMMUG00000008623,47.6415
ENSG00000172508,ENSMMUG00000000323,48.2496
ENSG00000172508,ENSMMUG00000000323,48.4009
ENSG00000172508,ENSMMUG00000000323,48.2985
ENSG00000183718,ENSMMUG00000016707,48.996
ENSG00000114480,ENSMMUG00000019415,49.2054
ENSG00000114480,ENSMMUG00000032322,48.6271
ENSG00000115271,ENSMMUG00000001114,49.3488
ENSG00000115271,ENSMMUG00000018027,49.0291
ENSG00000115271,ENSMMUG00000022667,48.3936
ENSG00000115271,ENSMMUG00000000026,48.6196
ENSG00000115271,ENSMMUG00000010421,48.5242
ENSG00000115271,ENSMMUG00000019495,48.3969
ENSG00000111490,ENSMMUG00000002986,47.8431
ENSG00000111490,ENSMMUG00000011498,49.5493
ENSG00000111490,ENSMMUG00000010598,48.7278
ENSG00000111490,ENSMMUG00000010471,47.2509
ENSG00000111490,ENSMMUG00000000856,48.2663
ENSG00000111490,ENSMMUG00000006862,49.2628
ENSG00000238035,ENSMMUG00000032321,47.7446
ENSG00000238035,ENSMMUG00000003561,47.4093
ENSG00000238035,ENSMMUG00000009476,46.7521
ENSG00000238035,ENSMMUG00000012743,47.8392
ENSG00000250765,ENSMMUG00000019573,48.5557
ENSG00000230178,ENSMMUG00000032506,48.9447
ENSG00000184611,ENSMMUG00000007234,48.9181
ENSG00000184611,ENSMMUG00000007580,49.3426
ENSG00000049323,ENSMMUG00000012894,49.5342
ENSG00000049323,ENSMMUG00000008256,48.7352
ENSG00000049323,ENSMMUG00000003317,49.2522
ENSG00000049323,ENSMMUG00000009970,49.3519
ENSG00000049323,ENSMMUG00000003317,49.538
ENSG00000049323,ENSMMUG00000016673,49.2286
ENSG00000049323,ENSMMUG00000014382,48.7915
ENSG00000049323,ENSMMUG00000005065,48.2143
ENSG00000049323,ENSMMUG00000007695,48.1481
ENSG00000049323,ENSMMUG00000001307,49.228
ENSG00000049323,ENSMMUG00000009970,49.4804
ENSG00000049323,ENSMMUG00000007500,49.5159
ENSG00000049323,ENSMMUG00000003570,48.8014
ENSG00000135241,ENSMMUG00000007234,49.0256
ENSG00000135241,ENSMMUG00000004328,48.4241
ENSG00000135241,ENSMMUG00000004328,48.4986
ENSG00000135241,ENSMMUG00000020066,48.7522
ENSG00000135241,ENSMMUG00000004328,48.9024
ENSG00000135241,ENSMMUG00000022081,48.6242
ENSG00000135241,ENSMMUG00000015067,48.7075
ENSG00000135241,ENSMMUG00000004914,49.1197
ENSG00000135241,ENSMMUG00000020066,48.5467
ENSG00000145012,ENSMMUG00000017728,49.7858
ENSG00000145012,ENSMMUG00000018099,50.1634
ENSG00000145012,ENSMMUG00000010618,49.7121
ENSG00000145012,ENSMMUG00000002210,49.2032
ENSG00000145012,ENSMMUG00000017277,48.9796
ENSG00000145012,ENSMMUG00000032554,49.7409
ENSG00000145012,ENSMMUG00000032447,49.9065
ENSG00000145012,ENSMMUG00000032554,49.75
ENSG00000145012,ENSMMUG00000006362,51.3349
ENSG00000145012,ENSMMUG00000032336,48.2255
ENSG00000145012,ENSMMUG00000017273,48.3108
ENSG00000145012,ENSMMUG00000006362,51.2486
ENSG00000104825,ENSMMUG00000008760,47.3171
ENSG00000104825,ENSMMUG00000016707,47.5894
ENSG00000104825,ENSMMUG00000017753,47.3297
ENSG00000104825,ENSMMUG00000009476,47.7135
ENSG00000104825,ENSMMUG00000020898,48.7517
ENSG00000175634,ENSMMUG00000032380,47.8541
ENSG00000175634,ENSMMUG00000032498,47.2727
ENSG00000175634,ENSMMUG00000015706,48.146
ENSG00000175634,ENSMMUG00000005501,47.0588
