homo_sapiens,gorilla_gorilla
ENSG00000064225,ENSGGOG00000010632,49.691
ENSG00000064225,ENSGGOG00000025346,48.0573
ENSG00000064225,ENSGGOG00000010632,49.8571
ENSG00000064225,ENSGGOG00000034932,48.7094
ENSG00000064225,ENSGGOG00000003066,49.587
ENSG00000174206,ENSGGOG00000010070,49.3328
ENSG00000174206,ENSGGOG00000013541,49.1192
ENSG00000174206,ENSGGOG00000010070,49.4794
ENSG00000163915,ENSGGOG00000013717,49.5322
ENSG00000136527,ENSGGOG00000008196,49.3564
ENSG00000136527,ENSGGOG00000023903,49.3107
ENSG00000136527,ENSGGOG00000010632,49.7183
ENSG00000136527,ENSGGOG00000024900,48.9754
ENSG00000136527,ENSGGOG00000027582,47.9167
ENSG00000185306,ENSGGOG00000015649,47.9556
ENSG00000185306,ENSGGOG00000001081,48.9294
ENSG00000185306,ENSGGOG00000024574,49.0054
ENSG00000154174,ENSGGOG00000002467,49.5577
ENSG00000136536,ENSGGOG00000016192,48.7927
ENSG00000136536,ENSGGOG00000022961,48.5172
ENSG00000136536,ENSGGOG00000025346,48.4794
ENSG00000136536,ENSGGOG00000026860,48.1136
ENSG00000136536,ENSGGOG00000024910,48.9318
ENSG00000136536,ENSGGOG00000026860,48.481
ENSG00000091128,ENSGGOG00000014572,49.5305
ENSG00000091128,ENSGGOG00000010070,49.3602
ENSG00000091128,ENSGGOG00000015172,48.0769
ENSG00000091128,ENSGGOG00000014572,49.5562
ENSG00000091128,ENSGGOG00000014572,49.0677
ENSG00000091128,ENSGGOG00000013205,48.8972
ENSG00000241399,ENSGGOG00000022699,49.1847
ENSG00000241399,ENSGGOG00000010632,48.7365
ENSG00000206535,ENSGGOG00000000360,49.457
ENSG00000206535,ENSGGOG00000016654,49.6966
ENSG00000184575,ENSGGOG00000016656,48.6124
ENSG00000184575,ENSGGOG00000024581,49.635
ENSG00000184575,ENSGGOG00000028288,49.187
ENSG00000184575,ENSGGOG00000001025,48.7929
ENSG00000244405,ENSGGOG00000012303,49.9392
ENSG00000244405,ENSGGOG00000006311,49.6611
ENSG00000244405,ENSGGOG00000022456,50.1742
ENSG00000244405,ENSGGOG00000028368,48.7365
ENSG00000244405,ENSGGOG00000024581,48.6911
ENSG00000244405,ENSGGOG00000024581,49.1135
ENSG00000244405,ENSGGOG00000002811,49.5966
ENSG00000175482,ENSGGOG00000027867,47.9303
ENSG00000175482,ENSGGOG00000003617,47.1989
ENSG00000054219,ENSGGOG00000016656,49.0125
ENSG00000054219,ENSGGOG00000023474,48.9683
ENSG00000054219,ENSGGOG00000023474,48.9366
ENSG00000181458,ENSGGOG00000022257,49.5852
ENSG00000181458,ENSGGOG00000016542,49.7906
ENSG00000181458,ENSGGOG00000006954,50.1144
ENSG00000152147,ENSGGOG00000023904,49.4215
ENSG00000152147,ENSGGOG00000004227,49.6622
ENSG00000152147,ENSGGOG00000007560,49.1607
ENSG00000163214,ENSGGOG00000013533,48.3532
ENSG00000163214,ENSGGOG00000024815,49.3161
ENSG00000163214,ENSGGOG00000026143,48.5714
ENSG00000163214,ENSGGOG00000022427,48.0804
ENSG00000058866,ENSGGOG00000000513,50.0086
ENSG00000058866,ENSGGOG00000003079,49.2017
ENSG00000058866,ENSGGOG00000034992,49.1117
ENSG00000058866,ENSGGOG00000023513,48.9177
ENSG00000058866,ENSGGOG00000012775,49.4861
ENSG00000144820,ENSGGOG00000008196,49.1083
ENSG00000144820,ENSGGOG00000022136,49.0418
ENSG00000248672,ENSGGOG00000023474,48.9558
ENSG00000248672,ENSGGOG00000027377,48.8873
ENSG00000175505,ENSGGOG00000010601,48.9696
ENSG00000175505,ENSGGOG00000012466,47.4664
ENSG00000175505,ENSGGOG00000003704,46.991
ENSG00000153246,ENSGGOG00000012898,49.2024
ENSG00000153246,ENSGGOG00000000118,48.8372
ENSG00000115221,ENSGGOG00000026926,49.3048
ENSG00000115221,ENSGGOG00000013205,49.2624
ENSG00000115221,ENSGGOG00000008125,49.5201
ENSG00000115221,ENSGGOG00000010070,48.8605
ENSG00000213139,ENSGGOG00000025174,49.1166
ENSG00000213139,ENSGGOG00000002075,48.8801
ENSG00000113838,ENSGGOG00000015172,47.1528
ENSG00000113838,ENSGGOG00000015172,48.5361
ENSG00000113838,ENSGGOG00000008053,49.1364
ENSG00000113838,ENSGGOG00000025776,47.1739
ENSG00000113838,ENSGGOG00000015520,48.3976
ENSG00000090520,ENSGGOG00000028568,49.8332
ENSG00000090520,ENSGGOG00000025776,49.1018
ENSG00000090520,ENSGGOG00000007030,49.5261
ENSG00000090520,ENSGGOG00000026607,49.1909
ENSG00000153250,ENSGGOG00000002467,49.6139
ENSG00000153250,ENSGGOG00000022789,49.4194
ENSG00000153250,ENSGGOG00000026223,48.9933
ENSG00000153250,ENSGGOG00000006828,48.6501
ENSG00000153250,ENSGGOG00000027881,48.7136
ENSG00000153250,ENSGGOG00000006828,49.0599
ENSG00000145192,ENSGGOG00000010812,48.8603
ENSG00000145192,ENSGGOG00000012346,48.6156
ENSG00000090512,ENSGGOG00000017004,49.4326
ENSG00000090512,ENSGGOG00000016102,48.3926
ENSG00000090512,ENSGGOG00000006710,49.3546
ENSG00000090512,ENSGGOG00000028221,49.2891
ENSG00000090512,ENSGGOG00000000615,49.4231
ENSG00000090512,ENSGGOG00000025315,49.0632
ENSG00000113905,ENSGGOG00000004676,49.5782
ENSG00000136560,ENSGGOG00000016735,47.8625
ENSG00000136560,ENSGGOG00000027924,48
ENSG00000136560,ENSGGOG00000016735,47.9042
ENSG00000136560,ENSGGOG00000025240,48.9091
ENSG00000136560,ENSGGOG00000006384,47.9003
ENSG00000136560,ENSGGOG00000026982,49.1429
ENSG00000136560,ENSGGOG00000026982,49.0888
ENSG00000136560,ENSGGOG00000023218,48.7703
ENSG00000136560,ENSGGOG00000025346,48.0496
ENSG00000136560,ENSGGOG00000028529,48.2883
ENSG00000136560,ENSGGOG00000023401,48.9424
ENSG00000136560,ENSGGOG00000023298,49.6561
ENSG00000136560,ENSGGOG00000025576,48.5842
ENSG00000113889,ENSGGOG00000028132,49.186
ENSG00000113889,ENSGGOG00000022961,49.2576
ENSG00000113889,ENSGGOG00000012401,48.9576
ENSG00000183735,ENSGGOG00000008196,48.7715
ENSG00000183735,ENSGGOG00000025346,49.543
ENSG00000183735,ENSGGOG00000025346,49.7076
ENSG00000183735,ENSGGOG00000024790,49.642
ENSG00000156976,ENSGGOG00000005124,49.7917
ENSG00000156976,ENSGGOG00000005419,50
ENSG00000156976,ENSGGOG00000015882,48.7233
ENSG00000156976,ENSGGOG00000015882,48.5442
ENSG00000156976,ENSGGOG00000024760,48.7047
ENSG00000156976,ENSGGOG00000003797,49.0151
ENSG00000172613,ENSGGOG00000014343,47.8528
ENSG00000172613,ENSGGOG00000016493,47.2859
ENSG00000114354,ENSGGOG00000003981,49.0676
ENSG00000114354,ENSGGOG00000011253,49.2335
ENSG00000114354,ENSGGOG00000021937,49.3428
ENSG00000114354,ENSGGOG00000022441,48.7113
ENSG00000114354,ENSGGOG00000002309,48.7942
ENSG00000114354,ENSGGOG00000010632,49.101
ENSG00000114354,ENSGGOG00000027923,49.069
ENSG00000115233,ENSGGOG00000016542,49.1812
ENSG00000115233,ENSGGOG00000028036,48.1802
ENSG00000136535,ENSGGOG00000012303,50.0374
ENSG00000136535,ENSGGOG00000024378,48.5673
ENSG00000136535,ENSGGOG00000001194,48.2806
ENSG00000091129,ENSGGOG00000014223,49.1972
ENSG00000091129,ENSGGOG00000014223,48.6164
ENSG00000091129,ENSGGOG00000022699,49.4508
ENSG00000091129,ENSGGOG00000014682,48.8576
ENSG00000091129,ENSGGOG00000023401,49.3099
ENSG00000091129,ENSGGOG00000005419,48.9076
ENSG00000091129,ENSGGOG00000028368,49.2281
ENSG00000091129,ENSGGOG00000006384,49.0358
ENSG00000091129,ENSGGOG00000024958,49.4662
ENSG00000091129,ENSGGOG00000001490,49.2566
ENSG00000091129,ENSGGOG00000014223,49.3717
ENSG00000091129,ENSGGOG00000006754,49.4022
ENSG00000144290,ENSGGOG00000014223,48.6016
ENSG00000144290,ENSGGOG00000022699,49.1506
ENSG00000144290,ENSGGOG00000022699,49.1645
ENSG00000144290,ENSGGOG00000014223,48.766
ENSG00000144290,ENSGGOG00000022699,48.9406
ENSG00000144290,ENSGGOG00000008196,48.8968
ENSG00000144290,ENSGGOG00000014072,49.1581
ENSG00000144290,ENSGGOG00000014223,48.5114
ENSG00000172531,ENSGGOG00000008634,46.5803
ENSG00000172531,ENSGGOG00000008634,42.2087
ENSG00000172531,ENSGGOG00000027785,48.482
ENSG00000172531,ENSGGOG00000011424,47.9739
ENSG00000172531,ENSGGOG00000025946,47.2924
ENSG00000172531,ENSGGOG00000025267,46.0884
ENSG00000163918,ENSGGOG00000024270,48.6949
ENSG00000163918,ENSGGOG00000005564,49.3497
ENSG00000163918,ENSGGOG00000028529,47.3904
ENSG00000163918,ENSGGOG00000028067,47.6462
ENSG00000163918,ENSGGOG00000014428,49.5541
ENSG00000163918,ENSGGOG00000023587,49.4845
ENSG00000163918,ENSGGOG00000027571,49.8896
ENSG00000163918,ENSGGOG00000022757,47.8571
ENSG00000163918,ENSGGOG00000023053,48.9641
ENSG00000154175,ENSGGOG00000027092,49.6093
ENSG00000154175,ENSGGOG00000034879,49.2663
ENSG00000154175,ENSGGOG00000022961,49.3151
ENSG00000154175,ENSGGOG00000012076,49
ENSG00000154175,ENSGGOG00000026428,49.1166
ENSG00000154175,ENSGGOG00000004849,48.4816
ENSG00000154175,ENSGGOG00000006280,49.0066
ENSG00000154175,ENSGGOG00000022424,48.8421
ENSG00000154175,ENSGGOG00000028425,48.1283
ENSG00000154175,ENSGGOG00000022766,48.9286
ENSG00000154175,ENSGGOG00000024005,48.6679
ENSG00000154175,ENSGGOG00000025812,47.7333
ENSG00000154175,ENSGGOG00000005282,49.2999
ENSG00000154175,ENSGGOG00000022216,48.6631
ENSG00000154175,ENSGGOG00000011794,49.1111
ENSG00000154175,ENSGGOG00000022724,45.5939
ENSG00000154175,ENSGGOG00000028284,49.4505
ENSG00000154175,ENSGGOG00000025971,49.004
ENSG00000154175,ENSGGOG00000025841,48.75
ENSG00000154175,ENSGGOG00000025833,47.993
ENSG00000154175,ENSGGOG00000007934,49.2119
ENSG00000154175,ENSGGOG00000022961,49.3151
ENSG00000115760,ENSGGOG00000012522,49.2517
ENSG00000115760,ENSGGOG00000027924,49.0435
ENSG00000181092,ENSGGOG00000025079,49.8027
ENSG00000181092,ENSGGOG00000025079,49.6195
ENSG00000181092,ENSGGOG00000025079,49.7303
ENSG00000197635,ENSGGOG00000025049,49.1803
ENSG00000174684,ENSGGOG00000025700,48.6486
ENSG00000255468,ENSGGOG00000026151,48.6134
ENSG00000135502,ENSGGOG00000014406,48.3884
ENSG00000135502,ENSGGOG00000014406,48.4692
ENSG00000073849,ENSGGOG00000001431,49.7955
ENSG00000073849,ENSGGOG00000005470,46.8121
ENSG00000073849,ENSGGOG00000024005,49.0809
ENSG00000073849,ENSGGOG00000023166,48.9152
ENSG00000073849,ENSGGOG00000023390,48.8095
ENSG00000073849,ENSGGOG00000023794,49.0806
ENSG00000073849,ENSGGOG00000022757,49.6711
ENSG00000073849,ENSGGOG00000024350,49.8507
ENSG00000073849,ENSGGOG00000024057,47.3592
ENSG00000073849,ENSGGOG00000027179,49.7908
ENSG00000073849,ENSGGOG00000028322,49.9133
ENSG00000073849,ENSGGOG00000027910,49.1694
ENSG00000073849,ENSGGOG00000024760,49.6599
ENSG00000073849,ENSGGOG00000023034,49.4737
ENSG00000073849,ENSGGOG00000012276,49.7593
ENSG00000188010,ENSGGOG00000022441,48.583
ENSG00000188010,ENSGGOG00000005222,48.4
ENSG00000188010,ENSGGOG00000027924,48.3025
ENSG00000188010,ENSGGOG00000028529,48.8172
ENSG00000188010,ENSGGOG00000027924,48.7132
ENSG00000174669,ENSGGOG00000014406,48.0106
ENSG00000174669,ENSGGOG00000014406,47.852
ENSG00000174669,ENSGGOG00000014406,48.024
ENSG00000174669,ENSGGOG00000028007,47.9474
ENSG00000153179,ENSGGOG00000012276,50.2577
ENSG00000153179,ENSGGOG00000015265,48.6408
ENSG00000189056,ENSGGOG00000001070,49.3129
ENSG00000189056,ENSGGOG00000001070,49.3299
ENSG00000189056,ENSGGOG00000015683,48.9338
ENSG00000189056,ENSGGOG00000001070,49.3216
ENSG00000115263,ENSGGOG00000026223,48.8281
ENSG00000115263,ENSGGOG00000010632,48.5607
ENSG00000135677,ENSGGOG00000026926,49.7027
ENSG00000135677,ENSGGOG00000026926,49.4924
ENSG00000135677,ENSGGOG00000003136,48.9834
ENSG00000135677,ENSGGOG00000003136,48.8614
ENSG00000135677,ENSGGOG00000024500,49.0628
ENSG00000135677,ENSGGOG00000015635,49.2366
ENSG00000135677,ENSGGOG00000004849,49.0066
ENSG00000163923,ENSGGOG00000012076,49.7703
ENSG00000163923,ENSGGOG00000028291,49.7354
ENSG00000163923,ENSGGOG00000022441,49.3992
ENSG00000078098,ENSGGOG00000028211,48.741
ENSG00000078098,ENSGGOG00000028407,48.7298
ENSG00000078098,ENSGGOG00000024958,48.2699
ENSG00000169855,ENSGGOG00000027092,49.7182
ENSG00000169855,ENSGGOG00000027377,49.9107
ENSG00000169855,ENSGGOG00000014572,49.4732
ENSG00000169855,ENSGGOG00000028322,49.3849
ENSG00000169855,ENSGGOG00000027924,48.8735
ENSG00000169855,ENSGGOG00000015734,49.6005
ENSG00000214694,ENSGGOG00000014572,49.5986
ENSG00000214694,ENSGGOG00000016102,50.1946
ENSG00000214694,ENSGGOG00000024544,50
ENSG00000214694,ENSGGOG00000010545,49.907
ENSG00000214694,ENSGGOG00000003636,49.0076
ENSG00000175077,ENSGGOG00000012496,49.797
ENSG00000127241,ENSGGOG00000016587,49.6937
ENSG00000127241,ENSGGOG00000016587,49.066
ENSG00000127241,ENSGGOG00000016587,48.9744
ENSG00000127241,ENSGGOG00000008021,49.3033
ENSG00000127241,ENSGGOG00000022833,48.954
ENSG00000127241,ENSGGOG00000011472,49.2723
ENSG00000127241,ENSGGOG00000007966,49.262
ENSG00000127241,ENSGGOG00000024581,48.6438
ENSG00000175463,ENSGGOG00000010879,47.1053
ENSG00000175463,ENSGGOG00000001083,46.8957
ENSG00000175463,ENSGGOG00000001083,46.7098
ENSG00000135454,ENSGGOG00000008892,48.4519
ENSG00000135454,ENSGGOG00000013424,47.9312
ENSG00000135454,ENSGGOG00000023355,45.6954
ENSG00000135454,ENSGGOG00000024199,47.636
ENSG00000135454,ENSGGOG00000003281,49.4845
ENSG00000135454,ENSGGOG00000003617,47.3246
ENSG00000135454,ENSGGOG00000016493,46.9534
ENSG00000115904,ENSGGOG00000012898,49.0079
ENSG00000115904,ENSGGOG00000006754,49.1875
ENSG00000115904,ENSGGOG00000025346,48.7047
ENSG00000115904,ENSGGOG00000012898,49.0618
ENSG00000115904,ENSGGOG00000026036,48.8768
ENSG00000174576,ENSGGOG00000007745,48.3197
ENSG00000115267,ENSGGOG00000022699,48.9291
ENSG00000115267,ENSGGOG00000006828,48.6704
ENSG00000115267,ENSGGOG00000022699,48.6095
ENSG00000018699,ENSGGOG00000021960,49.9018
ENSG00000018699,ENSGGOG00000034830,49.0612
ENSG00000018699,ENSGGOG00000022186,48.8215
ENSG00000136514,ENSGGOG00000004058,49.2278
ENSG00000157005,ENSGGOG00000026151,47.411
ENSG00000198471,ENSGGOG00000026899,48.3655
ENSG00000174547,ENSGGOG00000028419,49.4704
ENSG00000174547,ENSGGOG00000022279,49.4434
ENSG00000174547,ENSGGOG00000028121,48.8142
ENSG00000174547,ENSGGOG00000007415,49.1323
ENSG00000228804,ENSGGOG00000024293,48.6607
ENSG00000228804,ENSGGOG00000028250,46.4497
ENSG00000113916,ENSGGOG00000023870,49.986
ENSG00000113916,ENSGGOG00000008323,48.6716
ENSG00000113916,ENSGGOG00000007690,48.3275
ENSG00000113916,ENSGGOG00000022938,47.7974
ENSG00000113916,ENSGGOG00000024544,49.5063
ENSG00000172508,ENSGGOG00000007745,46.8666
ENSG00000172508,ENSGGOG00000016587,47.1842
ENSG00000172508,ENSGGOG00000016587,47.1166
ENSG00000172508,ENSGGOG00000016587,47.0381
ENSG00000183718,ENSGGOG00000027478,49.6207
ENSG00000114480,ENSGGOG00000008196,49.1765
ENSG00000114480,ENSGGOG00000016192,48.6271
ENSG00000115271,ENSGGOG00000010632,48.9146
ENSG00000115271,ENSGGOG00000022804,49.7573
ENSG00000115271,ENSGGOG00000023218,48.3936
ENSG00000115271,ENSGGOG00000028401,48.1595
ENSG00000115271,ENSGGOG00000015882,48.229
ENSG00000115271,ENSGGOG00000027346,48.5496
ENSG00000111490,ENSGGOG00000025535,48.2353
ENSG00000111490,ENSGGOG00000027530,49.9126
ENSG00000111490,ENSGGOG00000014406,48.3809
ENSG00000111490,ENSGGOG00000025267,46.7354
ENSG00000111490,ENSGGOG00000028291,48.405
ENSG00000111490,ENSGGOG00000000118,49.225
ENSG00000238035,ENSGGOG00000025315,46.3567
ENSG00000238035,ENSGGOG00000027003,47.1503
ENSG00000238035,ENSGGOG00000023439,47.265
ENSG00000238035,ENSGGOG00000002610,47.5385
ENSG00000250765,ENSGGOG00000011276,48.6933
ENSG00000230178,ENSGGOG00000023676,33.2663
ENSG00000184611,ENSGGOG00000025049,49.1855
ENSG00000184611,ENSGGOG00000010070,49.1372
ENSG00000049323,ENSGGOG00000012110,49.3605
ENSG00000049323,ENSGGOG00000025333,48.7352
ENSG00000049323,ENSGGOG00000034879,49.616
ENSG00000049323,ENSGGOG00000034879,49.6072
ENSG00000049323,ENSGGOG00000010878,49.5774
ENSG00000049323,ENSGGOG00000012076,48.3871
ENSG00000049323,ENSGGOG00000023316,49.0937
ENSG00000049323,ENSGGOG00000022666,48.3418
ENSG00000049323,ENSGGOG00000002075,48.642
ENSG00000049323,ENSGGOG00000012110,49.4068
ENSG00000049323,ENSGGOG00000010878,49.386
ENSG00000049323,ENSGGOG00000010878,49.574
ENSG00000049323,ENSGGOG00000009223,48.9371
ENSG00000135241,ENSGGOG00000024850,48.7438
ENSG00000135241,ENSGGOG00000022699,48.8825
ENSG00000135241,ENSGGOG00000008196,48.6969
ENSG00000135241,ENSGGOG00000008196,48.9008
ENSG00000135241,ENSGGOG00000008196,48.5846
ENSG00000135241,ENSGGOG00000027844,48.8392
ENSG00000135241,ENSGGOG00000027171,48.5714
ENSG00000135241,ENSGGOG00000025346,48.2394
ENSG00000135241,ENSGGOG00000006202,49.0105
ENSG00000145012,ENSGGOG00000014223,49.2888
ENSG00000145012,ENSGGOG00000025998,47.8758
ENSG00000145012,ENSGGOG00000027966,49.1363
ENSG00000145012,ENSGGOG00000026777,49.4024
ENSG00000145012,ENSGGOG00000026854,48.9796
ENSG00000145012,ENSGGOG00000011728,46.6321
ENSG00000145012,ENSGGOG00000002929,49.5327
ENSG00000145012,ENSGGOG00000026777,48.5
ENSG00000145012,ENSGGOG00000009561,50.3228
ENSG00000145012,ENSGGOG00000007966,48.643
ENSG00000145012,ENSGGOG00000012466,49.3243
ENSG00000145012,ENSGGOG00000009561,50.2772
ENSG00000104825,ENSGGOG00000024674,47.3171
ENSG00000104825,ENSGGOG00000013717,44.9974
ENSG00000104825,ENSGGOG00000015105,47.8821
ENSG00000104825,ENSGGOG00000027893,48.0587
ENSG00000104825,ENSGGOG00000011467,46.2097
ENSG00000175634,ENSGGOG00000023035,46.7811
ENSG00000175634,ENSGGOG00000016464,46.7273
ENSG00000175634,ENSGGOG00000001083,47.6825
ENSG00000175634,ENSGGOG00000007261,48.0392
