pan_troglodytes,gorilla_gorilla
ENSPTRG00000000224,ENSGGOG00000010019,48.0745
ENSPTRG00000009871,ENSGGOG00000025865,48.7221
ENSPTRG00000014119,ENSGGOG00000027903,48.9637
ENSPTRG00000005783,ENSGGOG00000022191,46.5409
ENSPTRG00000000225,ENSGGOG00000012775,49.3105
ENSPTRG00000014633,ENSGGOG00000013267,48.9094
ENSPTRG00000005784,ENSGGOG00000009382,49.0076
ENSPTRG00000014120,ENSGGOG00000001822,49.3575
ENSPTRG00000021756,ENSGGOG00000011253,43.1567
ENSPTRG00000040148,ENSGGOG00000022284,42.402
ENSPTRG00000021759,ENSGGOG00000028613,49.0618
ENSPTRG00000041198,ENSGGOG00000026664,49.354
ENSPTRG00000021762,ENSGGOG00000005564,49.0868
ENSPTRG00000000226,ENSGGOG00000010169,50.0412
ENSPTRG00000021763,ENSGGOG00000011253,40.087
ENSPTRG00000034342,ENSGGOG00000011253,43.9914
ENSPTRG00000021767,ENSGGOG00000006624,48.4398
ENSPTRG00000000227,ENSGGOG00000023876,47.7201
ENSPTRG00000021768,ENSGGOG00000013717,45.3222
ENSPTRG00000021771,ENSGGOG00000026860,48.3826
ENSPTRG00000009868,ENSGGOG00000011755,50.0248
ENSPTRG00000014121,ENSGGOG00000009450,48.6587
ENSPTRG00000000228,ENSGGOG00000024199,49.1762
ENSPTRG00000014634,ENSGGOG00000023977,47.3514
ENSPTRG00000005785,ENSGGOG00000024432,49.1069
ENSPTRG00000005787,ENSGGOG00000025378,49.3428
ENSPTRG00000005788,ENSGGOG00000014267,48.6536
ENSPTRG00000021779,ENSGGOG00000005307,49.2634
ENSPTRG00000028619,ENSGGOG00000013812,48.6886
ENSPTRG00000014122,ENSGGOG00000034992,47.9476
ENSPTRG00000019082,ENSGGOG00000000438,49.2331
ENSPTRG00000028304,ENSGGOG00000003281,48.5797
ENSPTRG00000021781,ENSGGOG00000011253,42.259
ENSPTRG00000021781,ENSGGOG00000011253,40.0735
ENSPTRG00000021782,ENSGGOG00000034818,48.3614
ENSPTRG00000009866,ENSGGOG00000022699,48.9846
ENSPTRG00000019083,ENSGGOG00000022961,49.0313
ENSPTRG00000003357,ENSGGOG00000024850,48.8775
ENSPTRG00000030794,ENSGGOG00000023296,48.2323
ENSPTRG00000005789,ENSGGOG00000012299,47.8081
ENSPTRG00000014635,ENSGGOG00000012775,48.7821
ENSPTRG00000000238,ENSGGOG00000011755,46.8069
ENSPTRG00000003359,ENSGGOG00000010070,49.5394
ENSPTRG00000016934,ENSGGOG00000012898,49.2443
ENSPTRG00000019084,ENSGGOG00000001712,9.8931
ENSPTRG00000009865,ENSGGOG00000022262,49.1236
ENSPTRG00000009864,ENSGGOG00000016656,49.1346
ENSPTRG00000009864,ENSGGOG00000016656,49.1978
ENSPTRG00000007649,ENSGGOG00000016587,48.6121
ENSPTRG00000004529,ENSGGOG00000010169,49.4658
ENSPTRG00000005790,ENSGGOG00000025393,49.4677
ENSPTRG00000003360,ENSGGOG00000009880,48.8372
ENSPTRG00000028302,ENSGGOG00000028407,49.1325
ENSPTRG00000013900,ENSGGOG00000001257,49.8613
ENSPTRG00000022683,ENSGGOG00000028407,48.5187
ENSPTRG00000023779,ENSGGOG00000016206,48.9837
ENSPTRG00000014125,ENSGGOG00000025576,48.5179
ENSPTRG00000039778,ENSGGOG00000027785,47.3088
ENSPTRG00000009861,ENSGGOG00000013122,49.8498
ENSPTRG00000009861,ENSGGOG00000022699,49.4465
ENSPTRG00000003362,ENSGGOG00000022961,49.0156
ENSPTRG00000016932,ENSGGOG00000008196,48.8207
ENSPTRG00000014134,ENSGGOG00000027642,47.7947
ENSPTRG00000021786,ENSGGOG00000005168,49.9225
ENSPTRG00000014636,ENSGGOG00000013717,48.8044
ENSPTRG00000013901,ENSGGOG00000001490,49.2968
ENSPTRG00000028298,ENSGGOG00000028568,48.671
ENSPTRG00000028298,ENSGGOG00000007841,49.2435
ENSPTRG00000005791,ENSGGOG00000027541,48.8451
ENSPTRG00000004530,ENSGGOG00000001916,49.0494
ENSPTRG00000019085,ENSGGOG00000005954,49.4676
ENSPTRG00000007650,ENSGGOG00000022833,47.1931
ENSPTRG00000014135,ENSGGOG00000007745,49.2523
ENSPTRG00000021790,ENSGGOG00000007494,49.2758
ENSPTRG00000021790,ENSGGOG00000010879,47.752
ENSPTRG00000014136,ENSGGOG00000004545,47.3868
ENSPTRG00000000239,ENSGGOG00000002929,47.0588
ENSPTRG00000009860,ENSGGOG00000022699,48.8009
ENSPTRG00000009860,ENSGGOG00000022699,48.8457
ENSPTRG00000021791,ENSGGOG00000026926,48.9663
ENSPTRG00000013902,ENSGGOG00000010070,49.8189
ENSPTRG00000016931,ENSGGOG00000014802,48.2573
ENSPTRG00000000241,ENSGGOG00000011811,47.6853
ENSPTRG00000021792,ENSGGOG00000002460,49.4432
ENSPTRG00000013903,ENSGGOG00000023296,47.9167
ENSPTRG00000013903,ENSGGOG00000015977,48.7395
ENSPTRG00000013903,ENSGGOG00000022724,47.0833
ENSPTRG00000004531,ENSGGOG00000008323,49.1852
ENSPTRG00000014138,ENSGGOG00000015536,48.472
ENSPTRG00000013904,ENSGGOG00000025386,42.1769
ENSPTRG00000014637,ENSGGOG00000016587,48.1377
ENSPTRG00000013906,ENSGGOG00000003070,49.6686
ENSPTRG00000029840,ENSGGOG00000024050,48.3493
ENSPTRG00000004535,ENSGGOG00000023899,49.1426
ENSPTRG00000007651,ENSGGOG00000014343,45.9963
ENSPTRG00000013907,ENSGGOG00000005644,49.7747
ENSPTRG00000007652,ENSGGOG00000023813,48.594
ENSPTRG00000004536,ENSGGOG00000027005,49.1892
ENSPTRG00000000242,ENSGGOG00000027838,48.4211
ENSPTRG00000004538,ENSGGOG00000013424,47.9109
ENSPTRG00000005794,ENSGGOG00000006202,48.9627
ENSPTRG00000016930,ENSGGOG00000026860,48.4101
ENSPTRG00000007653,ENSGGOG00000015243,48.2877
ENSPTRG00000019087,ENSGGOG00000010169,49.517
ENSPTRG00000014143,ENSGGOG00000022246,49.3197
ENSPTRG00000007654,ENSGGOG00000014343,46.8946
ENSPTRG00000007654,ENSGGOG00000002865,45.7423
ENSPTRG00000021793,ENSGGOG00000008923,48.0342
ENSPTRG00000014145,ENSGGOG00000028067,47.6812
ENSPTRG00000014639,ENSGGOG00000009450,48.6273
ENSPTRG00000000243,ENSGGOG00000016587,49.7134
ENSPTRG00000014147,ENSGGOG00000022619,47.8226
ENSPTRG00000014149,ENSGGOG00000006838,48.8651
ENSPTRG00000014150,ENSGGOG00000027604,47.0978
ENSPTRG00000021795,ENSGGOG00000010545,49.1939
ENSPTRG00000021795,ENSGGOG00000010545,49.0749
ENSPTRG00000014151,ENSGGOG00000022517,48.1524
ENSPTRG00000016929,ENSGGOG00000024270,49.3542
ENSPTRG00000004540,ENSGGOG00000024581,47.411
ENSPTRG00000014640,ENSGGOG00000011755,48.5539
ENSPTRG00000016927,ENSGGOG00000027530,49.8002
ENSPTRG00000042086,ENSGGOG00000012168,47.151
ENSPTRG00000009859,ENSGGOG00000016306,50.2528
ENSPTRG00000009859,ENSGGOG00000016537,49.3249
ENSPTRG00000014153,ENSGGOG00000015319,48.0733
ENSPTRG00000014154,ENSGGOG00000008634,48.6471
ENSPTRG00000031309,ENSGGOG00000011619,48.2065
ENSPTRG00000007655,ENSGGOG00000015734,50.1057
ENSPTRG00000000244,ENSGGOG00000002811,48.4563
ENSPTRG00000004543,ENSGGOG00000024115,48.7542
ENSPTRG00000004543,ENSGGOG00000005954,49.5708
ENSPTRG00000019091,ENSGGOG00000026860,48.8705
ENSPTRG00000040343,ENSGGOG00000025558,48.884
ENSPTRG00000009858,ENSGGOG00000013122,49.0802
ENSPTRG00000003365,ENSGGOG00000000224,47.9913
ENSPTRG00000013908,ENSGGOG00000006838,50
ENSPTRG00000003367,ENSGGOG00000003533,49.0805
ENSPTRG00000009857,ENSGGOG00000003533,48.987
ENSPTRG00000000245,ENSGGOG00000005626,49.0276
ENSPTRG00000021796,ENSGGOG00000006624,48.2977
ENSPTRG00000014641,ENSGGOG00000013812,48.3459
ENSPTRG00000016925,ENSGGOG00000016296,48.4135
ENSPTRG00000016925,ENSGGOG00000005564,48.7401
ENSPTRG00000016925,ENSGGOG00000005564,49.0842
ENSPTRG00000004545,ENSGGOG00000003136,48.9041
ENSPTRG00000013911,ENSGGOG00000024241,49.9707
ENSPTRG00000014642,ENSGGOG00000016587,47.9648
ENSPTRG00000004546,ENSGGOG00000022268,49.2015
ENSPTRG00000019092,ENSGGOG00000006828,49.0665
ENSPTRG00000021799,ENSGGOG00000007560,48.6014
ENSPTRG00000000246,ENSGGOG00000022833,48.4746
ENSPTRG00000004549,ENSGGOG00000016656,50.2773
ENSPTRG00000021800,ENSGGOG00000001404,49.1041
ENSPTRG00000007659,ENSGGOG00000009319,47.8114
ENSPTRG00000009856,ENSGGOG00000003361,48.8698
ENSPTRG00000007661,ENSGGOG00000010879,47.5241
ENSPTRG00000000247,ENSGGOG00000005746,50.3199
ENSPTRG00000004550,ENSGGOG00000027362,48.8235
ENSPTRG00000019093,ENSGGOG00000028402,48.6862
ENSPTRG00000014155,ENSGGOG00000023823,48.1343
ENSPTRG00000013912,ENSGGOG00000003533,48.3177
ENSPTRG00000004551,ENSGGOG00000006624,49.4389
ENSPTRG00000007662,ENSGGOG00000010255,49.0483
ENSPTRG00000019094,ENSGGOG00000002309,49.5192
ENSPTRG00000000248,ENSGGOG00000023813,47.6728
ENSPTRG00000004552,ENSGGOG00000016620,48.1183
ENSPTRG00000021801,ENSGGOG00000012496,48.9632
ENSPTRG00000004553,ENSGGOG00000025049,48.7658
ENSPTRG00000021802,ENSGGOG00000004616,49.6041
ENSPTRG00000014156,ENSGGOG00000013834,47.0754
ENSPTRG00000009854,ENSGGOG00000009450,48.781
ENSPTRG00000016924,ENSGGOG00000027844,49.0909
ENSPTRG00000009853,ENSGGOG00000001081,48.6321
ENSPTRG00000016923,ENSGGOG00000010423,48.6039
ENSPTRG00000016923,ENSGGOG00000006703,47.0699
ENSPTRG00000014644,ENSGGOG00000027533,46.7412
ENSPTRG00000014647,ENSGGOG00000008282,48.9569
ENSPTRG00000009851,ENSGGOG00000006754,49.4433
ENSPTRG00000016921,ENSGGOG00000011379,0.73356
ENSPTRG00000021803,ENSGGOG00000023554,48.9741
ENSPTRG00000014648,ENSGGOG00000002578,49.7018
ENSPTRG00000005795,ENSGGOG00000006754,49.7164
ENSPTRG00000016919,ENSGGOG00000010407,49.0163
ENSPTRG00000021804,ENSGGOG00000022772,48.7988
ENSPTRG00000016915,ENSGGOG00000025049,49.1846
ENSPTRG00000019102,ENSGGOG00000014326,49.5032
ENSPTRG00000021805,ENSGGOG00000027377,49.4448
ENSPTRG00000014157,ENSGGOG00000028596,46.6667
ENSPTRG00000034153,ENSGGOG00000008066,48.1481
ENSPTRG00000004554,ENSGGOG00000016192,48.0371
ENSPTRG00000014161,ENSGGOG00000013741,48.9499
ENSPTRG00000014166,ENSGGOG00000007378,48.2987
ENSPTRG00000003368,ENSGGOG00000015441,48.8744
ENSPTRG00000007663,ENSGGOG00000008066,46.7772
ENSPTRG00000009849,ENSGGOG00000011659,49.3217
ENSPTRG00000009849,ENSGGOG00000026883,48.9922
ENSPTRG00000014167,ENSGGOG00000011755,47.8904
ENSPTRG00000007669,ENSGGOG00000009024,47.8639
ENSPTRG00000004555,ENSGGOG00000004058,49.4253
ENSPTRG00000014649,ENSGGOG00000023870,48.8547
ENSPTRG00000003370,ENSGGOG00000003636,49.5044
ENSPTRG00000007670,ENSGGOG00000009720,48.9247
ENSPTRG00000007671,ENSGGOG00000014343,47.0295
ENSPTRG00000031426,ENSGGOG00000027362,3.37478
ENSPTRG00000007672,ENSGGOG00000016493,43.5252
ENSPTRG00000007674,ENSGGOG00000014406,47.157
ENSPTRG00000004556,ENSGGOG00000014989,49.4726
ENSPTRG00000028614,ENSGGOG00000012346,49.3409
ENSPTRG00000019104,ENSGGOG00000012517,48.397
ENSPTRG00000040740,ENSGGOG00000026860,48.9778
ENSPTRG00000040740,ENSGGOG00000026075,48.1481
ENSPTRG00000003371,ENSGGOG00000010993,49.7688
ENSPTRG00000004557,ENSGGOG00000002965,49.2853
ENSPTRG00000016914,ENSGGOG00000002309,0.909682
ENSPTRG00000016914,ENSGGOG00000017143,48.731
ENSPTRG00000040752,ENSGGOG00000004137,48.0589
ENSPTRG00000021811,ENSGGOG00000026577,48.3471
ENSPTRG00000021812,ENSGGOG00000025049,48.9589
ENSPTRG00000003373,ENSGGOG00000022082,49.6691
ENSPTRG00000014650,ENSGGOG00000028067,49.5677
ENSPTRG00000013915,ENSGGOG00000026036,48.7261
ENSPTRG00000014651,ENSGGOG00000017107,50.5504
ENSPTRG00000040645,ENSGGOG00000015683,49.1582
ENSPTRG00000013916,ENSGGOG00000027844,49.0271
ENSPTRG00000039896,ENSGGOG00000025189,48.9051
ENSPTRG00000005800,ENSGGOG00000012522,49.5358
ENSPTRG00000003376,ENSGGOG00000010070,49.256
ENSPTRG00000009847,ENSGGOG00000000360,48.8543
ENSPTRG00000000249,ENSGGOG00000028587,47.7748
ENSPTRG00000000250,ENSGGOG00000014343,47.973
ENSPTRG00000016913,ENSGGOG00000005564,48.204
ENSPTRG00000013917,ENSGGOG00000026274,50.1642
ENSPTRG00000040616,ENSGGOG00000014406,47.5642
ENSPTRG00000014170,ENSGGOG00000014406,48.0192
ENSPTRG00000005845,ENSGGOG00000015683,49.2079
ENSPTRG00000004564,ENSGGOG00000005082,49.7001
ENSPTRG00000007677,ENSGGOG00000006271,48.4295
ENSPTRG00000014654,ENSGGOG00000012775,50.1184
ENSPTRG00000013919,ENSGGOG00000010587,49.2287
ENSPTRG00000004565,ENSGGOG00000005282,49.2192
ENSPTRG00000007678,ENSGGOG00000027893,48.6408
ENSPTRG00000013918,ENSGGOG00000025565,46.8037
ENSPTRG00000013918,ENSGGOG00000024170,47.6923
ENSPTRG00000013918,ENSGGOG00000026988,47.037
ENSPTRG00000000253,ENSGGOG00000014406,48.9154
ENSPTRG00000016911,ENSGGOG00000025615,49.1094
ENSPTRG00000016910,ENSGGOG00000013016,48.9747
ENSPTRG00000013920,ENSGGOG00000002991,48.5222
ENSPTRG00000007679,ENSGGOG00000023823,47.8
ENSPTRG00000013921,ENSGGOG00000025346,48.3755
ENSPTRG00000013921,ENSGGOG00000022824,48.5876
ENSPTRG00000009845,ENSGGOG00000034818,49.6152
ENSPTRG00000016908,ENSGGOG00000016542,48.9817
ENSPTRG00000005856,ENSGGOG00000034939,49.0472
ENSPTRG00000013922,ENSGGOG00000001091,49.1472
ENSPTRG00000016905,ENSGGOG00000017084,48.0722
ENSPTRG00000019105,ENSGGOG00000012003,48.479
ENSPTRG00000014655,ENSGGOG00000023870,49.2627
ENSPTRG00000007680,ENSGGOG00000015635,48.0647
ENSPTRG00000028438,ENSGGOG00000025812,48.4185
ENSPTRG00000028611,ENSGGOG00000025409,47.619
ENSPTRG00000039804,ENSGGOG00000026100,48.8889
ENSPTRG00000004566,ENSGGOG00000011755,48.4773
ENSPTRG00000000254,ENSGGOG00000004819,47.5976
ENSPTRG00000019127,ENSGGOG00000008319,48.5632
ENSPTRG00000000255,ENSGGOG00000007745,48.3487
ENSPTRG00000029353,ENSGGOG00000001083,46.461
ENSPTRG00000009844,ENSGGOG00000009880,49.6524
ENSPTRG00000019125,ENSGGOG00000011472,49.2292
ENSPTRG00000005857,ENSGGOG00000027005,48.5446
ENSPTRG00000014172,ENSGGOG00000001091,50.1054
ENSPTRG00000019124,ENSGGOG00000010070,49.1493
ENSPTRG00000013924,ENSGGOG00000008892,48.497
ENSPTRG00000016903,ENSGGOG00000016206,49.5279
ENSPTRG00000019123,ENSGGOG00000012110,49.5836
ENSPTRG00000005858,ENSGGOG00000008029,49.3355
ENSPTRG00000003377,ENSGGOG00000010070,48.8057
ENSPTRG00000016902,ENSGGOG00000028211,48.1422
ENSPTRG00000007681,ENSGGOG00000003259,46.4188
ENSPTRG00000005859,ENSGGOG00000023218,48.3588
ENSPTRG00000014656,ENSGGOG00000001091,49.237
ENSPTRG00000007682,ENSGGOG00000011811,48.1731
ENSPTRG00000000256,ENSGGOG00000015536,49.6905
ENSPTRG00000003379,ENSGGOG00000012725,49.14
ENSPTRG00000000257,ENSGGOG00000011659,49.4081
ENSPTRG00000024190,ENSGGOG00000026926,48.3883
ENSPTRG00000013925,ENSGGOG00000025261,48.4889
ENSPTRG00000007683,ENSGGOG00000009118,49.2714
ENSPTRG00000007683,ENSGGOG00000007966,47.2072
ENSPTRG00000016900,ENSGGOG00000027530,49.0578
ENSPTRG00000016900,ENSGGOG00000010082,48.7598
ENSPTRG00000014173,ENSGGOG00000028007,47.6971
ENSPTRG00000004567,ENSGGOG00000024920,49.0436
ENSPTRG00000014174,ENSGGOG00000004655,49.225
ENSPTRG00000019121,ENSGGOG00000005222,48.9666
ENSPTRG00000021813,ENSGGOG00000024866,48.444
ENSPTRG00000029352,ENSGGOG00000022789,47.7433
ENSPTRG00000019120,ENSGGOG00000026036,48.7389
ENSPTRG00000019120,ENSGGOG00000026036,48.7256
ENSPTRG00000041722,ENSGGOG00000027343,47.2019
ENSPTRG00000021814,ENSGGOG00000013717,45.8312
ENSPTRG00000042329,ENSGGOG00000023218,49.2875
ENSPTRG00000040155,ENSGGOG00000027041,47.1429
ENSPTRG00000007684,ENSGGOG00000003587,47.097
ENSPTRG00000021816,ENSGGOG00000025049,49.1409
ENSPTRG00000009839,ENSGGOG00000005626,47.9833
ENSPTRG00000003383,ENSGGOG00000013016,49.0171
ENSPTRG00000005861,ENSGGOG00000023218,48.57
ENSPTRG00000014657,ENSGGOG00000027920,48.6201
ENSPTRG00000007686,ENSGGOG00000026899,45.7167
ENSPTRG00000007687,ENSGGOG00000014253,47.1686
ENSPTRG00000004569,ENSGGOG00000007745,48.3631
ENSPTRG00000013926,ENSGGOG00000010587,49.4765
ENSPTRG00000042230,ENSGGOG00000022833,1.81311
ENSPTRG00000014175,ENSGGOG00000015635,25.7143
ENSPTRG00000014658,ENSGGOG00000012686,49.7697
ENSPTRG00000003384,ENSGGOG00000008196,48.8304
ENSPTRG00000014176,ENSGGOG00000015635,49.6751
ENSPTRG00000007689,ENSGGOG00000006838,48.2045
ENSPTRG00000005863,ENSGGOG00000002309,48.6786
ENSPTRG00000014659,ENSGGOG00000011998,49.0021
ENSPTRG00000014177,ENSGGOG00000014406,47.7966
ENSPTRG00000013927,ENSGGOG00000003079,49.1373
ENSPTRG00000014661,ENSGGOG00000002467,48.8112
ENSPTRG00000023354,ENSGGOG00000002250,29.9506
ENSPTRG00000016898,ENSGGOG00000024389,48.7103
ENSPTRG00000021817,ENSGGOG00000010070,49.0748
ENSPTRG00000019117,ENSGGOG00000034914,49.7505
ENSPTRG00000009840,ENSGGOG00000013717,46.3179
ENSPTRG00000007690,ENSGGOG00000005626,48.4701
ENSPTRG00000009838,ENSGGOG00000006828,49.6712
ENSPTRG00000039826,ENSGGOG00000023641,46.6077
ENSPTRG00000016896,ENSGGOG00000015979,49.1216
ENSPTRG00000016896,ENSGGOG00000016534,48.686
ENSPTRG00000016896,ENSGGOG00000010070,49.0617
ENSPTRG00000013928,ENSGGOG00000012775,49.4055
ENSPTRG00000009836,ENSGGOG00000024270,49.503
ENSPTRG00000014662,ENSGGOG00000012775,49.0126
ENSPTRG00000009835,ENSGGOG00000008389,49.0998
ENSPTRG00000005864,ENSGGOG00000026926,48.3661
ENSPTRG00000003385,ENSGGOG00000023457,48.7111
ENSPTRG00000004570,ENSGGOG00000026696,49.6591
ENSPTRG00000009834,ENSGGOG00000014572,49.8888
ENSPTRG00000009834,ENSGGOG00000000513,49.9059
ENSPTRG00000009834,ENSGGOG00000014572,49.7032
ENSPTRG00000019116,ENSGGOG00000000304,50.485
ENSPTRG00000021818,ENSGGOG00000002017,49.8749
ENSPTRG00000004571,ENSGGOG00000004181,48.0176
ENSPTRG00000019114,ENSGGOG00000024241,49.4088
ENSPTRG00000021820,ENSGGOG00000034818,49.4002
ENSPTRG00000004572,ENSGGOG00000010848,1.64242
ENSPTRG00000013929,ENSGGOG00000012303,48.1987
ENSPTRG00000019113,ENSGGOG00000004849,50.8457
ENSPTRG00000019112,ENSGGOG00000015734,49.1107
ENSPTRG00000007692,ENSGGOG00000016427,46.9924
ENSPTRG00000030297,ENSGGOG00000014802,49.8002
ENSPTRG00000014665,ENSGGOG00000002467,49.3772
ENSPTRG00000007693,ENSGGOG00000006202,49.5177
ENSPTRG00000007694,ENSGGOG00000003797,46.3659
ENSPTRG00000029823,ENSGGOG00000014842,48.3724
ENSPTRG00000007696,ENSGGOG00000016427,1.28961
ENSPTRG00000021821,ENSGGOG00000024920,49.1453
ENSPTRG00000016894,ENSGGOG00000026926,49.3601
ENSPTRG00000030295,ENSGGOG00000025400,49.1514
ENSPTRG00000004573,ENSGGOG00000004655,28.9243
ENSPTRG00000021823,ENSGGOG00000014223,48.7847
ENSPTRG00000019108,ENSGGOG00000026409,49.3779
ENSPTRG00000013930,ENSGGOG00000014406,47.7632
ENSPTRG00000014178,ENSGGOG00000027642,46.0484
ENSPTRG00000007698,ENSGGOG00000016442,1.47131
ENSPTRG00000007698,ENSGGOG00000016442,30.7302
ENSPTRG00000019106,ENSGGOG00000024378,48.2704
ENSPTRG00000019106,ENSGGOG00000024658,49.4834
ENSPTRG00000014180,ENSGGOG00000010070,48.4642
ENSPTRG00000040891,ENSGGOG00000013729,47.3118
ENSPTRG00000028524,ENSGGOG00000001100,49.2264
ENSPTRG00000028524,ENSGGOG00000000615,49.3097
ENSPTRG00000007699,ENSGGOG00000016654,46.5247
ENSPTRG00000004574,ENSGGOG00000025009,49.1011
ENSPTRG00000007700,ENSGGOG00000024808,48.2337
ENSPTRG00000003386,ENSGGOG00000007494,48.84
ENSPTRG00000003386,ENSGGOG00000007494,48.9475
ENSPTRG00000019134,ENSGGOG00000009528,48.3258
ENSPTRG00000013932,ENSGGOG00000014406,48.2332
ENSPTRG00000000261,ENSGGOG00000027179,49.5292
ENSPTRG00000034133,ENSGGOG00000026899,46.4602
ENSPTRG00000004575,ENSGGOG00000005222,49.037
ENSPTRG00000007702,ENSGGOG00000007030,48.5818
ENSPTRG00000034154,ENSGGOG00000022938,48.366
ENSPTRG00000014181,ENSGGOG00000001091,49.7144
ENSPTRG00000013933,ENSGGOG00000027530,48.896
ENSPTRG00000004576,ENSGGOG00000023813,49.5314
ENSPTRG00000003388,ENSGGOG00000026036,49.6188
ENSPTRG00000013936,ENSGGOG00000005224,48.2404
ENSPTRG00000016893,ENSGGOG00000023474,48.5934
ENSPTRG00000003389,ENSGGOG00000023355,46.9758
ENSPTRG00000013935,ENSGGOG00000024378,48.1884
ENSPTRG00000013937,ENSGGOG00000011619,48.9044
ENSPTRG00000009833,ENSGGOG00000009530,49.9116
ENSPTRG00000007703,ENSGGOG00000016587,3.90169
ENSPTRG00000003390,ENSGGOG00000006205,48.6432
ENSPTRG00000005866,ENSGGOG00000012302,49.2528
ENSPTRG00000005866,ENSGGOG00000012302,49.1878
ENSPTRG00000003391,ENSGGOG00000013279,48.4182
ENSPTRG00000000262,ENSGGOG00000011998,49.2563
ENSPTRG00000016892,ENSGGOG00000006828,48.1998
ENSPTRG00000004577,ENSGGOG00000013834,48.6122
ENSPTRG00000016891,ENSGGOG00000015734,48.7522
ENSPTRG00000009832,ENSGGOG00000004730,49.1136
ENSPTRG00000009832,ENSGGOG00000011619,48.229
ENSPTRG00000007706,ENSGGOG00000016599,28.493
ENSPTRG00000000264,ENSGGOG00000027058,47.1795
ENSPTRG00000023284,ENSGGOG00000014223,49.0611
ENSPTRG00000000265,ENSGGOG00000010879,47.6787
ENSPTRG00000007707,ENSGGOG00000010913,48.8553
ENSPTRG00000039819,ENSGGOG00000026190,48.9583
ENSPTRG00000038982,ENSGGOG00000023110,47.0588
ENSPTRG00000039206,ENSGGOG00000023110,46.4646
ENSPTRG00000016888,ENSGGOG00000028568,49.2
ENSPTRG00000019135,ENSGGOG00000013031,48.1829
ENSPTRG00000009831,ENSGGOG00000012898,48.6973
ENSPTRG00000009831,ENSGGOG00000001822,49.2344
ENSPTRG00000013939,ENSGGOG00000007415,48.1973
ENSPTRG00000013940,ENSGGOG00000008319,49.5763
ENSPTRG00000019136,ENSGGOG00000014406,47.3061
ENSPTRG00000013941,ENSGGOG00000007410,46.9388
ENSPTRG00000029472,ENSGGOG00000024808,47.9137
ENSPTRG00000034190,ENSGGOG00000014451,49.3439
ENSPTRG00000016887,ENSGGOG00000028211,48.3782
ENSPTRG00000014183,ENSGGOG00000011755,49.4936
ENSPTRG00000013942,ENSGGOG00000015520,48.6216
ENSPTRG00000014667,ENSGGOG00000015371,49.038
ENSPTRG00000028292,ENSGGOG00000027065,43.5801
ENSPTRG00000007708,ENSGGOG00000014406,47.5983
ENSPTRG00000021829,ENSGGOG00000009780,38.3519
ENSPTRG00000021832,ENSGGOG00000028007,49.1477
ENSPTRG00000003393,ENSGGOG00000012898,49.695
ENSPTRG00000000266,ENSGGOG00000028522,47.1461
ENSPTRG00000021833,ENSGGOG00000024389,48.4004
ENSPTRG00000028290,ENSGGOG00000025646,45.7265
ENSPTRG00000019137,ENSGGOG00000005746,48.6374
ENSPTRG00000021834,ENSGGOG00000016192,48.8029
ENSPTRG00000014184,ENSGGOG00000013031,48.3001
ENSPTRG00000021835,ENSGGOG00000015105,48.5348
ENSPTRG00000000268,ENSGGOG00000003982,11.0828
ENSPTRG00000021836,ENSGGOG00000003008,49.5404
ENSPTRG00000014185,ENSGGOG00000027038,46.2833
ENSPTRG00000021837,ENSGGOG00000005667,47.7622
ENSPTRG00000020996,ENSGGOG00000026036,48.1762
ENSPTRG00000040941,ENSGGOG00000022293,48.062
ENSPTRG00000016886,ENSGGOG00000010070,48.8019
ENSPTRG00000014186,ENSGGOG00000004181,47.8125
ENSPTRG00000014187,ENSGGOG00000016685,48.281
ENSPTRG00000003396,ENSGGOG00000017107,49.491
ENSPTRG00000020725,ENSGGOG00000014261,49.6338
ENSPTRG00000020087,ENSGGOG00000009880,22.2436
ENSPTRG00000013943,ENSGGOG00000001407,48.9165
ENSPTRG00000021840,ENSGGOG00000008892,48.6204
ENSPTRG00000019138,ENSGGOG00000004655,48.0325
ENSPTRG00000014192,ENSGGOG00000012110,49.8903
ENSPTRG00000009829,ENSGGOG00000001882,48.5491
ENSPTRG00000003399,ENSGGOG00000001312,48.4038
ENSPTRG00000016884,ENSGGOG00000028211,48.4565
ENSPTRG00000020090,ENSGGOG00000015734,49.8082
ENSPTRG00000014668,ENSGGOG00000016173,49.7093
ENSPTRG00000000269,ENSGGOG00000025346,49.5885
ENSPTRG00000030292,ENSGGOG00000002249,48.9051
ENSPTRG00000000271,ENSGGOG00000023005,47.0766
ENSPTRG00000000272,ENSGGOG00000034992,48.2759
ENSPTRG00000007710,ENSGGOG00000011659,49.784
ENSPTRG00000005871,ENSGGOG00000034921,49.006
ENSPTRG00000009828,ENSGGOG00000022699,49.2513
ENSPTRG00000005872,ENSGGOG00000022699,48.9623
ENSPTRG00000014193,ENSGGOG00000008892,49.2474
ENSPTRG00000021842,ENSGGOG00000022789,39.8206
ENSPTRG00000021843,ENSGGOG00000003736,47.4236
ENSPTRG00000034307,ENSGGOG00000025775,47.7477
ENSPTRG00000005873,ENSGGOG00000006837,49.2188
ENSPTRG00000014194,ENSGGOG00000014572,49.8345
ENSPTRG00000021846,ENSGGOG00000022101,47.7312
ENSPTRG00000013944,ENSGGOG00000028419,48.6335
ENSPTRG00000040442,ENSGGOG00000028138,47.3896
ENSPTRG00000040442,ENSGGOG00000004151,46.5116
