pan_troglodytes,pongo_abelii
ENSPTRG00000000224,ENSPPYG00000019988,47.1117
ENSPTRG00000009871,ENSPPYG00000017716,48.8032
ENSPTRG00000014119,ENSPPYG00000020080,48.7047
ENSPTRG00000005783,ENSPPYG00000019511,47.7987
ENSPTRG00000000225,ENSPPYG00000019966,49.4786
ENSPTRG00000014633,ENSPPYG00000019511,49.3289
ENSPTRG00000005784,ENSPPYG00000017545,48.7532
ENSPTRG00000014120,ENSPPYG00000019213,49.2053
ENSPTRG00000021756,ENSPPYG00000019265,48.3444
ENSPTRG00000040148,ENSPPYG00000020204,17.402
ENSPTRG00000021759,ENSPPYG00000017615,49.117
ENSPTRG00000041198,ENSPPYG00000019922,49.1817
ENSPTRG00000021762,ENSPPYG00000020212,0.837139
ENSPTRG00000000226,ENSPPYG00000019788,50.1512
ENSPTRG00000021763,ENSPPYG00000020404,49.4717
ENSPTRG00000034342,ENSPPYG00000020749,48.8734
ENSPTRG00000021767,ENSPPYG00000020216,30.9064
ENSPTRG00000000227,ENSPPYG00000018223,47.4843
ENSPTRG00000021768,ENSPPYG00000020314,47.817
ENSPTRG00000021771,ENSPPYG00000020519,48.5213
ENSPTRG00000009868,ENSPPYG00000019211,49.7518
ENSPTRG00000014121,ENSPPYG00000019686,48.9328
ENSPTRG00000000228,ENSPPYG00000019115,49.1762
ENSPTRG00000014634,ENSPPYG00000018057,48.2883
ENSPTRG00000005785,ENSPPYG00000020906,48.7621
ENSPTRG00000005787,ENSPPYG00000018373,48.8099
ENSPTRG00000005788,ENSPPYG00000018457,49.0594
ENSPTRG00000021779,ENSPPYG00000018385,49.6317
ENSPTRG00000028619,ENSPPYG00000019988,48.0161
ENSPTRG00000014122,ENSPPYG00000019812,48.2661
ENSPTRG00000019082,ENSPPYG00000019756,49.2763
ENSPTRG00000028304,ENSPPYG00000020234,47.5942
ENSPTRG00000021781,ENSPPYG00000020226,47.438
ENSPTRG00000021781,ENSPPYG00000020226,41.6054
ENSPTRG00000021782,ENSPPYG00000017831,48.7888
ENSPTRG00000009866,ENSPPYG00000018617,48.7138
ENSPTRG00000019083,ENSPPYG00000020142,48.7922
ENSPTRG00000003357,ENSPPYG00000020218,48.5359
ENSPTRG00000030794,ENSPPYG00000017575,48.7374
ENSPTRG00000005789,ENSPPYG00000019247,48.0562
ENSPTRG00000014635,ENSPPYG00000018137,49.4075
ENSPTRG00000000238,ENSPPYG00000017486,47.3479
ENSPTRG00000003359,ENSPPYG00000018635,49.139
ENSPTRG00000016934,ENSPPYG00000017925,49.7635
ENSPTRG00000019084,ENSPPYG00000017635,30.9788
ENSPTRG00000009865,ENSPPYG00000019115,49.1236
ENSPTRG00000009864,ENSPPYG00000017746,48.9916
ENSPTRG00000009864,ENSPPYG00000020605,48.8769
ENSPTRG00000007649,ENSPPYG00000019832,48.5397
ENSPTRG00000004529,ENSPPYG00000018035,49.4658
ENSPTRG00000005790,ENSPPYG00000019247,48.8999
ENSPTRG00000003360,ENSPPYG00000019744,48.6526
ENSPTRG00000028302,ENSPPYG00000017945,48.6896
ENSPTRG00000013900,ENSPPYG00000020545,48.8069
ENSPTRG00000022683,ENSPPYG00000017569,48.7495
ENSPTRG00000023779,ENSPPYG00000019956,48.4901
ENSPTRG00000014125,ENSPPYG00000018475,47.5819
ENSPTRG00000039778,ENSPPYG00000020202,47.7809
ENSPTRG00000009861,ENSPPYG00000020156,49.2993
ENSPTRG00000009861,ENSPPYG00000017871,49.3147
ENSPTRG00000003362,ENSPPYG00000019161,48.9133
ENSPTRG00000016932,ENSPPYG00000018631,48.433
ENSPTRG00000014134,ENSPPYG00000019614,47.5541
ENSPTRG00000021786,ENSPPYG00000020366,49.4574
ENSPTRG00000014636,ENSPPYG00000020707,48.927
ENSPTRG00000013901,ENSPPYG00000019610,49.5842
ENSPTRG00000028298,ENSPPYG00000020234,21.22
ENSPTRG00000028298,ENSPPYG00000020234,29.8194
ENSPTRG00000005791,ENSPPYG00000017871,49.2188
ENSPTRG00000004530,ENSPPYG00000018681,49.0072
ENSPTRG00000019085,ENSPPYG00000018753,49.4676
ENSPTRG00000007650,ENSPPYG00000020258,47.2548
ENSPTRG00000014135,ENSPPYG00000020408,49.2523
ENSPTRG00000021790,ENSPPYG00000018849,49.1525
ENSPTRG00000021790,ENSPPYG00000020238,27.7248
ENSPTRG00000014136,ENSPPYG00000019650,47.3868
ENSPTRG00000000239,ENSPPYG00000020052,46.4706
ENSPTRG00000009860,ENSPPYG00000020649,48.6931
ENSPTRG00000009860,ENSPPYG00000017905,48.902
ENSPTRG00000021791,ENSPPYG00000018747,48.8482
ENSPTRG00000013902,ENSPPYG00000020613,50.1408
ENSPTRG00000016931,ENSPPYG00000018809,48.2988
ENSPTRG00000000241,ENSPPYG00000018955,47.2877
ENSPTRG00000021792,ENSPPYG00000020218,49.3503
ENSPTRG00000013903,ENSPPYG00000020252,48.1771
ENSPTRG00000013903,ENSPPYG00000017575,48.1793
ENSPTRG00000013903,ENSPPYG00000020571,47.5
ENSPTRG00000004531,ENSPPYG00000017422,49.4815
ENSPTRG00000014138,ENSPPYG00000017486,48.472
ENSPTRG00000013904,ENSPPYG00000017734,42.8571
ENSPTRG00000014637,ENSPPYG00000018411,48.1594
ENSPTRG00000013906,ENSPPYG00000017903,49.1803
ENSPTRG00000029840,ENSPPYG00000019121,48.6688
ENSPTRG00000004535,ENSPPYG00000017545,49.5713
ENSPTRG00000007651,ENSPPYG00000018311,45.8101
ENSPTRG00000013907,ENSPPYG00000018827,49.6768
ENSPTRG00000007652,ENSPPYG00000018411,48.3848
ENSPTRG00000004536,ENSPPYG00000020904,49.0811
ENSPTRG00000000242,ENSPPYG00000018563,48.3333
ENSPTRG00000004538,ENSPPYG00000020298,47.6323
ENSPTRG00000005794,ENSPPYG00000017814,48.5181
ENSPTRG00000016930,ENSPPYG00000019265,48.4101
ENSPTRG00000007653,ENSPPYG00000019800,47.2603
ENSPTRG00000019087,ENSPPYG00000019592,49.2962
ENSPTRG00000014143,ENSPPYG00000019950,49.3197
ENSPTRG00000007654,ENSPPYG00000017504,47.6168
ENSPTRG00000007654,ENSPPYG00000019810,47.0234
ENSPTRG00000021793,ENSPPYG00000019147,47.8632
ENSPTRG00000014145,ENSPPYG00000020823,47.971
ENSPTRG00000014639,ENSPPYG00000017362,48.8643
ENSPTRG00000000243,ENSPPYG00000018411,49.3006
ENSPTRG00000014147,ENSPPYG00000019728,47.8226
ENSPTRG00000014149,ENSPPYG00000018431,48.89
ENSPTRG00000014150,ENSPPYG00000019946,47.4295
ENSPTRG00000021795,ENSPPYG00000018815,48.7908
ENSPTRG00000021795,ENSPPYG00000018387,48.9888
ENSPTRG00000014151,ENSPPYG00000019383,47.6905
ENSPTRG00000016929,ENSPPYG00000020689,48.3395
ENSPTRG00000004540,ENSPPYG00000018129,47.5728
ENSPTRG00000014640,ENSPPYG00000019301,49.1657
ENSPTRG00000016927,ENSPPYG00000017859,49.2905
ENSPTRG00000042086,ENSPPYG00000019093,47.151
ENSPTRG00000009859,ENSPPYG00000019423,49.5864
ENSPTRG00000009859,ENSPPYG00000019247,47.7363
ENSPTRG00000014153,ENSPPYG00000019880,47.9793
ENSPTRG00000014154,ENSPPYG00000019988,48.2353
ENSPTRG00000031309,ENSPPYG00000020298,48.3152
ENSPTRG00000007655,ENSPPYG00000019331,50.2185
ENSPTRG00000000244,ENSPPYG00000018981,48.561
ENSPTRG00000004543,ENSPPYG00000019247,47.2591
ENSPTRG00000004543,ENSPPYG00000018059,49.4421
ENSPTRG00000019091,ENSPPYG00000018567,48.5665
ENSPTRG00000040343,ENSPPYG00000018292,48.5913
ENSPTRG00000009858,ENSPPYG00000017530,48.4138
ENSPTRG00000003365,ENSPPYG00000018981,47.7199
ENSPTRG00000013908,ENSPPYG00000017772,49.3475
ENSPTRG00000003367,ENSPPYG00000017925,49.006
ENSPTRG00000009857,ENSPPYG00000020491,48.4335
ENSPTRG00000000245,ENSPPYG00000019626,48.9649
ENSPTRG00000021796,ENSPPYG00000020244,11.4014
ENSPTRG00000014641,ENSPPYG00000018965,48.2707
ENSPTRG00000016925,ENSPPYG00000019159,48.1731
ENSPTRG00000016925,ENSPPYG00000019247,47.8762
ENSPTRG00000016925,ENSPPYG00000019247,47.619
ENSPTRG00000004545,ENSPPYG00000020330,47.7626
ENSPTRG00000013911,ENSPPYG00000017545,48.739
ENSPTRG00000014642,ENSPPYG00000018157,48.0574
ENSPTRG00000004546,ENSPPYG00000019247,47.7567
ENSPTRG00000019092,ENSPPYG00000017629,47.1412
ENSPTRG00000021799,ENSPPYG00000020246,25.2914
ENSPTRG00000000246,ENSPPYG00000018985,47.8531
ENSPTRG00000004549,ENSPPYG00000020456,50.2773
ENSPTRG00000021800,ENSPPYG00000019399,48.8242
ENSPTRG00000007659,ENSPPYG00000020856,47.6431
ENSPTRG00000009856,ENSPPYG00000019990,48.7621
ENSPTRG00000007661,ENSPPYG00000019804,47.3177
ENSPTRG00000000247,ENSPPYG00000019788,50.2364
ENSPTRG00000004550,ENSPPYG00000019247,47.7206
ENSPTRG00000019093,ENSPPYG00000018749,48.9567
ENSPTRG00000014155,ENSPPYG00000017462,47.5746
ENSPTRG00000013912,ENSPPYG00000020491,48.6761
ENSPTRG00000004551,ENSPPYG00000019063,49.6259
ENSPTRG00000007662,ENSPPYG00000020098,49.9358
ENSPTRG00000019094,ENSPPYG00000019137,49.1587
ENSPTRG00000000248,ENSPPYG00000018157,48.237
ENSPTRG00000004552,ENSPPYG00000020884,48.5215
ENSPTRG00000021801,ENSPPYG00000019774,48.7939
ENSPTRG00000004553,ENSPPYG00000017530,48.687
ENSPTRG00000021802,ENSPPYG00000020250,12.8805
ENSPTRG00000014156,ENSPPYG00000018983,46.9345
ENSPTRG00000009854,ENSPPYG00000019756,48.6549
ENSPTRG00000016924,ENSPPYG00000017714,49.0909
ENSPTRG00000009853,ENSPPYG00000017680,48.5849
ENSPTRG00000016923,ENSPPYG00000019944,48.5005
ENSPTRG00000016923,ENSPPYG00000019039,47.448
ENSPTRG00000014644,ENSPPYG00000019842,46.3687
ENSPTRG00000014647,ENSPPYG00000019247,48.1919
ENSPTRG00000009851,ENSPPYG00000019125,49.2388
ENSPTRG00000016921,ENSPPYG00000018639,49.1223
ENSPTRG00000021803,ENSPPYG00000019137,48.9201
ENSPTRG00000014648,ENSPPYG00000019618,49.4335
ENSPTRG00000005795,ENSPPYG00000020775,49.1985
ENSPTRG00000016919,ENSPPYG00000020749,48.9601
ENSPTRG00000021804,ENSPPYG00000017676,48.048
ENSPTRG00000016915,ENSPPYG00000018575,48.5228
ENSPTRG00000019102,ENSPPYG00000017623,6.10754
ENSPTRG00000021805,ENSPPYG00000020254,15.0818
ENSPTRG00000014157,ENSPPYG00000018933,47.1111
ENSPTRG00000034153,ENSPPYG00000019644,49.0741
ENSPTRG00000004554,ENSPPYG00000020587,48.4782
ENSPTRG00000014161,ENSPPYG00000017561,48.6268
ENSPTRG00000014166,ENSPPYG00000018123,48.2987
ENSPTRG00000003368,ENSPPYG00000020801,49.0196
ENSPTRG00000007663,ENSPPYG00000019525,47.3297
ENSPTRG00000009849,ENSPPYG00000019305,49.3114
ENSPTRG00000009849,ENSPPYG00000019107,48.3721
ENSPTRG00000014167,ENSPPYG00000019840,48.8864
ENSPTRG00000007669,ENSPPYG00000019804,47.5742
ENSPTRG00000004555,ENSPPYG00000020828,49.3706
ENSPTRG00000014649,ENSPPYG00000019870,48.8837
ENSPTRG00000003370,ENSPPYG00000020378,49.2778
ENSPTRG00000007670,ENSPPYG00000019802,48.7097
ENSPTRG00000007671,ENSPPYG00000019768,46.712
ENSPTRG00000031426,ENSPPYG00000017768,49.3783
ENSPTRG00000007672,ENSPPYG00000017500,45.3237
ENSPTRG00000007674,ENSPPYG00000019672,46.9765
ENSPTRG00000004556,ENSPPYG00000020282,49.0112
ENSPTRG00000028614,ENSPPYG00000020773,49.2781
ENSPTRG00000019104,ENSPPYG00000017621,15.9894
ENSPTRG00000040740,ENSPPYG00000018645,48.9778
ENSPTRG00000040740,ENSPPYG00000019215,50.9259
ENSPTRG00000003371,ENSPPYG00000018549,49.9339
ENSPTRG00000004557,ENSPPYG00000019247,48.7881
ENSPTRG00000016914,ENSPPYG00000018561,48.3431
ENSPTRG00000016914,ENSPPYG00000018043,48.731
ENSPTRG00000040752,ENSPPYG00000018665,46.988
ENSPTRG00000021811,ENSPPYG00000020258,46.4313
ENSPTRG00000021812,ENSPPYG00000017635,48.8827
ENSPTRG00000003373,ENSPPYG00000017929,49.3382
ENSPTRG00000014650,ENSPPYG00000019960,48.9914
ENSPTRG00000013915,ENSPPYG00000018561,48.5987
ENSPTRG00000014651,ENSPPYG00000020372,49.8459
ENSPTRG00000040645,ENSPPYG00000018759,48.8215
ENSPTRG00000013916,ENSPPYG00000019159,48.731
ENSPTRG00000039896,ENSPPYG00000019247,47.9319
ENSPTRG00000005800,ENSPPYG00000020256,49.7091
ENSPTRG00000003376,ENSPPYG00000018809,49.3304
ENSPTRG00000009847,ENSPPYG00000018567,48.8111
ENSPTRG00000000249,ENSPPYG00000017987,47.6839
ENSPTRG00000000250,ENSPPYG00000020258,47.817
ENSPTRG00000016913,ENSPPYG00000019247,47.7011
ENSPTRG00000013917,ENSPPYG00000019247,48.8506
ENSPTRG00000040616,ENSPPYG00000017993,47.6013
ENSPTRG00000014170,ENSPPYG00000020852,47.8591
ENSPTRG00000005845,ENSPPYG00000020715,39.1089
ENSPTRG00000004564,ENSPPYG00000019247,49.2504
ENSPTRG00000007677,ENSPPYG00000018983,48.2104
ENSPTRG00000014654,ENSPPYG00000018531,49.9493
ENSPTRG00000013919,ENSPPYG00000017849,49.64
ENSPTRG00000004565,ENSPPYG00000018471,49.5153
ENSPTRG00000007678,ENSPPYG00000019802,47.767
ENSPTRG00000013918,ENSPPYG00000018258,46.5753
ENSPTRG00000013918,ENSPPYG00000019215,48.2051
ENSPTRG00000013918,ENSPPYG00000017627,47.4074
ENSPTRG00000000253,ENSPPYG00000019768,48.9597
ENSPTRG00000016911,ENSPPYG00000017575,44.2748
ENSPTRG00000016910,ENSPPYG00000019766,49.0953
ENSPTRG00000013920,ENSPPYG00000019247,48.6864
ENSPTRG00000007679,ENSPPYG00000019121,48.2
ENSPTRG00000013921,ENSPPYG00000018109,48.7365
ENSPTRG00000013921,ENSPPYG00000020100,50.2825
ENSPTRG00000009845,ENSPPYG00000017692,49.5263
ENSPTRG00000016908,ENSPPYG00000019245,47.8615
ENSPTRG00000005856,ENSPPYG00000018681,49.2958
ENSPTRG00000013922,ENSPPYG00000019057,49.2797
ENSPTRG00000016905,ENSPPYG00000019265,48.2186
ENSPTRG00000019105,ENSPPYG00000019988,47.7023
ENSPTRG00000014655,ENSPPYG00000018276,48.9317
ENSPTRG00000007680,ENSPPYG00000018983,47.7129
ENSPTRG00000028438,ENSPPYG00000017460,21.6545
ENSPTRG00000028611,ENSPPYG00000018317,47.619
ENSPTRG00000039804,ENSPPYG00000020515,35.1111
ENSPTRG00000004566,ENSPPYG00000019537,48.8962
ENSPTRG00000000254,ENSPPYG00000017504,47.6476
ENSPTRG00000019127,ENSPPYG00000019373,48.2759
ENSPTRG00000000255,ENSPPYG00000019788,48.4677
ENSPTRG00000029353,ENSPPYG00000020258,46.219
ENSPTRG00000009844,ENSPPYG00000019533,49.1807
ENSPTRG00000019125,ENSPPYG00000020090,49.7431
ENSPTRG00000005857,ENSPPYG00000018589,48.3568
ENSPTRG00000014172,ENSPPYG00000018481,49.4279
ENSPTRG00000019124,ENSPPYG00000020513,48.8091
ENSPTRG00000013924,ENSPPYG00000018373,49.0314
ENSPTRG00000016903,ENSPPYG00000017905,49.1772
ENSPTRG00000019123,ENSPPYG00000020428,49.7882
ENSPTRG00000005858,ENSPPYG00000017758,48.9369
ENSPTRG00000003377,ENSPPYG00000018809,48.8854
ENSPTRG00000016902,ENSPPYG00000018809,48.4219
ENSPTRG00000007681,ENSPPYG00000018981,46.4735
ENSPTRG00000005859,ENSPPYG00000019265,47.7577
ENSPTRG00000014656,ENSPPYG00000020116,49.3896
ENSPTRG00000007682,ENSPPYG00000019788,47.9764
ENSPTRG00000000256,ENSPPYG00000018967,49.7593
ENSPTRG00000003379,ENSPPYG00000017911,48.8943
ENSPTRG00000000257,ENSPPYG00000017366,49.2633
ENSPTRG00000024190,ENSPPYG00000018755,48.3883
ENSPTRG00000013925,ENSPPYG00000019247,48.2203
ENSPTRG00000007683,ENSPPYG00000020583,49.2714
ENSPTRG00000007683,ENSPPYG00000020304,49.1892
ENSPTRG00000016900,ENSPPYG00000017859,48.9546
ENSPTRG00000016900,ENSPPYG00000017925,48.8791
ENSPTRG00000014173,ENSPPYG00000019680,47.9313
ENSPTRG00000004567,ENSPPYG00000019247,48.6611
ENSPTRG00000014174,ENSPPYG00000019988,47.9851
ENSPTRG00000019121,ENSPPYG00000017611,11.2878
ENSPTRG00000021813,ENSPPYG00000020260,41.027
ENSPTRG00000029352,ENSPPYG00000019247,47.3907
ENSPTRG00000019120,ENSPPYG00000019247,47.5119
ENSPTRG00000019120,ENSPPYG00000019247,47.901
ENSPTRG00000041722,ENSPPYG00000017575,46.7153
ENSPTRG00000021814,ENSPPYG00000020314,48.6794
ENSPTRG00000042329,ENSPPYG00000017545,45.2088
ENSPTRG00000040155,ENSPPYG00000020914,49.5238
ENSPTRG00000007684,ENSPPYG00000018149,46.9752
ENSPTRG00000021816,ENSPPYG00000018735,49.1409
ENSPTRG00000009839,ENSPPYG00000018305,42.3364
ENSPTRG00000003383,ENSPPYG00000018749,48.6325
ENSPTRG00000005861,ENSPPYG00000019265,48.1755
ENSPTRG00000014657,ENSPPYG00000020521,48.85
ENSPTRG00000007686,ENSPPYG00000019035,39.525
ENSPTRG00000007687,ENSPPYG00000018931,45.8172
ENSPTRG00000004569,ENSPPYG00000019812,48.2619
ENSPTRG00000013926,ENSPPYG00000018497,49.3077
ENSPTRG00000042230,ENSPPYG00000019826,46.2343
ENSPTRG00000014175,ENSPPYG00000018165,46.4835
ENSPTRG00000014658,ENSPPYG00000018641,49.3529
ENSPTRG00000003384,ENSPPYG00000017814,48.3918
ENSPTRG00000014176,ENSPPYG00000019247,48.6643
ENSPTRG00000007689,ENSPPYG00000020276,48.6001
ENSPTRG00000005863,ENSPPYG00000017680,48.0444
ENSPTRG00000014659,ENSPPYG00000020330,47.7707
ENSPTRG00000014177,ENSPPYG00000020852,47.7119
ENSPTRG00000013927,ENSPPYG00000019253,49.2873
ENSPTRG00000014661,ENSPPYG00000020218,48.0886
ENSPTRG00000023354,ENSPPYG00000018837,48.0527
ENSPTRG00000016898,ENSPPYG00000017728,48.6111
ENSPTRG00000021817,ENSPPYG00000020264,39.1288
ENSPTRG00000019117,ENSPPYG00000017613,42.8363
ENSPTRG00000009840,ENSPPYG00000020314,48.8065
ENSPTRG00000007690,ENSPPYG00000019051,47.1261
ENSPTRG00000009838,ENSPPYG00000019167,49.1333
ENSPTRG00000039826,ENSPPYG00000018225,45.4277
ENSPTRG00000016896,ENSPPYG00000019321,49.4257
ENSPTRG00000016896,ENSPPYG00000019247,47.9945
ENSPTRG00000016896,ENSPPYG00000018535,48.8319
ENSPTRG00000013928,ENSPPYG00000018849,49.2178
ENSPTRG00000009836,ENSPPYG00000020180,48.2107
ENSPTRG00000014662,ENSPPYG00000020553,48.9408
ENSPTRG00000009835,ENSPPYG00000019247,48.6907
ENSPTRG00000005864,ENSPPYG00000017710,48.4709
ENSPTRG00000003385,ENSPPYG00000017615,48.1778
ENSPTRG00000004570,ENSPPYG00000020044,49.5455
ENSPTRG00000009834,ENSPPYG00000019057,49.6494
ENSPTRG00000009834,ENSPPYG00000019057,49.7178
ENSPTRG00000009834,ENSPPYG00000020495,49.6312
ENSPTRG00000019116,ENSPPYG00000020559,50.0693
ENSPTRG00000021818,ENSPPYG00000019570,49.3247
ENSPTRG00000004571,ENSPPYG00000019800,47.9442
ENSPTRG00000019114,ENSPPYG00000017615,18.5439
ENSPTRG00000021820,ENSPPYG00000020266,4.12181
ENSPTRG00000004572,ENSPPYG00000017418,48.1464
ENSPTRG00000013929,ENSPPYG00000018925,48.2501
ENSPTRG00000019113,ENSPPYG00000017617,43.3404
ENSPTRG00000019112,ENSPPYG00000017746,49.7275
ENSPTRG00000007692,ENSPPYG00000020276,47.6947
ENSPTRG00000030297,ENSPPYG00000018753,49.6003
ENSPTRG00000014665,ENSPPYG00000017921,49.1103
ENSPTRG00000007693,ENSPPYG00000019149,48.7869
ENSPTRG00000007694,ENSPPYG00000019511,47.6817
ENSPTRG00000029823,ENSPPYG00000019035,47.9939
ENSPTRG00000007696,ENSPPYG00000017382,47.7892
ENSPTRG00000021821,ENSPPYG00000019247,48.8889
ENSPTRG00000016894,ENSPPYG00000018755,48.9121
ENSPTRG00000030295,ENSPPYG00000020340,49.2845
ENSPTRG00000004573,ENSPPYG00000018985,47.8595
ENSPTRG00000021823,ENSPPYG00000020270,15.6424
ENSPTRG00000019108,ENSPPYG00000018867,48.738
ENSPTRG00000013930,ENSPPYG00000019768,47.9386
ENSPTRG00000014178,ENSPPYG00000019602,46.6129
ENSPTRG00000007698,ENSPPYG00000018943,48.6023
ENSPTRG00000007698,ENSPPYG00000019988,48.5079
ENSPTRG00000019106,ENSPPYG00000020248,48.7421
ENSPTRG00000019106,ENSPPYG00000020292,48.5649
ENSPTRG00000014180,ENSPPYG00000017889,48.8434
ENSPTRG00000040891,ENSPPYG00000020939,51.6129
ENSPTRG00000028524,ENSPPYG00000020004,48.2419
ENSPTRG00000028524,ENSPPYG00000019828,48.7179
ENSPTRG00000007699,ENSPPYG00000017535,47.3094
ENSPTRG00000004574,ENSPPYG00000020713,48.3146
ENSPTRG00000007700,ENSPPYG00000017740,47.5543
ENSPTRG00000003386,ENSPPYG00000019485,48.84
ENSPTRG00000003386,ENSPPYG00000019485,48.7276
ENSPTRG00000019134,ENSPPYG00000017458,48.2805
ENSPTRG00000013932,ENSPPYG00000017993,48.1625
ENSPTRG00000000261,ENSPPYG00000017593,49.5292
ENSPTRG00000034133,ENSPPYG00000018979,47.0133
ENSPTRG00000004575,ENSPPYG00000020890,50.0741
ENSPTRG00000007702,ENSPPYG00000020679,48.5818
ENSPTRG00000034154,ENSPPYG00000020130,47.2767
ENSPTRG00000014181,ENSPPYG00000020880,49.6704
ENSPTRG00000013933,ENSPPYG00000017746,48.8157
ENSPTRG00000004576,ENSPPYG00000018161,48.8457
ENSPTRG00000003388,ENSPPYG00000019247,47.7764
ENSPTRG00000013936,ENSPPYG00000019736,48.8301
ENSPTRG00000016893,ENSPPYG00000018755,48.3622
ENSPTRG00000003389,ENSPPYG00000019994,46.7742
ENSPTRG00000013935,ENSPPYG00000019015,47.6449
ENSPTRG00000013937,ENSPPYG00000017989,48.7384
ENSPTRG00000009833,ENSPPYG00000020380,49.5743
ENSPTRG00000007703,ENSPPYG00000019626,47.4962
ENSPTRG00000003390,ENSPPYG00000019990,48.4422
ENSPTRG00000005866,ENSPPYG00000019247,48.3431
ENSPTRG00000005866,ENSPPYG00000019247,48.2781
ENSPTRG00000003391,ENSPPYG00000020761,48.8996
ENSPTRG00000000262,ENSPPYG00000019734,49.3438
ENSPTRG00000016892,ENSPPYG00000019265,48.9547
ENSPTRG00000004577,ENSPPYG00000019247,47.7869
ENSPTRG00000016891,ENSPPYG00000017746,49.4862
ENSPTRG00000009832,ENSPPYG00000019301,49.0886
ENSPTRG00000009832,ENSPPYG00000019620,47.9929
ENSPTRG00000007706,ENSPPYG00000019537,49.849
ENSPTRG00000000264,ENSPPYG00000019798,47.1795
ENSPTRG00000023284,ENSPPYG00000018857,48.8224
ENSPTRG00000000265,ENSPPYG00000019988,47.4576
ENSPTRG00000007707,ENSPPYG00000018415,48.5144
ENSPTRG00000039819,ENSPPYG00000017575,47.6562
ENSPTRG00000038982,ENSPPYG00000019215,48.0392
ENSPTRG00000039206,ENSPPYG00000020533,48.4848
ENSPTRG00000016888,ENSPPYG00000018749,49.08
ENSPTRG00000019135,ENSPPYG00000017599,11.7233
ENSPTRG00000009831,ENSPPYG00000020491,49.0085
ENSPTRG00000009831,ENSPPYG00000018857,48.8642
ENSPTRG00000013939,ENSPPYG00000019055,49.0512
ENSPTRG00000013940,ENSPPYG00000018921,49.2938
ENSPTRG00000019136,ENSPPYG00000020852,47.8793
ENSPTRG00000013941,ENSPPYG00000019816,47.1429
ENSPTRG00000029472,ENSPPYG00000019710,48.3453
ENSPTRG00000034190,ENSPPYG00000018973,49.7096
ENSPTRG00000016887,ENSPPYG00000018447,48.3092
ENSPTRG00000014183,ENSPPYG00000019537,49.6402
ENSPTRG00000013942,ENSPPYG00000018549,49.3734
ENSPTRG00000014667,ENSPPYG00000017881,48.594
ENSPTRG00000028292,ENSPPYG00000018997,43.2052
ENSPTRG00000007708,ENSPPYG00000019742,47.9913
ENSPTRG00000021829,ENSPPYG00000017541,40.5204
ENSPTRG00000021832,ENSPPYG00000018415,48.911
ENSPTRG00000003393,ENSPPYG00000017949,49.8192
ENSPTRG00000000266,ENSPPYG00000020842,47.4886
ENSPTRG00000021833,ENSPPYG00000020280,9.70072
ENSPTRG00000028290,ENSPPYG00000017810,48.7179
ENSPTRG00000019137,ENSPPYG00000019533,48.22
ENSPTRG00000021834,ENSPPYG00000019988,47.8821
ENSPTRG00000014184,ENSPPYG00000017500,47.8312
ENSPTRG00000021835,ENSPPYG00000019183,47.4359
ENSPTRG00000000268,ENSPPYG00000019604,50.0637
ENSPTRG00000021836,ENSPPYG00000020284,17.739
ENSPTRG00000014185,ENSPPYG00000019093,47.2651
ENSPTRG00000021837,ENSPPYG00000019988,46.5598
ENSPTRG00000020996,ENSPPYG00000019265,14.797
ENSPTRG00000040941,ENSPPYG00000019922,50.3876
ENSPTRG00000016886,ENSPPYG00000017889,48.8818
ENSPTRG00000014186,ENSPPYG00000019694,47.3438
ENSPTRG00000014187,ENSPPYG00000018045,49.2277
ENSPTRG00000003396,ENSPPYG00000020320,49.2311
ENSPTRG00000020725,ENSPPYG00000018027,49.3575
ENSPTRG00000020087,ENSPPYG00000019455,48.6362
ENSPTRG00000013943,ENSPPYG00000020852,48.756
ENSPTRG00000021840,ENSPPYG00000020860,48.6838
ENSPTRG00000019138,ENSPPYG00000017597,12.9919
ENSPTRG00000014192,ENSPPYG00000017941,50.141
ENSPTRG00000009829,ENSPPYG00000018567,47.6278
ENSPTRG00000003399,ENSPPYG00000019501,48.7692
ENSPTRG00000016884,ENSPPYG00000020625,48.3871
ENSPTRG00000020090,ENSPPYG00000019301,49.504
ENSPTRG00000014668,ENSPPYG00000019197,49.2733
ENSPTRG00000000269,ENSPPYG00000017575,48.5597
ENSPTRG00000030292,ENSPPYG00000020627,48.6036
ENSPTRG00000000271,ENSPPYG00000017504,47.127
ENSPTRG00000000272,ENSPPYG00000019812,48.1068
ENSPTRG00000007710,ENSPPYG00000018547,50.0525
ENSPTRG00000005871,ENSPPYG00000019377,49.2048
ENSPTRG00000009828,ENSPPYG00000017530,48.3801
ENSPTRG00000005872,ENSPPYG00000017724,49.3173
ENSPTRG00000014193,ENSPPYG00000020489,49.127
ENSPTRG00000021842,ENSPPYG00000019511,37.9572
ENSPTRG00000021843,ENSPPYG00000017530,47.8112
ENSPTRG00000034307,ENSPPYG00000019866,49.0991
ENSPTRG00000005873,ENSPPYG00000018815,48.8636
ENSPTRG00000014194,ENSPPYG00000018411,49.68
ENSPTRG00000021846,ENSPPYG00000019650,47.644
ENSPTRG00000013944,ENSPPYG00000020529,48.213
ENSPTRG00000040442,ENSPPYG00000017653,48.996
ENSPTRG00000040442,ENSPPYG00000019930,50
ENSPTRG00000040442,ENSPPYG00000020066,50
