pan_troglodytes,homo_sapiens
ENSPTRG00000014156,ENSG00000143416,47.9915
ENSPTRG00000009854,ENSG00000173599,48.2346
ENSPTRG00000016924,ENSG00000115841,48.6147
ENSPTRG00000009853,ENSG00000115271,48.5849
ENSPTRG00000016923,ENSG00000263310,48.0869
ENSPTRG00000016923,ENSG00000261539,48.5822
ENSPTRG00000014644,ENSG00000261539,47.1136
ENSPTRG00000014647,ENSG00000143889,49.3741
ENSPTRG00000009851,ENSG00000144395,48.9889
ENSPTRG00000016921,ENSG00000144339,48.677
ENSPTRG00000021803,ENSG00000113966,48.8121
ENSPTRG00000014648,ENSG00000182134,49.2844
ENSPTRG00000005795,ENSG00000115267,49.0259
ENSPTRG00000016919,ENSG00000262773,49.1287
ENSPTRG00000021804,ENSG00000151690,47.1471
ENSPTRG00000016915,ENSG00000135241,48.6883
ENSPTRG00000019102,ENSG00000182134,49.474
ENSPTRG00000021805,ENSG00000187699,49.1217
ENSPTRG00000014157,ENSG00000169469,51.1111
ENSPTRG00000034153,ENSG00000261539,49.0741
ENSPTRG00000004554,ENSG00000143452,48.4341
ENSPTRG00000014161,ENSG00000172531,47.0113
ENSPTRG00000014166,ENSG00000263138,47.8261
ENSPTRG00000003368,ENSG00000175182,48.9107
ENSPTRG00000007663,ENSG00000263079,47.3297
ENSPTRG00000009849,ENSG00000173898,49.1146
ENSPTRG00000009849,ENSG00000143546,48.2171
ENSPTRG00000014167,ENSG00000260383,49.0248
ENSPTRG00000007669,ENSG00000173156,47.357
ENSPTRG00000004555,ENSG00000091137,49.48
ENSPTRG00000014649,ENSG00000182134,49.2896
ENSPTRG00000003370,ENSG00000257339,49.1929
ENSPTRG00000007670,ENSG00000260596,49.0323
ENSPTRG00000007671,ENSG00000261694,47.3923
ENSPTRG00000031426,ENSG00000128694,49.2895
ENSPTRG00000007672,ENSG00000262972,46.6427
ENSPTRG00000007674,ENSG00000175463,47.157
ENSPTRG00000004556,ENSG00000262773,49.3738
ENSPTRG00000028614,ENSG00000198471,48.9642
ENSPTRG00000019104,ENSG00000135241,49.0096
ENSPTRG00000040740,ENSG00000144366,48.5333
ENSPTRG00000040740,ENSG00000156931,50.9259
ENSPTRG00000003371,ENSG00000182134,50.1321
ENSPTRG00000004557,ENSG00000115841,49.4096
ENSPTRG00000016914,ENSG00000262145,48.1481
ENSPTRG00000016914,ENSG00000151689,48.731
ENSPTRG00000040752,ENSG00000151689,48.1928
ENSPTRG00000021811,ENSG00000138061,47.7461
ENSPTRG00000021812,ENSG00000135241,49.035
ENSPTRG00000003373,ENSG00000113790,49.2058
ENSPTRG00000014650,ENSG00000198673,48.5591
ENSPTRG00000013915,ENSG00000170035,48.9172
ENSPTRG00000014651,ENSG00000080224,50.1321
ENSPTRG00000040645,ENSG00000119787,48.3726
ENSPTRG00000013916,ENSG00000260513,48.7733
ENSPTRG00000039896,ENSG00000184220,49.8783
ENSPTRG00000005800,ENSG00000118997,50.1485
ENSPTRG00000003376,ENSG00000136536,48.7723
ENSPTRG00000009847,ENSG00000182389,48.7246
ENSPTRG00000000249,ENSG00000260313,48.0472
ENSPTRG00000000250,ENSG00000261539,47.6611
ENSPTRG00000016913,ENSG00000153237,48.9943
ENSPTRG00000013917,ENSG00000114354,49.5895
ENSPTRG00000040616,ENSG00000261297,47.2295
ENSPTRG00000014170,ENSG00000261297,47.2589
ENSPTRG00000005845,ENSG00000173559,48.0198
ENSPTRG00000004564,ENSG00000008282,49.8501
ENSPTRG00000007677,ENSG00000159527,49.16
ENSPTRG00000014654,ENSG00000182134,49.6111
ENSPTRG00000013919,ENSG00000182134,49.6058
ENSPTRG00000004565,ENSG00000262139,47.2536
ENSPTRG00000007678,ENSG00000172613,48.4466
ENSPTRG00000013918,ENSG00000255738,48.8584
ENSPTRG00000013918,ENSG00000138068,51.7949
ENSPTRG00000013918,ENSG00000169469,50
ENSPTRG00000000253,ENSG00000261694,49.0925
ENSPTRG00000016911,ENSG00000263040,49.3639
ENSPTRG00000016910,ENSG00000172932,48.4922
ENSPTRG00000013920,ENSG00000198854,48.6043
ENSPTRG00000007679,ENSG00000135454,47.7
ENSPTRG00000013921,ENSG00000168386,48.3755
ENSPTRG00000013921,ENSG00000156931,55.9322
ENSPTRG00000009845,ENSG00000119787,49.2007
ENSPTRG00000016908,ENSG00000115271,47.8106
ENSPTRG00000005856,ENSG00000143889,48.9644
ENSPTRG00000013922,ENSG00000260130,48.7995
ENSPTRG00000016905,ENSG00000143889,48.4627
ENSPTRG00000019105,ENSG00000238035,48.4142
ENSPTRG00000014655,ENSG00000128536,49.4132
ENSPTRG00000007680,ENSG00000172932,48.1351
ENSPTRG00000028438,ENSG00000257814,48.6618
ENSPTRG00000028611,ENSG00000138068,48.1481
ENSPTRG00000039804,ENSG00000156931,48
ENSPTRG00000004566,ENSG00000173898,48.0245
ENSPTRG00000000254,ENSG00000173621,47.3974
ENSPTRG00000019127,ENSG00000173156,48.7069
ENSPTRG00000000255,ENSG00000239306,48.5272
ENSPTRG00000029353,ENSG00000261201,45.977
ENSPTRG00000009844,ENSG00000182134,49.5035
ENSPTRG00000019125,ENSG00000163209,49.0236
ENSPTRG00000005857,ENSG00000115271,48.8263
ENSPTRG00000014172,ENSG00000260383,49.7139
ENSPTRG00000019124,ENSG00000105865,48.4688
ENSPTRG00000013924,ENSG00000261345,49.1984
ENSPTRG00000016903,ENSG00000144339,48.8265
ENSPTRG00000019123,ENSG00000138411,46.4134
ENSPTRG00000005858,ENSG00000196407,48.5382
ENSPTRG00000003377,ENSG00000262840,48.4873
ENSPTRG00000016902,ENSG00000065548,48.4618
ENSPTRG00000007681,ENSG00000173992,46.8015
ENSPTRG00000005859,ENSG00000156976,47.9427
ENSPTRG00000014656,ENSG00000143375,49.1692
ENSPTRG00000007682,ENSG00000172830,48.2293
ENSPTRG00000000256,ENSG00000260383,49.8968
ENSPTRG00000003379,ENSG00000136560,47.543
ENSPTRG00000000257,ENSG00000143631,49.0178
ENSPTRG00000024190,ENSG00000105835,48.1987
ENSPTRG00000013925,ENSG00000128699,49.1605
ENSPTRG00000007683,ENSG00000261587,49.0893
ENSPTRG00000007683,ENSG00000143556,48.6486
ENSPTRG00000016900,ENSG00000138448,49.0449
ENSPTRG00000016900,ENSG00000138448,48.9268
ENSPTRG00000014173,ENSG00000260789,47.4239
ENSPTRG00000004567,ENSG00000186226,48.6611
ENSPTRG00000014174,ENSG00000261456,48.5431
ENSPTRG00000019121,ENSG00000115415,48.4897
ENSPTRG00000021813,ENSG00000262111,48.1328
ENSPTRG00000029352,ENSG00000080224,49.5063
ENSPTRG00000019120,ENSG00000144366,48.7389
ENSPTRG00000019120,ENSG00000153237,48.2009
ENSPTRG00000041722,ENSG00000185962,49.8783
ENSPTRG00000021814,ENSG00000144366,45.9347
ENSPTRG00000042329,ENSG00000064933,47.715
ENSPTRG00000040155,ENSG00000138449,49.5238
ENSPTRG00000007684,ENSG00000261042,46.9346
ENSPTRG00000021816,ENSG00000135241,49.19
ENSPTRG00000009839,ENSG00000257961,48.1625
ENSPTRG00000003383,ENSG00000115271,48.4188
ENSPTRG00000005861,ENSG00000115271,48.1755
ENSPTRG00000014657,ENSG00000143536,48.804
ENSPTRG00000007686,ENSG00000260789,46.4801
ENSPTRG00000007687,ENSG00000261678,45.3024
ENSPTRG00000004569,ENSG00000173621,48.2281
ENSPTRG00000013926,ENSG00000182134,49.409
ENSPTRG00000042230,ENSG00000261678,46.9317
ENSPTRG00000014175,ENSG00000261236,47.2527
ENSPTRG00000014658,ENSG00000163131,49.6381
ENSPTRG00000003384,ENSG00000119787,48.1871
ENSPTRG00000014176,ENSG00000173715,50.1083
ENSPTRG00000007689,ENSG00000080819,48.9653
ENSPTRG00000005863,ENSG00000115267,48.0444
ENSPTRG00000014659,ENSG00000262872,48.0255
ENSPTRG00000014177,ENSG00000261694,47.6695
ENSPTRG00000013927,ENSG00000257961,49.1373
ENSPTRG00000014661,ENSG00000144366,48.6014
ENSPTRG00000023354,ENSG00000123612,48.8206
ENSPTRG00000016898,ENSG00000115841,48.6111
ENSPTRG00000021817,ENSG00000143418,49.3446
ENSPTRG00000019117,ENSG00000138411,49.507
ENSPTRG00000009840,ENSG00000260770,47.0797
ENSPTRG00000007690,ENSG00000143367,46.5828
ENSPTRG00000009838,ENSG00000166148,49.0735
ENSPTRG00000039826,ENSG00000257448,38.6431
ENSPTRG00000016896,ENSG00000259896,49.0541
ENSPTRG00000016896,ENSG00000143889,49.1701
ENSPTRG00000016896,ENSG00000163012,48.7936
ENSPTRG00000013928,ENSG00000172830,49.4368
ENSPTRG00000009836,ENSG00000163882,48.6083
ENSPTRG00000014662,ENSG00000138386,49.1203
ENSPTRG00000009835,ENSG00000159377,49.6727
ENSPTRG00000005864,ENSG00000136536,48.6594
ENSPTRG00000003385,ENSG00000115419,48.3556
ENSPTRG00000004570,ENSG00000260770,49.3182
ENSPTRG00000009834,ENSG00000260130,45.6815
ENSPTRG00000009834,ENSG00000260130,45.75
ENSPTRG00000009834,ENSG00000260130,44.4504
ENSPTRG00000019116,ENSG00000143367,50.6236
ENSPTRG00000021818,ENSG00000115267,48.6743
ENSPTRG00000004571,ENSG00000187939,48.0176
ENSPTRG00000019114,ENSG00000188452,49.2844
ENSPTRG00000021820,ENSG00000064933,48.8465
ENSPTRG00000004572,ENSG00000173621,47.8179
ENSPTRG00000013929,ENSG00000090539,48.456
ENSPTRG00000019113,ENSG00000163923,48.9429
ENSPTRG00000019112,ENSG00000262742,49.2542
ENSPTRG00000007692,ENSG00000257339,49.1603
ENSPTRG00000030297,ENSG00000003509,48.6811
ENSPTRG00000014665,ENSG00000036054,49.3995
ENSPTRG00000007693,ENSG00000064933,49.1961
ENSPTRG00000007694,ENSG00000262578,47.5564
ENSPTRG00000029823,ENSG00000175182,48.5995
ENSPTRG00000007696,ENSG00000260513,48.563
ENSPTRG00000021821,ENSG00000075790,48.2906
ENSPTRG00000016894,ENSG00000036054,49.2108
ENSPTRG00000030295,ENSG00000261345,49.2512
ENSPTRG00000004573,ENSG00000175463,47.9693
ENSPTRG00000021823,ENSG00000061676,48.6632
ENSPTRG00000019108,ENSG00000091140,48.9868
ENSPTRG00000013930,ENSG00000261539,48.3333
ENSPTRG00000014178,ENSG00000261577,46.8548
ENSPTRG00000007698,ENSG00000262942,48.8965
ENSPTRG00000007698,ENSG00000175215,49.0794
ENSPTRG00000019106,ENSG00000104825,48.7421
ENSPTRG00000019106,ENSG00000115875,47.9908
ENSPTRG00000014180,ENSG00000261352,48.6917
ENSPTRG00000040891,ENSG00000213953,52.6882
ENSPTRG00000028524,ENSG00000261201,48.3826
ENSPTRG00000028524,ENSG00000175505,48.5207
ENSPTRG00000007699,ENSG00000262578,46.861
ENSPTRG00000004574,ENSG00000196407,49.1011
ENSPTRG00000007700,ENSG00000260313,47.4185
ENSPTRG00000003386,ENSG00000080819,48.3516
ENSPTRG00000003386,ENSG00000080819,48.4449
ENSPTRG00000019134,ENSG00000261042,48.2353
ENSPTRG00000013932,ENSG00000261236,48.4806
ENSPTRG00000000261,ENSG00000143398,49.435
ENSPTRG00000034133,ENSG00000104825,48.1195
ENSPTRG00000004575,ENSG00000136536,48.4444
ENSPTRG00000007702,ENSG00000163918,48.4007
ENSPTRG00000034154,ENSG00000145012,49.4553
ENSPTRG00000014181,ENSG00000263138,49.3482
ENSPTRG00000013933,ENSG00000144369,49.0298
ENSPTRG00000004576,ENSG00000260164,49.0971
ENSPTRG00000003388,ENSG00000188452,48.2846
ENSPTRG00000013936,ENSG00000260716,48.4307
ENSPTRG00000016893,ENSG00000143889,48.3237
ENSPTRG00000003389,ENSG00000143375,47.379
ENSPTRG00000013935,ENSG00000263079,48.0072
ENSPTRG00000013937,ENSG00000174669,48.7716
ENSPTRG00000009833,ENSG00000143375,49.494
ENSPTRG00000007703,ENSG00000257961,47.7727
ENSPTRG00000003390,ENSG00000123297,48.0402
ENSPTRG00000005866,ENSG00000163157,49.5127
ENSPTRG00000005866,ENSG00000163157,49.7076
ENSPTRG00000003391,ENSG00000259896,48.7964
ENSPTRG00000000262,ENSG00000163207,48.9501
ENSPTRG00000016892,ENSG00000113966,48.7805
ENSPTRG00000004577,ENSG00000257339,48.6122
ENSPTRG00000016891,ENSG00000261899,48.8856
ENSPTRG00000009832,ENSG00000173020,49.0387
ENSPTRG00000009832,ENSG00000173020,47.1074
ENSPTRG00000007706,ENSG00000260383,49.8902
ENSPTRG00000000264,ENSG00000172830,47.8205
ENSPTRG00000023284,ENSG00000064989,48.3609
ENSPTRG00000000265,ENSG00000261042,47.0892
ENSPTRG00000007707,ENSG00000173227,48.3682
ENSPTRG00000039819,ENSG00000090520,49.2188
ENSPTRG00000038982,ENSG00000156931,52.9412
ENSPTRG00000039206,ENSG00000156931,51.0101
ENSPTRG00000016888,ENSG00000257211,49.16
ENSPTRG00000019135,ENSG00000261539,47.8312
ENSPTRG00000009831,ENSG00000144366,48.3514
ENSPTRG00000009831,ENSG00000162980,48.881
ENSPTRG00000013939,ENSG00000239306,48.8615
ENSPTRG00000013940,ENSG00000169469,48.3051
ENSPTRG00000019136,ENSG00000261042,47.3061
ENSPTRG00000013941,ENSG00000172155,49.1837
ENSPTRG00000029472,ENSG00000260717,47.482
ENSPTRG00000034190,ENSG00000260164,49.5806
ENSPTRG00000016887,ENSG00000168386,48.4127
ENSPTRG00000014183,ENSG00000159450,49.8401
ENSPTRG00000013942,ENSG00000163141,47.9637
ENSPTRG00000014667,ENSG00000115267,48.89
ENSPTRG00000028292,ENSG00000136560,48.1724
ENSPTRG00000007708,ENSG00000261539,48.3406
ENSPTRG00000021829,ENSG00000262578,39.4052
ENSPTRG00000021832,ENSG00000175634,49.0057
ENSPTRG00000003393,ENSG00000262840,49.5481
ENSPTRG00000000266,ENSG00000262972,47.9452
ENSPTRG00000021833,ENSG00000261180,48.194
ENSPTRG00000028290,ENSG00000156931,50.8547
ENSPTRG00000019137,ENSG00000090539,47.9008
ENSPTRG00000021834,ENSG00000196504,49.1099
ENSPTRG00000014184,ENSG00000261236,47.9484
ENSPTRG00000021835,ENSG00000113838,48.9011
ENSPTRG00000000268,ENSG00000266093,50.5732
ENSPTRG00000021836,ENSG00000175505,49.5404
ENSPTRG00000014185,ENSG00000143442,48.1066
ENSPTRG00000021837,ENSG00000260789,47.6954
ENSPTRG00000020996,ENSG00000144366,48.3827
ENSPTRG00000040941,ENSG00000138068,58.1395
ENSPTRG00000016886,ENSG00000136536,48.8419
ENSPTRG00000014186,ENSG00000175182,47.2656
ENSPTRG00000014187,ENSG00000260150,49.427
ENSPTRG00000003396,ENSG00000260164,49.1878
ENSPTRG00000020725,ENSG00000061987,49.2746
ENSPTRG00000020087,ENSG00000163207,47.5989
ENSPTRG00000013943,ENSG00000172932,48.435
ENSPTRG00000021840,ENSG00000257961,48.8107
ENSPTRG00000019138,ENSG00000261678,48.5322
ENSPTRG00000014192,ENSG00000263138,49.2009
ENSPTRG00000009829,ENSG00000262942,48.3648
ENSPTRG00000003399,ENSG00000151687,48.6731
ENSPTRG00000016884,ENSG00000119787,47.9709
ENSPTRG00000020090,ENSG00000061987,49.504
ENSPTRG00000014668,ENSG00000260164,49.2733
ENSPTRG00000000269,ENSG00000196754,50
ENSPTRG00000030292,ENSG00000115252,48.5719
ENSPTRG00000000271,ENSG00000260596,47.127
ENSPTRG00000000272,ENSG00000259919,48.2759
ENSPTRG00000007710,ENSG00000159450,49.4454
ENSPTRG00000005871,ENSG00000153237,48.9728
ENSPTRG00000009828,ENSG00000162980,48.4345
ENSPTRG00000005872,ENSG00000119787,49.29
ENSPTRG00000014193,ENSG00000182791,49.0668
ENSPTRG00000021842,ENSG00000262249,42.305
ENSPTRG00000021843,ENSG00000259816,47.7656
ENSPTRG00000034307,ENSG00000143442,49.5495
ENSPTRG00000005873,ENSG00000153237,47.9759
ENSPTRG00000014194,ENSG00000260117,49.371
ENSPTRG00000021846,ENSG00000260313,47.8185
ENSPTRG00000013944,ENSG00000184220,49.4043
ENSPTRG00000040442,ENSG00000228253,50.6024
ENSPTRG00000040442,ENSG00000143442,50
ENSPTRG00000040442,ENSG00000156931,50
ENSPTRG00000009825,ENSG00000144366,48.9484
ENSPTRG00000003400,ENSG00000105865,48.6352
ENSPTRG00000021849,ENSG00000257961,47.7771
ENSPTRG00000009824,ENSG00000163131,47.5501
ENSPTRG00000019139,ENSG00000261042,48.2353
ENSPTRG00000020091,ENSG00000262103,49.1163
ENSPTRG00000000275,ENSG00000105865,49.2857
ENSPTRG00000016883,ENSG00000261846,49.0673
ENSPTRG00000013945,ENSG00000262666,48.7387
ENSPTRG00000019140,ENSG00000261042,48.0973
ENSPTRG00000020092,ENSG00000119787,49.0271
ENSPTRG00000000276,ENSG00000263079,48.46
ENSPTRG00000000277,ENSG00000196407,48.9669
ENSPTRG00000005874,ENSG00000163918,48.4812
ENSPTRG00000009823,ENSG00000152133,49.4903
ENSPTRG00000021850,ENSG00000175182,48.3015
ENSPTRG00000020094,ENSG00000064933,49.0328
ENSPTRG00000016880,ENSG00000151690,48.7514
ENSPTRG00000016880,ENSG00000151690,48.0392
ENSPTRG00000016880,ENSG00000128699,48.4623
ENSPTRG00000021851,ENSG00000185962,49.7436
ENSPTRG00000007711,ENSG00000260220,48.5974
ENSPTRG00000000408,ENSG00000265969,50.2732
ENSPTRG00000023331,ENSG00000262942,40.8862
ENSPTRG00000007712,ENSG00000262826,49.596
ENSPTRG00000019141,ENSG00000172932,49.0054
ENSPTRG00000019141,ENSG00000172932,48.8922
ENSPTRG00000019141,ENSG00000260873,47.8022
ENSPTRG00000028288,ENSG00000262942,39.6959
ENSPTRG00000003401,ENSG00000143891,49.2658
ENSPTRG00000013946,ENSG00000173599,49.0044
ENSPTRG00000021853,ENSG00000143442,47.9508
ENSPTRG00000003403,ENSG00000172508,48.3631
ENSPTRG00000005875,ENSG00000261933,49.3108
ENSPTRG00000014195,ENSG00000261933,49.3141
ENSPTRG00000000278,ENSG00000262917,49.8679
ENSPTRG00000016878,ENSG00000136536,48.5476
ENSPTRG00000007713,ENSG00000135454,47.955
ENSPTRG00000041924,ENSG00000144366,49.0056
ENSPTRG00000000279,ENSG00000143409,46.7798
ENSPTRG00000021919,ENSG00000150722,49.0837
ENSPTRG00000007714,ENSG00000263310,47.5369
ENSPTRG00000014196,ENSG00000135407,48.7859
ENSPTRG00000003404,ENSG00000172830,48.5679
ENSPTRG00000005876,ENSG00000163900,49.27
ENSPTRG00000000280,ENSG00000261297,48.2708
ENSPTRG00000019144,ENSG00000172508,48.9949
ENSPTRG00000005877,ENSG00000198130,49.3363
ENSPTRG00000039305,ENSG00000231145,60
ENSPTRG00000014670,ENSG00000152133,48.9989
ENSPTRG00000000282,ENSG00000255738,49.7778
ENSPTRG00000000282,ENSG00000261258,49.4481
ENSPTRG00000007715,ENSG00000151690,48.542
ENSPTRG00000003058,ENSG00000090534,49.3687
ENSPTRG00000021855,ENSG00000196805,49.3438
ENSPTRG00000000283,ENSG00000156931,49.7754
ENSPTRG00000023539,ENSG00000260313,48.6284
ENSPTRG00000000286,ENSG00000257961,48.2453
ENSPTRG00000019146,ENSG00000260716,48.2157
ENSPTRG00000005878,ENSG00000005249,48.5284
ENSPTRG00000007716,ENSG00000261297,46.7118
ENSPTRG00000000287,ENSG00000138061,50.7066
ENSPTRG00000000288,ENSG00000260384,48.8391
ENSPTRG00000021857,ENSG00000163157,47.8723
ENSPTRG00000009822,ENSG00000262145,48.0906
ENSPTRG00000009822,ENSG00000262145,48.2328
