gorilla_gorilla,pongo_abelii
ENSGGOG00000001438,ENSPPYG00000019676,47.4453
ENSGGOG00000027703,ENSPPYG00000018317,48.2456
ENSGGOG00000027936,ENSPPYG00000020517,47.815
ENSGGOG00000023634,ENSPPYG00000017575,47
ENSGGOG00000022082,ENSPPYG00000018595,49.3464
ENSGGOG00000011940,ENSPPYG00000018923,47.2776
ENSGGOG00000001439,ENSPPYG00000020232,43.5115
ENSGGOG00000013846,ENSPPYG00000018165,46.8852
ENSGGOG00000012736,ENSPPYG00000019247,48.5695
ENSGGOG00000009671,ENSPPYG00000019970,40.4881
ENSGGOG00000001440,ENSPPYG00000019986,20.5543
ENSGGOG00000027446,ENSPPYG00000019676,48.4185
ENSGGOG00000027300,ENSPPYG00000020056,49.6855
ENSGGOG00000024646,ENSPPYG00000020937,48.6842
ENSGGOG00000025666,ENSPPYG00000018225,35.5372
ENSGGOG00000007417,ENSPPYG00000017955,48.3203
ENSGGOG00000000128,ENSPPYG00000020206,49.0991
ENSGGOG00000009129,ENSPPYG00000017810,48.6486
ENSGGOG00000027977,ENSPPYG00000020226,34.378
ENSGGOG00000007804,ENSPPYG00000020753,47.7093
ENSGGOG00000010601,ENSPPYG00000018983,47.2787
ENSGGOG00000027854,ENSPPYG00000020809,19.7531
ENSGGOG00000005953,ENSPPYG00000019341,48.7674
ENSGGOG00000001891,ENSPPYG00000017500,46.3171
ENSGGOG00000025718,ENSPPYG00000020052,48.8117
ENSGGOG00000016625,ENSPPYG00000018317,46.3415
ENSGGOG00000008319,ENSPPYG00000020052,30.6452
ENSGGOG00000027918,ENSPPYG00000017388,50
ENSGGOG00000027349,ENSPPYG00000017575,48.8506
ENSGGOG00000012718,ENSPPYG00000018729,48.8473
ENSGGOG00000023739,ENSPPYG00000017426,48.1273
ENSGGOG00000027881,ENSPPYG00000020232,47.6852
ENSGGOG00000025567,ENSPPYG00000019992,40.4915
ENSGGOG00000022351,ENSPPYG00000019247,48.8178
ENSGGOG00000023364,ENSPPYG00000019059,50
ENSGGOG00000021979,ENSPPYG00000017575,44.6483
ENSGGOG00000023445,ENSPPYG00000019696,47.549
ENSGGOG00000026100,ENSPPYG00000019720,49.0476
ENSGGOG00000009254,ENSPPYG00000019992,44.9905
ENSGGOG00000025055,ENSPPYG00000017955,49.0254
ENSGGOG00000022460,ENSPPYG00000019868,48.5185
ENSGGOG00000013200,ENSPPYG00000017827,49.3864
ENSGGOG00000028092,ENSPPYG00000020579,49.1379
ENSGGOG00000022630,ENSPPYG00000018719,51.3889
ENSGGOG00000026570,ENSPPYG00000017575,46.4174
ENSGGOG00000022961,ENSPPYG00000017530,28.0831
ENSGGOG00000027887,ENSPPYG00000019992,39.2781
ENSGGOG00000023903,ENSPPYG00000019574,48.8189
ENSGGOG00000027789,ENSPPYG00000017575,43.0556
ENSGGOG00000026059,ENSPPYG00000019992,40.6452
ENSGGOG00000010087,ENSPPYG00000018549,50.0767
ENSGGOG00000010087,ENSPPYG00000020076,49.1185
ENSGGOG00000002064,ENSPPYG00000019355,48.2639
ENSGGOG00000025113,ENSPPYG00000020166,50.4047
ENSGGOG00000028378,ENSPPYG00000017575,44.0678
ENSGGOG00000022779,ENSPPYG00000018719,54.386
ENSGGOG00000022650,ENSPPYG00000019882,44.1774
ENSGGOG00000022972,ENSPPYG00000020729,50.1149
ENSGGOG00000024113,ENSPPYG00000017575,46.2644
ENSGGOG00000016620,ENSPPYG00000020050,23.3177
ENSGGOG00000024957,ENSPPYG00000018959,49.0476
ENSGGOG00000024899,ENSPPYG00000019924,47.5034
ENSGGOG00000012493,ENSPPYG00000017575,45.4955
ENSGGOG00000006954,ENSPPYG00000018883,48.9362
ENSGGOG00000026846,ENSPPYG00000019265,48.3721
ENSGGOG00000023032,ENSPPYG00000017575,44.4444
ENSGGOG00000005783,ENSPPYG00000019576,42.5703
ENSGGOG00000015156,ENSPPYG00000019247,49.021
ENSGGOG00000024154,ENSPPYG00000018659,47.5
ENSGGOG00000024197,ENSPPYG00000019706,1.92308
ENSGGOG00000027582,ENSPPYG00000018246,41.5525
ENSGGOG00000022245,ENSPPYG00000019634,48.4392
ENSGGOG00000024574,ENSPPYG00000017575,47.0968
ENSGGOG00000026608,ENSPPYG00000019479,17.6101
ENSGGOG00000028498,ENSPPYG00000017559,47.4255
ENSGGOG00000001434,ENSPPYG00000018833,48.6911
ENSGGOG00000022257,ENSPPYG00000019247,47.9879
ENSGGOG00000015001,ENSPPYG00000019511,48.8372
ENSGGOG00000027808,ENSPPYG00000020202,46.516
ENSGGOG00000023442,ENSPPYG00000020322,47.3151
ENSGGOG00000024854,ENSPPYG00000020008,52.1739
ENSGGOG00000023534,ENSPPYG00000018881,3.93939
ENSGGOG00000023922,ENSPPYG00000020060,40.9138
ENSGGOG00000016372,ENSPPYG00000020920,50.3145
ENSGGOG00000015977,ENSPPYG00000017575,47.8114
ENSGGOG00000025511,ENSPPYG00000019155,48.289
ENSGGOG00000024815,ENSPPYG00000018645,48.0075
ENSGGOG00000025405,ENSPPYG00000017575,46.6667
ENSGGOG00000025409,ENSPPYG00000018242,47.2727
ENSGGOG00000027617,ENSPPYG00000020236,22.6744
ENSGGOG00000025450,ENSPPYG00000019576,43.3852
ENSGGOG00000010019,ENSPPYG00000018965,45.5768
ENSGGOG00000025558,ENSPPYG00000018645,49.1353
ENSGGOG00000023082,ENSPPYG00000017575,46.2046
ENSGGOG00000024938,ENSPPYG00000019988,47.4654
ENSGGOG00000026971,ENSPPYG00000020220,48.7805
ENSGGOG00000013008,ENSPPYG00000019656,49.5913
ENSGGOG00000001624,ENSPPYG00000019576,43.6508
ENSGGOG00000013543,ENSPPYG00000018133,39.8058
ENSGGOG00000028521,ENSPPYG00000018919,49.2375
ENSGGOG00000022845,ENSPPYG00000018069,46.2144
ENSGGOG00000027184,ENSPPYG00000017575,47.4667
ENSGGOG00000022105,ENSPPYG00000020884,48.8462
ENSGGOG00000014087,ENSPPYG00000018133,41.3088
ENSGGOG00000014647,ENSPPYG00000018127,41.9287
ENSGGOG00000001383,ENSPPYG00000020659,50.5538
ENSGGOG00000004063,ENSPPYG00000018077,48.4848
ENSGGOG00000006928,ENSPPYG00000020729,49.0265
ENSGGOG00000022613,ENSPPYG00000019580,42.5225
ENSGGOG00000024895,ENSPPYG00000020060,43.0173
ENSGGOG00000027474,ENSPPYG00000020120,49.0196
ENSGGOG00000016558,ENSPPYG00000018121,47.0474
ENSGGOG00000003716,ENSPPYG00000019177,48.1481
ENSGGOG00000011432,ENSPPYG00000019576,41.4013
ENSGGOG00000023972,ENSPPYG00000018311,45.641
ENSGGOG00000025650,ENSPPYG00000018111,2.0202
ENSGGOG00000024415,ENSPPYG00000018127,43.2515
ENSGGOG00000026448,ENSPPYG00000017575,44.357
ENSGGOG00000025085,ENSPPYG00000018127,41.0582
ENSGGOG00000016656,ENSPPYG00000019213,48.7275
ENSGGOG00000007577,ENSPPYG00000019580,44.7099
ENSGGOG00000005768,ENSPPYG00000019768,47.7938
ENSGGOG00000025573,ENSPPYG00000017587,49.1159
ENSGGOG00000014232,ENSPPYG00000020090,48.9316
ENSGGOG00000014232,ENSPPYG00000020090,49.0323
ENSGGOG00000013447,ENSPPYG00000018919,46.7626
ENSGGOG00000008834,ENSPPYG00000019576,40.2556
ENSGGOG00000022107,ENSPPYG00000017953,40.5896
ENSGGOG00000024141,ENSPPYG00000019247,48.8575
ENSGGOG00000007986,ENSPPYG00000018127,44.0553
ENSGGOG00000008923,ENSPPYG00000017712,42.2078
ENSGGOG00000026440,ENSPPYG00000019880,48.5043
ENSGGOG00000026536,ENSPPYG00000019169,46.5686
ENSGGOG00000016296,ENSPPYG00000019265,48.2916
ENSGGOG00000016296,ENSPPYG00000019265,48.0342
ENSGGOG00000008892,ENSPPYG00000019880,47.7964
ENSGGOG00000003441,ENSPPYG00000018121,4.70219
ENSGGOG00000000067,ENSPPYG00000017609,36.553
ENSGGOG00000003081,ENSPPYG00000017923,0
ENSGGOG00000025880,ENSPPYG00000019511,50
ENSGGOG00000008732,ENSPPYG00000017969,47.6483
ENSGGOG00000001100,ENSPPYG00000020874,13.4884
ENSGGOG00000007249,ENSPPYG00000019576,35.8896
ENSGGOG00000015446,ENSPPYG00000018121,41.4502
ENSGGOG00000012321,ENSPPYG00000019539,48.996
ENSGGOG00000024834,ENSPPYG00000017730,49.0196
ENSGGOG00000015626,ENSPPYG00000019533,48.6776
ENSGGOG00000024562,ENSPPYG00000017575,44.8529
ENSGGOG00000027971,ENSPPYG00000020220,48.5714
ENSGGOG00000022997,ENSPPYG00000020008,50
ENSGGOG00000022668,ENSPPYG00000018619,48.7179
ENSGGOG00000001870,ENSPPYG00000019992,43.8172
ENSGGOG00000023254,ENSPPYG00000020220,49.5238
ENSGGOG00000003008,ENSPPYG00000018123,14.8265
ENSGGOG00000024054,ENSPPYG00000018133,39.6875
ENSGGOG00000000360,ENSPPYG00000017535,48.9317
ENSGGOG00000026674,ENSPPYG00000018975,48.9446
ENSGGOG00000027128,ENSPPYG00000018333,46.8254
ENSGGOG00000026094,ENSPPYG00000020725,46.2867
ENSGGOG00000005329,ENSPPYG00000019946,47.3934
ENSGGOG00000003270,ENSPPYG00000018127,43.8998
ENSGGOG00000023066,ENSPPYG00000017575,47.3333
ENSGGOG00000023988,ENSPPYG00000018063,47.5877
ENSGGOG00000007622,ENSPPYG00000019247,48.1224
ENSGGOG00000005175,ENSPPYG00000019882,39.499
ENSGGOG00000027923,ENSPPYG00000020643,48.2963
ENSGGOG00000011424,ENSPPYG00000019525,47.1947
ENSGGOG00000002075,ENSPPYG00000017740,48.1322
ENSGGOG00000023879,ENSPPYG00000020643,48.2963
ENSGGOG00000004406,ENSPPYG00000020683,49.4004
ENSGGOG00000004406,ENSPPYG00000018815,49.1938
ENSGGOG00000009186,ENSPPYG00000018127,40.8466
ENSGGOG00000023281,ENSPPYG00000019247,48.1305
ENSGGOG00000000438,ENSPPYG00000019301,49.4753
ENSGGOG00000008400,ENSPPYG00000019676,48.4615
ENSGGOG00000007942,ENSPPYG00000020236,17.3913
ENSGGOG00000028160,ENSPPYG00000019247,48.8208
ENSGGOG00000005222,ENSPPYG00000018835,47.7124
ENSGGOG00000022561,ENSPPYG00000018953,50
ENSGGOG00000007030,ENSPPYG00000019247,48.068
ENSGGOG00000027316,ENSPPYG00000018127,40.7407
ENSGGOG00000025868,ENSPPYG00000017734,32.1839
ENSGGOG00000002479,ENSPPYG00000017500,47.9215
ENSGGOG00000012725,ENSPPYG00000019155,49.0347
ENSGGOG00000025860,ENSPPYG00000020830,48.2456
ENSGGOG00000009118,ENSPPYG00000018945,47.0206
ENSGGOG00000025850,ENSPPYG00000019986,22.6562
ENSGGOG00000011289,ENSPPYG00000017754,46.7105
ENSGGOG00000014802,ENSPPYG00000018645,48.9079
ENSGGOG00000024199,ENSPPYG00000019988,48.8359
ENSGGOG00000027605,ENSPPYG00000017575,46.6184
ENSGGOG00000027065,ENSPPYG00000018997,39.7042
ENSGGOG00000003615,ENSPPYG00000019147,46.7961
ENSGGOG00000025917,ENSPPYG00000018055,49.8197
ENSGGOG00000028134,ENSPPYG00000018997,39.7042
ENSGGOG00000003617,ENSPPYG00000020890,46.2016
ENSGGOG00000007415,ENSPPYG00000019678,47.9092
ENSGGOG00000024351,ENSPPYG00000017575,44.6377
ENSGGOG00000025905,ENSPPYG00000018921,46.2707
ENSGGOG00000015079,ENSPPYG00000019992,48.7709
ENSGGOG00000027899,ENSPPYG00000018266,49.2517
ENSGGOG00000024453,ENSPPYG00000020052,48.4472
ENSGGOG00000009275,ENSPPYG00000019810,45.0877
ENSGGOG00000022925,ENSPPYG00000019247,48.009
ENSGGOG00000022328,ENSPPYG00000019600,48.2032
ENSGGOG00000024175,ENSPPYG00000017575,47.7541
ENSGGOG00000002720,ENSPPYG00000018835,47.8667
ENSGGOG00000025361,ENSPPYG00000020743,49.4253
ENSGGOG00000025303,ENSPPYG00000019576,43.3862
ENSGGOG00000024852,ENSPPYG00000020571,47.807
ENSGGOG00000028158,ENSPPYG00000019986,20.3125
ENSGGOG00000024710,ENSPPYG00000020224,49.5763
ENSGGOG00000024866,ENSPPYG00000020228,49.4834
ENSGGOG00000014211,ENSPPYG00000018921,48.2759
ENSGGOG00000001774,ENSPPYG00000019215,49.0991
ENSGGOG00000024994,ENSPPYG00000017786,49.5
ENSGGOG00000024905,ENSPPYG00000018997,43.0518
ENSGGOG00000023595,ENSPPYG00000020220,51.5152
ENSGGOG00000015243,ENSPPYG00000018585,1.62107
ENSGGOG00000027339,ENSPPYG00000019539,47.6793
ENSGGOG00000010076,ENSPPYG00000019247,49.0728
ENSGGOG00000024532,ENSPPYG00000020110,49.6795
ENSGGOG00000022615,ENSPPYG00000017575,46.2963
ENSGGOG00000025954,ENSPPYG00000017575,46.0317
ENSGGOG00000023226,ENSPPYG00000019576,36.6864
ENSGGOG00000001689,ENSPPYG00000017446,47.9381
ENSGGOG00000022259,ENSPPYG00000019950,48.5507
ENSGGOG00000025067,ENSPPYG00000017575,48.0851
ENSGGOG00000024931,ENSPPYG00000017575,45.8015
ENSGGOG00000009514,ENSPPYG00000020102,48.1481
ENSGGOG00000004536,ENSPPYG00000019247,49.6051
ENSGGOG00000008731,ENSPPYG00000017859,49.5837
ENSGGOG00000011187,ENSPPYG00000018585,47.7056
ENSGGOG00000006276,ENSPPYG00000019738,48.6567
ENSGGOG00000028400,ENSPPYG00000019576,43.7198
ENSGGOG00000025159,ENSPPYG00000020232,45.0382
ENSGGOG00000024014,ENSPPYG00000017575,44.6154
ENSGGOG00000028326,ENSPPYG00000019986,49.0196
ENSGGOG00000001546,ENSPPYG00000019209,48.3175
ENSGGOG00000011752,ENSPPYG00000019938,48.7138
ENSGGOG00000026380,ENSPPYG00000017372,48.4444
ENSGGOG00000026026,ENSPPYG00000019576,41.9558
ENSGGOG00000008323,ENSPPYG00000019768,47.3195
ENSGGOG00000022766,ENSPPYG00000017786,27.9279
ENSGGOG00000014842,ENSPPYG00000018517,47.7626
ENSGGOG00000013424,ENSPPYG00000018983,45.9079
ENSGGOG00000000099,ENSPPYG00000017470,47.6584
ENSGGOG00000023309,ENSPPYG00000019986,14.4357
ENSGGOG00000026330,ENSPPYG00000018685,47.9167
ENSGGOG00000027966,ENSPPYG00000017575,46.283
ENSGGOG00000027344,ENSPPYG00000018246,49.2308
ENSGGOG00000026010,ENSPPYG00000018333,49.6732
ENSGGOG00000028353,ENSPPYG00000019836,48.0349
ENSGGOG00000008884,ENSPPYG00000018919,47.7124
ENSGGOG00000022035,ENSPPYG00000018135,43.696
ENSGGOG00000013862,ENSPPYG00000017559,47.9675
ENSGGOG00000005124,ENSPPYG00000020052,47.343
ENSGGOG00000027058,ENSPPYG00000019169,47.1049
ENSGGOG00000011811,ENSPPYG00000020860,47.9986
ENSGGOG00000012928,ENSPPYG00000020501,47.56
ENSGGOG00000028596,ENSPPYG00000018933,5
ENSGGOG00000034818,ENSPPYG00000017639,48.6506
ENSGGOG00000015006,ENSPPYG00000019850,45.5729
ENSGGOG00000005440,ENSPPYG00000019970,42.4142
ENSGGOG00000015718,ENSPPYG00000018127,40.6709
ENSGGOG00000014794,ENSPPYG00000018837,48.8281
ENSGGOG00000022244,ENSPPYG00000019676,47.6886
ENSGGOG00000027258,ENSPPYG00000018317,48.2639
ENSGGOG00000028056,ENSPPYG00000018603,75.7576
ENSGGOG00000024550,ENSPPYG00000017575,45.2381
ENSGGOG00000023517,ENSPPYG00000017575,47.9675
ENSGGOG00000025304,ENSPPYG00000019576,41.8507
ENSGGOG00000002811,ENSPPYG00000019988,47.0626
ENSGGOG00000022673,ENSPPYG00000019247,47.7825
ENSGGOG00000023433,ENSPPYG00000018685,46.4646
ENSGGOG00000011543,ENSPPYG00000019511,48.9282
ENSGGOG00000028252,ENSPPYG00000017575,45.614
ENSGGOG00000028126,ENSPPYG00000020653,48.2143
ENSGGOG00000002440,ENSPPYG00000019738,49.6407
ENSGGOG00000023046,ENSPPYG00000020176,46.9214
ENSGGOG00000022350,ENSPPYG00000020294,48.5714
ENSGGOG00000024264,ENSPPYG00000019433,48.7487
ENSGGOG00000023328,ENSPPYG00000018535,47.6791
ENSGGOG00000007620,ENSPPYG00000019774,47.9009
ENSGGOG00000007676,ENSPPYG00000020236,48.5981
ENSGGOG00000006041,ENSPPYG00000019770,47.3291
ENSGGOG00000022406,ENSPPYG00000017847,48.5714
ENSGGOG00000025070,ENSPPYG00000017847,48.5714
ENSGGOG00000003262,ENSPPYG00000019844,13.0769
ENSGGOG00000009135,ENSPPYG00000018735,49.5939
ENSGGOG00000026453,ENSPPYG00000017575,49.0126
ENSGGOG00000004819,ENSPPYG00000018853,46.8387
ENSGGOG00000025209,ENSPPYG00000019882,41.939
ENSGGOG00000025583,ENSPPYG00000018311,46.9072
ENSGGOG00000027968,ENSPPYG00000019215,49.4048
ENSGGOG00000012895,ENSPPYG00000019882,42.3567
ENSGGOG00000006383,ENSPPYG00000017575,46.506
ENSGGOG00000028419,ENSPPYG00000020529,18.2716
ENSGGOG00000025610,ENSPPYG00000018603,74.359
ENSGGOG00000022123,ENSPPYG00000019265,48.3683
ENSGGOG00000005227,ENSPPYG00000018931,47.8593
ENSGGOG00000005419,ENSPPYG00000017539,47.561
ENSGGOG00000023869,ENSPPYG00000019882,46.3612
ENSGGOG00000015520,ENSPPYG00000017545,48.6729
ENSGGOG00000023422,ENSPPYG00000017575,45.6583
ENSGGOG00000004653,ENSPPYG00000019361,48.2456
ENSGGOG00000009200,ENSPPYG00000019882,41.7989
ENSGGOG00000027665,ENSPPYG00000019988,46.9825
ENSGGOG00000008115,ENSPPYG00000019553,48.3467
ENSGGOG00000006384,ENSPPYG00000018835,48.4848
ENSGGOG00000023472,ENSPPYG00000019778,48.2558
ENSGGOG00000015366,ENSPPYG00000019580,44.5761
ENSGGOG00000023666,ENSPPYG00000019900,47.1545
ENSGGOG00000014026,ENSPPYG00000018965,45.9221
ENSGGOG00000025899,ENSPPYG00000017945,48.8417
ENSGGOG00000026153,ENSPPYG00000019986,46.8037
ENSGGOG00000012315,ENSPPYG00000019944,48.7239
ENSGGOG00000022456,ENSPPYG00000018300,47.5584
ENSGGOG00000022590,ENSPPYG00000018211,44.075
ENSGGOG00000011197,ENSPPYG00000019035,47.5568
ENSGGOG00000011197,ENSPPYG00000019798,48.0594
ENSGGOG00000005667,ENSPPYG00000018211,45.7053
ENSGGOG00000023288,ENSPPYG00000019946,48.816
ENSGGOG00000027744,ENSPPYG00000020886,46.9993
ENSGGOG00000027902,ENSPPYG00000017575,48.5981
ENSGGOG00000013661,ENSPPYG00000018127,47.9825
ENSGGOG00000026817,ENSPPYG00000017575,46.2264
ENSGGOG00000007375,ENSPPYG00000020884,47.9675
ENSGGOG00000002460,ENSPPYG00000020162,49.0076
ENSGGOG00000023390,ENSPPYG00000020232,49.2754
ENSGGOG00000026820,ENSPPYG00000020743,47.9167
ENSGGOG00000023218,ENSPPYG00000019137,48.586
ENSGGOG00000002929,ENSPPYG00000020052,43.0736
ENSGGOG00000027466,ENSPPYG00000017746,47.7778
ENSGGOG00000024819,ENSPPYG00000018317,49.5726
ENSGGOG00000004151,ENSPPYG00000018659,49.5614
ENSGGOG00000027548,ENSPPYG00000019950,48.2639
ENSGGOG00000027817,ENSPPYG00000019922,50.4274
ENSGGOG00000016681,ENSPPYG00000018258,48.3122
ENSGGOG00000026773,ENSPPYG00000019574,44.4444
ENSGGOG00000024488,ENSPPYG00000020068,48.8889
ENSGGOG00000015333,ENSPPYG00000017821,48.2873
ENSGGOG00000025777,ENSPPYG00000019882,44.4026
ENSGGOG00000027038,ENSPPYG00000020012,46.9256
ENSGGOG00000024346,ENSPPYG00000020232,43.5115
ENSGGOG00000027794,ENSPPYG00000019658,47.9538
ENSGGOG00000008165,ENSPPYG00000020060,43.0556
ENSGGOG00000023439,ENSPPYG00000018073,47.7583
ENSGGOG00000028586,ENSPPYG00000019576,43.0323
ENSGGOG00000022913,ENSPPYG00000017372,49.7354
ENSGGOG00000007101,ENSPPYG00000020256,50.1695
ENSGGOG00000009024,ENSPPYG00000019810,46.1474
ENSGGOG00000025201,ENSPPYG00000017575,46.9333
ENSGGOG00000007378,ENSPPYG00000020864,46.6667
ENSGGOG00000002618,ENSPPYG00000020110,48.4277
ENSGGOG00000022403,ENSPPYG00000019461,41.9595
ENSGGOG00000004202,ENSPPYG00000019866,48.8095
ENSGGOG00000005470,ENSPPYG00000019525,47.8585
ENSGGOG00000003538,ENSPPYG00000018127,42.3676
ENSGGOG00000012412,ENSPPYG00000019988,47.8176
ENSGGOG00000014069,ENSPPYG00000018127,40.8228
ENSGGOG00000028066,ENSPPYG00000018949,47.7925
ENSGGOG00000012504,ENSPPYG00000019247,48.5521
ENSGGOG00000002837,ENSPPYG00000019576,40.9091
ENSGGOG00000003710,ENSPPYG00000019063,5.30835
ENSGGOG00000025463,ENSPPYG00000020008,52.5641
ENSGGOG00000012110,ENSPPYG00000019275,49.5348
ENSGGOG00000003174,ENSPPYG00000018769,42.8337
ENSGGOG00000028323,ENSPPYG00000019986,9.97375
ENSGGOG00000000633,ENSPPYG00000017575,44.3478
ENSGGOG00000026369,ENSPPYG00000018359,6.89655
ENSGGOG00000014451,ENSPPYG00000020685,48.7167
ENSGGOG00000002531,ENSPPYG00000018127,39.4904
ENSGGOG00000028485,ENSPPYG00000018127,43.4419
ENSGGOG00000022989,ENSPPYG00000017575,48.2094
ENSGGOG00000017084,ENSPPYG00000019265,48.314
ENSGGOG00000002370,ENSPPYG00000019882,40.3621
ENSGGOG00000024496,ENSPPYG00000019986,12.5984
ENSGGOG00000024344,ENSPPYG00000017575,42.5197
ENSGGOG00000012500,ENSPPYG00000018371,48.8264
ENSGGOG00000024889,ENSPPYG00000019882,40.0641
ENSGGOG00000015732,ENSPPYG00000018133,40.7881
ENSGGOG00000008029,ENSPPYG00000018139,49.4307
ENSGGOG00000024943,ENSPPYG00000019882,40.8946
ENSGGOG00000005840,ENSPPYG00000018127,41.2447
ENSGGOG00000026465,ENSPPYG00000018127,39.6166
ENSGGOG00000022551,ENSPPYG00000019882,44.0072
ENSGGOG00000024853,ENSPPYG00000018205,48.873
ENSGGOG00000000612,ENSPPYG00000020497,48.75
ENSGGOG00000025906,ENSPPYG00000019576,41.9872
ENSGGOG00000009713,ENSPPYG00000019576,42.492
ENSGGOG00000026226,ENSPPYG00000018401,48.5149
ENSGGOG00000005433,ENSPPYG00000017575,46.6667
ENSGGOG00000013279,ENSPPYG00000020559,49.3769
ENSGGOG00000023656,ENSPPYG00000019882,40.5751
ENSGGOG00000026435,ENSPPYG00000019580,44.4742
ENSGGOG00000012192,ENSPPYG00000018933,50.9524
ENSGGOG00000012314,ENSPPYG00000017575,47.5694
ENSGGOG00000026792,ENSPPYG00000019676,47.7024
ENSGGOG00000000880,ENSPPYG00000018133,42.0833
ENSGGOG00000024364,ENSPPYG00000020386,48.0334
ENSGGOG00000025990,ENSPPYG00000020442,50
ENSGGOG00000023245,ENSPPYG00000019868,46.1538
ENSGGOG00000028324,ENSPPYG00000020202,48.1151
ENSGGOG00000027561,ENSPPYG00000018286,48.6842
ENSGGOG00000016528,ENSPPYG00000019948,47.8873
ENSGGOG00000016528,ENSPPYG00000019908,47.8261
ENSGGOG00000008248,ENSPPYG00000020356,5.04841
ENSGGOG00000025157,ENSPPYG00000019882,45.3782
ENSGGOG00000027751,ENSPPYG00000017712,47.5584
ENSGGOG00000014072,ENSPPYG00000019471,49.1743
ENSGGOG00000022279,ENSPPYG00000019247,47.1981
ENSGGOG00000000516,ENSPPYG00000020533,48.0226
ENSGGOG00000024501,ENSPPYG00000017575,45.1444
ENSGGOG00000013914,ENSPPYG00000018317,47.7273
ENSGGOG00000013812,ENSPPYG00000020836,2.53165
ENSGGOG00000003449,ENSPPYG00000018127,41.0256
ENSGGOG00000025857,ENSPPYG00000017575,47.7218
ENSGGOG00000027640,ENSPPYG00000020838,7.77778
ENSGGOG00000026385,ENSPPYG00000017575,47.2934
ENSGGOG00000012546,ENSPPYG00000019718,48.4266
ENSGGOG00000012546,ENSPPYG00000018979,48.3189
ENSGGOG00000026223,ENSPPYG00000018274,48.0541
ENSGGOG00000007174,ENSPPYG00000020823,48.7988
ENSGGOG00000022268,ENSPPYG00000019157,48.8095
ENSGGOG00000023464,ENSPPYG00000020068,48.2143
ENSGGOG00000027254,ENSPPYG00000020338,49.4505
ENSGGOG00000024893,ENSPPYG00000017979,47.1545
ENSGGOG00000022087,ENSPPYG00000017575,48.6364
ENSGGOG00000026834,ENSPPYG00000017575,46.8647
ENSGGOG00000025273,ENSPPYG00000019247,48.5141
ENSGGOG00000003148,ENSPPYG00000018359,51.3514
ENSGGOG00000023284,ENSPPYG00000019842,49.7175
ENSGGOG00000028313,ENSPPYG00000020176,48.5114
ENSGGOG00000023742,ENSPPYG00000019676,45.4988
ENSGGOG00000009037,ENSPPYG00000019089,47.5685
ENSGGOG00000022048,ENSPPYG00000017575,44.8378
ENSGGOG00000025946,ENSPPYG00000018041,46.0888
ENSGGOG00000025437,ENSPPYG00000017575,47.3301
ENSGGOG00000025615,ENSPPYG00000017575,46.1749
ENSGGOG00000025971,ENSPPYG00000018659,49.7717
ENSGGOG00000025179,ENSPPYG00000018248,48.3092
ENSGGOG00000026785,ENSPPYG00000020232,43.9276
ENSGGOG00000027829,ENSPPYG00000018073,49.0924
ENSGGOG00000003797,ENSPPYG00000019511,38.5288
ENSGGOG00000014327,ENSPPYG00000019650,48.1378
ENSGGOG00000024771,ENSPPYG00000020751,48.2574
ENSGGOG00000022424,ENSPPYG00000019986,19.1283
ENSGGOG00000008611,ENSPPYG00000019676,45.9207
ENSGGOG00000028368,ENSPPYG00000017539,37.2043
ENSGGOG00000024023,ENSPPYG00000019299,49.4792
ENSGGOG00000025522,ENSPPYG00000018219,48.7179
ENSGGOG00000024447,ENSPPYG00000017810,48.1481
ENSGGOG00000014060,ENSPPYG00000019247,47.2622
ENSGGOG00000014060,ENSPPYG00000019247,47.1182
ENSGGOG00000007376,ENSPPYG00000017539,30.8989
ENSGGOG00000007288,ENSPPYG00000018811,49.8886
ENSGGOG00000005295,ENSPPYG00000019638,48.8215
ENSGGOG00000016534,ENSPPYG00000018607,48.4018
ENSGGOG00000016725,ENSPPYG00000017438,48.0326
ENSGGOG00000028263,ENSPPYG00000017821,47.9931
ENSGGOG00000028107,ENSPPYG00000018242,49.7076
ENSGGOG00000004771,ENSPPYG00000018933,47.8261
ENSGGOG00000023166,ENSPPYG00000019676,45.9854
ENSGGOG00000023131,ENSPPYG00000020068,49.7175
ENSGGOG00000010666,ENSPPYG00000019001,46.4345
ENSGGOG00000022473,ENSPPYG00000020278,5.41667
ENSGGOG00000011728,ENSPPYG00000019419,48.5981
ENSGGOG00000026409,ENSPPYG00000017790,49.444
ENSGGOG00000028462,ENSPPYG00000020767,49.3976
ENSGGOG00000015371,ENSPPYG00000019137,48.2913
ENSGGOG00000027607,ENSPPYG00000018355,47.4255
ENSGGOG00000023298,ENSPPYG00000017915,48.2456
ENSGGOG00000006517,ENSPPYG00000018069,45.614
ENSGGOG00000001106,ENSPPYG00000017575,48.0556
ENSGGOG00000008264,ENSPPYG00000018127,41.6143
ENSGGOG00000022539,ENSPPYG00000019479,15.2381
ENSGGOG00000025447,ENSPPYG00000017428,47.7987
ENSGGOG00000016582,ENSPPYG00000020232,43.7659
ENSGGOG00000025202,ENSPPYG00000019614,48
ENSGGOG00000014501,ENSPPYG00000019027,48.2866
ENSGGOG00000006698,ENSPPYG00000018069,42.348
ENSGGOG00000024213,ENSPPYG00000020571,48.9177
ENSGGOG00000025487,ENSPPYG00000017446,49.5682
