gorilla_gorilla,pan_troglodytes
ENSGGOG00000003587,ENSPTRG00000031045,46.3627
ENSGGOG00000001438,ENSPTRG00000014062,48.9051
ENSGGOG00000027703,ENSPTRG00000033976,50
ENSGGOG00000027936,ENSPTRG00000000194,48.628
ENSGGOG00000023634,ENSPTRG00000013918,49
ENSGGOG00000022082,ENSPTRG00000028298,49.183
ENSGGOG00000011940,ENSPTRG00000041651,49.004
ENSGGOG00000001439,ENSPTRG00000014062,48.0916
ENSGGOG00000013846,ENSPTRG00000007643,46.5574
ENSGGOG00000012736,ENSPTRG00000024059,32.0163
ENSGGOG00000009671,ENSPTRG00000028288,40.3771
ENSGGOG00000001440,ENSPTRG00000038829,48.7298
ENSGGOG00000027446,ENSPTRG00000003172,49.635
ENSGGOG00000027300,ENSPTRG00000041367,48.4277
ENSGGOG00000024646,ENSPTRG00000005783,50
ENSGGOG00000025666,ENSPTRG00000029128,42.9752
ENSGGOG00000007417,ENSPTRG00000009893,48.4882
ENSGGOG00000000128,ENSPTRG00000003229,49.0991
ENSGGOG00000009129,ENSPTRG00000040442,50
ENSGGOG00000027977,ENSPTRG00000018980,48.9079
ENSGGOG00000007804,ENSPTRG00000021649,49.4471
ENSGGOG00000010601,ENSPTRG00000033888,46.3607
ENSGGOG00000027854,ENSPTRG00000000207,48.8129
ENSGGOG00000005953,ENSPTRG00000040452,49.089
ENSGGOG00000001891,ENSPTRG00000039445,46.1923
ENSGGOG00000025718,ENSPTRG00000028731,48.8117
ENSGGOG00000016625,ENSPTRG00000033976,52.8455
ENSGGOG00000008319,ENSPTRG00000000081,46.7742
ENSGGOG00000027918,ENSPTRG00000019953,54.3478
ENSGGOG00000027349,ENSPTRG00000013904,48.5632
ENSGGOG00000012718,ENSPTRG00000018957,48.2913
ENSGGOG00000023739,ENSPTRG00000014080,48.5019
ENSGGOG00000027881,ENSPTRG00000020008,49.3056
ENSGGOG00000025567,ENSPTRG00000003320,44.2308
ENSGGOG00000022351,ENSPTRG00000003385,48.6092
ENSGGOG00000023364,ENSPTRG00000041367,47.9798
ENSGGOG00000021979,ENSPTRG00000041916,48.318
ENSGGOG00000023445,ENSPTRG00000032489,26.4706
ENSGGOG00000026100,ENSPTRG00000013918,49.0476
ENSGGOG00000009254,ENSPTRG00000003320,43.3837
ENSGGOG00000025055,ENSPTRG00000016998,48.8482
ENSGGOG00000022460,ENSPTRG00000005670,48.8889
ENSGGOG00000013200,ENSPTRG00000021767,48.3284
ENSGGOG00000028092,ENSPTRG00000017053,48.8506
ENSGGOG00000022630,ENSPTRG00000039305,55.5556
ENSGGOG00000026570,ENSPTRG00000040442,48.2866
ENSGGOG00000022961,ENSPTRG00000019931,44.5048
ENSGGOG00000027887,ENSPTRG00000003320,43.4183
ENSGGOG00000023903,ENSPTRG00000003217,49.7375
ENSGGOG00000027789,ENSPTRG00000034369,50.5556
ENSGGOG00000026059,ENSPTRG00000003320,45.2688
ENSGGOG00000010087,ENSPTRG00000000052,49.7087
ENSGGOG00000010087,ENSPTRG00000000031,48.9226
ENSGGOG00000002064,ENSPTRG00000017695,48.9583
ENSGGOG00000025113,ENSPTRG00000005762,50.2372
ENSGGOG00000028378,ENSPTRG00000017053,50
ENSGGOG00000022779,ENSPTRG00000039305,52.6316
ENSGGOG00000022650,ENSPTRG00000028728,45.2865
ENSGGOG00000022972,ENSPTRG00000014072,49.3492
ENSGGOG00000024113,ENSPTRG00000021728,48.2759
ENSGGOG00000016620,ENSPTRG00000028760,10.6416
ENSGGOG00000024957,ENSPTRG00000018858,48.2143
ENSGGOG00000024899,ENSPTRG00000000023,47.6383
ENSGGOG00000012493,ENSPTRG00000005743,49.0991
ENSGGOG00000006954,ENSPTRG00000028817,48.6525
ENSGGOG00000026846,ENSPTRG00000020996,48.8953
ENSGGOG00000023032,ENSPTRG00000009883,47.076
ENSGGOG00000005783,ENSPTRG00000003320,45.6827
ENSGGOG00000015156,ENSPTRG00000003292,50.0699
ENSGGOG00000024154,ENSPTRG00000029512,47.9167
ENSGGOG00000024197,ENSPTRG00000042362,48.1838
ENSGGOG00000027582,ENSPTRG00000040155,51.1416
ENSGGOG00000022245,ENSPTRG00000004015,48.0086
ENSGGOG00000024574,ENSPTRG00000013903,49.2473
ENSGGOG00000026608,ENSPTRG00000039529,48.1132
ENSGGOG00000028498,ENSPTRG00000034369,47.9675
ENSGGOG00000001434,ENSPTRG00000028774,48.5166
ENSGGOG00000022257,ENSPTRG00000028817,48.5194
ENSGGOG00000015001,ENSPTRG00000019953,53.4884
ENSGGOG00000027808,ENSPTRG00000007548,46.7043
ENSGGOG00000023442,ENSPTRG00000000041,47.3151
ENSGGOG00000024854,ENSPTRG00000041259,57.971
ENSGGOG00000023534,ENSPTRG00000022785,48.4848
ENSGGOG00000023922,ENSPTRG00000022836,44.8598
ENSGGOG00000016372,ENSPTRG00000041367,49.0566
ENSGGOG00000015977,ENSPTRG00000042266,47.138
ENSGGOG00000025511,ENSPTRG00000005734,48.4157
ENSGGOG00000024815,ENSPTRG00000016919,48.617
ENSGGOG00000025405,ENSPTRG00000042377,48.1818
ENSGGOG00000025409,ENSPTRG00000032577,47.2727
ENSGGOG00000027617,ENSPTRG00000007530,48.2558
ENSGGOG00000025450,ENSPTRG00000003320,45.9144
ENSGGOG00000010019,ENSPTRG00000003184,44.8691
ENSGGOG00000025558,ENSPTRG00000013786,48.5588
ENSGGOG00000023082,ENSPTRG00000040862,50.165
ENSGGOG00000024938,ENSPTRG00000003184,47.1363
ENSGGOG00000026971,ENSPTRG00000019953,54.4715
ENSGGOG00000013008,ENSPTRG00000000024,49.3269
ENSGGOG00000001624,ENSPTRG00000003318,44.0476
ENSGGOG00000013543,ENSPTRG00000003320,46.3862
ENSGGOG00000028521,ENSPTRG00000042298,48.5839
ENSGGOG00000022845,ENSPTRG00000028728,48.1809
ENSGGOG00000027184,ENSPTRG00000042104,47.2
ENSGGOG00000022105,ENSPTRG00000005734,48.8462
ENSGGOG00000014087,ENSPTRG00000003320,41.7178
ENSGGOG00000014647,ENSPTRG00000003320,44.5493
ENSGGOG00000001383,ENSPTRG00000021725,50.2154
ENSGGOG00000004063,ENSPTRG00000005783,49.697
ENSGGOG00000006928,ENSPTRG00000000067,49.0708
ENSGGOG00000022613,ENSPTRG00000003320,47.1171
ENSGGOG00000024895,ENSPTRG00000003318,45.7696
ENSGGOG00000027474,ENSPTRG00000039292,50
ENSGGOG00000016558,ENSPTRG00000013862,49.0803
ENSGGOG00000003716,ENSPTRG00000004540,48.8604
ENSGGOG00000011432,ENSPTRG00000003320,44.4798
ENSGGOG00000023972,ENSPTRG00000031045,45.9259
ENSGGOG00000025650,ENSPTRG00000013921,48.4848
ENSGGOG00000024415,ENSPTRG00000003320,44.3763
ENSGGOG00000026448,ENSPTRG00000034369,48.294
ENSGGOG00000025085,ENSPTRG00000003320,43.4921
ENSGGOG00000016656,ENSPTRG00000020015,48.4117
ENSGGOG00000007577,ENSPTRG00000003320,46.4164
ENSGGOG00000005768,ENSPTRG00000000047,47.3132
ENSGGOG00000025573,ENSPTRG00000028321,49.3124
ENSGGOG00000014232,ENSPTRG00000003238,49.5726
ENSGGOG00000014232,ENSPTRG00000019432,49.3548
ENSGGOG00000013447,ENSPTRG00000014062,48.6811
ENSGGOG00000008834,ENSPTRG00000003320,44.196
ENSGGOG00000022107,ENSPTRG00000004015,48.0726
ENSGGOG00000024141,ENSPTRG00000018998,49.0591
ENSGGOG00000007986,ENSPTRG00000003320,41.106
ENSGGOG00000008923,ENSPTRG00000041722,48.2684
ENSGGOG00000026440,ENSPTRG00000000250,47.9487
ENSGGOG00000026536,ENSPTRG00000039924,47.7124
ENSGGOG00000016296,ENSPTRG00000018951,39.3508
ENSGGOG00000016296,ENSPTRG00000018951,38.0627
ENSGGOG00000008892,ENSPTRG00000007674,46.2766
ENSGGOG00000003441,ENSPTRG00000003249,49.3208
ENSGGOG00000000067,ENSPTRG00000028774,47.7273
ENSGGOG00000003081,ENSPTRG00000041367,47.7778
ENSGGOG00000025880,ENSPTRG00000032577,49.359
ENSGGOG00000008732,ENSPTRG00000007605,47.2393
ENSGGOG00000001100,ENSPTRG00000016706,48.3721
ENSGGOG00000007249,ENSPTRG00000003320,44.683
ENSGGOG00000015446,ENSPTRG00000004015,48.7013
ENSGGOG00000012321,ENSPTRG00000017695,48.996
ENSGGOG00000024834,ENSPTRG00000007610,49.3544
ENSGGOG00000015626,ENSPTRG00000000241,48.746
ENSGGOG00000024562,ENSPTRG00000042089,48.7745
ENSGGOG00000027971,ENSPTRG00000019953,48.5714
ENSGGOG00000022997,ENSPTRG00000019953,51.8519
ENSGGOG00000022668,ENSPTRG00000039292,50.8547
ENSGGOG00000001870,ENSPTRG00000003320,44.8925
ENSGGOG00000023254,ENSPTRG00000019953,49.5238
ENSGGOG00000003008,ENSPTRG00000003128,44.795
ENSGGOG00000024054,ENSPTRG00000003320,44.0625
ENSGGOG00000000360,ENSPTRG00000021829,48.8275
ENSGGOG00000026674,ENSPTRG00000028760,48.153
ENSGGOG00000027128,ENSPTRG00000040891,53.1746
ENSGGOG00000026094,ENSPTRG00000028742,35.924
ENSGGOG00000005329,ENSPTRG00000017004,48.8152
ENSGGOG00000003270,ENSPTRG00000003320,45.3159
ENSGGOG00000023066,ENSPTRG00000021851,49.7778
ENSGGOG00000023988,ENSPTRG00000000124,48.9035
ENSGGOG00000007622,ENSPTRG00000028788,49.7218
ENSGGOG00000005175,ENSPTRG00000028728,47.4952
ENSGGOG00000027923,ENSPTRG00000016726,47.4074
ENSGGOG00000011424,ENSPTRG00000014080,47.3597
ENSGGOG00000002075,ENSPTRG00000019139,48.4195
ENSGGOG00000023879,ENSPTRG00000016726,47.4074
ENSGGOG00000004406,ENSPTRG00000005782,49.3743
ENSGGOG00000004406,ENSPTRG00000021706,49.3069
ENSGGOG00000009186,ENSPTRG00000003320,42.963
ENSGGOG00000023281,ENSPTRG00000003184,48.6064
ENSGGOG00000000438,ENSPTRG00000003391,49.213
ENSGGOG00000008400,ENSPTRG00000000085,48.7179
ENSGGOG00000007942,ENSPTRG00000000081,46.1957
ENSGGOG00000028160,ENSPTRG00000003320,49.2925
ENSGGOG00000005222,ENSPTRG00000013809,48.5294
ENSGGOG00000022561,ENSPTRG00000013839,50
ENSGGOG00000007030,ENSPTRG00000016990,49.0726
ENSGGOG00000027316,ENSPTRG00000003320,41.0582
ENSGGOG00000025868,ENSPTRG00000032585,32.9502
ENSGGOG00000002479,ENSPTRG00000040525,48.3834
ENSGGOG00000012725,ENSPTRG00000028817,48.7773
ENSGGOG00000025860,ENSPTRG00000023556,48.5088
ENSGGOG00000009118,ENSPTRG00000007672,46.8039
ENSGGOG00000025850,ENSPTRG00000038829,48.6979
ENSGGOG00000011289,ENSPTRG00000007626,45.3947
ENSGGOG00000014802,ENSPTRG00000017054,48.8129
ENSGGOG00000024199,ENSPTRG00000014065,48.1374
ENSGGOG00000027605,ENSPTRG00000005752,50.2415
ENSGGOG00000027065,ENSPTRG00000034337,43.9135
ENSGGOG00000003615,ENSPTRG00000031314,46.7961
ENSGGOG00000025917,ENSPTRG00000020074,49.7682
ENSGGOG00000028134,ENSPTRG00000034337,43.9135
ENSGGOG00000003617,ENSPTRG00000007626,44.3411
ENSGGOG00000007415,ENSPTRG00000007605,47.5508
ENSGGOG00000024351,ENSPTRG00000042089,48.4058
ENSGGOG00000025905,ENSPTRG00000003174,43.7845
ENSGGOG00000015079,ENSPTRG00000003249,48.9676
ENSGGOG00000027899,ENSPTRG00000028817,49.3878
ENSGGOG00000024453,ENSPTRG00000028792,49.0683
ENSGGOG00000009275,ENSPTRG00000033843,45.4386
ENSGGOG00000022925,ENSPTRG00000039391,48.8355
ENSGGOG00000022328,ENSPTRG00000000063,48.8228
ENSGGOG00000024175,ENSPTRG00000042077,48.9362
ENSGGOG00000002720,ENSPTRG00000041690,48.8
ENSGGOG00000025361,ENSPTRG00000041367,47.7011
ENSGGOG00000025303,ENSPTRG00000003320,43.0688
ENSGGOG00000024852,ENSPTRG00000034234,46.9298
ENSGGOG00000028158,ENSPTRG00000019960,49.2188
ENSGGOG00000024710,ENSPTRG00000028760,49.2938
ENSGGOG00000024866,ENSPTRG00000019057,49.0241
ENSGGOG00000014211,ENSPTRG00000034203,48.4195
ENSGGOG00000001774,ENSPTRG00000041491,48.6486
ENSGGOG00000024994,ENSPTRG00000028317,5
ENSGGOG00000024905,ENSPTRG00000028292,45.8674
ENSGGOG00000023595,ENSPTRG00000040891,54.5455
ENSGGOG00000015243,ENSPTRG00000003128,44.0729
ENSGGOG00000027339,ENSPTRG00000003182,47.2574
ENSGGOG00000010076,ENSPTRG00000041198,48.9301
ENSGGOG00000024532,ENSPTRG00000039977,49.0385
ENSGGOG00000022615,ENSPTRG00000042298,47.2222
ENSGGOG00000025954,ENSPTRG00000019962,49.2063
ENSGGOG00000023226,ENSPTRG00000003320,42.998
ENSGGOG00000001689,ENSPTRG00000000239,48.6254
ENSGGOG00000022259,ENSPTRG00000040155,47.8261
ENSGGOG00000025067,ENSPTRG00000000124,49.3617
ENSGGOG00000024931,ENSPTRG00000028794,46.8193
ENSGGOG00000009514,ENSPTRG00000039081,48.3951
ENSGGOG00000004536,ENSPTRG00000020053,49.4471
ENSGGOG00000008731,ENSPTRG00000023284,49.1405
ENSGGOG00000011187,ENSPTRG00000003249,48.1385
ENSGGOG00000006276,ENSPTRG00000023886,47.5
ENSGGOG00000028400,ENSPTRG00000041382,47.0209
ENSGGOG00000025159,ENSPTRG00000000085,48.0916
ENSGGOG00000024014,ENSPTRG00000042089,48.9744
ENSGGOG00000028326,ENSPTRG00000042089,49.4553
ENSGGOG00000001546,ENSPTRG00000021833,48.9215
ENSGGOG00000011752,ENSPTRG00000021837,48.2315
ENSGGOG00000026380,ENSPTRG00000029512,44.8889
ENSGGOG00000026026,ENSPTRG00000022836,46.0568
ENSGGOG00000008323,ENSPTRG00000003118,47.2308
ENSGGOG00000022766,ENSPTRG00000028794,48.8739
ENSGGOG00000014842,ENSPTRG00000007548,47.3973
ENSGGOG00000013424,ENSPTRG00000003184,46.0358
ENSGGOG00000000099,ENSPTRG00000013918,47.3829
ENSGGOG00000023309,ENSPTRG00000031042,48.294
ENSGGOG00000026330,ENSPTRG00000041011,47.9167
ENSGGOG00000027966,ENSPTRG00000042089,48.9209
ENSGGOG00000027344,ENSPTRG00000029512,49.2308
ENSGGOG00000026010,ENSPTRG00000040941,49.6732
ENSGGOG00000028353,ENSPTRG00000030841,48.9083
ENSGGOG00000008884,ENSPTRG00000003172,48.1481
ENSGGOG00000022035,ENSPTRG00000030841,48.7047
ENSGGOG00000013862,ENSPTRG00000042104,48.7805
ENSGGOG00000005124,ENSPTRG00000000085,47.8261
ENSGGOG00000027058,ENSPTRG00000003174,46.3224
ENSGGOG00000011811,ENSPTRG00000007596,47.6881
ENSGGOG00000012928,ENSPTRG00000019047,48.7179
ENSGGOG00000028596,ENSPTRG00000034234,48.8889
ENSGGOG00000034818,ENSPTRG00000005774,48.2908
ENSGGOG00000015006,ENSPTRG00000039081,47.1354
ENSGGOG00000005440,ENSPTRG00000028288,40.8084
ENSGGOG00000015718,ENSPTRG00000003320,44.6541
ENSGGOG00000014794,ENSPTRG00000021657,48.4375
ENSGGOG00000022244,ENSPTRG00000020008,47.9319
ENSGGOG00000027258,ENSPTRG00000014157,49.6528
ENSGGOG00000028056,ENSPTRG00000039305,75.7576
ENSGGOG00000024550,ENSPTRG00000028812,48.6772
ENSGGOG00000023517,ENSPTRG00000034369,49.3225
ENSGGOG00000025304,ENSPTRG00000022836,45.1104
ENSGGOG00000002811,ENSPTRG00000003184,46.2324
ENSGGOG00000022673,ENSPTRG00000023396,49.0701
ENSGGOG00000023433,ENSPTRG00000005783,46.4646
ENSGGOG00000011543,ENSPTRG00000000182,48.7418
ENSGGOG00000028252,ENSPTRG00000040289,49.4737
ENSGGOG00000028126,ENSPTRG00000032577,47.619
ENSGGOG00000002440,ENSPTRG00000014170,48.9535
ENSGGOG00000023046,ENSPTRG00000021728,48.8323
ENSGGOG00000022350,ENSPTRG00000042298,48.254
ENSGGOG00000024264,ENSPTRG00000000131,48.6486
ENSGGOG00000023328,ENSPTRG00000021756,48.8959
ENSGGOG00000007620,ENSPTRG00000007565,47.8589
ENSGGOG00000007676,ENSPTRG00000007663,48.7539
ENSGGOG00000006041,ENSPTRG00000003123,47.0085
ENSGGOG00000022406,ENSPTRG00000019953,48.5714
ENSGGOG00000025070,ENSPTRG00000019953,48.5714
ENSGGOG00000003262,ENSPTRG00000028731,48.5897
ENSGGOG00000009135,ENSPTRG00000020006,49.6178
ENSGGOG00000026453,ENSPTRG00000000269,49.7307
ENSGGOG00000004819,ENSPTRG00000003184,46.3226
ENSGGOG00000025209,ENSPTRG00000003320,45.6427
ENSGGOG00000025583,ENSPTRG00000031045,46.7354
ENSGGOG00000027968,ENSPTRG00000040333,47.619
ENSGGOG00000012895,ENSPTRG00000003320,44.7983
ENSGGOG00000006383,ENSPTRG00000042236,50.3614
ENSGGOG00000028419,ENSPTRG00000020053,47.9835
ENSGGOG00000025610,ENSPTRG00000039305,66.6667
ENSGGOG00000022123,ENSPTRG00000016913,48.4266
ENSGGOG00000005227,ENSPTRG00000007686,47.5535
ENSGGOG00000005419,ENSPTRG00000000124,50
ENSGGOG00000023869,ENSPTRG00000003320,44.9236
ENSGGOG00000015520,ENSPTRG00000014072,44.9914
ENSGGOG00000023422,ENSPTRG00000042089,49.2997
ENSGGOG00000004653,ENSPTRG00000030794,49.1228
ENSGGOG00000009200,ENSPTRG00000003320,46.2434
ENSGGOG00000027665,ENSPTRG00000014147,47.2421
ENSGGOG00000008115,ENSPTRG00000009856,48.7936
ENSGGOG00000006384,ENSPTRG00000021649,48.3254
ENSGGOG00000023472,ENSPTRG00000028774,47.6744
ENSGGOG00000015366,ENSPTRG00000003318,43.5734
ENSGGOG00000023666,ENSPTRG00000019953,51.2195
ENSGGOG00000014026,ENSPTRG00000007557,45.8486
ENSGGOG00000025899,ENSPTRG00000016913,48.7773
ENSGGOG00000026153,ENSPTRG00000003172,47.032
ENSGGOG00000012315,ENSPTRG00000021853,48.3759
ENSGGOG00000022456,ENSPTRG00000028792,48.8323
ENSGGOG00000022590,ENSPTRG00000033843,48.2523
ENSGGOG00000011197,ENSPTRG00000003184,47.488
ENSGGOG00000011197,ENSPTRG00000042086,48.1735
ENSGGOG00000005667,ENSPTRG00000040153,48.5422
ENSGGOG00000023288,ENSPTRG00000007530,48.6339
ENSGGOG00000027744,ENSPTRG00000019937,48.8874
ENSGGOG00000027902,ENSPTRG00000030817,47.352
ENSGGOG00000013661,ENSPTRG00000041382,48.8596
ENSGGOG00000026817,ENSPTRG00000034369,48.7421
ENSGGOG00000007375,ENSPTRG00000007627,47.9675
ENSGGOG00000002460,ENSPTRG00000018945,48.3071
ENSGGOG00000023390,ENSPTRG00000039081,48.7923
ENSGGOG00000026820,ENSPTRG00000038649,48.4375
ENSGGOG00000023218,ENSPTRG00000022504,48.0769
ENSGGOG00000002929,ENSPTRG00000003172,47.1861
ENSGGOG00000027466,ENSPTRG00000041367,50
ENSGGOG00000024819,ENSPTRG00000019953,50.4274
ENSGGOG00000004151,ENSPTRG00000030816,48.6842
ENSGGOG00000027548,ENSPTRG00000005670,48.6111
ENSGGOG00000027817,ENSPTRG00000019953,51.2821
ENSGGOG00000016681,ENSPTRG00000031314,48.7342
ENSGGOG00000026773,ENSPTRG00000041209,50
ENSGGOG00000024488,ENSPTRG00000040740,48
ENSGGOG00000015333,ENSPTRG00000000131,45.8011
ENSGGOG00000025777,ENSPTRG00000003320,43.7441
ENSGGOG00000027038,ENSPTRG00000007626,48.3819
ENSGGOG00000024346,ENSPTRG00000014062,47.5827
ENSGGOG00000027794,ENSPTRG00000003123,48.0063
ENSGGOG00000008165,ENSPTRG00000003320,45.9402
ENSGGOG00000023439,ENSPTRG00000042326,48.2456
ENSGGOG00000028586,ENSPTRG00000003249,47.3802
ENSGGOG00000022913,ENSPTRG00000041011,47.619
ENSGGOG00000007101,ENSPTRG00000021853,50.5085
ENSGGOG00000009024,ENSPTRG00000033843,46.3987
ENSGGOG00000025201,ENSPTRG00000030817,49.0667
ENSGGOG00000007378,ENSPTRG00000028745,45.3125
ENSGGOG00000002618,ENSPTRG00000031451,40.566
ENSGGOG00000022403,ENSPTRG00000003320,44.196
ENSGGOG00000004202,ENSPTRG00000013918,48.4127
ENSGGOG00000005470,ENSPTRG00000031314,46.7412
ENSGGOG00000003538,ENSPTRG00000003320,44.5483
ENSGGOG00000012412,ENSPTRG00000003184,47.1661
ENSGGOG00000014069,ENSPTRG00000003320,43.038
ENSGGOG00000028066,ENSPTRG00000000035,48.3444
ENSGGOG00000012504,ENSPTRG00000003184,48.5521
ENSGGOG00000002837,ENSPTRG00000003320,43.5065
ENSGGOG00000003710,ENSPTRG00000039778,48.3216
ENSGGOG00000025463,ENSPTRG00000041259,55.1282
ENSGGOG00000012110,ENSPTRG00000003355,49.2743
ENSGGOG00000003174,ENSPTRG00000042084,46.0278
ENSGGOG00000028323,ENSPTRG00000034369,48.5564
ENSGGOG00000000633,ENSPTRG00000031451,48.1159
ENSGGOG00000026369,ENSPTRG00000032576,50.5747
ENSGGOG00000014451,ENSPTRG00000030304,2.63716
ENSGGOG00000002531,ENSPTRG00000003320,46.0722
ENSGGOG00000028485,ENSPTRG00000003320,46.0465
ENSGGOG00000022989,ENSPTRG00000014062,49.5868
ENSGGOG00000017084,ENSPTRG00000020996,48.5904
ENSGGOG00000002370,ENSPTRG00000003320,45.1544
ENSGGOG00000024496,ENSPTRG00000034369,48.0315
ENSGGOG00000024344,ENSPTRG00000021728,49.3438
ENSGGOG00000012500,ENSPTRG00000013937,41.8122
ENSGGOG00000024889,ENSPTRG00000003320,45.406
ENSGGOG00000015732,ENSPTRG00000003320,43.4505
ENSGGOG00000008029,ENSPTRG00000005770,49.7448
ENSGGOG00000024943,ENSPTRG00000022836,47.9233
ENSGGOG00000005840,ENSPTRG00000003320,40.0844
ENSGGOG00000026465,ENSPTRG00000003320,46.1129
ENSGGOG00000022551,ENSPTRG00000003320,42.8444
ENSGGOG00000024853,ENSPTRG00000034337,48.873
ENSGGOG00000000612,ENSPTRG00000003379,49.375
ENSGGOG00000025906,ENSPTRG00000003320,45.6197
ENSGGOG00000009713,ENSPTRG00000003320,44.6219
ENSGGOG00000026226,ENSPTRG00000009883,48.1848
ENSGGOG00000005433,ENSPTRG00000034369,49.3827
ENSGGOG00000013279,ENSPTRG00000021781,48.9471
ENSGGOG00000023656,ENSPTRG00000003320,42.918
ENSGGOG00000026435,ENSPTRG00000003320,45.9002
ENSGGOG00000012192,ENSPTRG00000041011,48.5714
ENSGGOG00000012314,ENSPTRG00000034307,47.9167
ENSGGOG00000026792,ENSPTRG00000028792,49.0153
ENSGGOG00000000880,ENSPTRG00000003320,42.3958
ENSGGOG00000024364,ENSPTRG00000000017,47.8368
ENSGGOG00000025990,ENSPTRG00000016956,48.7243
ENSGGOG00000023245,ENSPTRG00000005670,49.0842
ENSGGOG00000028324,ENSPTRG00000000207,47.8175
ENSGGOG00000027561,ENSPTRG00000039206,49.1228
ENSGGOG00000016528,ENSPTRG00000039081,46.9484
ENSGGOG00000016528,ENSPTRG00000019962,49.1848
ENSGGOG00000008248,ENSPTRG00000003184,46.1964
ENSGGOG00000025157,ENSPTRG00000003320,43.0439
ENSGGOG00000027751,ENSPTRG00000031328,49.0446
ENSGGOG00000014072,ENSPTRG00000023120,48.9908
ENSGGOG00000022279,ENSPTRG00000028292,49.4081
ENSGGOG00000000516,ENSPTRG00000005783,50.8475
ENSGGOG00000024501,ENSPTRG00000009883,48.8189
ENSGGOG00000013914,ENSPTRG00000033976,50.7576
ENSGGOG00000013812,ENSPTRG00000040153,47.0042
ENSGGOG00000003449,ENSPTRG00000003320,38.8718
ENSGGOG00000025857,ENSPTRG00000042077,49.4005
ENSGGOG00000027640,ENSPTRG00000003166,48.1111
ENSGGOG00000026385,ENSPTRG00000014062,47.0085
ENSGGOG00000012546,ENSPTRG00000020082,48.8636
ENSGGOG00000012546,ENSPTRG00000020082,48.7032
ENSGGOG00000026223,ENSPTRG00000005759,48.9002
ENSGGOG00000007174,ENSPTRG00000028322,48.7988
ENSGGOG00000022268,ENSPTRG00000016898,49.359
ENSGGOG00000023464,ENSPTRG00000005783,48.2143
ENSGGOG00000027254,ENSPTRG00000013918,49.8168
ENSGGOG00000024893,ENSPTRG00000019953,52.0325
ENSGGOG00000022087,ENSPTRG00000039819,49.3182
ENSGGOG00000026834,ENSPTRG00000028815,46.8647
ENSGGOG00000025273,ENSPTRG00000017088,49.1828
ENSGGOG00000003148,ENSPTRG00000033976,48.6486
ENSGGOG00000023284,ENSPTRG00000031314,48.7759
ENSGGOG00000028313,ENSPTRG00000005728,15.7618
ENSGGOG00000023742,ENSPTRG00000000085,47.6886
ENSGGOG00000009037,ENSPTRG00000029528,47.8338
ENSGGOG00000022048,ENSPTRG00000022785,49.5575
ENSGGOG00000025946,ENSPTRG00000031328,48.203
ENSGGOG00000025437,ENSPTRG00000017039,50.2427
ENSGGOG00000025615,ENSPTRG00000042089,47.541
ENSGGOG00000025971,ENSPTRG00000013918,49.3151
ENSGGOG00000025179,ENSPTRG00000028611,48.7923
ENSGGOG00000026785,ENSPTRG00000000085,47.2868
ENSGGOG00000027829,ENSPTRG00000003229,49.67
ENSGGOG00000003797,ENSPTRG00000023396,42.0976
ENSGGOG00000014327,ENSPTRG00000040538,48.2309
ENSGGOG00000024771,ENSPTRG00000039081,47.7212
ENSGGOG00000022424,ENSPTRG00000034369,47.2155
ENSGGOG00000008611,ENSPTRG00000003172,46.8531
ENSGGOG00000028368,ENSPTRG00000021855,48.172
ENSGGOG00000024023,ENSPTRG00000003249,49.566
ENSGGOG00000025522,ENSPTRG00000031451,49.0385
ENSGGOG00000024447,ENSPTRG00000028290,49.2593
ENSGGOG00000014060,ENSPTRG00000016979,49.4236
ENSGGOG00000014060,ENSPTRG00000016979,49.4236
ENSGGOG00000007376,ENSPTRG00000041209,49.0637
ENSGGOG00000007288,ENSPTRG00000013850,49.5546
ENSGGOG00000005295,ENSPTRG00000005670,48.8215
ENSGGOG00000016534,ENSPTRG00000020045,47.7169
ENSGGOG00000016725,ENSPTRG00000003184,47.2863
ENSGGOG00000028263,ENSPTRG00000000131,45.8142
ENSGGOG00000028107,ENSPTRG00000032577,49.7076
ENSGGOG00000004771,ENSPTRG00000005783,49.7585
ENSGGOG00000023166,ENSPTRG00000014062,47.4453
ENSGGOG00000023131,ENSPTRG00000041011,49.7175
ENSGGOG00000010666,ENSPTRG00000039924,47.7612
ENSGGOG00000022473,ENSPTRG00000028850,48.75
ENSGGOG00000011728,ENSPTRG00000042298,48.5981
ENSGGOG00000026409,ENSPTRG00000007612,49.3584
ENSGGOG00000028462,ENSPTRG00000040155,49.7992
ENSGGOG00000015371,ENSPTRG00000019120,48.4594
ENSGGOG00000027607,ENSPTRG00000031451,49.8645
ENSGGOG00000023298,ENSPTRG00000019963,48.7719
ENSGGOG00000006517,ENSPTRG00000003379,49.6711
ENSGGOG00000001106,ENSPTRG00000013918,48.3333
ENSGGOG00000008264,ENSPTRG00000003320,45.1782
ENSGGOG00000022539,ENSPTRG00000022785,47.619
ENSGGOG00000025447,ENSPTRG00000007626,46.2264
ENSGGOG00000016582,ENSPTRG00000028794,46.8193
ENSGGOG00000025202,ENSPTRG00000039778,48.2308
ENSGGOG00000014501,ENSPTRG00000034369,47.6636
ENSGGOG00000006698,ENSPTRG00000034337,49.0566
ENSGGOG00000024213,ENSPTRG00000016969,48.4848
ENSGGOG00000025487,ENSPTRG00000028845,49.0501
