gorilla_gorilla,macaca_mulatta
ENSGGOG00000003587,ENSMMUG00000018435,46.8238
ENSGGOG00000001438,ENSMMUG00000032354,25.3041
ENSGGOG00000027703,ENSMMUG00000032379,51.7544
ENSGGOG00000027936,ENSMMUG00000020700,48.1707
ENSGGOG00000023634,ENSMMUG00000032536,48.3333
ENSGGOG00000022082,ENSMMUG00000003302,49.2647
ENSGGOG00000011940,ENSMMUG00000019910,48.7384
ENSGGOG00000001439,ENSMMUG00000007583,47.8372
ENSGGOG00000013846,ENSMMUG00000008760,46.5574
ENSGGOG00000012736,ENSMMUG00000004960,49.0463
ENSGGOG00000009671,ENSMMUG00000009320,42.5957
ENSGGOG00000001440,ENSMMUG00000002729,40.6467
ENSGGOG00000027446,ENSMMUG00000010585,47.6886
ENSGGOG00000027300,ENSMMUG00000004658,50.3145
ENSGGOG00000024646,ENSMMUG00000018997,48.6842
ENSGGOG00000025666,ENSMMUG00000015191,28.3747
ENSGGOG00000007417,ENSMMUG00000009320,48.6562
ENSGGOG00000000128,ENSMMUG00000018837,49.0991
ENSGGOG00000009129,ENSMMUG00000015878,50.9009
ENSGGOG00000027977,ENSMMUG00000021348,13.3903
ENSGGOG00000007804,ENSMMUG00000017359,23.0648
ENSGGOG00000010601,ENSMMUG00000002592,12.459
ENSGGOG00000027854,ENSMMUG00000032476,49.5726
ENSGGOG00000005953,ENSMMUG00000007887,48.8746
ENSGGOG00000001891,ENSMMUG00000032486,47.5655
ENSGGOG00000025718,ENSMMUG00000021679,48.4461
ENSGGOG00000016625,ENSMMUG00000004051,48.7805
ENSGGOG00000008319,ENSMMUG00000032498,46.2366
ENSGGOG00000027918,ENSMMUG00000019168,55.7971
ENSGGOG00000027349,ENSMMUG00000032417,48.8506
ENSGGOG00000012718,ENSMMUG00000011498,49.1185
ENSGGOG00000023739,ENSMMUG00000032479,48.8764
ENSGGOG00000027881,ENSMMUG00000032554,48.6111
ENSGGOG00000025567,ENSMMUG00000013213,45.8333
ENSGGOG00000022351,ENSMMUG00000008303,49.0264
ENSGGOG00000023364,ENSMMUG00000004335,51.0101
ENSGGOG00000021979,ENSMMUG00000019525,48.6239
ENSGGOG00000023445,ENSMMUG00000032493,50.4902
ENSGGOG00000026100,ENSMMUG00000018997,48.5714
ENSGGOG00000009254,ENSMMUG00000013213,47.6371
ENSGGOG00000025055,ENSMMUG00000011079,40.9333
ENSGGOG00000022460,ENSMMUG00000005616,42.963
ENSGGOG00000013200,ENSMMUG00000019663,48.9632
ENSGGOG00000028092,ENSMMUG00000032417,48.8506
ENSGGOG00000022630,ENSMMUG00000032533,52.7778
ENSGGOG00000026570,ENSMMUG00000019525,48.2866
ENSGGOG00000022961,ENSMMUG00000020530,46.5815
ENSGGOG00000027887,ENSMMUG00000013213,46.0722
ENSGGOG00000023903,ENSMMUG00000008305,49.2126
ENSGGOG00000027789,ENSMMUG00000032420,50.2778
ENSGGOG00000026059,ENSMMUG00000013213,46.0215
ENSGGOG00000010087,ENSMMUG00000020695,50.046
ENSGGOG00000010087,ENSMMUG00000007345,49.3634
ENSGGOG00000002064,ENSMMUG00000020513,49.3056
ENSGGOG00000025113,ENSMMUG00000017839,49.8465
ENSGGOG00000028378,ENSMMUG00000032520,49.1525
ENSGGOG00000022779,ENSMMUG00000032533,57.8947
ENSGGOG00000022650,ENSMMUG00000013213,48.3364
ENSGGOG00000022972,ENSMMUG00000012874,49.7703
ENSGGOG00000024113,ENSMMUG00000019525,49.4253
ENSGGOG00000016620,ENSMMUG00000032310,46.9484
ENSGGOG00000024957,ENSMMUG00000000295,48.5714
ENSGGOG00000024899,ENSMMUG00000021851,47.7733
ENSGGOG00000012493,ENSMMUG00000018439,49.3243
ENSGGOG00000006954,ENSMMUG00000019688,46.2411
ENSGGOG00000026846,ENSMMUG00000002292,48.1395
ENSGGOG00000023032,ENSMMUG00000032417,48.2456
ENSGGOG00000005783,ENSMMUG00000013213,46.1847
ENSGGOG00000015156,ENSMMUG00000020479,49.8601
ENSGGOG00000024154,ENSMMUG00000032334,47.9167
ENSGGOG00000024197,ENSMMUG00000001019,48.8248
ENSGGOG00000027582,ENSMMUG00000004152,50.2283
ENSGGOG00000022245,ENSMMUG00000007939,6.99677
ENSGGOG00000024574,ENSMMUG00000012918,48.172
ENSGGOG00000026608,ENSMMUG00000032470,13.8365
ENSGGOG00000028498,ENSMMUG00000007583,48.2385
ENSGGOG00000001434,ENSMMUG00000010471,48.8656
ENSGGOG00000022257,ENSMMUG00000004152,48.6712
ENSGGOG00000015001,ENSMMUG00000018480,51.1628
ENSGGOG00000027808,ENSMMUG00000009476,47.5518
ENSGGOG00000023442,ENSMMUG00000013415,47.5177
ENSGGOG00000024854,ENSMMUG00000032533,55.0725
ENSGGOG00000023534,ENSMMUG00000032375,47.8788
ENSGGOG00000023922,ENSMMUG00000001620,47.9751
ENSGGOG00000016372,ENSMMUG00000032547,49.0566
ENSGGOG00000015977,ENSMMUG00000012073,48.8215
ENSGGOG00000025511,ENSMMUG00000021984,48.1622
ENSGGOG00000024815,ENSMMUG00000005066,48.617
ENSGGOG00000025405,ENSMMUG00000032338,48.4848
ENSGGOG00000025409,ENSMMUG00000004658,49.697
ENSGGOG00000027617,ENSMMUG00000018157,25
ENSGGOG00000025450,ENSMMUG00000013213,48.1518
ENSGGOG00000010019,ENSMMUG00000013590,46.7799
ENSGGOG00000025558,ENSMMUG00000021412,48.4257
ENSGGOG00000023082,ENSMMUG00000014066,49.835
ENSGGOG00000024938,ENSMMUG00000002023,49.0454
ENSGGOG00000026971,ENSMMUG00000032379,53.6585
ENSGGOG00000013008,ENSMMUG00000023494,49.7596
ENSGGOG00000001624,ENSMMUG00000013213,46.9246
ENSGGOG00000013543,ENSMMUG00000013213,47.2492
ENSGGOG00000028521,ENSMMUG00000010618,48.366
ENSGGOG00000022845,ENSMMUG00000016681,48.2793
ENSGGOG00000027184,ENSMMUG00000032507,49.0667
ENSGGOG00000022105,ENSMMUG00000004046,48.7179
ENSGGOG00000014087,ENSMMUG00000013213,46.1145
ENSGGOG00000014647,ENSMMUG00000013213,46.2264
ENSGGOG00000001383,ENSMMUG00000007234,50.3692
ENSGGOG00000004063,ENSMMUG00000032529,51.5152
ENSGGOG00000006928,ENSMMUG00000004198,49.2478
ENSGGOG00000022613,ENSMMUG00000013213,47.7477
ENSGGOG00000024895,ENSMMUG00000013213,47.4006
ENSGGOG00000027474,ENSMMUG00000004335,50
ENSGGOG00000016558,ENSMMUG00000016681,48.6931
ENSGGOG00000003716,ENSMMUG00000006194,48.5755
ENSGGOG00000011432,ENSMMUG00000013213,48.1953
ENSGGOG00000023972,ENSMMUG00000005304,46.3248
ENSGGOG00000025650,ENSMMUG00000032491,48.9899
ENSGGOG00000024415,ENSMMUG00000013213,46.6258
ENSGGOG00000026448,ENSMMUG00000008206,49.0814
ENSGGOG00000025085,ENSMMUG00000013213,46.2434
ENSGGOG00000016656,ENSMMUG00000017323,48.8389
ENSGGOG00000007577,ENSMMUG00000016679,49.0614
ENSGGOG00000005768,ENSMMUG00000010617,47.9685
ENSGGOG00000025573,ENSMMUG00000032498,49.1159
ENSGGOG00000014232,ENSMMUG00000003566,48.7179
ENSGGOG00000014232,ENSMMUG00000020530,48.8172
ENSGGOG00000013447,ENSMMUG00000007583,47.7218
ENSGGOG00000008834,ENSMMUG00000013213,46.4324
ENSGGOG00000022107,ENSMMUG00000000295,48.6395
ENSGGOG00000024141,ENSMMUG00000010914,49.2608
ENSGGOG00000007986,ENSMMUG00000013213,48.1106
ENSGGOG00000008923,ENSMMUG00000021258,48.4848
ENSGGOG00000026440,ENSMMUG00000017277,48.1624
ENSGGOG00000026536,ENSMMUG00000032454,47.549
ENSGGOG00000016296,ENSMMUG00000032510,48.4055
ENSGGOG00000016296,ENSMMUG00000023299,48.547
ENSGGOG00000008892,ENSMMUG00000019663,47.7204
ENSGGOG00000003441,ENSMMUG00000016681,49.0073
ENSGGOG00000000067,ENSMMUG00000017015,48.6742
ENSGGOG00000003081,ENSMMUG00000016298,51.1111
ENSGGOG00000025880,ENSMMUG00000004051,51.9231
ENSGGOG00000008732,ENSMMUG00000017405,48.0573
ENSGGOG00000001100,ENSMMUG00000032387,11.7829
ENSGGOG00000007249,ENSMMUG00000013213,45.1943
ENSGGOG00000015446,ENSMMUG00000001612,48.9177
ENSGGOG00000012321,ENSMMUG00000018066,49.7992
ENSGGOG00000024834,ENSMMUG00000009050,49.3544
ENSGGOG00000015626,ENSMMUG00000000286,48.5864
ENSGGOG00000024562,ENSMMUG00000007584,48.5294
ENSGGOG00000027971,ENSMMUG00000032379,51.4286
ENSGGOG00000022997,ENSMMUG00000032379,51.8519
ENSGGOG00000022668,ENSMMUG00000032526,49.5726
ENSGGOG00000001870,ENSMMUG00000013213,48.9247
ENSGGOG00000023254,ENSMMUG00000032379,51.4286
ENSGGOG00000003008,ENSMMUG00000032486,44.795
ENSGGOG00000024054,ENSMMUG00000013213,48.3333
ENSGGOG00000000360,ENSMMUG00000018717,48.2543
ENSGGOG00000026674,ENSMMUG00000022665,48.5488
ENSGGOG00000027128,ENSMMUG00000032547,53.1746
ENSGGOG00000026094,ENSMMUG00000017423,48.7047
ENSGGOG00000005329,ENSMMUG00000001612,47.7093
ENSGGOG00000003270,ENSMMUG00000013213,46.0784
ENSGGOG00000023066,ENSMMUG00000010575,49.3333
ENSGGOG00000023988,ENSMMUG00000032342,7.23684
ENSGGOG00000007622,ENSMMUG00000011562,20.7232
ENSGGOG00000005175,ENSMMUG00000013213,46.9171
ENSGGOG00000027923,ENSMMUG00000000856,47.2593
ENSGGOG00000011424,ENSMMUG00000032378,47.6898
ENSGGOG00000002075,ENSMMUG00000032330,14.3678
ENSGGOG00000023879,ENSMMUG00000000856,47.2593
ENSGGOG00000004406,ENSMMUG00000023652,49.1919
ENSGGOG00000004406,ENSMMUG00000016391,49.5332
ENSGGOG00000009186,ENSMMUG00000013213,45.5026
ENSGGOG00000023281,ENSMMUG00000013146,30.1156
ENSGGOG00000000438,ENSMMUG00000006967,49.554
ENSGGOG00000008400,ENSMMUG00000008943,48.7179
ENSGGOG00000007942,ENSMMUG00000018157,4.71014
ENSGGOG00000028160,ENSMMUG00000022257,49.5283
ENSGGOG00000005222,ENSMMUG00000032541,48.0392
ENSGGOG00000022561,ENSMMUG00000004051,50.7246
ENSGGOG00000007030,ENSMMUG00000018770,48.5317
ENSGGOG00000027316,ENSMMUG00000013213,42.6455
ENSGGOG00000025868,ENSMMUG00000032527,42.1456
ENSGGOG00000002479,ENSMMUG00000008760,48.1524
ENSGGOG00000012725,ENSMMUG00000021265,49.1634
ENSGGOG00000025860,ENSMMUG00000015031,48.5965
ENSGGOG00000009118,ENSMMUG00000032486,47.1289
ENSGGOG00000025850,ENSMMUG00000002729,40.8854
ENSGGOG00000011289,ENSMMUG00000017423,47.3684
ENSGGOG00000014802,ENSMMUG00000007580,48.7654
ENSGGOG00000024199,ENSMMUG00000005501,48.3702
ENSGGOG00000027605,ENSMMUG00000013415,49.5169
ENSGGOG00000027065,ENSMMUG00000032485,47.7816
ENSGGOG00000003615,ENSMMUG00000017753,47.9612
ENSGGOG00000025917,ENSMMUG00000032308,49.6651
ENSGGOG00000028134,ENSMMUG00000032485,47.7816
ENSGGOG00000003617,ENSMMUG00000032454,46.6667
ENSGGOG00000007415,ENSMMUG00000006577,48.2676
ENSGGOG00000024351,ENSMMUG00000002986,48.4058
ENSGGOG00000025905,ENSMMUG00000017277,47.0994
ENSGGOG00000015079,ENSMMUG00000013213,49.2625
ENSGGOG00000027899,ENSMMUG00000021850,49.6599
ENSGGOG00000024453,ENSMMUG00000004187,50.3106
ENSGGOG00000009275,ENSMMUG00000009476,45.7018
ENSGGOG00000022925,ENSMMUG00000008306,48.6852
ENSGGOG00000022328,ENSMMUG00000004858,47.9554
ENSGGOG00000024175,ENSMMUG00000022137,48.227
ENSGGOG00000002720,ENSMMUG00000007057,1.46667
ENSGGOG00000025361,ENSMMUG00000032497,50
ENSGGOG00000025303,ENSMMUG00000013213,45.9259
ENSGGOG00000024852,ENSMMUG00000032534,48.6842
ENSGGOG00000028158,ENSMMUG00000002729,37.2396
ENSGGOG00000024710,ENSMMUG00000016673,49.5763
ENSGGOG00000024866,ENSMMUG00000007585,49.0241
ENSGGOG00000014211,ENSMMUG00000032310,48.1322
ENSGGOG00000001774,ENSMMUG00000032540,50
ENSGGOG00000024994,ENSMMUG00000014256,2.16667
ENSGGOG00000024905,ENSMMUG00000032485,45.6857
ENSGGOG00000023595,ENSMMUG00000019168,51.5152
ENSGGOG00000015243,ENSMMUG00000032486,45.2888
ENSGGOG00000027339,ENSMMUG00000032540,49.3671
ENSGGOG00000010076,ENSMMUG00000005263,49.0728
ENSGGOG00000024532,ENSMMUG00000006241,49.6795
ENSGGOG00000022615,ENSMMUG00000017277,48.4568
ENSGGOG00000025954,ENSMMUG00000032434,8.20106
ENSGGOG00000023226,ENSMMUG00000013213,46.5483
ENSGGOG00000001689,ENSMMUG00000005498,47.9381
ENSGGOG00000022259,ENSMMUG00000032397,47.8261
ENSGGOG00000025067,ENSMMUG00000003475,49.7872
ENSGGOG00000024931,ENSMMUG00000002333,47.0738
ENSGGOG00000009514,ENSMMUG00000032543,48.3951
ENSGGOG00000004536,ENSMMUG00000016467,3.79147
ENSGGOG00000008731,ENSMMUG00000011498,49.3956
ENSGGOG00000011187,ENSMMUG00000013934,47.5325
ENSGGOG00000006276,ENSMMUG00000019663,48.5075
ENSGGOG00000028400,ENSMMUG00000016679,48.7923
ENSGGOG00000025159,ENSMMUG00000010585,48.6005
ENSGGOG00000024014,ENSMMUG00000032419,47.9487
ENSGGOG00000028326,ENSMMUG00000023179,48.8017
ENSGGOG00000001546,ENSMMUG00000032484,48.8352
ENSGGOG00000011752,ENSMMUG00000015653,48.3387
ENSGGOG00000026380,ENSMMUG00000018997,48.8889
ENSGGOG00000026026,ENSMMUG00000016681,47.3186
ENSGGOG00000008323,ENSMMUG00000007162,47.8954
ENSGGOG00000022766,ENSMMUG00000032340,25.2252
ENSGGOG00000014842,ENSMMUG00000009476,47.4886
ENSGGOG00000013424,ENSMMUG00000005304,46.2916
ENSGGOG00000000099,ENSMMUG00000007583,47.1074
ENSGGOG00000023309,ENSMMUG00000002729,38.0577
ENSGGOG00000026330,ENSMMUG00000004658,50
ENSGGOG00000027966,ENSMMUG00000002859,45.8034
ENSGGOG00000027344,ENSMMUG00000019168,49.7436
ENSGGOG00000026010,ENSMMUG00000004051,52.2876
ENSGGOG00000028353,ENSMMUG00000021906,48.1805
ENSGGOG00000008884,ENSMMUG00000032542,48.366
ENSGGOG00000022035,ENSMMUG00000032345,48.532
ENSGGOG00000013862,ENSMMUG00000032513,49.5935
ENSGGOG00000005124,ENSMMUG00000007583,48.3092
ENSGGOG00000027058,ENSMMUG00000032310,47.1049
ENSGGOG00000011811,ENSMMUG00000008625,48.4127
ENSGGOG00000012928,ENSMMUG00000002493,48.5525
ENSGGOG00000028596,ENSMMUG00000004658,49.4444
ENSGGOG00000034818,ENSMMUG00000021581,48.7945
ENSGGOG00000015006,ENSMMUG00000032554,48.4375
ENSGGOG00000005440,ENSMMUG00000008566,43.2447
ENSGGOG00000015718,ENSMMUG00000013213,47.2746
ENSGGOG00000014794,ENSMMUG00000014934,49.349
ENSGGOG00000022244,ENSMMUG00000032409,23.1144
ENSGGOG00000027258,ENSMMUG00000014062,48.9583
ENSGGOG00000028056,ENSMMUG00000032533,96.9697
ENSGGOG00000024550,ENSMMUG00000032434,10.8466
ENSGGOG00000023517,ENSMMUG00000008825,46.6125
ENSGGOG00000025304,ENSMMUG00000013213,47.6341
ENSGGOG00000002811,ENSMMUG00000008624,47.5734
ENSGGOG00000022673,ENSMMUG00000017635,48.4979
ENSGGOG00000023433,ENSMMUG00000004658,48.4848
ENSGGOG00000011543,ENSMMUG00000015095,48.9748
ENSGGOG00000028252,ENSMMUG00000032526,49.8246
ENSGGOG00000028126,ENSMMUG00000004051,50
ENSGGOG00000002440,ENSMMUG00000019059,49.0472
ENSGGOG00000023046,ENSMMUG00000000193,47.5584
ENSGGOG00000022350,ENSMMUG00000017277,48.8889
ENSGGOG00000024264,ENSMMUG00000018703,48.2482
ENSGGOG00000023328,ENSMMUG00000021412,48.986
ENSGGOG00000007620,ENSMMUG00000003136,48.4467
ENSGGOG00000007676,ENSMMUG00000002859,48.5981
ENSGGOG00000006041,ENSMMUG00000002023,47.4893
ENSGGOG00000022406,ENSMMUG00000018480,52.381
ENSGGOG00000025070,ENSMMUG00000018480,52.381
ENSGGOG00000003262,ENSMMUG00000019910,48.5897
ENSGGOG00000009135,ENSMMUG00000006969,49.9044
ENSGGOG00000026453,ENSMMUG00000022619,48.833
ENSGGOG00000004819,ENSMMUG00000005304,47.0323
ENSGGOG00000025209,ENSMMUG00000019573,48.4749
ENSGGOG00000025583,ENSMMUG00000013179,47.2509
ENSGGOG00000027968,ENSMMUG00000004658,50.5952
ENSGGOG00000012895,ENSMMUG00000013213,47.0276
ENSGGOG00000006383,ENSMMUG00000002608,49.8795
ENSGGOG00000028419,ENSMMUG00000019338,22.6337
ENSGGOG00000025610,ENSMMUG00000032533,92.3077
ENSGGOG00000022123,ENSMMUG00000004498,48.6597
ENSGGOG00000005227,ENSMMUG00000005026,48.1651
ENSGGOG00000005419,ENSMMUG00000007585,47.7642
ENSGGOG00000023869,ENSMMUG00000018807,48.6074
ENSGGOG00000015520,ENSMMUG00000032424,49.6147
ENSGGOG00000023422,ENSMMUG00000032434,26.6106
ENSGGOG00000004653,ENSMMUG00000018439,49.3421
ENSGGOG00000009200,ENSMMUG00000013213,46.6667
ENSGGOG00000027665,ENSMMUG00000003379,48.7346
ENSGGOG00000008115,ENSMMUG00000021348,49.151
ENSGGOG00000006384,ENSMMUG00000012130,48.0064
ENSGGOG00000023472,ENSMMUG00000007585,48.062
ENSGGOG00000015366,ENSMMUG00000013213,48.3136
ENSGGOG00000023666,ENSMMUG00000032379,51.2195
ENSGGOG00000014026,ENSMMUG00000023021,46.5099
ENSGGOG00000025899,ENSMMUG00000015014,48.8417
ENSGGOG00000026153,ENSMMUG00000032427,47.9452
ENSGGOG00000012315,ENSMMUG00000018535,48.6079
ENSGGOG00000022456,ENSMMUG00000002859,19.7452
ENSGGOG00000022590,ENSMMUG00000009476,48.2523
ENSGGOG00000011197,ENSMMUG00000013590,48.1762
ENSGGOG00000011197,ENSMMUG00000009012,47.7169
ENSGGOG00000005667,ENSMMUG00000005026,47.9117
ENSGGOG00000023288,ENSMMUG00000013607,49.7268
ENSGGOG00000027744,ENSMMUG00000032327,47.8085
ENSGGOG00000027902,ENSMMUG00000012204,48.5981
ENSGGOG00000013661,ENSMMUG00000008388,48.9474
ENSGGOG00000026817,ENSMMUG00000002986,49.3711
ENSGGOG00000007375,ENSMMUG00000017277,48.645
ENSGGOG00000002460,ENSMMUG00000012899,48.7449
ENSGGOG00000023390,ENSMMUG00000012918,49.5169
ENSGGOG00000026820,ENSMMUG00000032497,51.5625
ENSGGOG00000023218,ENSMMUG00000004664,48.5294
ENSGGOG00000002929,ENSMMUG00000013415,47.619
ENSGGOG00000027466,ENSMMUG00000019168,48.3333
ENSGGOG00000024819,ENSMMUG00000018480,54.7009
ENSGGOG00000004151,ENSMMUG00000032334,49.1228
ENSGGOG00000027548,ENSMMUG00000012073,46.5278
ENSGGOG00000027817,ENSMMUG00000032314,52.1368
ENSGGOG00000016681,ENSMMUG00000012918,49.5781
ENSGGOG00000026773,ENSMMUG00000032559,49.0741
ENSGGOG00000024488,ENSMMUG00000032534,50.6667
ENSGGOG00000015333,ENSMMUG00000012710,49.3923
ENSGGOG00000025777,ENSMMUG00000013213,48.9182
ENSGGOG00000027038,ENSMMUG00000017423,47.8964
ENSGGOG00000024346,ENSMMUG00000032357,48.0916
ENSGGOG00000027794,ENSMMUG00000010476,47.4816
ENSGGOG00000008165,ENSMMUG00000013213,46.4744
ENSGGOG00000023439,ENSMMUG00000001620,47.8558
ENSGGOG00000028586,ENSMMUG00000013213,46.7113
ENSGGOG00000022913,ENSMMUG00000032529,49.7354
ENSGGOG00000007101,ENSMMUG00000018769,41.2429
ENSGGOG00000009024,ENSMMUG00000009476,46.4824
ENSGGOG00000025201,ENSMMUG00000010251,48.5333
ENSGGOG00000007378,ENSMMUG00000032486,46.5625
ENSGGOG00000002618,ENSMMUG00000017277,46.2264
ENSGGOG00000022403,ENSMMUG00000013213,44.7284
ENSGGOG00000004202,ENSMMUG00000010250,49.2063
ENSGGOG00000005470,ENSMMUG00000032454,47.8585
ENSGGOG00000003538,ENSMMUG00000013213,46.729
ENSGGOG00000012412,ENSMMUG00000023218,48.0782
ENSGGOG00000014069,ENSMMUG00000013213,46.519
ENSGGOG00000028066,ENSMMUG00000003112,45.1435
ENSGGOG00000012504,ENSMMUG00000008210,48.9217
ENSGGOG00000002837,ENSMMUG00000013213,47.7273
ENSGGOG00000003710,ENSMMUG00000015264,48.5558
ENSGGOG00000025463,ENSMMUG00000032533,52.5641
ENSGGOG00000012110,ENSMMUG00000014916,49.3673
ENSGGOG00000003174,ENSMMUG00000023689,48.4848
ENSGGOG00000028323,ENSMMUG00000002729,36.4829
ENSGGOG00000000633,ENSMMUG00000021937,32.4638
ENSGGOG00000026369,ENSMMUG00000032314,52.8736
ENSGGOG00000014451,ENSMMUG00000006969,49.376
ENSGGOG00000002531,ENSMMUG00000013213,47.7707
ENSGGOG00000028485,ENSMMUG00000013213,48.186
ENSGGOG00000022989,ENSMMUG00000017795,50.1377
ENSGGOG00000017084,ENSMMUG00000012871,48.5904
ENSGGOG00000002370,ENSMMUG00000013213,46.2194
ENSGGOG00000024496,ENSMMUG00000002729,37.0079
ENSGGOG00000024344,ENSMMUG00000018439,48.5564
ENSGGOG00000012500,ENSMMUG00000017423,48.9083
ENSGGOG00000024889,ENSMMUG00000013213,46.7949
ENSGGOG00000015732,ENSMMUG00000013213,44.0895
ENSGGOG00000008029,ENSMMUG00000020064,49.3914
ENSGGOG00000024943,ENSMMUG00000013213,48.5623
ENSGGOG00000005840,ENSMMUG00000013213,47.0464
ENSGGOG00000026465,ENSMMUG00000013213,47.1778
ENSGGOG00000022551,ENSMMUG00000013213,46.6011
ENSGGOG00000024853,ENSMMUG00000009801,48.4631
ENSGGOG00000000612,ENSMMUG00000032506,48.75
ENSGGOG00000025906,ENSMMUG00000013213,45.2991
ENSGGOG00000009713,ENSMMUG00000013213,45.8999
ENSGGOG00000026226,ENSMMUG00000014062,48.8449
ENSGGOG00000005433,ENSMMUG00000017015,48.8889
ENSGGOG00000013279,ENSMMUG00000014466,49.119
ENSGGOG00000023656,ENSMMUG00000013213,45.2609
ENSGGOG00000026435,ENSMMUG00000032431,49.1087
ENSGGOG00000012192,ENSMMUG00000032539,50.4762
ENSGGOG00000012314,ENSMMUG00000032496,12.8472
ENSGGOG00000026792,ENSMMUG00000005263,47.9212
ENSGGOG00000000880,ENSMMUG00000013213,46.1458
ENSGGOG00000024364,ENSMMUG00000008422,47.1976
ENSGGOG00000025990,ENSMMUG00000011474,50.2881
ENSGGOG00000023245,ENSMMUG00000005616,42.8571
ENSGGOG00000028324,ENSMMUG00000008388,2.97619
ENSGGOG00000027561,ENSMMUG00000001477,49.5614
ENSGGOG00000016528,ENSMMUG00000002333,48.3568
ENSGGOG00000016528,ENSMMUG00000017277,47.8261
ENSGGOG00000008248,ENSMMUG00000014033,7.95297
ENSGGOG00000025157,ENSMMUG00000013213,48.366
ENSGGOG00000027751,ENSMMUG00000032380,48.1953
ENSGGOG00000014072,ENSMMUG00000001484,48.685
ENSGGOG00000022279,ENSMMUG00000003124,49.0134
ENSGGOG00000000516,ENSMMUG00000019168,49.1525
ENSGGOG00000024501,ENSMMUG00000017277,47.2441
ENSGGOG00000013914,ENSMMUG00000019168,46.9697
ENSGGOG00000013812,ENSMMUG00000032492,47.7637
ENSGGOG00000003449,ENSMMUG00000013213,45.0256
ENSGGOG00000025857,ENSMMUG00000010575,48.6811
ENSGGOG00000027640,ENSMMUG00000020282,48.4444
ENSGGOG00000026385,ENSMMUG00000000810,48.433
ENSGGOG00000012546,ENSMMUG00000009476,49.3881
ENSGGOG00000012546,ENSMMUG00000017243,48.511
ENSGGOG00000026223,ENSMMUG00000018807,48.731
ENSGGOG00000007174,ENSMMUG00000004218,48.4985
ENSGGOG00000022268,ENSMMUG00000018782,48.8095
ENSGGOG00000023464,ENSMMUG00000004658,50
ENSGGOG00000027254,ENSMMUG00000019176,49.8168
ENSGGOG00000024893,ENSMMUG00000032379,51.2195
ENSGGOG00000022087,ENSMMUG00000002333,49.0909
ENSGGOG00000026834,ENSMMUG00000032513,19.1419
ENSGGOG00000025273,ENSMMUG00000011534,9.80684
ENSGGOG00000003148,ENSMMUG00000032379,53.1532
ENSGGOG00000023284,ENSMMUG00000004548,48.9642
ENSGGOG00000028313,ENSMMUG00000032571,16.1121
ENSGGOG00000023742,ENSMMUG00000032354,22.3844
ENSGGOG00000009037,ENSMMUG00000023021,47.9222
ENSGGOG00000022048,ENSMMUG00000032375,49.2625
ENSGGOG00000025946,ENSMMUG00000032409,32.5581
ENSGGOG00000025437,ENSMMUG00000032525,50
ENSGGOG00000025615,ENSMMUG00000017277,48.3607
ENSGGOG00000025971,ENSMMUG00000032334,47.9452
ENSGGOG00000025179,ENSMMUG00000004658,51.2077
ENSGGOG00000026785,ENSMMUG00000022137,47.0284
ENSGGOG00000027829,ENSMMUG00000013934,49.0924
ENSGGOG00000003797,ENSMMUG00000009320,42.3889
ENSGGOG00000014327,ENSMMUG00000012619,48.2309
ENSGGOG00000024771,ENSMMUG00000007583,48.2574
ENSGGOG00000022424,ENSMMUG00000002729,40.1937
ENSGGOG00000008611,ENSMMUG00000004187,4.4289
ENSGGOG00000028368,ENSMMUG00000018439,47.7419
ENSGGOG00000024023,ENSMMUG00000018782,49.3056
ENSGGOG00000025522,ENSMMUG00000032338,48.7179
ENSGGOG00000024447,ENSMMUG00000005616,42.963
ENSGGOG00000014060,ENSMMUG00000011507,49.2795
ENSGGOG00000014060,ENSMMUG00000011507,49.3516
ENSGGOG00000007376,ENSMMUG00000001114,48.1273
ENSGGOG00000007288,ENSMMUG00000006192,49.7216
ENSGGOG00000005295,ENSMMUG00000032397,48.8215
ENSGGOG00000016534,ENSMMUG00000019338,48.554
ENSGGOG00000016725,ENSMMUG00000009050,48.711
ENSGGOG00000028263,ENSMMUG00000021489,49.3693
ENSGGOG00000028107,ENSMMUG00000032377,49.7076
ENSGGOG00000004771,ENSMMUG00000023424,2.89855
ENSGGOG00000023166,ENSMMUG00000032354,21.4112
ENSGGOG00000023131,ENSMMUG00000019168,48.5876
ENSGGOG00000010666,ENSMMUG00000001612,46.932
ENSGGOG00000022473,ENSMMUG00000023424,50.4167
ENSGGOG00000011728,ENSMMUG00000032538,48.5981
ENSGGOG00000026409,ENSMMUG00000012849,49.444
ENSGGOG00000028462,ENSMMUG00000032534,50.2008
ENSGGOG00000015371,ENSMMUG00000004045,48.6835
ENSGGOG00000027607,ENSMMUG00000032527,50.1355
ENSGGOG00000023298,ENSMMUG00000017883,48.4211
ENSGGOG00000006517,ENSMMUG00000021984,48.9035
ENSGGOG00000001106,ENSMMUG00000002333,49.1667
ENSGGOG00000008264,ENSMMUG00000013213,46.0168
ENSGGOG00000022539,ENSMMUG00000032470,13.3333
ENSGGOG00000025447,ENSMMUG00000017277,48.1132
ENSGGOG00000016582,ENSMMUG00000007583,47.3282
ENSGGOG00000025202,ENSMMUG00000004548,48.0769
ENSGGOG00000014501,ENSMMUG00000002548,48.5981
ENSGGOG00000006698,ENSMMUG00000000890,49.4759
ENSGGOG00000024213,ENSMMUG00000017075,49.3506
