gorilla_gorilla,homo_sapiens
ENSGGOG00000004406,ENSG00000257679,49.5332
ENSGGOG00000009186,ENSG00000231192,41.4815
ENSGGOG00000023281,ENSG00000265969,49.6261
ENSGGOG00000000438,ENSG00000114859,49.2655
ENSGGOG00000008400,ENSG00000257436,49.4872
ENSGGOG00000007942,ENSG00000261539,46.7391
ENSGGOG00000028160,ENSG00000143418,49.4497
ENSGGOG00000005222,ENSG00000262742,47.8758
ENSGGOG00000022561,ENSG00000138068,55.0725
ENSGGOG00000007030,ENSG00000143457,49.1499
ENSGGOG00000027316,ENSG00000231192,40.9524
ENSGGOG00000025868,ENSG00000257561,40.9962
ENSGGOG00000002479,ENSG00000169509,48.1524
ENSGGOG00000012725,ENSG00000136560,48.6486
ENSGGOG00000025860,ENSG00000261694,47.6316
ENSGGOG00000009118,ENSG00000261539,47.3456
ENSGGOG00000025850,ENSG00000138449,49.7396
ENSGGOG00000011289,ENSG00000090539,46.5461
ENSGGOG00000014802,ENSG00000091140,48.2906
ENSGGOG00000024199,ENSG00000260873,47.7299
ENSGGOG00000027605,ENSG00000163002,49.7585
ENSGGOG00000027065,ENSG00000262452,48.6917
ENSGGOG00000003615,ENSG00000263079,47.9612
ENSGGOG00000025917,ENSG00000170035,49.3045
ENSGGOG00000028134,ENSG00000262452,48.6917
ENSGGOG00000003617,ENSG00000090539,43.1008
ENSGGOG00000007415,ENSG00000262972,47.9092
ENSGGOG00000024351,ENSG00000136527,49.2754
ENSGGOG00000025905,ENSG00000261297,46.6851
ENSGGOG00000015079,ENSG00000115419,49.7542
ENSGGOG00000027899,ENSG00000262563,49.2517
ENSGGOG00000024453,ENSG00000224420,49.8965
ENSGGOG00000009275,ENSG00000187939,47.6316
ENSGGOG00000022925,ENSG00000163154,48.6101
ENSGGOG00000022328,ENSG00000144810,48.2032
ENSGGOG00000024175,ENSG00000261125,49.1726
ENSGGOG00000002720,ENSG00000151689,48.8
ENSGGOG00000025361,ENSG00000138068,50.5747
ENSGGOG00000025303,ENSG00000197938,41.2698
ENSGGOG00000024852,ENSG00000138449,49.5614
ENSGGOG00000028158,ENSG00000257561,49.7396
ENSGGOG00000024710,ENSG00000260717,49.0113
ENSGGOG00000024866,ENSG00000262606,48.4501
ENSGGOG00000014211,ENSG00000261297,47.7011
ENSGGOG00000001774,ENSG00000156931,51.8018
ENSGGOG00000024994,ENSG00000111490,48.8333
ENSGGOG00000024905,ENSG00000163209,49.5913
ENSGGOG00000023595,ENSG00000138068,58.3333
ENSGGOG00000015243,ENSG00000135454,46.6059
ENSGGOG00000027339,ENSG00000138449,48.9451
ENSGGOG00000010076,ENSG00000257339,49.0728
ENSGGOG00000024532,ENSG00000168542,49.0385
ENSGGOG00000022615,ENSG00000169469,49.6914
ENSGGOG00000025954,ENSG00000018699,50
ENSGGOG00000023226,ENSG00000196578,43.6884
ENSGGOG00000001689,ENSG00000196420,49.3127
ENSGGOG00000022259,ENSG00000138449,49.6377
ENSGGOG00000025067,ENSG00000143416,50
ENSGGOG00000024931,ENSG00000255738,48.0916
ENSGGOG00000009514,ENSG00000260283,48.642
ENSGGOG00000004536,ENSG00000172932,49.684
ENSGGOG00000008731,ENSG00000189362,49.3554
ENSGGOG00000011187,ENSG00000259823,48.5714
ENSGGOG00000006276,ENSG00000261297,48.209
ENSGGOG00000028400,ENSG00000261323,46.6184
ENSGGOG00000025159,ENSG00000187238,48.6005
ENSGGOG00000024014,ENSG00000226894,50
ENSGGOG00000028326,ENSG00000143416,49.4553
ENSGGOG00000001546,ENSG00000170035,20.7938
ENSGGOG00000011752,ENSG00000175182,49.3569
ENSGGOG00000026380,ENSG00000138449,50.6667
ENSGGOG00000026026,ENSG00000206536,45.1104
ENSGGOG00000008323,ENSG00000261042,47.4524
ENSGGOG00000022766,ENSG00000196805,48.4234
ENSGGOG00000014842,ENSG00000173992,48.1279
ENSGGOG00000013424,ENSG00000257961,46.6752
ENSGGOG00000000099,ENSG00000185962,46.281
ENSGGOG00000023309,ENSG00000187238,48.8189
ENSGGOG00000026330,ENSG00000138068,50.5208
ENSGGOG00000027966,ENSG00000143398,50.3597
ENSGGOG00000027344,ENSG00000138068,55.8974
ENSGGOG00000026010,ENSG00000138068,60.1307
ENSGGOG00000028353,ENSG00000173715,44.2504
ENSGGOG00000008884,ENSG00000255738,48.8017
ENSGGOG00000022035,ENSG00000261042,48.7047
ENSGGOG00000013862,ENSG00000187238,46.8835
ENSGGOG00000005124,ENSG00000196805,48.5507
ENSGGOG00000027058,ENSG00000172531,45.3834
ENSGGOG00000011811,ENSG00000261297,48.1021
ENSGGOG00000012928,ENSG00000261657,49.1315
ENSGGOG00000028596,ENSG00000138068,51.1111
ENSGGOG00000034818,ENSG00000136536,48.5067
ENSGGOG00000015006,ENSG00000168542,49.4792
ENSGGOG00000005440,ENSG00000262942,42.1927
ENSGGOG00000015718,ENSG00000261323,45.1782
ENSGGOG00000014794,ENSG00000143379,49.0885
ENSGGOG00000022244,ENSG00000239306,47.4453
ENSGGOG00000027258,ENSG00000169469,47.9167
ENSGGOG00000028056,ENSG00000231145,90.9091
ENSGGOG00000024550,ENSG00000261125,50
ENSGGOG00000023517,ENSG00000257814,48.7805
ENSGGOG00000025304,ENSG00000206536,45.0053
ENSGGOG00000002811,ENSG00000260789,47.8289
ENSGGOG00000022673,ENSG00000264568,48.927
ENSGGOG00000023433,ENSG00000156931,52.0202
ENSGGOG00000011543,ENSG00000143452,49.2544
ENSGGOG00000028252,ENSG00000163898,52.2807
ENSGGOG00000028126,ENSG00000138068,54.1667
ENSGGOG00000002440,ENSG00000175182,49.5783
ENSGGOG00000023046,ENSG00000263140,48.8323
ENSGGOG00000022350,ENSG00000187238,47.619
ENSGGOG00000024264,ENSG00000175463,48.5485
ENSGGOG00000023328,ENSG00000118600,48.31
ENSGGOG00000007620,ENSG00000261698,48.1108
ENSGGOG00000007676,ENSG00000173156,48.9097
ENSGGOG00000006041,ENSG00000260596,47.9167
ENSGGOG00000022406,ENSG00000231145,60.9524
ENSGGOG00000025070,ENSG00000231145,60.9524
ENSGGOG00000003262,ENSG00000261473,48.9744
ENSGGOG00000009135,ENSG00000005249,50.215
ENSGGOG00000026453,ENSG00000188010,48.833
ENSGGOG00000004819,ENSG00000261678,47.4194
ENSGGOG00000025209,ENSG00000196578,21.5686
ENSGGOG00000025583,ENSG00000260320,47.3081
ENSGGOG00000027968,ENSG00000138068,51.1905
ENSGGOG00000012895,ENSG00000233412,1.59236
ENSGGOG00000006383,ENSG00000064933,49.8795
ENSGGOG00000028419,ENSG00000261587,48.3951
ENSGGOG00000025610,ENSG00000231145,71.7949
ENSGGOG00000022123,ENSG00000091137,48.4848
ENSGGOG00000005227,ENSG00000260789,48.1651
ENSGGOG00000005419,ENSG00000198130,48.374
ENSGGOG00000023869,ENSG00000230301,2.42588
ENSGGOG00000015520,ENSG00000163141,47.5171
ENSGGOG00000023422,ENSG00000018699,49.5798
ENSGGOG00000004653,ENSG00000255738,48.6842
ENSGGOG00000009200,ENSG00000197938,1.0582
ENSGGOG00000027665,ENSG00000198471,48.7346
ENSGGOG00000008115,ENSG00000135677,48.4361
ENSGGOG00000006384,ENSG00000163209,48.0064
ENSGGOG00000023472,ENSG00000138378,47.8682
ENSGGOG00000015366,ENSG00000232382,1.27621
ENSGGOG00000023666,ENSG00000138068,57.7236
ENSGGOG00000014026,ENSG00000261678,47.0242
ENSGGOG00000025899,ENSG00000144395,48.5843
ENSGGOG00000026153,ENSG00000143416,47.9452
ENSGGOG00000012315,ENSG00000138434,48.0278
ENSGGOG00000022456,ENSG00000163209,48.1953
ENSGGOG00000022590,ENSG00000258865,49.1901
ENSGGOG00000011197,ENSG00000260789,48.245
ENSGGOG00000011197,ENSG00000261539,47.8311
ENSGGOG00000005667,ENSG00000261577,48.227
ENSGGOG00000023288,ENSG00000261042,49.1803
ENSGGOG00000027744,ENSG00000163157,48.3479
ENSGGOG00000027902,ENSG00000169474,49.2212
ENSGGOG00000013661,ENSG00000154165,13.1579
ENSGGOG00000026817,ENSG00000154175,49.6855
ENSGGOG00000007375,ENSG00000261132,48.7805
ENSGGOG00000002460,ENSG00000119787,48.9784
ENSGGOG00000023390,ENSG00000105835,49.5169
ENSGGOG00000026820,ENSG00000156931,52.0833
ENSGGOG00000023218,ENSG00000123612,48.9253
ENSGGOG00000002929,ENSG00000145012,48.2684
ENSGGOG00000027466,ENSG00000138068,53.3333
ENSGGOG00000024819,ENSG00000138068,61.5385
ENSGGOG00000004151,ENSG00000156931,52.6316
ENSGGOG00000027548,ENSG00000260873,49.3056
ENSGGOG00000027817,ENSG00000138068,60.6838
ENSGGOG00000016681,ENSG00000263079,48.9451
ENSGGOG00000026773,ENSG00000260717,47.5309
ENSGGOG00000024488,ENSG00000156931,52.4444
ENSGGOG00000015333,ENSG00000144366,46.7956
ENSGGOG00000025777,ENSG00000259991,43.556
ENSGGOG00000027038,ENSG00000261539,48.3819
ENSGGOG00000024346,ENSG00000187238,48.0916
ENSGGOG00000027794,ENSG00000135454,48.1637
ENSGGOG00000008165,ENSG00000231192,44.4444
ENSGGOG00000023439,ENSG00000260717,48.2456
ENSGGOG00000028586,ENSG00000196578,46.9342
ENSGGOG00000022913,ENSG00000138068,54.4974
ENSGGOG00000007101,ENSG00000115271,49.2655
ENSGGOG00000009024,ENSG00000175182,46.9012
ENSGGOG00000025201,ENSG00000138449,49.0667
ENSGGOG00000007378,ENSG00000175182,47.9167
ENSGGOG00000002618,ENSG00000185962,45.9119
ENSGGOG00000022403,ENSG00000196578,40.0426
ENSGGOG00000004202,ENSG00000169469,48.8095
ENSGGOG00000005470,ENSG00000196754,47.8585
ENSGGOG00000003538,ENSG00000196578,43.8214
ENSGGOG00000012412,ENSG00000173156,48.3388
ENSGGOG00000014069,ENSG00000231192,39.6624
ENSGGOG00000028066,ENSG00000259662,48.3444
ENSGGOG00000012504,ENSG00000262894,49.1066
ENSGGOG00000002837,ENSG00000196578,39.8268
ENSGGOG00000003710,ENSG00000263250,48.4778
ENSGGOG00000025463,ENSG00000231145,58.9744
ENSGGOG00000012110,ENSG00000168542,49.3859
ENSGGOG00000003174,ENSG00000258518,48.5667
ENSGGOG00000028323,ENSG00000143450,49.0814
ENSGGOG00000000633,ENSG00000168542,50.1449
ENSGGOG00000026369,ENSG00000213953,52.8736
ENSGGOG00000014451,ENSG00000064225,49.0935
ENSGGOG00000002531,ENSG00000196578,43.0998
ENSGGOG00000028485,ENSG00000231861,45.2093
ENSGGOG00000022989,ENSG00000260283,50.4132
ENSGGOG00000017084,ENSG00000185055,48.7009
ENSGGOG00000002370,ENSG00000196578,45.1544
ENSGGOG00000024496,ENSG00000138449,48.8189
ENSGGOG00000024344,ENSG00000263040,49.0814
ENSGGOG00000012500,ENSG00000261577,48.3352
ENSGGOG00000024889,ENSG00000197938,43.8034
ENSGGOG00000015732,ENSG00000196578,40.3621
ENSGGOG00000008029,ENSG00000115841,49.3914
ENSGGOG00000024943,ENSG00000231192,43.557
ENSGGOG00000005840,ENSG00000197938,41.5612
ENSGGOG00000026465,ENSG00000196578,41.853
ENSGGOG00000022551,ENSG00000236032,41.8605
ENSGGOG00000024853,ENSG00000138434,48.668
ENSGGOG00000000612,ENSG00000184575,48.8542
ENSGGOG00000025906,ENSG00000196578,40.4915
ENSGGOG00000009713,ENSG00000196578,43.77
ENSGGOG00000026226,ENSG00000187238,47.8548
ENSGGOG00000005433,ENSG00000255738,49.1358
ENSGGOG00000013279,ENSG00000135454,49.0761
ENSGGOG00000023656,ENSG00000233412,41.2141
ENSGGOG00000026435,ENSG00000231861,42.7807
ENSGGOG00000012192,ENSG00000156931,50.9524
ENSGGOG00000012314,ENSG00000018699,50.6944
ENSGGOG00000026792,ENSG00000187170,48.3589
ENSGGOG00000000880,ENSG00000233412,40.8333
ENSGGOG00000024364,ENSG00000260383,48.4267
ENSGGOG00000025990,ENSG00000163156,48.93
ENSGGOG00000023245,ENSG00000154175,49.0842
ENSGGOG00000028324,ENSG00000262739,47.5198
ENSGGOG00000027561,ENSG00000156931,50
ENSGGOG00000016528,ENSG00000228804,47.4178
ENSGGOG00000016528,ENSG00000228804,48.913
ENSGGOG00000008248,ENSG00000238035,47.0954
ENSGGOG00000025157,ENSG00000259991,42.3903
ENSGGOG00000027751,ENSG00000261258,49.2569
ENSGGOG00000014072,ENSG00000151690,48.9908
ENSGGOG00000022279,ENSG00000187699,49.5659
ENSGGOG00000000516,ENSG00000138068,51.9774
ENSGGOG00000024501,ENSG00000187238,47.5066
ENSGGOG00000013914,ENSG00000138068,58.3333
ENSGGOG00000013812,ENSG00000260789,47.8481
ENSGGOG00000003449,ENSG00000196098,39.6923
ENSGGOG00000025857,ENSG00000257436,49.6403
ENSGGOG00000027640,ENSG00000260596,48.4444
ENSGGOG00000026385,ENSG00000187238,46.7236
ENSGGOG00000012546,ENSG00000153234,49.3881
ENSGGOG00000012546,ENSG00000135454,48.7032
ENSGGOG00000026223,ENSG00000138068,48.4772
ENSGGOG00000007174,ENSG00000163209,49.0991
ENSGGOG00000022268,ENSG00000260952,48.8095
ENSGGOG00000023464,ENSG00000138068,51.7857
ENSGGOG00000027254,ENSG00000143442,51.6484
ENSGGOG00000024893,ENSG00000138068,59.3496
ENSGGOG00000022087,ENSG00000257921,49.3182
ENSGGOG00000026834,ENSG00000260119,50.165
ENSGGOG00000025273,ENSG00000262249,49.1085
ENSGGOG00000003148,ENSG00000213953,56.7568
ENSGGOG00000023284,ENSG00000244057,48.5876
ENSGGOG00000028313,ENSG00000187699,49.2119
ENSGGOG00000023742,ENSG00000239306,47.4453
ENSGGOG00000009037,ENSG00000173992,47.3917
ENSGGOG00000022048,ENSG00000260119,50.4425
ENSGGOG00000025946,ENSG00000239306,47.3573
ENSGGOG00000025437,ENSG00000143416,50
ENSGGOG00000025615,ENSG00000228804,48.0874
ENSGGOG00000025971,ENSG00000156931,52.968
ENSGGOG00000025179,ENSG00000138068,52.1739
ENSGGOG00000026785,ENSG00000187238,48.062
ENSGGOG00000027829,ENSG00000257339,48.7624
ENSGGOG00000003797,ENSG00000263255,45.7393
ENSGGOG00000014327,ENSG00000172613,48.7896
ENSGGOG00000024771,ENSG00000260283,48.7936
ENSGGOG00000022424,ENSG00000257814,48.4262
ENSGGOG00000008611,ENSG00000143416,48.0186
ENSGGOG00000028368,ENSG00000264886,48.6022
ENSGGOG00000024023,ENSG00000008282,49.566
ENSGGOG00000025522,ENSG00000185962,46.7949
ENSGGOG00000024447,ENSG00000154175,50.7407
ENSGGOG00000014060,ENSG00000162989,49.2075
ENSGGOG00000014060,ENSG00000153237,49.1354
ENSGGOG00000007376,ENSG00000163918,48.6891
ENSGGOG00000007288,ENSG00000173653,49.833
ENSGGOG00000005295,ENSG00000185962,47.8114
ENSGGOG00000016534,ENSG00000259880,48.554
ENSGGOG00000016725,ENSG00000175182,48.6431
ENSGGOG00000028263,ENSG00000260770,46.5596
ENSGGOG00000028107,ENSG00000138068,51.462
ENSGGOG00000004771,ENSG00000156931,50.7246
ENSGGOG00000023166,ENSG00000239306,47.9319
ENSGGOG00000023131,ENSG00000156931,53.6723
ENSGGOG00000010666,ENSG00000261539,46.2687
ENSGGOG00000022473,ENSG00000156931,51.6667
ENSGGOG00000011728,ENSG00000260119,47.352
ENSGGOG00000026409,ENSG00000115271,49.1018
ENSGGOG00000028462,ENSG00000169469,49.7992
ENSGGOG00000015371,ENSG00000262773,48.3473
ENSGGOG00000027607,ENSG00000187238,49.8645
ENSGGOG00000023298,ENSG00000154175,48.2456
ENSGGOG00000006517,ENSG00000262525,36.5132
ENSGGOG00000001106,ENSG00000187238,49.4444
ENSGGOG00000008264,ENSG00000231192,44.6541
ENSGGOG00000022539,ENSG00000154175,49.8413
ENSGGOG00000025447,ENSG00000187238,46.2264
ENSGGOG00000016582,ENSG00000255738,48.3461
ENSGGOG00000025202,ENSG00000261577,49.0769
ENSGGOG00000014501,ENSG00000136527,48.5981
ENSGGOG00000006698,ENSG00000262525,35.7442
ENSGGOG00000024213,ENSG00000138068,51.5152
ENSGGOG00000025487,ENSG00000143546,49.5682
ENSGGOG00000022995,ENSG00000143375,49.5495
ENSGGOG00000023448,ENSG00000146776,49.1929
ENSGGOG00000028588,ENSG00000231145,65.4762
ENSGGOG00000026777,ENSG00000228804,50.237
ENSGGOG00000026777,ENSG00000168542,49.0566
ENSGGOG00000023346,ENSG00000231145,64.2857
ENSGGOG00000022790,ENSG00000135454,47.9053
ENSGGOG00000027861,ENSG00000262595,48.6239
ENSGGOG00000016542,ENSG00000128699,48.8449
ENSGGOG00000022352,ENSG00000187238,49.2188
ENSGGOG00000024581,ENSG00000263079,48.3264
ENSGGOG00000028460,ENSG00000175463,49.2927
ENSGGOG00000025998,ENSG00000263079,46.8254
ENSGGOG00000023659,ENSG00000138068,50
ENSGGOG00000023325,ENSG00000143450,48.6111
ENSGGOG00000023080,ENSG00000263079,47.2549
ENSGGOG00000022412,ENSG00000156931,52.0202
ENSGGOG00000025280,ENSG00000143442,50.463
ENSGGOG00000024808,ENSG00000261539,47.2081
ENSGGOG00000006353,ENSG00000231192,42.783
ENSGGOG00000027138,ENSG00000261577,47.9452
ENSGGOG00000001853,ENSG00000260770,47.006
ENSGGOG00000015049,ENSG00000197938,42.2581
ENSGGOG00000005673,ENSG00000173599,50.2575
ENSGGOG00000005673,ENSG00000163159,50.1571
ENSGGOG00000027133,ENSG00000172155,46.8379
ENSGGOG00000011311,ENSG00000233412,42.783
ENSGGOG00000002951,ENSG00000187238,48.294
ENSGGOG00000027443,ENSG00000198471,48.9704
ENSGGOG00000022005,ENSG00000138068,55.5556
ENSGGOG00000027041,ENSG00000138068,56.7901
ENSGGOG00000023237,ENSG00000138068,57.4074
ENSGGOG00000022896,ENSG00000169469,50.6803
ENSGGOG00000023474,ENSG00000144366,47.348
ENSGGOG00000008272,ENSG00000135655,48.6631
ENSGGOG00000024792,ENSG00000173715,47.9835
ENSGGOG00000009003,ENSG00000255738,48.3568
ENSGGOG00000014581,ENSG00000143398,49.3506
ENSGGOG00000003712,ENSG00000260117,49.4505
ENSGGOG00000023486,ENSG00000231145,96.6667
ENSGGOG00000022690,ENSG00000163898,51.7134
ENSGGOG00000022502,ENSG00000156931,51.9608
ENSGGOG00000027959,ENSG00000143450,49.4872
ENSGGOG00000002953,ENSG00000187170,49.6503
ENSGGOG00000001882,ENSG00000218739,47.0588
ENSGGOG00000001882,ENSG00000218739,47.6955
ENSGGOG00000024386,ENSG00000143450,49.4872
ENSGGOG00000005255,ENSG00000143416,48.7533
ENSGGOG00000026390,ENSG00000233412,43.131
ENSGGOG00000024465,ENSG00000156931,51.6129
ENSGGOG00000022228,ENSG00000138068,54.3011
ENSGGOG00000027161,ENSG00000231192,42.6882
ENSGGOG00000008435,ENSG00000261587,46.8514
ENSGGOG00000022698,ENSG00000128536,47.7703
ENSGGOG00000008048,ENSG00000136527,50.4505
ENSGGOG00000026812,ENSG00000187238,49.6667
ENSGGOG00000022439,ENSG00000260119,49.2908
ENSGGOG00000002955,ENSG00000136527,48.6005
ENSGGOG00000023587,ENSG00000255738,48.5459
ENSGGOG00000027089,ENSG00000143398,49.3261
ENSGGOG00000023983,ENSG00000261539,48.4354
ENSGGOG00000026068,ENSG00000187170,49.6815
ENSGGOG00000023172,ENSG00000187238,49.6667
ENSGGOG00000025390,ENSG00000231145,64.5833
ENSGGOG00000027362,ENSG00000260952,49.2133
