macaca_mulatta,gorilla_gorilla
ENSMMUG00000023324,ENSGGOG00000028407,49.1222
ENSMMUG00000023324,ENSGGOG00000016192,48.7357
ENSMMUG00000023324,ENSGGOG00000022961,48.4672
ENSMMUG00000032377,ENSGGOG00000026142,49.3506
ENSMMUG00000014606,ENSGGOG00000022961,48.8136
ENSMMUG00000014606,ENSGGOG00000022699,48.4402
ENSMMUG00000021412,ENSGGOG00000027844,48.7335
ENSMMUG00000021412,ENSGGOG00000003070,48.325
ENSMMUG00000021412,ENSGGOG00000023554,48.2543
ENSMMUG00000021413,ENSGGOG00000034818,48.6564
ENSMMUG00000021413,ENSGGOG00000006517,48.3333
ENSMMUG00000021413,ENSGGOG00000024958,48.3871
ENSMMUG00000021414,ENSGGOG00000026038,48.823
ENSMMUG00000021414,ENSGGOG00000002786,48
ENSMMUG00000013146,ENSGGOG00000023281,23.6141
ENSMMUG00000013150,ENSGGOG00000022699,49.2639
ENSMMUG00000013150,ENSGGOG00000012725,49.2047
ENSMMUG00000023172,ENSGGOG00000007800,48.4758
ENSMMUG00000023172,ENSGGOG00000027203,48.5043
ENSMMUG00000012711,ENSGGOG00000034932,19.0244
ENSMMUG00000012711,ENSGGOG00000026041,48.8584
ENSMMUG00000023174,ENSGGOG00000028313,48.8372
ENSMMUG00000003759,ENSGGOG00000023316,47.0588
ENSMMUG00000022293,ENSGGOG00000009450,48.6306
ENSMMUG00000004674,ENSGGOG00000016296,48.8932
ENSMMUG00000004674,ENSGGOG00000025261,49.4617
ENSMMUG00000008207,ENSGGOG00000000667,48.6658
ENSMMUG00000008207,ENSGGOG00000010228,49.0869
ENSMMUG00000008207,ENSGGOG00000022925,49.3276
ENSMMUG00000008207,ENSGGOG00000023899,49.4872
ENSMMUG00000008206,ENSGGOG00000014581,37.069
ENSMMUG00000005632,ENSGGOG00000028132,48.4798
ENSMMUG00000007185,ENSGGOG00000000700,48.7745
ENSMMUG00000007185,ENSGGOG00000000700,48.6907
ENSMMUG00000007186,ENSGGOG00000022801,48.4018
ENSMMUG00000007189,ENSGGOG00000003878,49.3298
ENSMMUG00000016981,ENSGGOG00000008282,49.1239
ENSMMUG00000016981,ENSGGOG00000026274,48.9455
ENSMMUG00000007190,ENSGGOG00000010407,48.8999
ENSMMUG00000007190,ENSGGOG00000010070,49.0785
ENSMMUG00000007190,ENSGGOG00000012044,49.0066
ENSMMUG00000007190,ENSGGOG00000026453,49.569
ENSMMUG00000007190,ENSGGOG00000022789,48.8535
ENSMMUG00000007205,ENSGGOG00000001091,49.144
ENSMMUG00000007205,ENSGGOG00000015536,48.8091
ENSMMUG00000007205,ENSGGOG00000005224,49.1112
ENSMMUG00000007218,ENSGGOG00000024014,49.0566
ENSMMUG00000007235,ENSGGOG00000014436,49.9265
ENSMMUG00000007219,ENSGGOG00000023281,49.1468
ENSMMUG00000019167,ENSGGOG00000005626,49.1866
ENSMMUG00000019168,ENSGGOG00000013914,45.9259
ENSMMUG00000032375,ENSGGOG00000025061,5
ENSMMUG00000032374,ENSGGOG00000027924,48.5149
ENSMMUG00000032373,ENSGGOG00000027924,48.5149
ENSMMUG00000032372,ENSGGOG00000026029,4.66667
ENSMMUG00000009529,ENSGGOG00000023163,47.7612
ENSMMUG00000013199,ENSGGOG00000016206,49.5161
ENSMMUG00000013204,ENSGGOG00000027844,48.6927
ENSMMUG00000013204,ENSGGOG00000014802,49.0537
ENSMMUG00000013204,ENSGGOG00000025346,47.9718
ENSMMUG00000004187,ENSGGOG00000008611,4.4289
ENSMMUG00000004188,ENSGGOG00000034879,48.8513
ENSMMUG00000004188,ENSGGOG00000023474,48.854
ENSMMUG00000032370,ENSGGOG00000025812,47.619
ENSMMUG00000022822,ENSGGOG00000007288,35.1888
ENSMMUG00000022822,ENSGGOG00000001853,48.6692
ENSMMUG00000023423,ENSGGOG00000017143,49.2168
ENSMMUG00000023423,ENSGGOG00000027893,49.2705
ENSMMUG00000023424,ENSGGOG00000004771,2.89855
ENSMMUG00000001307,ENSGGOG00000014572,48.7865
ENSMMUG00000016666,ENSGGOG00000012928,49.1867
ENSMMUG00000016666,ENSGGOG00000022524,49.2172
ENSMMUG00000018763,ENSGGOG00000022322,48.6188
ENSMMUG00000032367,ENSGGOG00000025386,40.3101
ENSMMUG00000015308,ENSGGOG00000012775,49.5137
ENSMMUG00000015312,ENSGGOG00000026860,49.5787
ENSMMUG00000015312,ENSGGOG00000027852,48.944
ENSMMUG00000032366,ENSGGOG00000027924,48.0198
ENSMMUG00000010421,ENSGGOG00000026036,47.5385
ENSMMUG00000010423,ENSGGOG00000022123,48.8169
ENSMMUG00000010424,ENSGGOG00000026926,49.6352
ENSMMUG00000012542,ENSGGOG00000015749,49.1107
ENSMMUG00000000903,ENSGGOG00000006828,49.2271
ENSMMUG00000000903,ENSGGOG00000028587,48.0207
ENSMMUG00000007688,ENSGGOG00000002249,49.6569
ENSMMUG00000007688,ENSGGOG00000015734,49.1909
ENSMMUG00000032365,ENSGGOG00000026068,44.586
ENSMMUG00000032365,ENSGGOG00000026642,48.6022
ENSMMUG00000009336,ENSGGOG00000027924,47.2756
ENSMMUG00000000856,ENSGGOG00000028422,8.77193
ENSMMUG00000009607,ENSGGOG00000002467,48.6862
ENSMMUG00000009607,ENSGGOG00000028485,49.1292
ENSMMUG00000022224,ENSGGOG00000024783,48.9362
ENSMMUG00000017323,ENSGGOG00000024850,48.5973
ENSMMUG00000017323,ENSGGOG00000016192,49.017
ENSMMUG00000007515,ENSGGOG00000027005,48.317
ENSMMUG00000006377,ENSGGOG00000007029,48.6017
ENSMMUG00000006377,ENSGGOG00000034921,48.6148
ENSMMUG00000006378,ENSGGOG00000012231,48.0541
ENSMMUG00000019688,ENSGGOG00000027924,48.6188
ENSMMUG00000023420,ENSGGOG00000024783,49.0136
ENSMMUG00000020849,ENSGGOG00000002460,49.2127
ENSMMUG00000020850,ENSGGOG00000028322,48.9091
ENSMMUG00000032363,ENSGGOG00000023000,48.8304
ENSMMUG00000017109,ENSGGOG00000022666,49.1954
ENSMMUG00000002293,ENSGGOG00000010311,48.9837
ENSMMUG00000011497,ENSGGOG00000002467,48.5444
ENSMMUG00000011497,ENSGGOG00000002467,48.5666
ENSMMUG00000011497,ENSGGOG00000006754,48.9645
ENSMMUG00000011497,ENSGGOG00000027844,48.4285
ENSMMUG00000011498,ENSGGOG00000001069,48.5831
ENSMMUG00000011498,ENSGGOG00000001069,48.6478
ENSMMUG00000011498,ENSGGOG00000001069,48.5903
ENSMMUG00000011498,ENSGGOG00000022789,48.7859
ENSMMUG00000011498,ENSGGOG00000026836,48.4009
ENSMMUG00000011507,ENSGGOG00000007886,48.6786
ENSMMUG00000017574,ENSGGOG00000024199,49.1202
ENSMMUG00000032361,ENSGGOG00000000700,49.1694
ENSMMUG00000016431,ENSGGOG00000024199,47.9812
ENSMMUG00000016431,ENSGGOG00000016381,47.9322
ENSMMUG00000019534,ENSGGOG00000001435,47.3995
ENSMMUG00000019533,ENSGGOG00000016427,49.2846
ENSMMUG00000022448,ENSGGOG00000023303,45.706
ENSMMUG00000014466,ENSGGOG00000016542,49.1498
ENSMMUG00000014467,ENSGGOG00000014232,49.3298
ENSMMUG00000000585,ENSGGOG00000026326,14.0845
ENSMMUG00000020282,ENSGGOG00000027903,48.6056
ENSMMUG00000022663,ENSGGOG00000012299,48.8959
ENSMMUG00000022665,ENSGGOG00000026883,47.9638
ENSMMUG00000022667,ENSGGOG00000027201,49.0119
ENSMMUG00000022667,ENSGGOG00000006828,48.8053
ENSMMUG00000022670,ENSGGOG00000022961,48.369
ENSMMUG00000022670,ENSGGOG00000008196,48.8022
ENSMMUG00000017669,ENSGGOG00000013267,49.5427
ENSMMUG00000017669,ENSGGOG00000013267,49.2827
ENSMMUG00000017669,ENSGGOG00000015635,48.3848
ENSMMUG00000017669,ENSGGOG00000028568,49.7215
ENSMMUG00000017669,ENSGGOG00000025865,49.3707
ENSMMUG00000010476,ENSGGOG00000002721,3.7299
ENSMMUG00000018391,ENSGGOG00000012977,48.6486
ENSMMUG00000020222,ENSGGOG00000013016,49.0526
ENSMMUG00000020222,ENSGGOG00000011998,48.887
ENSMMUG00000020223,ENSGGOG00000002324,1.93237
ENSMMUG00000032359,ENSGGOG00000002520,48.468
ENSMMUG00000012384,ENSGGOG00000007376,49.446
ENSMMUG00000012384,ENSGGOG00000025976,48.0952
ENSMMUG00000012384,ENSGGOG00000025976,48.0676
ENSMMUG00000012382,ENSGGOG00000028419,49.1317
ENSMMUG00000032358,ENSGGOG00000025386,28.0142
ENSMMUG00000013600,ENSGGOG00000027361,48.8742
ENSMMUG00000032357,ENSGGOG00000009720,48.1221
ENSMMUG00000032357,ENSGGOG00000027906,46.9945
ENSMMUG00000004262,ENSGGOG00000002110,48.7179
ENSMMUG00000011079,ENSGGOG00000008053,47.861
ENSMMUG00000011076,ENSGGOG00000026926,48.6632
ENSMMUG00000011074,ENSGGOG00000008196,49.2555
ENSMMUG00000011074,ENSGGOG00000008196,49.2267
ENSMMUG00000000705,ENSGGOG00000004537,49.2551
ENSMMUG00000001484,ENSGGOG00000022268,49.0291
ENSMMUG00000001484,ENSGGOG00000022673,49.0035
ENSMMUG00000001484,ENSGGOG00000025217,49.0299
ENSMMUG00000009037,ENSGGOG00000007029,49.1839
ENSMMUG00000009037,ENSGGOG00000023227,47.7814
ENSMMUG00000009043,ENSGGOG00000007707,49.4577
ENSMMUG00000023574,ENSGGOG00000024118,48.8318
ENSMMUG00000023574,ENSGGOG00000005185,48.6595
ENSMMUG00000012619,ENSGGOG00000027867,47.6886
ENSMMUG00000000810,ENSGGOG00000027094,47.0085
ENSMMUG00000009054,ENSGGOG00000014852,49.4122
ENSMMUG00000009054,ENSGGOG00000023328,48.9385
ENSMMUG00000009054,ENSGGOG00000024582,48.5772
ENSMMUG00000003745,ENSGGOG00000015882,49.285
ENSMMUG00000003745,ENSGGOG00000012686,48.5207
ENSMMUG00000003745,ENSGGOG00000012686,48.7525
ENSMMUG00000032355,ENSGGOG00000007560,49.9346
ENSMMUG00000032354,ENSGGOG00000023166,21.4112
ENSMMUG00000032353,ENSGGOG00000028062,47.8372
ENSMMUG00000032352,ENSGGOG00000025386,32.6165
ENSMMUG00000005825,ENSGGOG00000025976,48.5788
ENSMMUG00000007585,ENSGGOG00000026036,48.3979
ENSMMUG00000007585,ENSGGOG00000023064,47.5962
ENSMMUG00000007585,ENSGGOG00000023064,47.561
ENSMMUG00000007587,ENSGGOG00000011659,36.818
ENSMMUG00000032350,ENSGGOG00000027411,41.7344
ENSMMUG00000015706,ENSGGOG00000005923,3.01724
ENSMMUG00000017464,ENSGGOG00000025064,48.9409
ENSMMUG00000017273,ENSGGOG00000009215,47.9416
ENSMMUG00000008818,ENSGGOG00000014852,49.3207
ENSMMUG00000008818,ENSGGOG00000014852,49.1531
ENSMMUG00000008818,ENSGGOG00000014852,49.3076
ENSMMUG00000008818,ENSGGOG00000028211,48.9334
ENSMMUG00000008825,ENSGGOG00000023474,49.4865
ENSMMUG00000008825,ENSGGOG00000022771,49.6855
ENSMMUG00000008825,ENSGGOG00000010070,49.4612
ENSMMUG00000002548,ENSGGOG00000024455,44.7154
ENSMMUG00000002548,ENSGGOG00000026820,46.5812
ENSMMUG00000011474,ENSGGOG00000010369,48.0988
ENSMMUG00000020695,ENSGGOG00000008323,48.3378
ENSMMUG00000020699,ENSGGOG00000008985,49.3863
ENSMMUG00000020699,ENSGGOG00000022059,49.1319
ENSMMUG00000032346,ENSGGOG00000007690,48.3384
ENSMMUG00000020700,ENSGGOG00000010311,48.9507
ENSMMUG00000020700,ENSGGOG00000028419,49.2157
ENSMMUG00000008781,ENSGGOG00000015307,48.8901
ENSMMUG00000008781,ENSGGOG00000023813,48.8044
ENSMMUG00000008781,ENSGGOG00000027936,48.964
ENSMMUG00000008785,ENSGGOG00000002206,48.4802
ENSMMUG00000004954,ENSGGOG00000017084,48.999
ENSMMUG00000004954,ENSGGOG00000024853,48.6695
ENSMMUG00000004954,ENSGGOG00000025055,49.2277
ENSMMUG00000004960,ENSGGOG00000005082,48.4603
ENSMMUG00000015609,ENSGGOG00000016192,49.5499
ENSMMUG00000015609,ENSGGOG00000023227,48.1908
ENSMMUG00000008386,ENSGGOG00000023053,49.664
ENSMMUG00000008386,ENSGGOG00000002837,49.6234
ENSMMUG00000008388,ENSGGOG00000028324,2.97619
ENSMMUG00000008389,ENSGGOG00000008282,49.5088
ENSMMUG00000008389,ENSGGOG00000007836,49.6215
ENSMMUG00000008391,ENSGGOG00000014663,49.2512
ENSMMUG00000032345,ENSGGOG00000025093,48.374
ENSMMUG00000013162,ENSGGOG00000022699,49.1393
ENSMMUG00000013162,ENSGGOG00000022123,49.1046
ENSMMUG00000011154,ENSGGOG00000000242,49.4652
ENSMMUG00000011154,ENSGGOG00000013205,49.1999
ENSMMUG00000011152,ENSGGOG00000028534,49.6711
ENSMMUG00000011152,ENSGGOG00000012500,49.4911
ENSMMUG00000013213,ENSGGOG00000025401,44.8718
ENSMMUG00000032342,ENSGGOG00000024760,4.82456
ENSMMUG00000003475,ENSGGOG00000003936,48.6509
ENSMMUG00000003475,ENSGGOG00000005564,48.5366
ENSMMUG00000003475,ENSGGOG00000023904,49.0488
ENSMMUG00000003475,ENSGGOG00000003936,48.4609
ENSMMUG00000003475,ENSGGOG00000014394,46.8835
ENSMMUG00000003479,ENSGGOG00000006837,48.9481
ENSMMUG00000003479,ENSGGOG00000023227,49.1558
ENSMMUG00000016588,ENSGGOG00000013122,49.4585
ENSMMUG00000003071,ENSGGOG00000006837,49.3404
ENSMMUG00000003071,ENSGGOG00000026036,48.8323
ENSMMUG00000003071,ENSGGOG00000025261,48.8429
ENSMMUG00000003071,ENSGGOG00000025393,49.1688
ENSMMUG00000003071,ENSGGOG00000004537,48.8235
ENSMMUG00000004198,ENSGGOG00000014762,47.9475
ENSMMUG00000004198,ENSGGOG00000028272,48.2439
ENSMMUG00000013390,ENSGGOG00000028211,49.0175
ENSMMUG00000017335,ENSGGOG00000028272,8.43776
ENSMMUG00000003456,ENSGGOG00000014406,49.3384
ENSMMUG00000009622,ENSGGOG00000007800,49.0777
ENSMMUG00000009622,ENSGGOG00000026119,48.5944
ENSMMUG00000032341,ENSGGOG00000026982,48.6708
ENSMMUG00000005872,ENSGGOG00000026068,48.0138
ENSMMUG00000032340,ENSGGOG00000028036,5.30786
ENSMMUG00000007997,ENSGGOG00000026926,48.5463
ENSMMUG00000008303,ENSGGOG00000026274,48.3951
ENSMMUG00000023040,ENSGGOG00000025532,50.3185
ENSMMUG00000023039,ENSGGOG00000008159,48.4875
ENSMMUG00000023039,ENSGGOG00000023331,48.6151
ENSMMUG00000016948,ENSGGOG00000028052,49.1084
ENSMMUG00000016948,ENSGGOG00000000720,48.7562
ENSMMUG00000016948,ENSGGOG00000006566,48.366
ENSMMUG00000006724,ENSGGOG00000023108,48.5459
ENSMMUG00000022505,ENSGGOG00000025576,48.2171
ENSMMUG00000022505,ENSGGOG00000028529,48.125
ENSMMUG00000007761,ENSGGOG00000007804,43.3692
ENSMMUG00000021258,ENSGGOG00000011546,46.0784
ENSMMUG00000022138,ENSGGOG00000008319,45.873
ENSMMUG00000022140,ENSGGOG00000002363,2.89362
ENSMMUG00000022137,ENSGGOG00000027008,2.63158
ENSMMUG00000032338,ENSGGOG00000026823,45.9916
ENSMMUG00000032337,ENSGGOG00000023046,49.0132
ENSMMUG00000032336,ENSGGOG00000013263,48.0583
ENSMMUG00000018714,ENSGGOG00000025931,47.3684
ENSMMUG00000018715,ENSGGOG00000023779,48.9308
ENSMMUG00000018717,ENSGGOG00000015979,48.9879
ENSMMUG00000018717,ENSGGOG00000010070,49.1513
ENSMMUG00000018717,ENSGGOG00000022789,45.1904
ENSMMUG00000018717,ENSGGOG00000022969,44.249
ENSMMUG00000018717,ENSGGOG00000022969,45.527
ENSMMUG00000018717,ENSGGOG00000006443,45.8256
ENSMMUG00000018717,ENSGGOG00000010311,46.0721
ENSMMUG00000008108,ENSGGOG00000009780,45.0745
ENSMMUG00000008108,ENSGGOG00000028434,46.6146
ENSMMUG00000032334,ENSGGOG00000022053,49.4444
ENSMMUG00000017881,ENSGGOG00000001712,49.4712
ENSMMUG00000017881,ENSGGOG00000016735,48.8851
ENSMMUG00000017881,ENSGGOG00000028037,48.0226
ENSMMUG00000017882,ENSGGOG00000023876,48.7764
ENSMMUG00000017883,ENSGGOG00000028529,47.8355
ENSMMUG00000021984,ENSGGOG00000025511,48.1113
ENSMMUG00000021984,ENSGGOG00000028037,48.1481
ENSMMUG00000021984,ENSGGOG00000006384,48.4463
ENSMMUG00000002706,ENSGGOG00000022699,48.8339
ENSMMUG00000011271,ENSGGOG00000002467,49.2288
ENSMMUG00000011271,ENSGGOG00000002467,49.2672
ENSMMUG00000000295,ENSGGOG00000027668,48.5564
ENSMMUG00000007924,ENSGGOG00000028133,7.01149
ENSMMUG00000007922,ENSGGOG00000016192,48.8814
ENSMMUG00000007922,ENSGGOG00000016192,49.2022
ENSMMUG00000007922,ENSGGOG00000028211,49.5828
ENSMMUG00000007922,ENSGGOG00000002017,49.4354
ENSMMUG00000007922,ENSGGOG00000022123,49.083
ENSMMUG00000000297,ENSGGOG00000028211,49.8743
ENSMMUG00000000297,ENSGGOG00000027936,48.8861
ENSMMUG00000032333,ENSGGOG00000006202,49.1105
ENSMMUG00000032333,ENSGGOG00000013205,49.1847
ENSMMUG00000000298,ENSGGOG00000027316,48.7522
ENSMMUG00000006449,ENSGGOG00000009079,48.1064
ENSMMUG00000006450,ENSGGOG00000010070,49.3236
ENSMMUG00000006451,ENSGGOG00000008579,48.5644
ENSMMUG00000013773,ENSGGOG00000022158,49.6192
ENSMMUG00000013773,ENSGGOG00000027903,49.0706
ENSMMUG00000013768,ENSGGOG00000026860,48.5825
ENSMMUG00000015067,ENSGGOG00000022059,49.5935
ENSMMUG00000032331,ENSGGOG00000010407,49.0888
ENSMMUG00000005605,ENSGGOG00000005255,4.37052
ENSMMUG00000002023,ENSGGOG00000009275,47.4836
ENSMMUG00000002023,ENSGGOG00000009024,47.1092
ENSMMUG00000032330,ENSGGOG00000002075,12.9702
ENSMMUG00000021348,ENSGGOG00000027977,19.6078
ENSMMUG00000021348,ENSGGOG00000027977,14.5963
ENSMMUG00000021348,ENSGGOG00000027977,15.5695
ENSMMUG00000021348,ENSGGOG00000027977,14.9533
ENSMMUG00000012484,ENSGGOG00000015371,49.268
ENSMMUG00000012484,ENSGGOG00000034932,48.7663
ENSMMUG00000020064,ENSGGOG00000015371,48.7654
ENSMMUG00000020064,ENSGGOG00000016996,47.6415
ENSMMUG00000020066,ENSGGOG00000027844,48.3333
ENSMMUG00000020066,ENSGGOG00000024432,48.7227
ENSMMUG00000020066,ENSGGOG00000028211,48.7425
ENSMMUG00000007234,ENSGGOG00000022699,48.5032
ENSMMUG00000007234,ENSGGOG00000024815,48.8945
ENSMMUG00000007234,ENSGGOG00000008196,48.7496
ENSMMUG00000007234,ENSGGOG00000034818,48.9519
ENSMMUG00000007234,ENSGGOG00000034818,48.6925
ENSMMUG00000015881,ENSGGOG00000023080,47.6415
ENSMMUG00000011355,ENSGGOG00000008053,48.7109
ENSMMUG00000013179,ENSGGOG00000026899,45.041
ENSMMUG00000021739,ENSGGOG00000005222,48.1183
ENSMMUG00000021739,ENSGGOG00000024427,48.6726
ENSMMUG00000001001,ENSGGOG00000028422,48.4496
ENSMMUG00000001001,ENSGGOG00000025954,48.1236
ENSMMUG00000000678,ENSGGOG00000026272,11.0051
ENSMMUG00000001093,ENSGGOG00000026812,45.5556
ENSMMUG00000032328,ENSGGOG00000022284,40.2335
ENSMMUG00000032328,ENSGGOG00000022284,43.7572
ENSMMUG00000032328,ENSGGOG00000001828,49.115
ENSMMUG00000032327,ENSGGOG00000001828,47.5279
ENSMMUG00000020833,ENSGGOG00000024652,47.424
ENSMMUG00000020833,ENSGGOG00000022284,41.6942
ENSMMUG00000020833,ENSGGOG00000022284,39.5699
ENSMMUG00000016642,ENSGGOG00000011253,46.9409
ENSMMUG00000004438,ENSGGOG00000014627,47.0464
ENSMMUG00000001114,ENSGGOG00000025513,48.5666
ENSMMUG00000001114,ENSGGOG00000025513,48.3108
ENSMMUG00000001114,ENSGGOG00000024562,46.4516
ENSMMUG00000015386,ENSGGOG00000034921,49.2208
ENSMMUG00000015386,ENSGGOG00000008196,49.5962
ENSMMUG00000032326,ENSGGOG00000022897,48.366
ENSMMUG00000018027,ENSGGOG00000025576,47.3364
ENSMMUG00000018026,ENSGGOG00000028422,49.0196
ENSMMUG00000009719,ENSGGOG00000022082,49.6215
ENSMMUG00000015814,ENSGGOG00000022136,48.247
ENSMMUG00000015814,ENSGGOG00000022136,47.8019
ENSMMUG00000015814,ENSGGOG00000022789,48.8679
ENSMMUG00000005795,ENSGGOG00000023985,48.9286
ENSMMUG00000015571,ENSGGOG00000028422,49.0741
ENSMMUG00000000466,ENSGGOG00000001070,49.4781
ENSMMUG00000000466,ENSGGOG00000034914,46.7838
ENSMMUG00000000671,ENSGGOG00000001404,49.2754
ENSMMUG00000000671,ENSGGOG00000015683,49.4322
ENSMMUG00000000671,ENSGGOG00000006271,48.7062
ENSMMUG00000000673,ENSGGOG00000025179,49.2248
ENSMMUG00000007059,ENSGGOG00000011253,43.6269
ENSMMUG00000002887,ENSGGOG00000023972,48.4163
ENSMMUG00000002888,ENSGGOG00000012775,48.8265
ENSMMUG00000017439,ENSGGOG00000011253,44.2424
ENSMMUG00000032323,ENSGGOG00000011253,42.4715
ENSMMUG00000009032,ENSGGOG00000027411,40.5674
ENSMMUG00000006801,ENSGGOG00000017143,48.8095
ENSMMUG00000006801,ENSGGOG00000014842,48.6772
ENSMMUG00000032322,ENSGGOG00000026860,47.851
ENSMMUG00000022263,ENSGGOG00000014343,48.136
ENSMMUG00000032321,ENSGGOG00000023870,47.7954
ENSMMUG00000022371,ENSGGOG00000024432,49.1218
ENSMMUG00000022371,ENSGGOG00000024432,49.1202
ENSMMUG00000016607,ENSGGOG00000022673,48.9142
ENSMMUG00000016610,ENSGGOG00000012346,48.9823
ENSMMUG00000016610,ENSGGOG00000013031,48.7574
ENSMMUG00000016610,ENSGGOG00000022059,48.9666
ENSMMUG00000004633,ENSGGOG00000015882,46.3759
ENSMMUG00000004633,ENSGGOG00000007804,44.0551
ENSMMUG00000001620,ENSGGOG00000007690,47.8528
ENSMMUG00000001620,ENSGGOG00000024808,46.8956
ENSMMUG00000003778,ENSGGOG00000022969,48.8518
ENSMMUG00000009034,ENSGGOG00000028133,49.4931
ENSMMUG00000022771,ENSGGOG00000012288,48.9446
ENSMMUG00000016929,ENSGGOG00000009204,49.7175
ENSMMUG00000016929,ENSGGOG00000005168,48.3926
ENSMMUG00000016930,ENSGGOG00000011132,48.9852
ENSMMUG00000016932,ENSGGOG00000003079,49.1137
ENSMMUG00000004562,ENSGGOG00000011253,44.9259
ENSMMUG00000010936,ENSGGOG00000012775,49.3486
ENSMMUG00000010936,ENSGGOG00000022170,48.9381
ENSMMUG00000032319,ENSGGOG00000023904,44.5312
ENSMMUG00000006961,ENSGGOG00000027977,38.7622
ENSMMUG00000001540,ENSGGOG00000024315,49.2513
ENSMMUG00000021679,ENSGGOG00000013018,47.047
ENSMMUG00000021679,ENSGGOG00000002955,49.0722
ENSMMUG00000032318,ENSGGOG00000022284,36.6138
ENSMMUG00000023695,ENSGGOG00000022284,37.8981
ENSMMUG00000023693,ENSGGOG00000026269,50.1689
ENSMMUG00000023693,ENSGGOG00000022441,49.2891
ENSMMUG00000032317,ENSGGOG00000022284,37.1429
ENSMMUG00000032316,ENSGGOG00000011253,44.9267
ENSMMUG00000032316,ENSGGOG00000011253,44.6671
ENSMMUG00000032316,ENSGGOG00000011253,45.1249
ENSMMUG00000032316,ENSGGOG00000011253,44.4913
ENSMMUG00000032316,ENSGGOG00000011467,49.0918
ENSMMUG00000020743,ENSGGOG00000024270,48.9051
ENSMMUG00000020743,ENSGGOG00000024270,48.7572
ENSMMUG00000013176,ENSGGOG00000016654,49.6588
ENSMMUG00000013176,ENSGGOG00000023036,48.8266
ENSMMUG00000015264,ENSGGOG00000025884,48.2161
ENSMMUG00000018469,ENSGGOG00000026823,48.1283
ENSMMUG00000018469,ENSGGOG00000010848,48.8757
ENSMMUG00000010897,ENSGGOG00000011998,48.8185
ENSMMUG00000023697,ENSGGOG00000011253,43.1591
ENSMMUG00000023700,ENSGGOG00000024315,49.2277
ENSMMUG00000013386,ENSGGOG00000005440,46.9324
ENSMMUG00000012738,ENSGGOG00000003008,47.4747
ENSMMUG00000012738,ENSGGOG00000023823,46.6667
ENSMMUG00000012739,ENSGGOG00000012496,47.878
ENSMMUG00000012739,ENSGGOG00000014343,47.2813
ENSMMUG00000012739,ENSGGOG00000000224,46.8955
ENSMMUG00000012739,ENSGGOG00000027867,46.0993
ENSMMUG00000012739,ENSGGOG00000027867,47.0588
ENSMMUG00000032315,ENSGGOG00000003704,46.1847
ENSMMUG00000012743,ENSGGOG00000014343,47.2836
ENSMMUG00000012743,ENSGGOG00000007706,48.537
ENSMMUG00000012743,ENSGGOG00000023005,48.1247
ENSMMUG00000011478,ENSGGOG00000005626,48.5109
ENSMMUG00000011478,ENSGGOG00000005626,48.3768
ENSMMUG00000011480,ENSGGOG00000014842,48.0213
ENSMMUG00000011483,ENSGGOG00000009215,48.3912
ENSMMUG00000011485,ENSGGOG00000000224,48.4516
ENSMMUG00000011485,ENSGGOG00000014406,47.8181
ENSMMUG00000010585,ENSGGOG00000028587,47.8058
ENSMMUG00000010585,ENSGGOG00000023823,47.7713
ENSMMUG00000010585,ENSGGOG00000024455,47.9339
ENSMMUG00000012742,ENSGGOG00000010369,47.8474
ENSMMUG00000012742,ENSGGOG00000014343,48.1797
ENSMMUG00000012744,ENSGGOG00000008634,48.6675
ENSMMUG00000012746,ENSGGOG00000016587,47.9463
ENSMMUG00000003368,ENSGGOG00000015536,46.562
ENSMMUG00000003372,ENSGGOG00000000224,47.8829
ENSMMUG00000003372,ENSGGOG00000027137,47.7901
ENSMMUG00000003374,ENSGGOG00000023823,48.2192
ENSMMUG00000003375,ENSGGOG00000005923,48.4242
ENSMMUG00000003377,ENSGGOG00000034992,48.104
ENSMMUG00000003379,ENSGGOG00000003710,48.5089
ENSMMUG00000003379,ENSGGOG00000023813,48.5443
ENSMMUG00000003379,ENSGGOG00000005874,47.9557
ENSMMUG00000032314,ENSGGOG00000013729,43.0556
ENSMMUG00000005026,ENSGGOG00000007378,46.1033
ENSMMUG00000000323,ENSGGOG00000034992,47.4621
ENSMMUG00000000323,ENSGGOG00000034992,47.1597
ENSMMUG00000000322,ENSGGOG00000006624,48.4667
ENSMMUG00000000322,ENSGGOG00000027058,47.8158
ENSMMUG00000000322,ENSGGOG00000002638,47.7844
ENSMMUG00000000320,ENSGGOG00000014842,47.7532
ENSMMUG00000000319,ENSGGOG00000015536,47.6859
ENSMMUG00000000319,ENSGGOG00000009450,48.2708
ENSMMUG00000005132,ENSGGOG00000010879,48.0782
ENSMMUG00000018703,ENSGGOG00000003259,47.4922
ENSMMUG00000018703,ENSGGOG00000022833,46.8917
ENSMMUG00000018704,ENSGGOG00000010255,50.6543
ENSMMUG00000018704,ENSGGOG00000012003,49.0476
ENSMMUG00000006166,ENSGGOG00000009118,47.0534
ENSMMUG00000006167,ENSGGOG00000006624,47.6423
ENSMMUG00000013667,ENSGGOG00000010070,48.5421
ENSMMUG00000013667,ENSGGOG00000028132,48.4794
ENSMMUG00000013678,ENSGGOG00000009118,47.7461
ENSMMUG00000013678,ENSGGOG00000025009,48.2833
ENSMMUG00000013668,ENSGGOG00000011755,47.6392
