macaca_mulatta,homo_sapiens
ENSMMUG00000012619,ENSG00000172830,48.0535
ENSMMUG00000000810,ENSG00000168542,48.433
ENSMMUG00000009054,ENSG00000105856,49.4122
ENSMMUG00000009054,ENSG00000119787,49.0503
ENSMMUG00000009054,ENSG00000154175,48.7805
ENSMMUG00000003745,ENSG00000143452,49.285
ENSMMUG00000003745,ENSG00000151687,49.1782
ENSMMUG00000003745,ENSG00000144395,49.292
ENSMMUG00000032355,ENSG00000263042,48.366
ENSMMUG00000032354,ENSG00000154175,49.1484
ENSMMUG00000032353,ENSG00000118997,47.5827
ENSMMUG00000032352,ENSG00000257370,29.7491
ENSMMUG00000005825,ENSG00000018699,49.0956
ENSMMUG00000007585,ENSG00000144366,47.9306
ENSMMUG00000007585,ENSG00000263040,48.0769
ENSMMUG00000007585,ENSG00000263040,47.8049
ENSMMUG00000007587,ENSG00000261791,49.1389
ENSMMUG00000032350,ENSG00000151689,47.6965
ENSMMUG00000015706,ENSG00000261042,46.9828
ENSMMUG00000017464,ENSG00000196407,48.495
ENSMMUG00000017273,ENSG00000186844,47.676
ENSMMUG00000008818,ENSG00000064933,48.594
ENSMMUG00000008818,ENSG00000064933,48.5778
ENSMMUG00000008818,ENSG00000064933,48.5668
ENSMMUG00000008818,ENSG00000153237,48.8021
ENSMMUG00000008825,ENSG00000164597,49.2346
ENSMMUG00000008825,ENSG00000136527,47.7987
ENSMMUG00000008825,ENSG00000168386,49.3125
ENSMMUG00000002548,ENSG00000185962,47.9675
ENSMMUG00000002548,ENSG00000138449,50
ENSMMUG00000011474,ENSG00000175634,48.6914
ENSMMUG00000020695,ENSG00000163207,48.5288
ENSMMUG00000020699,ENSG00000090534,49.3863
ENSMMUG00000020699,ENSG00000163002,49.4792
ENSMMUG00000032346,ENSG00000127241,49.0937
ENSMMUG00000020700,ENSG00000260150,48.9507
ENSMMUG00000020700,ENSG00000144395,49.1503
ENSMMUG00000008781,ENSG00000260716,49.1896
ENSMMUG00000008781,ENSG00000090539,49.2109
ENSMMUG00000008781,ENSG00000135454,49.2342
ENSMMUG00000008785,ENSG00000260596,48.9362
ENSMMUG00000004954,ENSG00000123612,48.8084
ENSMMUG00000004954,ENSG00000064933,49.0129
ENSMMUG00000004954,ENSG00000143367,49.3772
ENSMMUG00000004960,ENSG00000261378,48.7034
ENSMMUG00000015609,ENSG00000262840,48.264
ENSMMUG00000015609,ENSG00000262249,48.6842
ENSMMUG00000008386,ENSG00000008282,49.7312
ENSMMUG00000008386,ENSG00000159377,49.3409
ENSMMUG00000008388,ENSG00000263138,47.619
ENSMMUG00000008389,ENSG00000196504,49.7053
ENSMMUG00000008389,ENSG00000115875,49.6903
ENSMMUG00000008391,ENSG00000262327,49.4176
ENSMMUG00000032345,ENSG00000260873,49.187
ENSMMUG00000013162,ENSG00000168497,49.3007
ENSMMUG00000013162,ENSG00000260150,48.6805
ENSMMUG00000011154,ENSG00000260178,49.3355
ENSMMUG00000011154,ENSG00000049323,49.3487
ENSMMUG00000011152,ENSG00000173599,49.3421
ENSMMUG00000011152,ENSG00000260164,49.2423
ENSMMUG00000013213,ENSG00000003436,49.1841
ENSMMUG00000032342,ENSG00000080822,49.1228
ENSMMUG00000003475,ENSG00000075790,48.4823
ENSMMUG00000003475,ENSG00000163918,48.8618
ENSMMUG00000003475,ENSG00000144395,49.1315
ENSMMUG00000003475,ENSG00000128694,49.0765
ENSMMUG00000003475,ENSG00000261125,50.6775
ENSMMUG00000003479,ENSG00000119787,48.4222
ENSMMUG00000003479,ENSG00000262942,48.9146
ENSMMUG00000016588,ENSG00000188452,49.2522
ENSMMUG00000003071,ENSG00000115841,49.3027
ENSMMUG00000003071,ENSG00000262145,48.903
ENSMMUG00000003071,ENSG00000196504,48.9038
ENSMMUG00000003071,ENSG00000262606,48.5934
ENSMMUG00000003071,ENSG00000163216,48.3333
ENSMMUG00000004198,ENSG00000166148,48.0569
ENSMMUG00000004198,ENSG00000266093,48.5089
ENSMMUG00000013390,ENSG00000064933,48.5444
ENSMMUG00000017335,ENSG00000224153,49.457
ENSMMUG00000003456,ENSG00000151689,48.8469
ENSMMUG00000009622,ENSG00000113966,49.1336
ENSMMUG00000009622,ENSG00000123612,48.4223
ENSMMUG00000032341,ENSG00000064933,48.0573
ENSMMUG00000005872,ENSG00000263249,49.0501
ENSMMUG00000032340,ENSG00000260873,48.62
ENSMMUG00000007997,ENSG00000143889,48.6091
ENSMMUG00000008303,ENSG00000136536,48.1481
ENSMMUG00000023040,ENSG00000196754,49.8408
ENSMMUG00000023039,ENSG00000260717,48.4875
ENSMMUG00000023039,ENSG00000260717,48.1375
ENSMMUG00000016948,ENSG00000156931,48.834
ENSMMUG00000016948,ENSG00000187699,48.7562
ENSMMUG00000016948,ENSG00000260313,47.9739
ENSMMUG00000006724,ENSG00000226894,48.5459
ENSMMUG00000022505,ENSG00000115760,48.8372
ENSMMUG00000022505,ENSG00000189362,49.375
ENSMMUG00000007761,ENSG00000198673,49.2832
ENSMMUG00000021258,ENSG00000172155,49.0196
ENSMMUG00000022138,ENSG00000090539,46.8254
ENSMMUG00000022140,ENSG00000262666,48.2553
ENSMMUG00000022137,ENSG00000168542,48.8304
ENSMMUG00000032338,ENSG00000138449,51.0549
ENSMMUG00000032337,ENSG00000143442,48.8487
ENSMMUG00000032336,ENSG00000196805,48.5437
ENSMMUG00000018714,ENSG00000143442,50.5263
ENSMMUG00000018715,ENSG00000156931,48.5535
ENSMMUG00000018717,ENSG00000262562,47.6721
ENSMMUG00000018717,ENSG00000262562,46.473
ENSMMUG00000018717,ENSG00000263255,47.45
ENSMMUG00000018717,ENSG00000263255,47.3613
ENSMMUG00000018717,ENSG00000263255,46.201
ENSMMUG00000018717,ENSG00000263255,46.444
ENSMMUG00000018717,ENSG00000262249,46.2493
ENSMMUG00000008108,ENSG00000263255,46.5063
ENSMMUG00000008108,ENSG00000138449,47.6562
ENSMMUG00000032334,ENSG00000138068,52.2222
ENSMMUG00000017881,ENSG00000183735,48.7308
ENSMMUG00000017881,ENSG00000262840,48.7589
ENSMMUG00000017881,ENSG00000143556,48.0226
ENSMMUG00000017882,ENSG00000128536,48.9451
ENSMMUG00000017883,ENSG00000154175,48.0519
ENSMMUG00000021984,ENSG00000143363,48.5089
ENSMMUG00000021984,ENSG00000143889,48.3245
ENSMMUG00000021984,ENSG00000105856,48.7288
ENSMMUG00000002706,ENSG00000162980,48.8339
ENSMMUG00000011271,ENSG00000143889,48.5647
ENSMMUG00000011271,ENSG00000143889,48.8147
ENSMMUG00000000295,ENSG00000186844,49.2126
ENSMMUG00000007924,ENSG00000135241,48.2759
ENSMMUG00000007922,ENSG00000118600,48.2482
ENSMMUG00000007922,ENSG00000118600,48.8141
ENSMMUG00000007922,ENSG00000136536,49.2698
ENSMMUG00000007922,ENSG00000115267,49.0427
ENSMMUG00000007922,ENSG00000136560,48.3108
ENSMMUG00000000297,ENSG00000144395,49.0844
ENSMMUG00000000297,ENSG00000163207,49.6007
ENSMMUG00000032333,ENSG00000138378,49.1105
ENSMMUG00000032333,ENSG00000261352,49.1847
ENSMMUG00000000298,ENSG00000115419,49.4652
ENSMMUG00000006449,ENSG00000261686,48.6704
ENSMMUG00000006450,ENSG00000144395,48.6289
ENSMMUG00000006451,ENSG00000198854,48.4824
ENSMMUG00000013773,ENSG00000248643,49.6192
ENSMMUG00000013773,ENSG00000123636,48.3271
ENSMMUG00000013768,ENSG00000115841,48.7543
ENSMMUG00000015067,ENSG00000115816,48.2927
ENSMMUG00000032331,ENSG00000262773,49.5591
ENSMMUG00000005605,ENSG00000143416,48.8584
ENSMMUG00000002023,ENSG00000187939,47.4836
ENSMMUG00000002023,ENSG00000261678,47.7516
ENSMMUG00000032330,ENSG00000163002,48.3787
ENSMMUG00000021348,ENSG00000261074,48.7255
ENSMMUG00000021348,ENSG00000114021,48.8613
ENSMMUG00000021348,ENSG00000163918,48.9028
ENSMMUG00000021348,ENSG00000114021,48.8058
ENSMMUG00000012484,ENSG00000138386,48.107
ENSMMUG00000012484,ENSG00000115828,48.9009
ENSMMUG00000020064,ENSG00000143452,48.8129
ENSMMUG00000020064,ENSG00000262770,48.4277
ENSMMUG00000020066,ENSG00000064933,48.1008
ENSMMUG00000020066,ENSG00000262840,48.4112
ENSMMUG00000020066,ENSG00000115159,48.6362
ENSMMUG00000007234,ENSG00000064933,48.4168
ENSMMUG00000007234,ENSG00000257652,48.5321
ENSMMUG00000007234,ENSG00000064933,48.426
ENSMMUG00000007234,ENSG00000064933,48.4204
ENSMMUG00000007234,ENSG00000064933,48.4521
ENSMMUG00000015881,ENSG00000227268,47.7987
ENSMMUG00000011355,ENSG00000154175,48.8029
ENSMMUG00000013179,ENSG00000261678,46.7562
ENSMMUG00000021739,ENSG00000170854,48.7903
ENSMMUG00000021739,ENSG00000138378,48.8201
ENSMMUG00000001001,ENSG00000073803,48.708
ENSMMUG00000001001,ENSG00000143398,48.7859
ENSMMUG00000000678,ENSG00000261587,48.8628
ENSMMUG00000001093,ENSG00000260119,49.6296
ENSMMUG00000032328,ENSG00000172613,49.4692
ENSMMUG00000032328,ENSG00000260557,48.6827
ENSMMUG00000032328,ENSG00000173237,49.4838
ENSMMUG00000032327,ENSG00000259919,48.1659
ENSMMUG00000020833,ENSG00000135677,48.9137
ENSMMUG00000020833,ENSG00000188010,49.2849
ENSMMUG00000020833,ENSG00000172531,48.6022
ENSMMUG00000016642,ENSG00000177383,48.3805
ENSMMUG00000004438,ENSG00000264886,49.5781
ENSMMUG00000001114,ENSG00000156931,49.0725
ENSMMUG00000001114,ENSG00000136541,47.6351
ENSMMUG00000001114,ENSG00000264886,47.0968
ENSMMUG00000015386,ENSG00000091138,48.9935
ENSMMUG00000015386,ENSG00000119787,48.9082
ENSMMUG00000032326,ENSG00000255738,49.4553
ENSMMUG00000018027,ENSG00000173933,47.6408
ENSMMUG00000018026,ENSG00000156931,48.5994
ENSMMUG00000009719,ENSG00000196407,49.8968
ENSMMUG00000015814,ENSG00000064933,48.6133
ENSMMUG00000015814,ENSG00000262684,49.1375
ENSMMUG00000015814,ENSG00000144395,48.9308
ENSMMUG00000005795,ENSG00000091136,48.9286
ENSMMUG00000015571,ENSG00000163331,48.4568
ENSMMUG00000000466,ENSG00000061987,49.2452
ENSMMUG00000000466,ENSG00000144369,49.3014
ENSMMUG00000000671,ENSG00000123297,49.1546
ENSMMUG00000000671,ENSG00000260753,49.5836
ENSMMUG00000000671,ENSG00000257339,48.7823
ENSMMUG00000000673,ENSG00000156931,51.1628
ENSMMUG00000007059,ENSG00000177383,48.2619
ENSMMUG00000002887,ENSG00000173227,48.7682
ENSMMUG00000002888,ENSG00000174669,49.0754
ENSMMUG00000017439,ENSG00000263290,48.9256
ENSMMUG00000032323,ENSG00000177383,48.5303
ENSMMUG00000009032,ENSG00000151689,48.5106
ENSMMUG00000006801,ENSG00000261899,48.3516
ENSMMUG00000006801,ENSG00000187939,48.3749
ENSMMUG00000032322,ENSG00000262942,48.2808
ENSMMUG00000022263,ENSG00000238035,47.6974
ENSMMUG00000032321,ENSG00000198854,47.8836
ENSMMUG00000022371,ENSG00000162980,48.4192
ENSMMUG00000022371,ENSG00000162980,48.5044
ENSMMUG00000016607,ENSG00000115252,48.9142
ENSMMUG00000016610,ENSG00000159352,48.9823
ENSMMUG00000016610,ENSG00000261539,48.9941
ENSMMUG00000016610,ENSG00000138386,48.1717
ENSMMUG00000004633,ENSG00000115841,49.6929
ENSMMUG00000004633,ENSG00000115271,49.3116
ENSMMUG00000001620,ENSG00000238035,48.364
ENSMMUG00000001620,ENSG00000163331,48.0845
ENSMMUG00000003778,ENSG00000115263,48.7126
ENSMMUG00000009034,ENSG00000241399,48.3871
ENSMMUG00000022771,ENSG00000262742,48.5488
ENSMMUG00000016929,ENSG00000260789,49.027
ENSMMUG00000016929,ENSG00000227268,49.2386
ENSMMUG00000016930,ENSG00000260313,48.4317
ENSMMUG00000016932,ENSG00000260040,49.2971
ENSMMUG00000004562,ENSG00000177383,48.5177
ENSMMUG00000010936,ENSG00000203786,49.1897
ENSMMUG00000010936,ENSG00000143442,49.1228
ENSMMUG00000032319,ENSG00000163331,48.5677
ENSMMUG00000006961,ENSG00000175482,48.8599
ENSMMUG00000001540,ENSG00000261180,48.984
ENSMMUG00000021679,ENSG00000173227,48.8488
ENSMMUG00000021679,ENSG00000172155,48.0412
ENSMMUG00000032318,ENSG00000172531,48.5714
ENSMMUG00000023695,ENSG00000260164,48.4076
ENSMMUG00000023693,ENSG00000261125,48.4797
ENSMMUG00000023693,ENSG00000258372,48.5782
ENSMMUG00000032317,ENSG00000260164,48.1481
ENSMMUG00000032316,ENSG00000177383,46.9208
ENSMMUG00000032316,ENSG00000177383,47.0831
ENSMMUG00000032316,ENSG00000198471,47.9191
ENSMMUG00000032316,ENSG00000198471,48.0433
ENSMMUG00000032316,ENSG00000257961,49.0918
ENSMMUG00000020743,ENSG00000144395,48.8139
ENSMMUG00000020743,ENSG00000156931,49.044
ENSMMUG00000013176,ENSG00000260164,48.9764
ENSMMUG00000013176,ENSG00000260753,49.0222
ENSMMUG00000015264,ENSG00000175505,48.1142
ENSMMUG00000018469,ENSG00000138068,51.8717
ENSMMUG00000018469,ENSG00000143390,48.4514
ENSMMUG00000010897,ENSG00000143367,48.5956
ENSMMUG00000023697,ENSG00000177383,47.3282
ENSMMUG00000023700,ENSG00000175463,49.5267
ENSMMUG00000013386,ENSG00000262578,47.9287
ENSMMUG00000012738,ENSG00000175505,47.4747
ENSMMUG00000012738,ENSG00000260313,47.2072
ENSMMUG00000012739,ENSG00000261042,47.3475
ENSMMUG00000012739,ENSG00000261042,47.1868
ENSMMUG00000012739,ENSG00000261587,47.6022
ENSMMUG00000012739,ENSG00000259662,47.1631
ENSMMUG00000012739,ENSG00000239306,47.7688
ENSMMUG00000032315,ENSG00000186844,46.4525
ENSMMUG00000012743,ENSG00000175182,47.4627
ENSMMUG00000012743,ENSG00000260384,48.58
ENSMMUG00000012743,ENSG00000261539,48.6605
ENSMMUG00000011478,ENSG00000172508,48.6541
ENSMMUG00000011478,ENSG00000172830,48.5217
ENSMMUG00000011480,ENSG00000173156,48.7823
ENSMMUG00000011483,ENSG00000186844,47.2329
ENSMMUG00000011485,ENSG00000173621,48.1658
ENSMMUG00000011485,ENSG00000173621,47.6803
ENSMMUG00000010585,ENSG00000175505,48.0859
ENSMMUG00000010585,ENSG00000104825,47.9651
ENSMMUG00000010585,ENSG00000187238,47.9339
ENSMMUG00000012742,ENSG00000261042,47.9941
ENSMMUG00000012742,ENSG00000173621,47.896
ENSMMUG00000012744,ENSG00000175182,48.5406
ENSMMUG00000012746,ENSG00000172508,47.7547
ENSMMUG00000003368,ENSG00000260716,47.26
ENSMMUG00000003372,ENSG00000173621,47.9352
ENSMMUG00000003372,ENSG00000260789,47.9006
ENSMMUG00000003374,ENSG00000261694,48.1279
ENSMMUG00000003375,ENSG00000175182,48.2424
ENSMMUG00000003377,ENSG00000172508,48.4174
ENSMMUG00000003379,ENSG00000173237,48.774
ENSMMUG00000003379,ENSG00000173599,48.3679
ENSMMUG00000003379,ENSG00000175482,47.7002
ENSMMUG00000032314,ENSG00000213953,55.5556
ENSMMUG00000005026,ENSG00000261577,46.8545
ENSMMUG00000000323,ENSG00000257961,47.528
ENSMMUG00000000323,ENSG00000261297,47.6242
ENSMMUG00000000322,ENSG00000143375,49.2667
ENSMMUG00000000322,ENSG00000197956,47.4616
ENSMMUG00000000322,ENSG00000197956,47.5449
ENSMMUG00000000320,ENSG00000261694,47.9056
ENSMMUG00000000319,ENSG00000260716,47.6312
ENSMMUG00000000319,ENSG00000263310,48.0417
ENSMMUG00000005132,ENSG00000175182,48.5342
ENSMMUG00000018703,ENSG00000260383,47.8579
ENSMMUG00000018703,ENSG00000175182,47.6021
ENSMMUG00000018704,ENSG00000260587,50.5363
ENSMMUG00000018704,ENSG00000163157,49.4643
ENSMMUG00000006166,ENSG00000143416,47.9742
ENSMMUG00000006167,ENSG00000261577,47.0732
ENSMMUG00000013667,ENSG00000091140,48.9528
ENSMMUG00000013667,ENSG00000159352,48.4794
ENSMMUG00000013678,ENSG00000261587,49.218
ENSMMUG00000013678,ENSG00000261694,48.6052
ENSMMUG00000013668,ENSG00000173898,48.4241
ENSMMUG00000013668,ENSG00000173898,48.4224
ENSMMUG00000013668,ENSG00000173898,48.9746
ENSMMUG00000013668,ENSG00000224420,48.9247
ENSMMUG00000013668,ENSG00000260220,48.1258
ENSMMUG00000013668,ENSG00000163209,48.3461
ENSMMUG00000005494,ENSG00000175482,48.8263
ENSMMUG00000005494,ENSG00000091137,48.5411
ENSMMUG00000005494,ENSG00000169469,49.3151
ENSMMUG00000005495,ENSG00000261539,48.4876
ENSMMUG00000005498,ENSG00000173020,47.5771
ENSMMUG00000005498,ENSG00000260770,48.1905
ENSMMUG00000005498,ENSG00000238035,48.4196
ENSMMUG00000005498,ENSG00000262972,47.9328
ENSMMUG00000005498,ENSG00000263079,47.6471
ENSMMUG00000005501,ENSG00000260789,47.6695
ENSMMUG00000005501,ENSG00000261042,47.4964
ENSMMUG00000005502,ENSG00000260384,49.5964
ENSMMUG00000005505,ENSG00000258518,48.2793
ENSMMUG00000005507,ENSG00000260383,47.5936
ENSMMUG00000007739,ENSG00000104825,48.7261
ENSMMUG00000009015,ENSG00000143416,48.5615
ENSMMUG00000009015,ENSG00000263079,47.7891
ENSMMUG00000009013,ENSG00000261698,47.5214
ENSMMUG00000009013,ENSG00000261698,47.77
ENSMMUG00000009012,ENSG00000261297,47.4198
ENSMMUG00000009012,ENSG00000261297,47.3304
ENSMMUG00000009012,ENSG00000156931,48.3568
ENSMMUG00000017409,ENSG00000261694,48.3276
ENSMMUG00000017277,ENSG00000260383,47.6654
ENSMMUG00000017277,ENSG00000260383,47.6333
ENSMMUG00000017277,ENSG00000173020,47.5429
ENSMMUG00000017277,ENSG00000260789,47.3939
ENSMMUG00000017277,ENSG00000143367,47.576
ENSMMUG00000017277,ENSG00000261132,47.4124
ENSMMUG00000017277,ENSG00000185962,48.2394
ENSMMUG00000017406,ENSG00000143398,49.6732
ENSMMUG00000017406,ENSG00000143390,48.4962
ENSMMUG00000017405,ENSG00000261539,46.7806
ENSMMUG00000017405,ENSG00000262595,47.4527
ENSMMUG00000015190,ENSG00000090512,49.063
ENSMMUG00000005768,ENSG00000262840,49.1187
ENSMMUG00000005772,ENSG00000260164,48.9614
ENSMMUG00000005772,ENSG00000143458,49.1309
ENSMMUG00000010245,ENSG00000054219,49.4116
ENSMMUG00000010248,ENSG00000189362,48.8889
ENSMMUG00000010248,ENSG00000136527,49.0338
ENSMMUG00000010248,ENSG00000151690,47.8411
ENSMMUG00000013590,ENSG00000261155,47.4255
ENSMMUG00000014781,ENSG00000203782,46.3531
ENSMMUG00000023099,ENSG00000260789,47.8261
ENSMMUG00000010250,ENSG00000143442,52.1739
ENSMMUG00000010251,ENSG00000185962,48.4568
ENSMMUG00000010253,ENSG00000136560,48.5459
ENSMMUG00000015095,ENSG00000113966,49.1565
ENSMMUG00000015096,ENSG00000175482,48.5323
ENSMMUG00000009482,ENSG00000113966,48.1087
ENSMMUG00000009482,ENSG00000128694,48.5224
ENSMMUG00000009476,ENSG00000135454,46.13
ENSMMUG00000032310,ENSG00000262595,46.7662
ENSMMUG00000009481,ENSG00000143889,48.9547
ENSMMUG00000009481,ENSG00000188010,48.5804
ENSMMUG00000007162,ENSG00000260596,47.3364
ENSMMUG00000007154,ENSG00000262355,49.1139
ENSMMUG00000007154,ENSG00000261456,49.009
ENSMMUG00000007154,ENSG00000143536,49.2844
ENSMMUG00000032308,ENSG00000262145,49.4236
ENSMMUG00000001662,ENSG00000198854,48.0648
