macaca_mulatta,pan_troglodytes
ENSMMUG00000023324,ENSPTRG00000019091,48.7486
ENSMMUG00000023324,ENSPTRG00000023331,48.4502
ENSMMUG00000023324,ENSPTRG00000018991,48.3405
ENSMMUG00000032377,ENSPTRG00000040333,51.2987
ENSMMUG00000014606,ENSPTRG00000018982,48.4746
ENSMMUG00000014606,ENSPTRG00000018985,48.7002
ENSMMUG00000021412,ENSPTRG00000019004,48.0529
ENSMMUG00000021412,ENSPTRG00000003383,47.933
ENSMMUG00000021412,ENSPTRG00000013823,48.2543
ENSMMUG00000021413,ENSPTRG00000014572,48.685
ENSMMUG00000021413,ENSPTRG00000019106,48.3333
ENSMMUG00000021413,ENSPTRG00000022495,49.4624
ENSMMUG00000021414,ENSPTRG00000034262,49.6949
ENSMMUG00000021414,ENSPTRG00000003161,49.1429
ENSMMUG00000013146,ENSPTRG00000003140,48.7207
ENSMMUG00000013150,ENSPTRG00000005791,49.3205
ENSMMUG00000013150,ENSPTRG00000000125,49.5228
ENSMMUG00000023172,ENSPTRG00000021842,48.8942
ENSMMUG00000023172,ENSPTRG00000042362,48.2906
ENSMMUG00000012711,ENSPTRG00000005745,48.3537
ENSMMUG00000012711,ENSPTRG00000041011,48.8584
ENSMMUG00000023174,ENSPTRG00000028817,48.7004
ENSMMUG00000003759,ENSPTRG00000007663,47.6621
ENSMMUG00000022293,ENSPTRG00000000082,48.5088
ENSMMUG00000004674,ENSPTRG00000005724,48.7969
ENSMMUG00000004674,ENSPTRG00000021665,42.9386
ENSMMUG00000008207,ENSPTRG00000000182,48.6205
ENSMMUG00000008207,ENSPTRG00000000182,48.9978
ENSMMUG00000008207,ENSPTRG00000041322,49.6944
ENSMMUG00000008207,ENSPTRG00000021781,48.7692
ENSMMUG00000008206,ENSPTRG00000040297,49.1379
ENSMMUG00000005632,ENSPTRG00000020072,48.8668
ENSMMUG00000007185,ENSPTRG00000007713,48.4477
ENSMMUG00000007185,ENSPTRG00000007713,48.527
ENSMMUG00000007186,ENSPTRG00000028731,49.3151
ENSMMUG00000007189,ENSPTRG00000003229,49.151
ENSMMUG00000016981,ENSPTRG00000019120,48.7346
ENSMMUG00000016981,ENSPTRG00000021821,48.3636
ENSMMUG00000007190,ENSPTRG00000042310,49.2299
ENSMMUG00000007190,ENSPTRG00000013791,48.9984
ENSMMUG00000007190,ENSPTRG00000020011,49.3851
ENSMMUG00000007190,ENSPTRG00000021674,49.2816
ENSMMUG00000007190,ENSPTRG00000041924,49.2994
ENSMMUG00000007205,ENSPTRG00000031311,49.144
ENSMMUG00000007205,ENSPTRG00000000051,49.0718
ENSMMUG00000007205,ENSPTRG00000007594,49.3509
ENSMMUG00000007218,ENSPTRG00000028850,49.4759
ENSMMUG00000007235,ENSPTRG00000003314,49.456
ENSMMUG00000007219,ENSPTRG00000007595,48.8055
ENSMMUG00000019167,ENSPTRG00000023452,48.8021
ENSMMUG00000019168,ENSPTRG00000040333,54.0741
ENSMMUG00000032375,ENSPTRG00000021728,49
ENSMMUG00000032374,ENSPTRG00000021649,48.0198
ENSMMUG00000032373,ENSPTRG00000021649,48.1848
ENSMMUG00000032372,ENSPTRG00000021728,48.3333
ENSMMUG00000009529,ENSPTRG00000042089,48.01
ENSMMUG00000013199,ENSPTRG00000016932,49.2204
ENSMMUG00000013204,ENSPTRG00000021813,48.5641
ENSMMUG00000013204,ENSPTRG00000005861,48.4357
ENSMMUG00000013204,ENSPTRG00000000282,49.7354
ENSMMUG00000004187,ENSPTRG00000031314,47.5524
ENSMMUG00000004188,ENSPTRG00000013790,48.5589
ENSMMUG00000004188,ENSPTRG00000017069,48.6062
ENSMMUG00000032370,ENSPTRG00000034369,48.4594
ENSMMUG00000022822,ENSPTRG00000013868,49.8248
ENSMMUG00000022822,ENSPTRG00000003184,48.8213
ENSMMUG00000023423,ENSPTRG00000000027,49.2168
ENSMMUG00000023423,ENSPTRG00000040525,48.3726
ENSMMUG00000023424,ENSPTRG00000041011,50.2415
ENSMMUG00000001307,ENSPTRG00000004576,48.4044
ENSMMUG00000016666,ENSPTRG00000041924,48.8614
ENSMMUG00000016666,ENSPTRG00000014134,48.6045
ENSMMUG00000018763,ENSPTRG00000019956,49.3554
ENSMMUG00000032367,ENSPTRG00000040289,49.6124
ENSMMUG00000015308,ENSPTRG00000020086,49.6021
ENSMMUG00000015312,ENSPTRG00000003212,48.9579
ENSMMUG00000015312,ENSPTRG00000020011,49.3113
ENSMMUG00000032366,ENSPTRG00000021649,48.5149
ENSMMUG00000010421,ENSPTRG00000017066,49
ENSMMUG00000010423,ENSPTRG00000004557,48.9198
ENSMMUG00000010424,ENSPTRG00000005795,45.3695
ENSMMUG00000012542,ENSPTRG00000021771,48.8203
ENSMMUG00000000903,ENSPTRG00000004550,49.5244
ENSMMUG00000000903,ENSPTRG00000028728,49.2255
ENSMMUG00000007688,ENSPTRG00000018970,49.6111
ENSMMUG00000007688,ENSPTRG00000005773,49.4773
ENSMMUG00000032365,ENSPTRG00000000124,48.1953
ENSMMUG00000032365,ENSPTRG00000000124,49.4624
ENSMMUG00000009336,ENSPTRG00000041209,49.6795
ENSMMUG00000000856,ENSPTRG00000014080,47.8947
ENSMMUG00000009607,ENSPTRG00000013790,48.5125
ENSMMUG00000009607,ENSPTRG00000003385,49.3469
ENSMMUG00000022224,ENSPTRG00000017066,48.7842
ENSMMUG00000017323,ENSPTRG00000017079,48.1222
ENSMMUG00000017323,ENSPTRG00000016936,48.3914
ENSMMUG00000007515,ENSPTRG00000040452,48.317
ENSMMUG00000006377,ENSPTRG00000019931,48.8267
ENSMMUG00000006377,ENSPTRG00000019931,48.8456
ENSMMUG00000006378,ENSPTRG00000034154,48.3926
ENSMMUG00000019688,ENSPTRG00000028810,47.698
ENSMMUG00000023420,ENSPTRG00000019120,49.5684
ENSMMUG00000020849,ENSPTRG00000021710,48.1038
ENSMMUG00000020850,ENSPTRG00000019956,48.7273
ENSMMUG00000032363,ENSPTRG00000040862,47.3684
ENSMMUG00000017109,ENSPTRG00000016687,48.7356
ENSMMUG00000002293,ENSPTRG00000014632,48.8313
ENSMMUG00000011497,ENSPTRG00000016744,48.5444
ENSMMUG00000011497,ENSPTRG00000016744,48.5909
ENSMMUG00000011497,ENSPTRG00000017028,48.644
ENSMMUG00000011497,ENSPTRG00000018919,48.6352
ENSMMUG00000011498,ENSPTRG00000005713,48.4265
ENSMMUG00000011498,ENSPTRG00000005713,48.4277
ENSMMUG00000011498,ENSPTRG00000005713,48.4171
ENSMMUG00000011498,ENSPTRG00000042501,48.7859
ENSMMUG00000011498,ENSPTRG00000022471,48.7306
ENSMMUG00000011507,ENSPTRG00000021686,49.1901
ENSMMUG00000017574,ENSPTRG00000000053,49.3157
ENSMMUG00000032361,ENSPTRG00000000124,49.5017
ENSMMUG00000016431,ENSPTRG00000014094,48.4507
ENSMMUG00000016431,ENSPTRG00000028304,48.7294
ENSMMUG00000019534,ENSPTRG00000018858,47.8723
ENSMMUG00000019533,ENSPTRG00000007696,49.2846
ENSMMUG00000022448,ENSPTRG00000021649,49.345
ENSMMUG00000014466,ENSPTRG00000000115,49.0436
ENSMMUG00000014467,ENSPTRG00000034312,49.0617
ENSMMUG00000000585,ENSPTRG00000042089,48.1221
ENSMMUG00000020282,ENSPTRG00000016687,49.4024
ENSMMUG00000022663,ENSPTRG00000021741,48.6593
ENSMMUG00000022665,ENSPTRG00000016706,47.9638
ENSMMUG00000022667,ENSPTRG00000005745,49.0683
ENSMMUG00000022667,ENSPTRG00000005745,48.865
ENSMMUG00000022670,ENSPTRG00000018991,49.1979
ENSMMUG00000022670,ENSPTRG00000019931,48.9251
ENSMMUG00000017669,ENSPTRG00000014066,48.628
ENSMMUG00000017669,ENSPTRG00000014066,48.3133
ENSMMUG00000017669,ENSPTRG00000032586,48.6719
ENSMMUG00000017669,ENSPTRG00000019080,48.4218
ENSMMUG00000017669,ENSPTRG00000014066,47.3812
ENSMMUG00000010476,ENSPTRG00000003184,46.881
ENSMMUG00000018391,ENSPTRG00000019961,47.5676
ENSMMUG00000020222,ENSPTRG00000016925,48.3789
ENSMMUG00000020222,ENSPTRG00000016925,48.3733
ENSMMUG00000020223,ENSPTRG00000040367,48.6957
ENSMMUG00000032359,ENSPTRG00000019961,48.7465
ENSMMUG00000012384,ENSPTRG00000021674,48.892
ENSMMUG00000012384,ENSPTRG00000021728,49.2857
ENSMMUG00000012384,ENSPTRG00000021728,49.0338
ENSMMUG00000012382,ENSPTRG00000021668,48.7699
ENSMMUG00000032358,ENSPTRG00000032585,46.4539
ENSMMUG00000013600,ENSPTRG00000020081,48.0795
ENSMMUG00000032357,ENSPTRG00000003161,47.8873
ENSMMUG00000032357,ENSPTRG00000014062,48.3607
ENSMMUG00000004262,ENSPTRG00000021649,48.583
ENSMMUG00000011079,ENSPTRG00000040529,48.1283
ENSMMUG00000011076,ENSPTRG00000017069,48.2977
ENSMMUG00000011074,ENSPTRG00000014572,49.0219
ENSMMUG00000011074,ENSPTRG00000014572,49.0516
ENSMMUG00000000705,ENSPTRG00000042084,48.5102
ENSMMUG00000001484,ENSPTRG00000003229,48.9482
ENSMMUG00000001484,ENSPTRG00000021673,48.1829
ENSMMUG00000001484,ENSPTRG00000017066,48.5821
ENSMMUG00000009037,ENSPTRG00000013803,48.9375
ENSMMUG00000009037,ENSPTRG00000009893,47.9437
ENSMMUG00000009043,ENSPTRG00000018954,48.4816
ENSMMUG00000023574,ENSPTRG00000005745,48.1893
ENSMMUG00000023574,ENSPTRG00000019057,48.1233
ENSMMUG00000012619,ENSPTRG00000018858,47.4453
ENSMMUG00000000810,ENSPTRG00000034369,46.1538
ENSMMUG00000009054,ENSPTRG00000013825,45.2282
ENSMMUG00000009054,ENSPTRG00000013825,44.9534
ENSMMUG00000009054,ENSPTRG00000039819,48.374
ENSMMUG00000003745,ENSPTRG00000017054,49.6425
ENSMMUG00000003745,ENSPTRG00000023210,48.8933
ENSMMUG00000003745,ENSPTRG00000023210,49.1346
ENSMMUG00000032355,ENSPTRG00000014145,49.6732
ENSMMUG00000032354,ENSPTRG00000013903,48.9051
ENSMMUG00000032353,ENSPTRG00000021728,48.3461
ENSMMUG00000032352,ENSPTRG00000013903,49.1039
ENSMMUG00000005825,ENSPTRG00000042089,50.3876
ENSMMUG00000007585,ENSPTRG00000005789,48.3311
ENSMMUG00000007585,ENSPTRG00000000124,48.5577
ENSMMUG00000007585,ENSPTRG00000005743,49.2683
ENSMMUG00000007587,ENSPTRG00000022487,49.3195
ENSMMUG00000032350,ENSPTRG00000021804,47.561
ENSMMUG00000015706,ENSPTRG00000003126,46.1207
ENSMMUG00000017464,ENSPTRG00000004015,49.0524
ENSMMUG00000017273,ENSPTRG00000028731,48.0744
ENSMMUG00000008818,ENSPTRG00000014565,49.0047
ENSMMUG00000008818,ENSPTRG00000014565,49.0252
ENSMMUG00000008818,ENSPTRG00000014565,48.9211
ENSMMUG00000008818,ENSPTRG00000018950,48.999
ENSMMUG00000008825,ENSPTRG00000003342,49.409
ENSMMUG00000008825,ENSPTRG00000031451,50
ENSMMUG00000008825,ENSPTRG00000021708,49.647
ENSMMUG00000002548,ENSPTRG00000031451,49.5935
ENSMMUG00000002548,ENSPTRG00000007626,47.4359
ENSMMUG00000011474,ENSPTRG00000003291,48
ENSMMUG00000020695,ENSPTRG00000014072,48.3378
ENSMMUG00000020699,ENSPTRG00000004518,49.5307
ENSMMUG00000020699,ENSPTRG00000028774,49.1319
ENSMMUG00000032346,ENSPTRG00000019073,49.1944
ENSMMUG00000020700,ENSPTRG00000003351,48.121
ENSMMUG00000020700,ENSPTRG00000019937,49.1503
ENSMMUG00000008781,ENSPTRG00000007549,48.9077
ENSMMUG00000008781,ENSPTRG00000000152,48.5414
ENSMMUG00000008781,ENSPTRG00000003118,48.4685
ENSMMUG00000008785,ENSPTRG00000003118,48.1256
ENSMMUG00000004954,ENSPTRG00000014632,48.9037
ENSMMUG00000004954,ENSPTRG00000016898,48.412
ENSMMUG00000004954,ENSPTRG00000003400,49.2277
ENSMMUG00000004960,ENSPTRG00000005722,47.812
ENSMMUG00000015609,ENSPTRG00000003194,48.7784
ENSMMUG00000015609,ENSPTRG00000009893,48.3004
ENSMMUG00000008386,ENSPTRG00000005845,47.5806
ENSMMUG00000008386,ENSPTRG00000005845,37.2881
ENSMMUG00000008388,ENSPTRG00000004015,48.5119
ENSMMUG00000008389,ENSPTRG00000021919,49.6398
ENSMMUG00000008389,ENSPTRG00000021668,49.7591
ENSMMUG00000008391,ENSPTRG00000021717,48.5857
ENSMMUG00000032345,ENSPTRG00000028321,48.9837
ENSMMUG00000013162,ENSPTRG00000003259,49.1393
ENSMMUG00000013162,ENSPTRG00000016936,48.8219
ENSMMUG00000011154,ENSPTRG00000000288,49.2707
ENSMMUG00000011154,ENSPTRG00000000200,48.9021
ENSMMUG00000011152,ENSPTRG00000007711,49.3202
ENSMMUG00000011152,ENSPTRG00000000241,49.1744
ENSMMUG00000013213,ENSPTRG00000028763,50.4662
ENSMMUG00000032342,ENSPTRG00000000124,48.9035
ENSMMUG00000003475,ENSPTRG00000021833,49.0725
ENSMMUG00000003475,ENSPTRG00000039529,48.5366
ENSMMUG00000003475,ENSPTRG00000039529,48.7179
ENSMMUG00000003475,ENSPTRG00000040529,49.6042
ENSMMUG00000003475,ENSPTRG00000028812,48.5095
ENSMMUG00000003479,ENSPTRG00000019931,49.0533
ENSMMUG00000003479,ENSPTRG00000009893,49.1076
ENSMMUG00000016588,ENSPTRG00000003350,48.7622
ENSMMUG00000003071,ENSPTRG00000021771,49.265
ENSMMUG00000003071,ENSPTRG00000018979,48.7615
ENSMMUG00000003071,ENSPTRG00000016977,48.3557
ENSMMUG00000003071,ENSPTRG00000017086,48.913
ENSMMUG00000003071,ENSPTRG00000020068,49.0196
ENSMMUG00000004198,ENSPTRG00000000017,47.619
ENSMMUG00000004198,ENSPTRG00000014568,48.6415
ENSMMUG00000013390,ENSPTRG00000005770,48.7263
ENSMMUG00000017335,ENSPTRG00000005845,48.3709
ENSMMUG00000003456,ENSPTRG00000028666,48.5444
ENSMMUG00000009622,ENSPTRG00000013823,48.9659
ENSMMUG00000009622,ENSPTRG00000030824,48.5944
ENSMMUG00000032341,ENSPTRG00000034337,48.2618
ENSMMUG00000005872,ENSPTRG00000019963,50.0864
ENSMMUG00000032340,ENSPTRG00000039081,49.6815
ENSMMUG00000007997,ENSPTRG00000009858,48.63
ENSMMUG00000008303,ENSPTRG00000016929,47.9835
ENSMMUG00000023040,ENSPTRG00000021637,49.8408
ENSMMUG00000023039,ENSPTRG00000023556,48.7544
ENSMMUG00000023039,ENSPTRG00000003245,48.3286
ENSMMUG00000016948,ENSPTRG00000005734,48.9712
ENSMMUG00000016948,ENSPTRG00000003217,49.5025
ENSMMUG00000016948,ENSPTRG00000000125,49.1503
ENSMMUG00000006724,ENSPTRG00000000124,48.9933
ENSMMUG00000022505,ENSPTRG00000028810,50.0775
ENSMMUG00000022505,ENSPTRG00000031040,49.7917
ENSMMUG00000007761,ENSPTRG00000031254,49.4624
ENSMMUG00000021258,ENSPTRG00000000085,46.5686
ENSMMUG00000022138,ENSPTRG00000007626,47.7778
ENSMMUG00000022140,ENSPTRG00000033843,48.1702
ENSMMUG00000022137,ENSPTRG00000042298,49.4152
ENSMMUG00000032338,ENSPTRG00000041491,45.1477
ENSMMUG00000032337,ENSPTRG00000013809,48.8487
ENSMMUG00000032336,ENSPTRG00000028794,48.7864
ENSMMUG00000018714,ENSPTRG00000022785,49.1228
ENSMMUG00000018715,ENSPTRG00000018927,49.3082
ENSMMUG00000018717,ENSPTRG00000019931,47.2672
ENSMMUG00000018717,ENSPTRG00000019931,48.0573
ENSMMUG00000018717,ENSPTRG00000021842,46.8044
ENSMMUG00000018717,ENSPTRG00000041924,46.4817
ENSMMUG00000018717,ENSPTRG00000021842,45.8946
ENSMMUG00000018717,ENSPTRG00000021842,46.073
ENSMMUG00000018717,ENSPTRG00000021829,45.8949
ENSMMUG00000008108,ENSPTRG00000021829,45.3608
ENSMMUG00000008108,ENSPTRG00000039826,46.3542
ENSMMUG00000032334,ENSPTRG00000032577,48.3333
ENSMMUG00000017881,ENSPTRG00000018982,48.8102
ENSMMUG00000017881,ENSPTRG00000023331,49.2638
ENSMMUG00000017881,ENSPTRG00000005728,48.5876
ENSMMUG00000017882,ENSPTRG00000003232,49.4515
ENSMMUG00000017883,ENSPTRG00000019963,48.4848
ENSMMUG00000021984,ENSPTRG00000013817,49.1054
ENSMMUG00000021984,ENSPTRG00000031254,48.3245
ENSMMUG00000021984,ENSPTRG00000021649,49.1525
ENSMMUG00000002706,ENSPTRG00000018985,48.9463
ENSMMUG00000011271,ENSPTRG00000016941,48.9075
ENSMMUG00000011271,ENSPTRG00000022519,48.8578
ENSMMUG00000000295,ENSPTRG00000028742,49.6063
ENSMMUG00000007924,ENSPTRG00000041256,48.046
ENSMMUG00000007922,ENSPTRG00000017023,48.8392
ENSMMUG00000007922,ENSPTRG00000017023,48.9435
ENSMMUG00000007922,ENSPTRG00000016931,49.096
ENSMMUG00000007922,ENSPTRG00000021781,49.2882
ENSMMUG00000007922,ENSPTRG00000021682,48.89
ENSMMUG00000000297,ENSPTRG00000005679,49.1203
ENSMMUG00000000297,ENSPTRG00000016936,49.3485
ENSMMUG00000032333,ENSPTRG00000016939,48.7022
ENSMMUG00000032333,ENSPTRG00000021771,48.5779
ENSMMUG00000000298,ENSPTRG00000003249,49.287
ENSMMUG00000006449,ENSPTRG00000028728,48.8316
ENSMMUG00000006450,ENSPTRG00000016925,48.7386
ENSMMUG00000006451,ENSPTRG00000042326,48.1542
ENSMMUG00000013773,ENSPTRG00000021687,50.1088
ENSMMUG00000013773,ENSPTRG00000022495,49.4424
ENSMMUG00000013768,ENSPTRG00000018919,48.7973
ENSMMUG00000015067,ENSPTRG00000000100,49.2683
ENSMMUG00000032331,ENSPTRG00000019006,49.4415
ENSMMUG00000005605,ENSPTRG00000003126,48.2714
ENSMMUG00000002023,ENSPTRG00000003184,47.046
ENSMMUG00000002023,ENSPTRG00000003184,47.3233
ENSMMUG00000032330,ENSPTRG00000014080,47.8599
ENSMMUG00000021348,ENSPTRG00000014151,49.0196
ENSMMUG00000021348,ENSPTRG00000013876,48.7578
ENSMMUG00000021348,ENSPTRG00000013876,48.9028
ENSMMUG00000021348,ENSPTRG00000013876,48.8058
ENSMMUG00000012484,ENSPTRG00000017039,48.7128
ENSMMUG00000012484,ENSPTRG00000005696,48.5868
ENSMMUG00000020064,ENSPTRG00000017054,48.7179
ENSMMUG00000020064,ENSPTRG00000016929,48.7421
ENSMMUG00000020066,ENSPTRG00000009829,48.3333
ENSMMUG00000020066,ENSPTRG00000022683,48.0062
ENSMMUG00000020066,ENSPTRG00000013916,48.1403
ENSMMUG00000007234,ENSPTRG00000020086,48.6183
ENSMMUG00000007234,ENSPTRG00000040740,48.5683
ENSMMUG00000007234,ENSPTRG00000005873,48.5437
ENSMMUG00000007234,ENSPTRG00000005873,48.6566
ENSMMUG00000007234,ENSPTRG00000005873,48.422
ENSMMUG00000015881,ENSPTRG00000016706,47.956
ENSMMUG00000011355,ENSPTRG00000034312,48.6188
ENSMMUG00000013179,ENSPTRG00000007557,45.9359
ENSMMUG00000021739,ENSPTRG00000021649,48.7903
ENSMMUG00000021739,ENSPTRG00000021649,48.8201
ENSMMUG00000001001,ENSPTRG00000016687,49.354
ENSMMUG00000001001,ENSPTRG00000029512,48.1236
ENSMMUG00000000678,ENSPTRG00000003184,47.6156
ENSMMUG00000001093,ENSPTRG00000039292,47.037
ENSMMUG00000032328,ENSPTRG00000007644,49.1507
ENSMMUG00000032328,ENSPTRG00000021853,49.37
ENSMMUG00000032328,ENSPTRG00000040148,48.5251
ENSMMUG00000032327,ENSPTRG00000021620,48.3254
ENSMMUG00000020833,ENSPTRG00000040148,49.0999
ENSMMUG00000020833,ENSPTRG00000007528,49.3949
ENSMMUG00000020833,ENSPTRG00000040561,49.2473
ENSMMUG00000016642,ENSPTRG00000021781,41.5424
ENSMMUG00000004438,ENSPTRG00000039819,49.3671
ENSMMUG00000001114,ENSPTRG00000005728,49.0725
ENSMMUG00000001114,ENSPTRG00000021699,48.9865
ENSMMUG00000001114,ENSPTRG00000000124,48.3871
ENSMMUG00000015386,ENSPTRG00000016720,48.7987
ENSMMUG00000015386,ENSPTRG00000005693,49.2372
ENSMMUG00000032326,ENSPTRG00000038816,48.1481
ENSMMUG00000018027,ENSPTRG00000021649,48.0974
ENSMMUG00000018026,ENSPTRG00000041256,49.0196
ENSMMUG00000009719,ENSPTRG00000038838,49.5871
ENSMMUG00000015814,ENSPTRG00000003351,49.0319
ENSMMUG00000015814,ENSPTRG00000039663,49.0818
ENSMMUG00000015814,ENSPTRG00000013870,48.7421
ENSMMUG00000005795,ENSPTRG00000021657,48.5714
ENSMMUG00000015571,ENSPTRG00000007683,49.8457
ENSMMUG00000000466,ENSPTRG00000005680,49.3255
ENSMMUG00000000466,ENSPTRG00000023284,49.1493
ENSMMUG00000000671,ENSPTRG00000005684,48.9734
ENSMMUG00000000671,ENSPTRG00000028788,48.8266
ENSMMUG00000000671,ENSPTRG00000014136,48.7062
ENSMMUG00000000673,ENSPTRG00000038982,48.8372
ENSMMUG00000007059,ENSPTRG00000021781,41.657
ENSMMUG00000002887,ENSPTRG00000003118,48.8185
ENSMMUG00000002888,ENSPTRG00000016682,49.3243
ENSMMUG00000017439,ENSPTRG00000021781,42.3691
ENSMMUG00000032323,ENSPTRG00000021781,38.2124
ENSMMUG00000009032,ENSPTRG00000021804,48.3688
ENSMMUG00000006801,ENSPTRG00000009856,48.7179
ENSMMUG00000006801,ENSPTRG00000019045,48.6772
ENSMMUG00000032322,ENSPTRG00000041444,48.4718
ENSMMUG00000022263,ENSPTRG00000000017,47.5877
ENSMMUG00000032321,ENSPTRG00000034133,47.7072
ENSMMUG00000022371,ENSPTRG00000021706,49.034
ENSMMUG00000022371,ENSPTRG00000021706,49.0323
ENSMMUG00000016607,ENSPTRG00000039663,49.0771
ENSMMUG00000016610,ENSPTRG00000003184,48.9166
ENSMMUG00000016610,ENSPTRG00000007618,48.8757
ENSMMUG00000016610,ENSPTRG00000028810,49.1256
ENSMMUG00000004633,ENSPTRG00000022504,48.6486
ENSMMUG00000004633,ENSPTRG00000005734,49.3116
ENSMMUG00000001620,ENSPTRG00000003140,47.9039
ENSMMUG00000001620,ENSPTRG00000004540,47.6882
ENSMMUG00000003778,ENSPTRG00000040148,48.9214
ENSMMUG00000009034,ENSPTRG00000016880,48.4793
ENSMMUG00000022771,ENSPTRG00000021768,48.6807
ENSMMUG00000016929,ENSPTRG00000003184,49.1525
ENSMMUG00000016929,ENSPTRG00000039924,48.731
ENSMMUG00000016930,ENSPTRG00000000207,48.8007
ENSMMUG00000016932,ENSPTRG00000018984,49.1443
ENSMMUG00000004562,ENSPTRG00000021781,40.707
ENSMMUG00000010936,ENSPTRG00000003299,49.3486
ENSMMUG00000010936,ENSPTRG00000028736,49.4922
ENSMMUG00000032319,ENSPTRG00000016687,49.0885
ENSMMUG00000006961,ENSPTRG00000003238,49.0771
ENSMMUG00000001540,ENSPTRG00000019073,49.1979
ENSMMUG00000021679,ENSPTRG00000023374,47.3974
ENSMMUG00000021679,ENSPTRG00000003172,48.866
ENSMMUG00000032318,ENSPTRG00000007582,48.3598
ENSMMUG00000023695,ENSPTRG00000031433,48.3015
ENSMMUG00000023693,ENSPTRG00000016706,49.1554
ENSMMUG00000023693,ENSPTRG00000019432,49.1706
ENSMMUG00000032317,ENSPTRG00000007582,48.3598
ENSMMUG00000032316,ENSPTRG00000021781,41.9941
ENSMMUG00000032316,ENSPTRG00000021781,41.7207
ENSMMUG00000032316,ENSPTRG00000021781,45.7788
ENSMMUG00000032316,ENSPTRG00000021781,45.9964
ENSMMUG00000032316,ENSPTRG00000034342,44.4551
ENSMMUG00000020743,ENSPTRG00000017066,47.8102
ENSMMUG00000020743,ENSPTRG00000018954,48.8528
ENSMMUG00000013176,ENSPTRG00000000224,49.1339
ENSMMUG00000013176,ENSPTRG00000003184,48.631
ENSMMUG00000015264,ENSPTRG00000014117,47.7064
ENSMMUG00000018469,ENSPTRG00000034234,49.1979
ENSMMUG00000018469,ENSPTRG00000007681,48.6636
ENSMMUG00000010897,ENSPTRG00000007681,49.1306
ENSMMUG00000023697,ENSPTRG00000021763,40.3406
ENSMMUG00000023700,ENSPTRG00000031492,48.8789
ENSMMUG00000013386,ENSPTRG00000003194,48.6104
ENSMMUG00000012738,ENSPTRG00000007686,41.1616
ENSMMUG00000012738,ENSPTRG00000007686,42.1622
ENSMMUG00000012739,ENSPTRG00000007610,47.5243
ENSMMUG00000012739,ENSPTRG00000003121,46.8558
ENSMMUG00000012739,ENSPTRG00000003154,46.8955
ENSMMUG00000012739,ENSPTRG00000039445,45.9811
ENSMMUG00000012739,ENSPTRG00000007672,47.6673
ENSMMUG00000032315,ENSPTRG00000039445,46.8541
ENSMMUG00000012743,ENSPTRG00000000017,47.0448
ENSMMUG00000012743,ENSPTRG00000014066,47.9776
ENSMMUG00000012743,ENSPTRG00000031492,48.1247
ENSMMUG00000011478,ENSPTRG00000014620,36.0538
ENSMMUG00000011478,ENSPTRG00000014620,37.1594
ENSMMUG00000011480,ENSPTRG00000007607,48.0213
ENSMMUG00000011483,ENSPTRG00000016687,48.2625
ENSMMUG00000011485,ENSPTRG00000003154,47.6894
ENSMMUG00000011485,ENSPTRG00000003118,47.5884
ENSMMUG00000010585,ENSPTRG00000000207,46.9655
ENSMMUG00000010585,ENSPTRG00000000207,47.1899
ENSMMUG00000010585,ENSPTRG00000014062,48.7603
ENSMMUG00000012742,ENSPTRG00000004506,46.6243
ENSMMUG00000012742,ENSPTRG00000014622,46.6194
ENSMMUG00000012744,ENSPTRG00000003184,48.1599
ENSMMUG00000012746,ENSPTRG00000000024,47.5082
ENSMMUG00000003368,ENSPTRG00000007549,47.103
ENSMMUG00000003372,ENSPTRG00000003154,47.3079
ENSMMUG00000003372,ENSPTRG00000000017,47.2928
ENSMMUG00000003374,ENSPTRG00000034133,48.0365
ENSMMUG00000003375,ENSPTRG00000028773,47.8788
ENSMMUG00000003377,ENSPTRG00000003107,48.104
ENSMMUG00000003379,ENSPTRG00000003184,47.9125
ENSMMUG00000003379,ENSPTRG00000007645,48.0812
ENSMMUG00000003379,ENSPTRG00000007548,47.5298
ENSMMUG00000032314,ENSPTRG00000032576,45.8333
ENSMMUG00000005026,ENSPTRG00000000207,45.5399
ENSMMUG00000000323,ENSPTRG00000018855,46.737
ENSMMUG00000000323,ENSPTRG00000018855,46.6238
ENSMMUG00000000322,ENSPTRG00000003184,47.3333
ENSMMUG00000000322,ENSPTRG00000003161,47.9339
ENSMMUG00000000322,ENSPTRG00000003161,47.6647
ENSMMUG00000000320,ENSPTRG00000000040,47.6009
ENSMMUG00000000319,ENSPTRG00000007588,47.9956
ENSMMUG00000000319,ENSPTRG00000007645,47.3542
ENSMMUG00000005132,ENSPTRG00000003184,47.557
ENSMMUG00000018703,ENSPTRG00000031045,46.813
ENSMMUG00000018703,ENSPTRG00000007555,46.8324
ENSMMUG00000018704,ENSPTRG00000004566,50.123
ENSMMUG00000018704,ENSPTRG00000003123,49.2857
ENSMMUG00000006166,ENSPTRG00000034540,48.7109
ENSMMUG00000006167,ENSPTRG00000042326,48.1301
ENSMMUG00000013667,ENSPTRG00000014072,48.9938
ENSMMUG00000013667,ENSPTRG00000007609,48.1216
ENSMMUG00000013678,ENSPTRG00000000207,48.2061
ENSMMUG00000013678,ENSPTRG00000007528,48.8197
ENSMMUG00000013668,ENSPTRG00000000238,47.4701
ENSMMUG00000013668,ENSPTRG00000000238,47.5072
