macaca_mulatta,pongo_abelii
ENSMMUG00000003266,ENSPPYG00000020601,17.1193
ENSMMUG00000023324,ENSPPYG00000019455,48.7112
ENSMMUG00000023324,ENSPPYG00000020302,48.5318
ENSMMUG00000023324,ENSPPYG00000017530,48.4672
ENSMMUG00000032377,ENSPPYG00000018302,35.7143
ENSMMUG00000014606,ENSPPYG00000020603,3.12907
ENSMMUG00000014606,ENSPPYG00000020603,11.9295
ENSMMUG00000021412,ENSPPYG00000017933,47.7883
ENSMMUG00000021412,ENSPPYG00000018373,48.1468
ENSMMUG00000021412,ENSPPYG00000020900,48.3064
ENSMMUG00000021413,ENSPPYG00000017814,48.6278
ENSMMUG00000021413,ENSPPYG00000018385,47.1569
ENSMMUG00000021413,ENSPPYG00000020128,48.2335
ENSMMUG00000021414,ENSPPYG00000020226,49.2589
ENSMMUG00000021414,ENSPPYG00000020713,49.3714
ENSMMUG00000013146,ENSPPYG00000018191,49.0405
ENSMMUG00000013150,ENSPPYG00000019149,49.3205
ENSMMUG00000013150,ENSPPYG00000018831,49.5228
ENSMMUG00000023172,ENSPPYG00000020609,2.68978
ENSMMUG00000023172,ENSPPYG00000020609,31.0897
ENSMMUG00000012711,ENSPPYG00000019137,48.4756
ENSMMUG00000012711,ENSPPYG00000019215,49.3151
ENSMMUG00000023174,ENSPPYG00000020611,15.3215
ENSMMUG00000003759,ENSPPYG00000020823,47.0588
ENSMMUG00000022293,ENSPPYG00000018973,48.4074
ENSMMUG00000004674,ENSPPYG00000018587,49.0375
ENSMMUG00000004674,ENSPPYG00000017756,47.8151
ENSMMUG00000008207,ENSPPYG00000020613,16.5536
ENSMMUG00000008207,ENSPPYG00000020613,17.7728
ENSMMUG00000008207,ENSPPYG00000020613,21.5159
ENSMMUG00000008207,ENSPPYG00000020613,2.66667
ENSMMUG00000008206,ENSPPYG00000017575,45.6897
ENSMMUG00000005632,ENSPPYG00000020615,23.4384
ENSMMUG00000007185,ENSPPYG00000019694,48.6928
ENSMMUG00000007185,ENSPPYG00000019694,48.6088
ENSMMUG00000007186,ENSPPYG00000020304,49.1629
ENSMMUG00000007189,ENSPPYG00000020617,6.88114
ENSMMUG00000016981,ENSPPYG00000019137,48.475
ENSMMUG00000016981,ENSPPYG00000019247,48.0727
ENSMMUG00000007190,ENSPPYG00000020619,29.2629
ENSMMUG00000007190,ENSPPYG00000020619,12.4599
ENSMMUG00000007190,ENSPPYG00000020256,48.6282
ENSMMUG00000007190,ENSPPYG00000020505,49.1379
ENSMMUG00000007190,ENSPPYG00000020619,48.4713
ENSMMUG00000007205,ENSPPYG00000018413,49.0655
ENSMMUG00000007205,ENSPPYG00000018967,48.9317
ENSMMUG00000007205,ENSPPYG00000019736,49.3509
ENSMMUG00000007218,ENSPPYG00000020621,6.7086
ENSMMUG00000007235,ENSPPYG00000017905,49.8677
ENSMMUG00000007219,ENSPPYG00000018981,48.9761
ENSMMUG00000019167,ENSPPYG00000020623,14.8181
ENSMMUG00000019168,ENSPPYG00000017553,48.1481
ENSMMUG00000032375,ENSPPYG00000017810,48.6667
ENSMMUG00000032374,ENSPPYG00000020737,47.6898
ENSMMUG00000032373,ENSPPYG00000020737,47.3597
ENSMMUG00000032372,ENSPPYG00000020346,48.6667
ENSMMUG00000009529,ENSPPYG00000017575,43.7811
ENSMMUG00000013199,ENSPPYG00000019083,47.1237
ENSMMUG00000013204,ENSPPYG00000020625,10.8444
ENSMMUG00000013204,ENSPPYG00000020625,7.57049
ENSMMUG00000013204,ENSPPYG00000017915,49.7354
ENSMMUG00000004187,ENSPPYG00000019676,45.9207
ENSMMUG00000004188,ENSPPYG00000020627,4.32331
ENSMMUG00000004188,ENSPPYG00000020627,2.89077
ENSMMUG00000032370,ENSPPYG00000020346,47.8992
ENSMMUG00000022822,ENSPPYG00000019680,49.8248
ENSMMUG00000022822,ENSPPYG00000018159,48.5171
ENSMMUG00000023423,ENSPPYG00000020629,47.9802
ENSMMUG00000023423,ENSPPYG00000020629,33.4456
ENSMMUG00000023424,ENSPPYG00000020937,47.8261
ENSMMUG00000001307,ENSPPYG00000020631,23.0078
ENSMMUG00000016666,ENSPPYG00000019247,48.5361
ENSMMUG00000016666,ENSPPYG00000019247,47.7876
ENSMMUG00000018763,ENSPPYG00000019003,48.4346
ENSMMUG00000032367,ENSPPYG00000018225,39.5349
ENSMMUG00000015308,ENSPPYG00000018481,48.8948
ENSMMUG00000015312,ENSPPYG00000020481,49.2239
ENSMMUG00000015312,ENSPPYG00000019299,48.8522
ENSMMUG00000032366,ENSPPYG00000020737,47.1947
ENSMMUG00000010421,ENSPPYG00000019247,46.7692
ENSMMUG00000010423,ENSPPYG00000020902,48.3539
ENSMMUG00000010424,ENSPPYG00000017867,49.71
ENSMMUG00000012542,ENSPPYG00000017849,49.147
ENSMMUG00000000903,ENSPPYG00000020641,46.6706
ENSMMUG00000000903,ENSPPYG00000020641,23.7522
ENSMMUG00000007688,ENSPPYG00000020456,49.2756
ENSMMUG00000007688,ENSPPYG00000019610,49.5346
ENSMMUG00000032365,ENSPPYG00000017690,42.6752
ENSMMUG00000032365,ENSPPYG00000017587,41.7204
ENSMMUG00000009336,ENSPPYG00000020687,47.5962
ENSMMUG00000000856,ENSPPYG00000020643,8.42105
ENSMMUG00000009607,ENSPPYG00000020603,48.6428
ENSMMUG00000009607,ENSPPYG00000019247,47.8229
ENSMMUG00000022224,ENSPPYG00000020645,16.1094
ENSMMUG00000017323,ENSPPYG00000018815,48.2353
ENSMMUG00000017323,ENSPPYG00000019511,48.4361
ENSMMUG00000007515,ENSPPYG00000020535,47.7742
ENSMMUG00000006377,ENSPPYG00000020649,2.95725
ENSMMUG00000006377,ENSPPYG00000020649,3.23219
ENSMMUG00000006378,ENSPPYG00000020012,48.731
ENSMMUG00000019688,ENSPPYG00000020268,47.5138
ENSMMUG00000023420,ENSPPYG00000018533,49.1985
ENSMMUG00000020849,ENSPPYG00000018755,48.8357
ENSMMUG00000020850,ENSPPYG00000020657,39.8182
ENSMMUG00000032363,ENSPPYG00000020657,10.2339
ENSMMUG00000017109,ENSPPYG00000017599,48.6207
ENSMMUG00000002293,ENSPPYG00000019179,20.3252
ENSMMUG00000011497,ENSPPYG00000020659,35.3469
ENSMMUG00000011497,ENSPPYG00000020659,35.2527
ENSMMUG00000011497,ENSPPYG00000020659,34.4181
ENSMMUG00000011497,ENSPPYG00000020659,15.2192
ENSMMUG00000011498,ENSPPYG00000020380,48.724
ENSMMUG00000011498,ENSPPYG00000020380,48.7579
ENSMMUG00000011498,ENSPPYG00000020380,48.7006
ENSMMUG00000011498,ENSPPYG00000019247,47.167
ENSMMUG00000011498,ENSPPYG00000017816,48.6977
ENSMMUG00000011507,ENSPPYG00000018759,48.6786
ENSMMUG00000017574,ENSPPYG00000018489,49.3157
ENSMMUG00000032361,ENSPPYG00000018997,48.6157
ENSMMUG00000016431,ENSPPYG00000020663,9.06103
ENSMMUG00000016431,ENSPPYG00000020663,15.6951
ENSMMUG00000019534,ENSPPYG00000020691,23.7589
ENSMMUG00000019533,ENSPPYG00000020665,4.20091
ENSMMUG00000022448,ENSPPYG00000017853,23.1441
ENSMMUG00000014466,ENSPPYG00000017680,48.406
ENSMMUG00000014467,ENSPPYG00000018501,48.2574
ENSMMUG00000000585,ENSPPYG00000017547,14.554
ENSMMUG00000020282,ENSPPYG00000018071,49.1368
ENSMMUG00000022663,ENSPPYG00000020669,30.0473
ENSMMUG00000022665,ENSPPYG00000018511,4.22323
ENSMMUG00000022667,ENSPPYG00000020671,15.528
ENSMMUG00000022667,ENSPPYG00000020671,13.2616
ENSMMUG00000022670,ENSPPYG00000018711,48.5829
ENSMMUG00000022670,ENSPPYG00000020519,48.4951
ENSMMUG00000017669,ENSPPYG00000020673,4.3064
ENSMMUG00000017669,ENSPPYG00000020673,6.12641
ENSMMUG00000017669,ENSPPYG00000019594,48.6719
ENSMMUG00000017669,ENSPPYG00000020673,24.2481
ENSMMUG00000017669,ENSPPYG00000020673,23.3861
ENSMMUG00000010476,ENSPPYG00000019988,46.4309
ENSMMUG00000018391,ENSPPYG00000017575,44.3243
ENSMMUG00000020222,ENSPPYG00000019159,48.8842
ENSMMUG00000020222,ENSPPYG00000019159,48.8014
ENSMMUG00000020223,ENSPPYG00000019802,48.599
ENSMMUG00000032359,ENSPPYG00000020677,43.454
ENSMMUG00000012384,ENSPPYG00000020747,49.169
ENSMMUG00000012384,ENSPPYG00000017575,45.9524
ENSMMUG00000012384,ENSPPYG00000017575,45.1691
ENSMMUG00000012382,ENSPPYG00000020679,23.4443
ENSMMUG00000032358,ENSPPYG00000017734,46.8085
ENSMMUG00000013600,ENSPPYG00000020585,48.3444
ENSMMUG00000032357,ENSPPYG00000020681,11.8545
ENSMMUG00000032357,ENSPPYG00000018439,47.2678
ENSMMUG00000004262,ENSPPYG00000017937,47.6383
ENSMMUG00000011079,ENSPPYG00000019882,48.3957
ENSMMUG00000011076,ENSPPYG00000017921,48.3747
ENSMMUG00000011074,ENSPPYG00000020683,12.146
ENSMMUG00000011074,ENSPPYG00000020683,8.02451
ENSMMUG00000000705,ENSPPYG00000020681,48.9758
ENSMMUG00000001484,ENSPPYG00000020685,5.82524
ENSMMUG00000001484,ENSPPYG00000020685,28.7808
ENSMMUG00000001484,ENSPPYG00000020685,13.3582
ENSMMUG00000009037,ENSPPYG00000017758,48.8451
ENSMMUG00000009037,ENSPPYG00000019265,47.9978
ENSMMUG00000009043,ENSPPYG00000020687,41.1063
ENSMMUG00000023574,ENSPPYG00000020689,44.4509
ENSMMUG00000023574,ENSPPYG00000020689,36.2601
ENSMMUG00000012619,ENSPPYG00000020691,15.6934
ENSMMUG00000000810,ENSPPYG00000017575,46.4387
ENSMMUG00000009054,ENSPPYG00000017903,49.101
ENSMMUG00000009054,ENSPPYG00000017903,48.7523
ENSMMUG00000009054,ENSPPYG00000017726,48.5772
ENSMMUG00000003745,ENSPPYG00000019970,49.5914
ENSMMUG00000003745,ENSPPYG00000020695,23.2742
ENSMMUG00000003745,ENSPPYG00000020695,26.1407
ENSMMUG00000032355,ENSPPYG00000018837,48.7582
ENSMMUG00000032354,ENSPPYG00000017575,46.2287
ENSMMUG00000032353,ENSPPYG00000017575,43.5115
ENSMMUG00000032352,ENSPPYG00000018225,37.276
ENSMMUG00000005825,ENSPPYG00000017575,43.9276
ENSMMUG00000007585,ENSPPYG00000019247,47.53
ENSMMUG00000007585,ENSPPYG00000017575,45.6731
ENSMMUG00000007585,ENSPPYG00000017575,46.3415
ENSMMUG00000007587,ENSPPYG00000020699,2.97483
ENSMMUG00000032350,ENSPPYG00000020236,42.0054
ENSMMUG00000015706,ENSPPYG00000019127,31.4655
ENSMMUG00000017464,ENSPPYG00000020701,6.24303
ENSMMUG00000017273,ENSPPYG00000018135,48.0744
ENSMMUG00000008818,ENSPPYG00000020703,3.28594
ENSMMUG00000008818,ENSPPYG00000020703,2.17322
ENSMMUG00000008818,ENSPPYG00000020703,5.2818
ENSMMUG00000008818,ENSPPYG00000020703,7.38431
ENSMMUG00000008825,ENSPPYG00000020254,49.4284
ENSMMUG00000008825,ENSPPYG00000017575,48.4277
ENSMMUG00000008825,ENSPPYG00000020513,49.1639
ENSMMUG00000002548,ENSPPYG00000020705,2.71003
ENSMMUG00000002548,ENSPPYG00000018248,47.4359
ENSMMUG00000011474,ENSPPYG00000019111,48
ENSMMUG00000020695,ENSPPYG00000020088,48.6053
ENSMMUG00000020699,ENSPPYG00000019247,48.4477
ENSMMUG00000020699,ENSPPYG00000017935,47.9167
ENSMMUG00000032346,ENSPPYG00000018473,49.0433
ENSMMUG00000020700,ENSPPYG00000020709,2.92826
ENSMMUG00000020700,ENSPPYG00000020709,36.9281
ENSMMUG00000008781,ENSPPYG00000020116,48.7139
ENSMMUG00000008781,ENSPPYG00000019756,48.8044
ENSMMUG00000008781,ENSPPYG00000019774,48.4234
ENSMMUG00000008785,ENSPPYG00000020711,11.1955
ENSMMUG00000004954,ENSPPYG00000019323,48.9037
ENSMMUG00000004954,ENSPPYG00000019247,48.927
ENSMMUG00000004954,ENSPPYG00000020410,48.7294
ENSMMUG00000004960,ENSPPYG00000020713,42.7877
ENSMMUG00000015609,ENSPPYG00000020561,48.6498
ENSMMUG00000015609,ENSPPYG00000018240,49.068
ENSMMUG00000008386,ENSPPYG00000020715,36.6263
ENSMMUG00000008386,ENSPPYG00000020715,1.60075
ENSMMUG00000008388,ENSPPYG00000020783,48.0159
ENSMMUG00000008389,ENSPPYG00000020717,45.5796
ENSMMUG00000008389,ENSPPYG00000020717,42.8768
ENSMMUG00000008391,ENSPPYG00000020892,48.142
ENSMMUG00000032345,ENSPPYG00000019994,48.5772
ENSMMUG00000013162,ENSPPYG00000017530,49.1393
ENSMMUG00000013162,ENSPPYG00000020330,48.5862
ENSMMUG00000011154,ENSPPYG00000020719,3.14425
ENSMMUG00000011154,ENSPPYG00000020719,4.65203
ENSMMUG00000011152,ENSPPYG00000020631,49.2105
ENSMMUG00000011152,ENSPPYG00000019125,49.3327
ENSMMUG00000013213,ENSPPYG00000019574,47.5524
ENSMMUG00000032342,ENSPPYG00000018063,46.2719
ENSMMUG00000003475,ENSPPYG00000019299,48.5666
ENSMMUG00000003475,ENSPPYG00000019247,47.7236
ENSMMUG00000003475,ENSPPYG00000017841,47.8908
ENSMMUG00000003475,ENSPPYG00000019299,48.4609
ENSMMUG00000003475,ENSPPYG00000017575,43.9024
ENSMMUG00000003479,ENSPPYG00000020723,38.2188
ENSMMUG00000003479,ENSPPYG00000020723,6.60878
ENSMMUG00000016588,ENSPPYG00000018735,48.3755
ENSMMUG00000003071,ENSPPYG00000018755,48.8504
ENSMMUG00000003071,ENSPPYG00000019247,47.6292
ENSMMUG00000003071,ENSPPYG00000019247,49.0865
ENSMMUG00000003071,ENSPPYG00000019247,48.6573
ENSMMUG00000003071,ENSPPYG00000020850,47.8431
ENSMMUG00000004198,ENSPPYG00000020727,28.0788
ENSMMUG00000004198,ENSPPYG00000020727,2.25315
ENSMMUG00000013390,ENSPPYG00000020513,49.0175
ENSMMUG00000017335,ENSPPYG00000019922,48.4545
ENSMMUG00000003456,ENSPPYG00000017716,48.5822
ENSMMUG00000009622,ENSPPYG00000020729,20.8496
ENSMMUG00000009622,ENSPPYG00000020729,5.56512
ENSMMUG00000032341,ENSPPYG00000020731,16.3599
ENSMMUG00000005872,ENSPPYG00000017690,48.3592
ENSMMUG00000032340,ENSPPYG00000017786,12.1019
ENSMMUG00000007997,ENSPPYG00000018815,48.4417
ENSMMUG00000008303,ENSPPYG00000018274,48.1481
ENSMMUG00000023040,ENSPPYG00000020090,49.3631
ENSMMUG00000023039,ENSPPYG00000020735,44.7509
ENSMMUG00000023039,ENSPPYG00000020735,40.6877
ENSMMUG00000016948,ENSPPYG00000017740,48.2853
ENSMMUG00000016948,ENSPPYG00000019978,49.005
ENSMMUG00000016948,ENSPPYG00000018577,48.6275
ENSMMUG00000006724,ENSPPYG00000017575,47.2036
ENSMMUG00000022505,ENSPPYG00000019185,48.062
ENSMMUG00000022505,ENSPPYG00000017823,49.5833
ENSMMUG00000007761,ENSPPYG00000017690,47.491
ENSMMUG00000021258,ENSPPYG00000020739,4.16667
ENSMMUG00000022138,ENSPPYG00000020741,10.4762
ENSMMUG00000022140,ENSPPYG00000020741,48
ENSMMUG00000022137,ENSPPYG00000017575,47.9532
ENSMMUG00000032338,ENSPPYG00000020743,37.9747
ENSMMUG00000032337,ENSPPYG00000020753,49.0132
ENSMMUG00000032336,ENSPPYG00000017575,44.6602
ENSMMUG00000018714,ENSPPYG00000017983,47.0175
ENSMMUG00000018715,ENSPPYG00000018577,48.1761
ENSMMUG00000018717,ENSPPYG00000020747,14.5749
ENSMMUG00000018717,ENSPPYG00000020747,29.1965
ENSMMUG00000018717,ENSPPYG00000019511,45.6423
ENSMMUG00000018717,ENSPPYG00000019511,45.5345
ENSMMUG00000018717,ENSPPYG00000020749,44.1176
ENSMMUG00000018717,ENSPPYG00000020749,44.2795
ENSMMUG00000018717,ENSPPYG00000020749,45.5405
ENSMMUG00000008108,ENSPPYG00000020749,12.1993
ENSMMUG00000008108,ENSPPYG00000017575,45.0521
ENSMMUG00000032334,ENSPPYG00000018685,44.4444
ENSMMUG00000017881,ENSPPYG00000017530,49.1803
ENSMMUG00000017881,ENSPPYG00000019159,48.9272
ENSMMUG00000017881,ENSPPYG00000020621,48.3992
ENSMMUG00000017882,ENSPPYG00000019449,48.7764
ENSMMUG00000017883,ENSPPYG00000017575,46.1039
ENSMMUG00000021984,ENSPPYG00000020755,6.66004
ENSMMUG00000021984,ENSPPYG00000020753,14.4621
ENSMMUG00000021984,ENSPPYG00000020753,30.5085
ENSMMUG00000002706,ENSPPYG00000020757,6.15341
ENSMMUG00000011271,ENSPPYG00000020759,3.06341
ENSMMUG00000011271,ENSPPYG00000020759,2.62931
ENSMMUG00000000295,ENSPPYG00000020735,47.769
ENSMMUG00000007924,ENSPPYG00000017742,48.1609
ENSMMUG00000007922,ENSPPYG00000020761,5.90967
ENSMMUG00000007922,ENSPPYG00000020761,6.16645
ENSMMUG00000007922,ENSPPYG00000020761,21.4882
ENSMMUG00000007922,ENSPPYG00000020761,32.8424
ENSMMUG00000007922,ENSPPYG00000020761,11.6313
ENSMMUG00000000297,ENSPPYG00000020765,48.6535
ENSMMUG00000000297,ENSPPYG00000018567,48.9702
ENSMMUG00000032333,ENSPPYG00000018276,48.119
ENSMMUG00000032333,ENSPPYG00000017871,49.3743
ENSMMUG00000000298,ENSPPYG00000018491,49.1979
ENSMMUG00000006449,ENSPPYG00000019247,48.8316
ENSMMUG00000006450,ENSPPYG00000020765,19.0128
ENSMMUG00000006451,ENSPPYG00000019247,48.5644
ENSMMUG00000013773,ENSPPYG00000020517,49.8368
ENSMMUG00000013773,ENSPPYG00000017537,48.8228
ENSMMUG00000013768,ENSPPYG00000019511,48.4536
ENSMMUG00000015067,ENSPPYG00000017915,47.9675
ENSMMUG00000032331,ENSPPYG00000020892,48.3833
ENSMMUG00000005605,ENSPPYG00000020773,4.04436
ENSMMUG00000002023,ENSPPYG00000019988,47.1918
ENSMMUG00000002023,ENSPPYG00000019804,47.252
ENSMMUG00000032330,ENSPPYG00000017937,47.9896
ENSMMUG00000021348,ENSPPYG00000020226,34.1176
ENSMMUG00000021348,ENSPPYG00000020825,31.1594
ENSMMUG00000021348,ENSPPYG00000020811,31.348
ENSMMUG00000021348,ENSPPYG00000020825,31.0488
ENSMMUG00000012484,ENSPPYG00000020777,8.17769
ENSMMUG00000012484,ENSPPYG00000020777,11.4401
ENSMMUG00000020064,ENSPPYG00000020779,35.66
ENSMMUG00000020064,ENSPPYG00000020779,11.3208
ENSMMUG00000020066,ENSPPYG00000020523,47.9845
ENSMMUG00000020066,ENSPPYG00000017831,48.0685
ENSMMUG00000020066,ENSPPYG00000020765,48.707
ENSMMUG00000007234,ENSPPYG00000020781,3.77087
ENSMMUG00000007234,ENSPPYG00000020781,43.4578
ENSMMUG00000007234,ENSPPYG00000020781,1.05914
ENSMMUG00000007234,ENSPPYG00000020781,2.62769
ENSMMUG00000007234,ENSPPYG00000020781,3.24617
ENSMMUG00000015881,ENSPPYG00000020783,36.3208
ENSMMUG00000011355,ENSPPYG00000018733,48.5267
ENSMMUG00000013179,ENSPPYG00000019810,45.3393
ENSMMUG00000021739,ENSPPYG00000018577,47.7151
ENSMMUG00000021739,ENSPPYG00000017913,48.5251
ENSMMUG00000001001,ENSPPYG00000020717,43.4109
ENSMMUG00000001001,ENSPPYG00000018521,48.3444
ENSMMUG00000000678,ENSPPYG00000018965,48.1291
ENSMMUG00000001093,ENSPPYG00000020350,47.4074
ENSMMUG00000032328,ENSPPYG00000020825,37.6858
ENSMMUG00000032328,ENSPPYG00000020908,39.5189
ENSMMUG00000032328,ENSPPYG00000019247,47.3451
ENSMMUG00000032327,ENSPPYG00000019728,47.2887
ENSMMUG00000020833,ENSPPYG00000017526,49.0999
ENSMMUG00000020833,ENSPPYG00000020908,37.9538
ENSMMUG00000020833,ENSPPYG00000020908,36.6667
ENSMMUG00000016642,ENSPPYG00000020136,49.1517
ENSMMUG00000004438,ENSPPYG00000020791,5.6962
ENSMMUG00000001114,ENSPPYG00000020791,43.0017
ENSMMUG00000001114,ENSPPYG00000020791,42.3986
ENSMMUG00000001114,ENSPPYG00000020791,33.9785
ENSMMUG00000015386,ENSPPYG00000020795,45.8442
ENSMMUG00000015386,ENSPPYG00000020795,48.2501
ENSMMUG00000032326,ENSPPYG00000020793,7.84314
ENSMMUG00000018027,ENSPPYG00000020753,46.5753
ENSMMUG00000018026,ENSPPYG00000017937,48.8796
ENSMMUG00000009719,ENSPPYG00000020795,39.0571
ENSMMUG00000015814,ENSPPYG00000020797,11.8263
ENSMMUG00000015814,ENSPPYG00000020797,6.28826
ENSMMUG00000015814,ENSPPYG00000020797,22.2642
ENSMMUG00000005795,ENSPPYG00000020799,34.881
ENSMMUG00000015571,ENSPPYG00000020643,48.4568
ENSMMUG00000000466,ENSPPYG00000019469,49.719
ENSMMUG00000000466,ENSPPYG00000017859,49.2184
ENSMMUG00000000671,ENSPPYG00000020801,45.471
ENSMMUG00000000671,ENSPPYG00000019247,47.6911
ENSMMUG00000000671,ENSPPYG00000019247,47.7169
ENSMMUG00000000673,ENSPPYG00000020571,48.062
ENSMMUG00000007059,ENSPPYG00000020908,46.9873
ENSMMUG00000002887,ENSPPYG00000020076,48.4666
ENSMMUG00000002888,ENSPPYG00000019680,49.2176
ENSMMUG00000017439,ENSPPYG00000019167,49.2011
ENSMMUG00000032323,ENSPPYG00000020811,45.111
ENSMMUG00000009032,ENSPPYG00000020236,40.1418
ENSMMUG00000006801,ENSPPYG00000018043,48.5348
ENSMMUG00000006801,ENSPPYG00000018965,48.6017
ENSMMUG00000032322,ENSPPYG00000020561,48.6628
ENSMMUG00000022263,ENSPPYG00000018969,47.5329
ENSMMUG00000032321,ENSPPYG00000017424,47.9718
ENSMMUG00000022371,ENSPPYG00000020815,47.3361
ENSMMUG00000022371,ENSPPYG00000020815,47.4194
ENSMMUG00000016607,ENSPPYG00000020815,36.7535
ENSMMUG00000016610,ENSPPYG00000019988,48.1944
ENSMMUG00000016610,ENSPPYG00000018959,48.1657
ENSMMUG00000016610,ENSPPYG00000020090,48.0127
ENSMMUG00000004633,ENSPPYG00000017881,49.0786
ENSMMUG00000004633,ENSPPYG00000017619,49.3116
ENSMMUG00000001620,ENSPPYG00000020819,8.17996
ENSMMUG00000001620,ENSPPYG00000019792,47.8203
ENSMMUG00000003778,ENSPPYG00000019247,48.0167
ENSMMUG00000009034,ENSPPYG00000018557,49.4931
ENSMMUG00000022771,ENSPPYG00000020821,17.6781
ENSMMUG00000016929,ENSPPYG00000020418,49.3409
ENSMMUG00000016929,ENSPPYG00000019886,47.8849
ENSMMUG00000016930,ENSPPYG00000019131,48.155
ENSMMUG00000016932,ENSPPYG00000020032,48.9303
ENSMMUG00000004562,ENSPPYG00000020825,47.3774
ENSMMUG00000010936,ENSPPYG00000019966,49.6028
ENSMMUG00000010936,ENSPPYG00000019563,48.9381
ENSMMUG00000032319,ENSPPYG00000019303,32.9427
ENSMMUG00000006961,ENSPPYG00000020908,40.7166
ENSMMUG00000001540,ENSPPYG00000020828,21.8717
ENSMMUG00000021679,ENSPPYG00000018415,48.8989
ENSMMUG00000021679,ENSPPYG00000020130,48.866
ENSMMUG00000032318,ENSPPYG00000020830,8.57143
ENSMMUG00000023695,ENSPPYG00000020830,9.87261
ENSMMUG00000023693,ENSPPYG00000019784,49.3243
ENSMMUG00000023693,ENSPPYG00000018799,48.9336
ENSMMUG00000032317,ENSPPYG00000020830,8.88889
ENSMMUG00000032316,ENSPPYG00000020830,47.9765
ENSMMUG00000032316,ENSPPYG00000020830,47.7313
ENSMMUG00000032316,ENSPPYG00000020830,47.2057
ENSMMUG00000032316,ENSPPYG00000020830,46.5382
ENSMMUG00000032316,ENSPPYG00000019115,49.4742
ENSMMUG00000020743,ENSPPYG00000019515,49.2701
ENSMMUG00000020743,ENSPPYG00000020256,49.3308
ENSMMUG00000013176,ENSPPYG00000020834,31.5486
ENSMMUG00000013176,ENSPPYG00000020834,13.7549
ENSMMUG00000015264,ENSPPYG00000017927,47.5025
ENSMMUG00000018469,ENSPPYG00000018953,50.8021
ENSMMUG00000018469,ENSPPYG00000020330,48.3666
ENSMMUG00000010897,ENSPPYG00000019529,48.4173
ENSMMUG00000023697,ENSPPYG00000020825,48.855
ENSMMUG00000023700,ENSPPYG00000019770,48.8789
ENSMMUG00000013386,ENSPPYG00000019970,48.5055
ENSMMUG00000012738,ENSPPYG00000018931,38.2997
ENSMMUG00000012738,ENSPPYG00000018931,39.4595
ENSMMUG00000012739,ENSPPYG00000019768,47.2591
ENSMMUG00000012739,ENSPPYG00000017504,47.4232
ENSMMUG00000012739,ENSPPYG00000019770,47.0469
ENSMMUG00000012739,ENSPPYG00000020842,19.6217
ENSMMUG00000012739,ENSPPYG00000020074,47.7688
ENSMMUG00000032315,ENSPPYG00000019093,46.7202
ENSMMUG00000012743,ENSPPYG00000020844,40.1791
ENSMMUG00000012743,ENSPPYG00000017418,48.1067
ENSMMUG00000012743,ENSPPYG00000017418,48.417
ENSMMUG00000011478,ENSPPYG00000018177,48.2245
ENSMMUG00000011478,ENSPPYG00000018177,48.2319
ENSMMUG00000011480,ENSPPYG00000019642,47.9452
ENSMMUG00000011483,ENSPPYG00000020370,47.8764
ENSMMUG00000011485,ENSPPYG00000018957,48.5469
ENSMMUG00000011485,ENSPPYG00000017504,47.7262
ENSMMUG00000010585,ENSPPYG00000020848,7.93651
ENSMMUG00000010585,ENSPPYG00000020848,9.98062
ENSMMUG00000010585,ENSPPYG00000019521,47.9339
ENSMMUG00000012742,ENSPPYG00000017504,48.2387
ENSMMUG00000012742,ENSPPYG00000017504,47.6123
ENSMMUG00000012744,ENSPPYG00000019988,48.3503
ENSMMUG00000012746,ENSPPYG00000020852,42.8806
ENSMMUG00000003368,ENSPPYG00000020880,43.8743
ENSMMUG00000003372,ENSPPYG00000020854,14.7412
ENSMMUG00000003372,ENSPPYG00000020854,20.663
ENSMMUG00000003374,ENSPPYG00000019650,48.2192
ENSMMUG00000003375,ENSPPYG00000019988,47.8182
ENSMMUG00000003377,ENSPPYG00000020860,48.3861
ENSMMUG00000003379,ENSPPYG00000019988,47.7137
ENSMMUG00000003379,ENSPPYG00000020858,3.99206
ENSMMUG00000003379,ENSPPYG00000020844,47.615
ENSMMUG00000032314,ENSPPYG00000018719,44.4444
ENSMMUG00000005026,ENSPPYG00000018517,46.385
ENSMMUG00000000323,ENSPPYG00000020860,22.8741
ENSMMUG00000000323,ENSPPYG00000020860,23.5441
ENSMMUG00000000322,ENSPPYG00000019988,47.2667
ENSMMUG00000000322,ENSPPYG00000018997,46.8713
ENSMMUG00000000322,ENSPPYG00000018997,46.8263
ENSMMUG00000000320,ENSPPYG00000020862,21.0206
ENSMMUG00000000319,ENSPPYG00000018967,47.9774
ENSMMUG00000000319,ENSPPYG00000018513,47.5
ENSMMUG00000005132,ENSPPYG00000018983,47.4919
ENSMMUG00000018703,ENSPPYG00000018311,47.2832
ENSMMUG00000018703,ENSPPYG00000019620,47.0101
ENSMMUG00000018704,ENSPPYG00000020699,50.5264
ENSMMUG00000018704,ENSPPYG00000020866,12.0833
ENSMMUG00000006166,ENSPPYG00000020868,37.8453
ENSMMUG00000006167,ENSPPYG00000018841,47.7236
ENSMMUG00000013667,ENSPPYG00000020870,29.1581
ENSMMUG00000013667,ENSPPYG00000020870,16.1598
ENSMMUG00000013678,ENSPPYG00000019762,48.2981
ENSMMUG00000013678,ENSPPYG00000019818,48.7124
