pongo_abelii,pan_troglodytes
ENSPPYG00000018333,ENSPTRG00000019960,44.3038
ENSPPYG00000018333,ENSPTRG00000013839,50.4274
ENSPPYG00000018331,ENSPTRG00000004634,6.53736
ENSPPYG00000018329,ENSPTRG00000034363,44.3182
ENSPPYG00000018327,ENSPTRG00000034337,9.15033
ENSPPYG00000018325,ENSPTRG00000031042,27.8912
ENSPPYG00000018323,ENSPTRG00000039292,47.8261
ENSPPYG00000018321,ENSPTRG00000031040,49.4624
ENSPPYG00000018319,ENSPTRG00000009893,48.6726
ENSPPYG00000018317,ENSPTRG00000019946,28.2143
ENSPPYG00000018317,ENSPTRG00000019946,31.1409
ENSPPYG00000018317,ENSPTRG00000033772,51.1111
ENSPPYG00000018317,ENSPTRG00000013839,54.7009
ENSPPYG00000018317,ENSPTRG00000041259,52.8736
ENSPPYG00000018317,ENSPTRG00000033976,52.6316
ENSPPYG00000018317,ENSPTRG00000033976,53.1915
ENSPPYG00000018317,ENSPTRG00000033772,50.5747
ENSPPYG00000018317,ENSPTRG00000034312,48.9691
ENSPPYG00000018317,ENSPTRG00000019953,56.4815
ENSPPYG00000018317,ENSPTRG00000032577,48.7654
ENSPPYG00000018317,ENSPTRG00000041259,52.5641
ENSPPYG00000018317,ENSPTRG00000017695,49.789
ENSPPYG00000018315,ENSPTRG00000029512,48.8095
ENSPPYG00000018313,ENSPTRG00000019945,44.4669
ENSPPYG00000018313,ENSPTRG00000014058,49.5205
ENSPPYG00000018311,ENSPTRG00000031045,9.7166
ENSPPYG00000018307,ENSPTRG00000019141,47.813
ENSPPYG00000018305,ENSPTRG00000023452,6.96078
ENSPPYG00000018303,ENSPTRG00000005774,49.2967
ENSPPYG00000018302,ENSPTRG00000013839,50.3876
ENSPPYG00000018300,ENSPTRG00000039167,49.3333
ENSPPYG00000018298,ENSPTRG00000031042,48.2667
ENSPPYG00000018296,ENSPTRG00000013921,47.2574
ENSPPYG00000018294,ENSPTRG00000034369,48.1159
ENSPPYG00000018292,ENSPTRG00000005863,48.4988
ENSPPYG00000018292,ENSPTRG00000016687,49.2308
ENSPPYG00000018290,ENSPTRG00000014080,47.619
ENSPPYG00000018286,ENSPTRG00000041011,51.2821
ENSPPYG00000018284,ENSPTRG00000007540,49.3801
ENSPPYG00000018280,ENSPTRG00000007548,47.271
ENSPPYG00000018278,ENSPTRG00000005670,47.619
ENSPPYG00000018276,ENSPTRG00000007684,48.1675
ENSPPYG00000018274,ENSPTRG00000016949,47.8624
ENSPPYG00000018272,ENSPTRG00000031328,48.4674
ENSPPYG00000018270,ENSPTRG00000016929,49.2193
ENSPPYG00000018268,ENSPTRG00000016949,48.6869
ENSPPYG00000018266,ENSPTRG00000021649,49.2958
ENSPPYG00000018264,ENSPTRG00000034369,47.076
ENSPPYG00000018262,ENSPTRG00000034369,46.6667
ENSPPYG00000018260,ENSPTRG00000019033,45.5357
ENSPPYG00000018258,ENSPTRG00000042077,46.4567
ENSPPYG00000018256,ENSPTRG00000000124,48.1982
ENSPPYG00000018250,ENSPTRG00000039167,48.5876
ENSPPYG00000018248,ENSPTRG00000040132,48.3871
ENSPPYG00000018246,ENSPTRG00000041367,56.5217
ENSPPYG00000018244,ENSPTRG00000034369,47.9885
ENSPPYG00000018242,ENSPTRG00000019953,48.8889
ENSPPYG00000018240,ENSPTRG00000009893,39.2354
ENSPPYG00000018238,ENSPTRG00000013809,49
ENSPPYG00000018236,ENSPTRG00000042326,49.0103
ENSPPYG00000018234,ENSPTRG00000013793,49.2271
ENSPPYG00000018232,ENSPTRG00000034369,50.1312
ENSPPYG00000018228,ENSPTRG00000021781,50.3326
ENSPPYG00000018227,ENSPTRG00000014180,49.4444
ENSPPYG00000018225,ENSPTRG00000031446,50.165
ENSPPYG00000018223,ENSPTRG00000005735,43.2234
ENSPPYG00000018221,ENSPTRG00000004550,49.4361
ENSPPYG00000018219,ENSPTRG00000031446,47.191
ENSPPYG00000018217,ENSPTRG00000007568,46.8116
ENSPPYG00000018213,ENSPTRG00000033843,46.9246
ENSPPYG00000018211,ENSPTRG00000003128,47.2067
ENSPPYG00000018209,ENSPTRG00000020056,49.2569
ENSPPYG00000018209,ENSPTRG00000004573,49.1252
ENSPPYG00000018205,ENSPTRG00000022501,49.3476
ENSPPYG00000018201,ENSPTRG00000041916,48.1481
ENSPPYG00000018199,ENSPTRG00000042310,49.2926
ENSPPYG00000018197,ENSPTRG00000019015,49.8485
ENSPPYG00000018197,ENSPTRG00000016896,49.7803
ENSPPYG00000018195,ENSPTRG00000003175,47.3783
ENSPPYG00000018191,ENSPTRG00000014178,48.1013
ENSPPYG00000018189,ENSPTRG00000000067,48.6708
ENSPPYG00000018187,ENSPTRG00000018889,47.0137
ENSPPYG00000018185,ENSPTRG00000000017,46.9468
ENSPPYG00000018183,ENSPTRG00000000149,48.3271
ENSPPYG00000018181,ENSPTRG00000003184,46.8485
ENSPPYG00000018179,ENSPTRG00000018877,47.786
ENSPPYG00000018177,ENSPTRG00000014084,46.73
ENSPPYG00000018175,ENSPTRG00000028760,47.4747
ENSPPYG00000018173,ENSPTRG00000000264,48.4848
ENSPPYG00000018171,ENSPTRG00000020011,49.1604
ENSPPYG00000018169,ENSPTRG00000018857,49.3394
ENSPPYG00000018167,ENSPTRG00000007687,45.716
ENSPPYG00000018165,ENSPTRG00000039445,45.5128
ENSPPYG00000018161,ENSPTRG00000007716,48.3213
ENSPPYG00000018159,ENSPTRG00000029528,47.0042
ENSPPYG00000018157,ENSPTRG00000018865,47.6547
ENSPPYG00000018155,ENSPTRG00000018889,47.4359
ENSPPYG00000018153,ENSPTRG00000003161,47.5682
ENSPPYG00000018151,ENSPTRG00000007687,46.7958
ENSPPYG00000018149,ENSPTRG00000016685,48.5081
ENSPPYG00000018147,ENSPTRG00000028288,48.6705
ENSPPYG00000018145,ENSPTRG00000039819,47.7987
ENSPPYG00000018141,ENSPTRG00000028653,48.3105
ENSPPYG00000018139,ENSPTRG00000013874,49.1772
ENSPPYG00000018137,ENSPTRG00000000060,46.8943
ENSPPYG00000018135,ENSPTRG00000003175,48.3761
ENSPPYG00000018133,ENSPTRG00000003320,45.4448
ENSPPYG00000018129,ENSPTRG00000028731,48.2402
ENSPPYG00000018127,ENSPTRG00000003320,43.501
ENSPPYG00000018123,ENSPTRG00000004015,45.5044
ENSPPYG00000018121,ENSPTRG00000003249,49.3208
ENSPPYG00000018121,ENSPTRG00000017018,49.6575
ENSPPYG00000018119,ENSPTRG00000007674,47.4273
ENSPPYG00000018117,ENSPTRG00000014151,47.7477
ENSPPYG00000018115,ENSPTRG00000021846,48.3444
ENSPPYG00000018113,ENSPTRG00000000148,48.9721
ENSPPYG00000018113,ENSPTRG00000007547,48.9051
ENSPPYG00000018111,ENSPTRG00000013921,48.9899
ENSPPYG00000018109,ENSPTRG00000017006,48.2993
ENSPPYG00000018109,ENSPTRG00000014143,50
ENSPPYG00000018107,ENSPTRG00000007610,48.7136
ENSPPYG00000018105,ENSPTRG00000007610,47.954
ENSPPYG00000018103,ENSPTRG00000034369,47.9167
ENSPPYG00000018101,ENSPTRG00000034369,47.4474
ENSPPYG00000018099,ENSPTRG00000034369,48.9855
ENSPPYG00000018097,ENSPTRG00000017053,48.8
ENSPPYG00000018095,ENSPTRG00000031042,47.9885
ENSPPYG00000018093,ENSPTRG00000031042,46.4912
ENSPPYG00000018091,ENSPTRG00000034369,48.5632
ENSPPYG00000018089,ENSPTRG00000034369,48.6957
ENSPPYG00000018087,ENSPTRG00000034369,46.3768
ENSPPYG00000018085,ENSPTRG00000034369,47.3684
ENSPPYG00000018083,ENSPTRG00000034369,47.8261
ENSPPYG00000018081,ENSPTRG00000031042,48.538
ENSPPYG00000018079,ENSPTRG00000034369,47.9885
ENSPPYG00000018077,ENSPTRG00000040333,51.3333
ENSPPYG00000018075,ENSPTRG00000040529,48.9933
ENSPPYG00000018073,ENSPTRG00000017018,49.5585
ENSPPYG00000018071,ENSPTRG00000041690,49.2938
ENSPPYG00000018069,ENSPTRG00000031433,49.8423
ENSPPYG00000018069,ENSPTRG00000031433,49.8945
ENSPPYG00000018069,ENSPTRG00000014145,49.2178
ENSPPYG00000018067,ENSPTRG00000020008,49.409
ENSPPYG00000018065,ENSPTRG00000021744,49.7863
ENSPPYG00000018063,ENSPTRG00000039167,50
ENSPPYG00000018061,ENSPTRG00000005724,49.4989
ENSPPYG00000018059,ENSPTRG00000020049,47.7636
ENSPPYG00000018057,ENSPTRG00000004554,49.2093
ENSPPYG00000018055,ENSPTRG00000003184,49.1273
ENSPPYG00000018055,ENSPTRG00000034369,49.5575
ENSPPYG00000018053,ENSPTRG00000000182,48.6462
ENSPPYG00000018051,ENSPTRG00000023245,48.7247
ENSPPYG00000018049,ENSPTRG00000007557,44.878
ENSPPYG00000018047,ENSPTRG00000039826,48.8263
ENSPPYG00000018045,ENSPTRG00000034101,48.8889
ENSPPYG00000018043,ENSPTRG00000020014,47.9513
ENSPPYG00000018041,ENSPTRG00000014062,45.9596
ENSPPYG00000018039,ENSPTRG00000018979,49.2275
ENSPPYG00000018037,ENSPTRG00000016949,48.6239
ENSPPYG00000018035,ENSPTRG00000003104,49.1557
ENSPPYG00000018033,ENSPTRG00000028817,49.536
ENSPPYG00000018033,ENSPTRG00000020045,49.3575
ENSPPYG00000018031,ENSPTRG00000040740,50.1961
ENSPPYG00000018029,ENSPTRG00000031492,48.5369
ENSPPYG00000018027,ENSPTRG00000021795,49.0939
ENSPPYG00000018025,ENSPTRG00000040752,48.3384
ENSPPYG00000018023,ENSPTRG00000000008,49.1375
ENSPPYG00000018023,ENSPTRG00000039081,47.6923
ENSPPYG00000018021,ENSPTRG00000026567,48.9282
ENSPPYG00000018019,ENSPTRG00000019135,47.5641
ENSPPYG00000018017,ENSPTRG00000040525,48.265
ENSPPYG00000018015,ENSPTRG00000023331,49.0931
ENSPPYG00000018013,ENSPTRG00000042298,49.1111
ENSPPYG00000018011,ENSPTRG00000000017,47.7497
ENSPPYG00000018009,ENSPTRG00000041651,45.8333
ENSPPYG00000018007,ENSPTRG00000034369,49.0515
ENSPPYG00000018005,ENSPTRG00000003391,49.4104
ENSPPYG00000018003,ENSPTRG00000021846,48.318
ENSPPYG00000018001,ENSPTRG00000021649,49.3169
ENSPPYG00000017999,ENSPTRG00000019068,49.2099
ENSPPYG00000017997,ENSPTRG00000005728,48.5507
ENSPPYG00000017995,ENSPTRG00000000067,48.7179
ENSPPYG00000017993,ENSPTRG00000038980,47.0886
ENSPPYG00000017991,ENSPTRG00000042298,48.1481
ENSPPYG00000017989,ENSPTRG00000014072,48.2651
ENSPPYG00000017987,ENSPTRG00000004015,46.0586
ENSPPYG00000017985,ENSPTRG00000000238,48.2724
ENSPPYG00000017983,ENSPTRG00000028745,47.66
ENSPPYG00000017983,ENSPTRG00000039292,47.6744
ENSPPYG00000017981,ENSPTRG00000004571,49.4604
ENSPPYG00000017979,ENSPTRG00000019953,53.9216
ENSPPYG00000017977,ENSPTRG00000031314,47.5138
ENSPPYG00000017975,ENSPTRG00000028288,48.9886
ENSPPYG00000017973,ENSPTRG00000016694,47.8593
ENSPPYG00000017971,ENSPTRG00000007548,47.2538
ENSPPYG00000017969,ENSPTRG00000000023,48.8693
ENSPPYG00000017967,ENSPTRG00000017082,48.3208
ENSPPYG00000017963,ENSPTRG00000007607,48.1013
ENSPPYG00000017961,ENSPTRG00000020996,48.8937
ENSPPYG00000017959,ENSPTRG00000020015,48.7463
ENSPPYG00000017957,ENSPTRG00000034101,48.8398
ENSPPYG00000017955,ENSPTRG00000042501,47.8814
ENSPPYG00000017953,ENSPTRG00000013897,48.2877
ENSPPYG00000017953,ENSPTRG00000003217,48.8975
ENSPPYG00000017951,ENSPTRG00000014067,48.0226
ENSPPYG00000017949,ENSPTRG00000018957,48.5453
ENSPPYG00000017947,ENSPTRG00000022476,48.2696
ENSPPYG00000017945,ENSPTRG00000013786,48.9843
ENSPPYG00000017945,ENSPTRG00000016898,48.4487
ENSPPYG00000017943,ENSPTRG00000000148,49.0227
ENSPPYG00000017943,ENSPTRG00000000148,49.0227
ENSPPYG00000017941,ENSPTRG00000018880,49.2989
ENSPPYG00000017939,ENSPTRG00000042501,48.5994
ENSPPYG00000017937,ENSPTRG00000021649,46.963
ENSPPYG00000017935,ENSPTRG00000028731,48.5207
ENSPPYG00000017933,ENSPTRG00000018925,48.3501
ENSPPYG00000017931,ENSPTRG00000007530,48.8812
ENSPPYG00000017929,ENSPTRG00000040665,48.6162
ENSPPYG00000017929,ENSPTRG00000014072,48.2331
ENSPPYG00000017927,ENSPTRG00000007659,48.448
ENSPPYG00000017925,ENSPTRG00000016993,48.4701
ENSPPYG00000017923,ENSPTRG00000041367,47.7778
ENSPPYG00000017921,ENSPTRG00000003384,48.4895
ENSPPYG00000017919,ENSPTRG00000028812,48.0676
ENSPPYG00000017917,ENSPTRG00000028817,48.337
ENSPPYG00000017915,ENSPTRG00000028731,47.7318
ENSPPYG00000017913,ENSPTRG00000028774,49.053
ENSPPYG00000017911,ENSPTRG00000028817,48.784
ENSPPYG00000017909,ENSPTRG00000013793,48.6822
ENSPPYG00000017909,ENSPTRG00000013793,48.8034
ENSPPYG00000017907,ENSPTRG00000020009,48.784
ENSPPYG00000017905,ENSPTRG00000016931,48.2818
ENSPPYG00000017903,ENSPTRG00000018934,48.329
ENSPPYG00000017903,ENSPTRG00000005863,48.8745
ENSPPYG00000017901,ENSPTRG00000016949,48.4277
ENSPPYG00000017899,ENSPTRG00000014564,48.6299
ENSPPYG00000017897,ENSPTRG00000013847,48.1671
ENSPPYG00000017895,ENSPTRG00000028745,46.5825
ENSPPYG00000017893,ENSPTRG00000028817,48.2066
ENSPPYG00000017891,ENSPTRG00000017082,48.5938
ENSPPYG00000017889,ENSPTRG00000021714,48.9826
ENSPPYG00000017887,ENSPTRG00000004540,47.5783
ENSPPYG00000017887,ENSPTRG00000017006,48.4848
ENSPPYG00000017885,ENSPTRG00000000142,49.4382
ENSPPYG00000017883,ENSPTRG00000017086,48.7932
ENSPPYG00000017881,ENSPTRG00000004550,48.1807
ENSPPYG00000017881,ENSPTRG00000004550,48.8435
ENSPPYG00000017879,ENSPTRG00000003357,47.6343
ENSPPYG00000017877,ENSPTRG00000004509,49.4331
ENSPPYG00000017875,ENSPTRG00000042336,48.1373
ENSPPYG00000017873,ENSPTRG00000013916,48.1601
ENSPPYG00000017871,ENSPTRG00000019004,48.6442
ENSPPYG00000017871,ENSPTRG00000019004,48.6442
ENSPPYG00000017871,ENSPTRG00000003194,48.2005
ENSPPYG00000017869,ENSPTRG00000009883,50.4975
ENSPPYG00000017867,ENSPTRG00000009858,48.2921
ENSPPYG00000017867,ENSPTRG00000019004,48.6804
ENSPPYG00000017865,ENSPTRG00000007645,49.3436
ENSPPYG00000017863,ENSPTRG00000019106,47.8464
ENSPPYG00000017861,ENSPTRG00000009858,48.3924
ENSPPYG00000017861,ENSPTRG00000003194,49.3564
ENSPPYG00000017859,ENSPTRG00000022471,47.943
ENSPPYG00000017859,ENSPTRG00000019931,48.7132
ENSPPYG00000017857,ENSPTRG00000034312,49.113
ENSPPYG00000017855,ENSPTRG00000021768,49.1364
ENSPPYG00000017853,ENSPTRG00000016687,49.005
ENSPPYG00000017851,ENSPTRG00000020006,49.9765
ENSPPYG00000017849,ENSPTRG00000028288,48.6002
ENSPPYG00000017847,ENSPTRG00000019953,51.9608
ENSPPYG00000017845,ENSPTRG00000018966,38.8352
ENSPPYG00000017843,ENSPTRG00000018966,36.2737
ENSPPYG00000017841,ENSPTRG00000021734,48.8692
ENSPPYG00000017839,ENSPTRG00000020084,48.4296
ENSPPYG00000017837,ENSPTRG00000021813,48.6949
ENSPPYG00000017835,ENSPTRG00000005751,48.9128
ENSPPYG00000017833,ENSPTRG00000038982,50.6667
ENSPPYG00000017831,ENSPTRG00000016953,48.7261
ENSPPYG00000017829,ENSPTRG00000017085,48.6239
ENSPPYG00000017827,ENSPTRG00000007610,46.4818
ENSPPYG00000017825,ENSPTRG00000009857,48.21
ENSPPYG00000017823,ENSPTRG00000021728,47.4576
ENSPPYG00000017821,ENSPTRG00000013869,46.5616
ENSPPYG00000017820,ENSPTRG00000017079,48.8713
ENSPPYG00000017818,ENSPTRG00000000124,49.2355
ENSPPYG00000017816,ENSPTRG00000023210,48.9057
ENSPPYG00000017814,ENSPTRG00000013803,48.4786
ENSPPYG00000017812,ENSPTRG00000014080,49.0113
ENSPPYG00000017810,ENSPTRG00000039206,48.6486
ENSPPYG00000017808,ENSPTRG00000022523,48.0245
ENSPPYG00000017804,ENSPTRG00000021799,48.6891
ENSPPYG00000017804,ENSPTRG00000005783,46.9697
ENSPPYG00000017802,ENSPTRG00000019106,49.108
ENSPPYG00000017798,ENSPTRG00000003058,49.1114
ENSPPYG00000017796,ENSPTRG00000042089,49.4792
ENSPPYG00000017796,ENSPTRG00000042377,49.7396
ENSPPYG00000017794,ENSPTRG00000016969,48.4127
ENSPPYG00000017792,ENSPTRG00000019962,49.7354
ENSPPYG00000017790,ENSPTRG00000007694,49.1637
ENSPPYG00000017788,ENSPTRG00000018926,21.5552
ENSPPYG00000017786,ENSPTRG00000039081,49.8911
ENSPPYG00000017784,ENSPTRG00000018929,29.4561
ENSPPYG00000017782,ENSPTRG00000022501,49.2126
ENSPPYG00000017780,ENSPTRG00000019963,48.855
ENSPPYG00000017778,ENSPTRG00000014586,49.1327
ENSPPYG00000017776,ENSPTRG00000019050,49.3725
ENSPPYG00000017774,ENSPTRG00000021674,48.374
ENSPPYG00000017772,ENSPTRG00000021706,49.2197
ENSPPYG00000017772,ENSPTRG00000014565,48.9023
ENSPPYG00000017772,ENSPTRG00000018946,48.8498
ENSPPYG00000017770,ENSPTRG00000028817,49.3604
ENSPPYG00000017768,ENSPTRG00000020014,48.0324
ENSPPYG00000017766,ENSPTRG00000022785,47.352
ENSPPYG00000017764,ENSPTRG00000016929,48.4163
ENSPPYG00000017762,ENSPTRG00000031446,49.5935
ENSPPYG00000017760,ENSPTRG00000021699,49.4949
ENSPPYG00000017758,ENSPTRG00000018955,31.3357
ENSPPYG00000017756,ENSPTRG00000016949,48.6373
ENSPPYG00000017754,ENSPTRG00000016923,45.5882
ENSPPYG00000017752,ENSPTRG00000014151,49.3609
ENSPPYG00000017750,ENSPTRG00000018964,12.7016
ENSPPYG00000017748,ENSPTRG00000018919,48.8315
ENSPPYG00000017746,ENSPTRG00000018970,1.96548
ENSPPYG00000017746,ENSPTRG00000013839,56.3492
ENSPPYG00000017744,ENSPTRG00000018975,0.511696
ENSPPYG00000017742,ENSPTRG00000041690,48.1183
ENSPPYG00000017740,ENSPTRG00000000239,48.3568
ENSPPYG00000017738,ENSPTRG00000014565,48.9165
ENSPPYG00000017738,ENSPTRG00000016925,48.5951
ENSPPYG00000017736,ENSPTRG00000034101,48.6655
ENSPPYG00000017734,ENSPTRG00000032585,6.58915
ENSPPYG00000017732,ENSPTRG00000021842,48.9238
ENSPPYG00000017730,ENSPTRG00000016913,48.5895
ENSPPYG00000017728,ENSPTRG00000016687,49.3522
ENSPPYG00000017726,ENSPTRG00000028812,49.409
ENSPPYG00000017724,ENSPTRG00000018991,8.30065
ENSPPYG00000017722,ENSPTRG00000016947,48.29
ENSPPYG00000017720,ENSPTRG00000018995,2.54426
ENSPPYG00000017718,ENSPTRG00000005696,49.312
ENSPPYG00000017716,ENSPTRG00000019000,38.4652
ENSPPYG00000017714,ENSPTRG00000019003,6.87961
ENSPPYG00000017712,ENSPTRG00000000085,47.9487
ENSPPYG00000017710,ENSPTRG00000019007,3.08236
ENSPPYG00000017710,ENSPTRG00000019007,7.35108
ENSPPYG00000017706,ENSPTRG00000014077,47.0721
ENSPPYG00000017706,ENSPTRG00000000081,45.7143
ENSPPYG00000017706,ENSPTRG00000031314,48.1481
ENSPPYG00000017704,ENSPTRG00000039535,44.4792
ENSPPYG00000017702,ENSPTRG00000039535,15.5271
ENSPPYG00000017700,ENSPTRG00000019018,36.9963
ENSPPYG00000017698,ENSPTRG00000007672,48.4177
ENSPPYG00000017696,ENSPTRG00000003128,46.4198
ENSPPYG00000017694,ENSPTRG00000028792,47.412
ENSPPYG00000017692,ENSPTRG00000019025,21.8371
ENSPPYG00000017692,ENSPTRG00000019025,37.1005
ENSPPYG00000017690,ENSPTRG00000042298,48.8172
ENSPPYG00000017688,ENSPTRG00000022523,49.6767
ENSPPYG00000017686,ENSPTRG00000014585,48.8273
ENSPPYG00000017684,ENSPTRG00000040529,48.1124
ENSPPYG00000017682,ENSPTRG00000020034,49.2589
ENSPPYG00000017680,ENSPTRG00000019038,37.5229
ENSPPYG00000017678,ENSPTRG00000018876,47.5192
ENSPPYG00000017676,ENSPTRG00000003389,49.7354
ENSPPYG00000017672,ENSPTRG00000003184,48.2156
ENSPPYG00000017670,ENSPTRG00000019046,3.21873
ENSPPYG00000017670,ENSPTRG00000019046,5.64972
ENSPPYG00000017668,ENSPTRG00000042077,48.6301
ENSPPYG00000017666,ENSPTRG00000042362,49.5069
ENSPPYG00000017664,ENSPTRG00000019051,26.1161
ENSPPYG00000017662,ENSPTRG00000019053,24.0497
ENSPPYG00000017660,ENSPTRG00000019058,46.031
ENSPPYG00000017660,ENSPTRG00000019058,21.7771
ENSPPYG00000017658,ENSPTRG00000039977,50
ENSPPYG00000017656,ENSPTRG00000000123,48.9032
ENSPPYG00000017656,ENSPTRG00000042266,49.301
ENSPPYG00000017655,ENSPTRG00000019141,47.9638
ENSPPYG00000017653,ENSPTRG00000016944,47.6485
ENSPPYG00000017653,ENSPTRG00000041259,54.023
ENSPPYG00000017653,ENSPTRG00000041011,50.2488
ENSPPYG00000017651,ENSPTRG00000019057,48.855
ENSPPYG00000017649,ENSPTRG00000005696,48.6383
ENSPPYG00000017645,ENSPTRG00000019073,18.125
ENSPPYG00000017641,ENSPTRG00000019076,36.8304
ENSPPYG00000017639,ENSPTRG00000019080,8.85751
ENSPPYG00000017639,ENSPTRG00000019080,9.04803
ENSPPYG00000017639,ENSPTRG00000019080,9.04803
ENSPPYG00000017639,ENSPTRG00000019080,8.96611
ENSPPYG00000017639,ENSPTRG00000019080,9.24731
ENSPPYG00000017637,ENSPTRG00000000062,47.7193
ENSPPYG00000017635,ENSPTRG00000019084,44.2383
ENSPPYG00000017633,ENSPTRG00000028817,48.7294
ENSPPYG00000017631,ENSPTRG00000009883,48.9107
ENSPPYG00000017629,ENSPTRG00000022476,48.7032
ENSPPYG00000017627,ENSPTRG00000039206,47.619
ENSPPYG00000017625,ENSPTRG00000034369,50.4202
ENSPPYG00000017623,ENSPTRG00000019102,6.39144
ENSPPYG00000017621,ENSPTRG00000016925,48.8109
ENSPPYG00000017621,ENSPTRG00000019104,18.6651
ENSPPYG00000017619,ENSPTRG00000034469,44.1224
ENSPPYG00000017617,ENSPTRG00000028792,49.8148
ENSPPYG00000017615,ENSPTRG00000019114,21.1798
ENSPPYG00000017615,ENSPTRG00000031433,49.6815
ENSPPYG00000017613,ENSPTRG00000007645,48.1763
ENSPPYG00000017611,ENSPTRG00000019121,12.522
ENSPPYG00000017609,ENSPTRG00000042236,49.0667
ENSPPYG00000017607,ENSPTRG00000028653,48.996
ENSPPYG00000017605,ENSPTRG00000013876,49.384
ENSPPYG00000017603,ENSPTRG00000007641,48.1481
ENSPPYG00000017603,ENSPTRG00000007641,48.3646
ENSPPYG00000017603,ENSPTRG00000007641,48.2571
ENSPPYG00000017601,ENSPTRG00000019045,49.2413
ENSPPYG00000017599,ENSPTRG00000019135,13.1234
ENSPPYG00000017597,ENSPTRG00000019138,14.7518
ENSPPYG00000017595,ENSPTRG00000019141,29.3132
ENSPPYG00000017593,ENSPTRG00000019144,41.4565
ENSPPYG00000017591,ENSPTRG00000016673,47.6525
ENSPPYG00000017591,ENSPTRG00000003184,47.9319
ENSPPYG00000017589,ENSPTRG00000000241,48.4666
ENSPPYG00000017587,ENSPTRG00000021728,49.0741
ENSPPYG00000017585,ENSPTRG00000021833,48.8715
ENSPPYG00000017581,ENSPTRG00000003184,48.0371
ENSPPYG00000017579,ENSPTRG00000000017,48.5641
ENSPPYG00000017577,ENSPTRG00000005734,47.5641
ENSPPYG00000017575,ENSPTRG00000019961,42.3676
ENSPPYG00000017573,ENSPTRG00000039819,48.9035
ENSPPYG00000017571,ENSPTRG00000028794,49.3225
ENSPPYG00000017569,ENSPTRG00000016892,48.6065
ENSPPYG00000017567,ENSPTRG00000017055,49.4986
ENSPPYG00000017565,ENSPTRG00000041367,56.5217
ENSPPYG00000017563,ENSPTRG00000005734,48.675
ENSPPYG00000017561,ENSPTRG00000003144,48.8519
ENSPPYG00000017561,ENSPTRG00000003144,49.1364
ENSPPYG00000017561,ENSPTRG00000014080,47.2072
ENSPPYG00000017559,ENSPTRG00000038829,47.6584
ENSPPYG00000017557,ENSPTRG00000013811,49.207
ENSPPYG00000017555,ENSPTRG00000019953,48.2456
ENSPPYG00000017553,ENSPTRG00000033976,49.5726
ENSPPYG00000017551,ENSPTRG00000013842,48.1848
ENSPPYG00000017549,ENSPTRG00000018866,48.8981
ENSPPYG00000017547,ENSPTRG00000013904,49.8728
ENSPPYG00000017545,ENSPTRG00000003337,44.0163
ENSPPYG00000017545,ENSPTRG00000003337,42.7757
ENSPPYG00000017543,ENSPTRG00000013918,47.2222
ENSPPYG00000017541,ENSPTRG00000009893,37.341
ENSPPYG00000017539,ENSPTRG00000021728,48.6842
ENSPPYG00000017539,ENSPTRG00000031254,48.9394
ENSPPYG00000017537,ENSPTRG00000021857,47.7778
ENSPPYG00000017535,ENSPTRG00000009893,36.1241
ENSPPYG00000017533,ENSPTRG00000040132,52.0833
ENSPPYG00000017530,ENSPTRG00000019931,43.9103
ENSPPYG00000017528,ENSPTRG00000005858,49.5738
ENSPPYG00000017526,ENSPTRG00000003139,47.3304
ENSPPYG00000017524,ENSPTRG00000022504,49.4389
ENSPPYG00000017522,ENSPTRG00000042236,49.7312
ENSPPYG00000017520,ENSPTRG00000022523,49.1247
ENSPPYG00000017518,ENSPTRG00000007626,46.2882
ENSPPYG00000017516,ENSPTRG00000034369,48.7879
ENSPPYG00000017514,ENSPTRG00000018950,49.1592
ENSPPYG00000017514,ENSPTRG00000003194,48.9313
ENSPPYG00000017512,ENSPTRG00000017086,49.6109
ENSPPYG00000017510,ENSPTRG00000020014,47.6923
ENSPPYG00000017508,ENSPTRG00000031314,46.7014
ENSPPYG00000017506,ENSPTRG00000042377,48.3715
ENSPPYG00000017504,ENSPTRG00000000091,46.1712
ENSPPYG00000017502,ENSPTRG00000019136,48.9101
ENSPPYG00000017500,ENSPTRG00000039445,46.087
ENSPPYG00000017498,ENSPTRG00000007644,49.0114
ENSPPYG00000017496,ENSPTRG00000000081,47.2381
ENSPPYG00000017494,ENSPTRG00000007626,46.003
ENSPPYG00000017492,ENSPTRG00000007626,47.2452
ENSPPYG00000017490,ENSPTRG00000003126,47.2222
ENSPPYG00000017488,ENSPTRG00000030818,49.0876
ENSPPYG00000017486,ENSPTRG00000007543,48.2389
ENSPPYG00000017484,ENSPTRG00000019931,49.146
ENSPPYG00000017480,ENSPTRG00000013803,49.5789
ENSPPYG00000017480,ENSPTRG00000040529,49.0113
ENSPPYG00000017478,ENSPTRG00000007684,48.1107
ENSPPYG00000017478,ENSPTRG00000000085,49.1841
ENSPPYG00000017476,ENSPTRG00000038829,48.8889
ENSPPYG00000017474,ENSPTRG00000000017,46.7569
ENSPPYG00000017472,ENSPTRG00000000125,49.0132
ENSPPYG00000017470,ENSPTRG00000007626,48
ENSPPYG00000017468,ENSPTRG00000014580,48.7293
ENSPPYG00000017466,ENSPTRG00000007582,47.7663
ENSPPYG00000017464,ENSPTRG00000003141,48.4472
