pongo_abelii,macaca_mulatta
ENSPPYG00000018335,ENSMMUG00000014062,49.1228
ENSPPYG00000018333,ENSMMUG00000032452,48.9451
ENSPPYG00000018333,ENSMMUG00000032379,52.1368
ENSPPYG00000018331,ENSMMUG00000013590,48.2759
ENSPPYG00000018329,ENSMMUG00000002548,49.6212
ENSPPYG00000018327,ENSMMUG00000015571,47.3203
ENSPPYG00000018325,ENSMMUG00000014062,48.2993
ENSPPYG00000018323,ENSMMUG00000004658,49.2754
ENSPPYG00000018321,ENSMMUG00000005825,48.8172
ENSPPYG00000018319,ENSMMUG00000022902,48.2041
ENSPPYG00000018317,ENSMMUG00000018952,49.1667
ENSPPYG00000018317,ENSMMUG00000006683,49.2489
ENSPPYG00000018317,ENSMMUG00000032379,54.4444
ENSPPYG00000018317,ENSMMUG00000032379,53.8462
ENSPPYG00000018317,ENSMMUG00000032379,56.3218
ENSPPYG00000018317,ENSMMUG00000032379,50
ENSPPYG00000018317,ENSMMUG00000004658,51.0638
ENSPPYG00000018317,ENSMMUG00000032533,55.1724
ENSPPYG00000018317,ENSMMUG00000032484,48.9691
ENSPPYG00000018317,ENSMMUG00000032379,51.8519
ENSPPYG00000018317,ENSMMUG00000032547,49.3827
ENSPPYG00000018317,ENSMMUG00000032314,48.7179
ENSPPYG00000018317,ENSMMUG00000032489,49.3671
ENSPPYG00000018315,ENSMMUG00000032340,27.8571
ENSPPYG00000018313,ENSMMUG00000017797,49.6437
ENSPPYG00000018313,ENSMMUG00000003041,49.3752
ENSPPYG00000018311,ENSMMUG00000005304,45.4116
ENSPPYG00000018307,ENSMMUG00000016216,48.7179
ENSPPYG00000018305,ENSMMUG00000001471,38.2353
ENSPPYG00000018303,ENSMMUG00000023236,49.2967
ENSPPYG00000018302,ENSMMUG00000032547,24.031
ENSPPYG00000018300,ENSMMUG00000017289,6.13333
ENSPPYG00000018298,ENSMMUG00000002333,48.2667
ENSPPYG00000018296,ENSMMUG00000023059,49.3671
ENSPPYG00000018294,ENSMMUG00000018714,48.6957
ENSPPYG00000018292,ENSMMUG00000004382,48.4988
ENSPPYG00000018292,ENSMMUG00000000497,48.5897
ENSPPYG00000018290,ENSMMUG00000032454,46.9388
ENSPPYG00000018286,ENSMMUG00000019168,50.7692
ENSPPYG00000018284,ENSMMUG00000009015,48.9904
ENSPPYG00000018280,ENSMMUG00000032486,47.9532
ENSPPYG00000018278,ENSMMUG00000023059,47.9592
ENSPPYG00000018276,ENSMMUG00000012743,47.8185
ENSPPYG00000018274,ENSMMUG00000009879,49.2179
ENSPPYG00000018272,ENSMMUG00000002210,48.8506
ENSPPYG00000018270,ENSMMUG00000013327,48.7441
ENSPPYG00000018268,ENSMMUG00000000473,47.3737
ENSPPYG00000018266,ENSMMUG00000020152,49.1393
ENSPPYG00000018264,ENSMMUG00000018714,48.8304
ENSPPYG00000018262,ENSMMUG00000018714,48.4058
ENSPPYG00000018260,ENSMMUG00000016469,47.9167
ENSPPYG00000018258,ENSMMUG00000007583,48.5564
ENSPPYG00000018256,ENSMMUG00000032525,48.8739
ENSPPYG00000018250,ENSMMUG00000017277,47.1751
ENSPPYG00000018248,ENSMMUG00000018997,49.4624
ENSPPYG00000018246,ENSMMUG00000032529,50.7246
ENSPPYG00000018244,ENSMMUG00000017795,49.1379
ENSPPYG00000018242,ENSMMUG00000018480,54.0741
ENSPPYG00000018240,ENSMMUG00000013327,32.998
ENSPPYG00000018238,ENSMMUG00000017881,48.8333
ENSPPYG00000018236,ENSMMUG00000010585,49.0895
ENSPPYG00000018234,ENSMMUG00000012777,47.7323
ENSPPYG00000018232,ENSMMUG00000032550,49.6063
ENSPPYG00000018228,ENSMMUG00000006111,49.6674
ENSPPYG00000018227,ENSMMUG00000002134,49.321
ENSPPYG00000018225,ENSMMUG00000032550,23.7624
ENSPPYG00000018223,ENSMMUG00000009476,45.7875
ENSPPYG00000018221,ENSMMUG00000011498,49.4987
ENSPPYG00000018219,ENSMMUG00000023424,49.0637
ENSPPYG00000018217,ENSMMUG00000013708,46.3043
ENSPPYG00000018213,ENSMMUG00000012619,46.3294
ENSPPYG00000018211,ENSMMUG00000003561,47.2067
ENSPPYG00000018209,ENSMMUG00000001557,48.535
ENSPPYG00000018209,ENSMMUG00000009249,48.6188
ENSPPYG00000018205,ENSMMUG00000023726,48.3986
ENSPPYG00000018201,ENSMMUG00000004051,51.2346
ENSPPYG00000018199,ENSMMUG00000000457,45.7272
ENSPPYG00000018197,ENSMMUG00000018001,49.596
ENSPPYG00000018197,ENSMMUG00000005263,49.5292
ENSPPYG00000018195,ENSMMUG00000000192,48.1273
ENSPPYG00000018191,ENSMMUG00000019338,48.5676
ENSPPYG00000018189,ENSMMUG00000017277,48.4663
ENSPPYG00000018187,ENSMMUG00000012739,47.4576
ENSPPYG00000018185,ENSMMUG00000004553,48.1232
ENSPPYG00000018183,ENSMMUG00000009296,47.6766
ENSPPYG00000018181,ENSMMUG00000005304,46.7273
ENSPPYG00000018179,ENSMMUG00000012746,47.8984
ENSPPYG00000018177,ENSMMUG00000008623,47.8551
ENSPPYG00000018175,ENSMMUG00000021207,48.4848
ENSPPYG00000018173,ENSMMUG00000001019,49.026
ENSPPYG00000018171,ENSMMUG00000001687,48.3209
ENSPPYG00000018169,ENSMMUG00000015814,48.9329
ENSPPYG00000018167,ENSMMUG00000005304,45.9507
ENSPPYG00000018165,ENSMMUG00000008760,46.2821
ENSPPYG00000018161,ENSMMUG00000009151,48.3513
ENSPPYG00000018159,ENSMMUG00000005026,46.6667
ENSPPYG00000018157,ENSMMUG00000000323,47.6259
ENSPPYG00000018155,ENSMMUG00000018703,47.7965
ENSPPYG00000018153,ENSMMUG00000009012,48.28
ENSPPYG00000018151,ENSMMUG00000017290,47.7397
ENSPPYG00000018149,ENSMMUG00000013386,48.2097
ENSPPYG00000018147,ENSMMUG00000011801,49.2403
ENSPPYG00000018145,ENSMMUG00000018336,48.6373
ENSPPYG00000018141,ENSMMUG00000007312,48.4932
ENSPPYG00000018139,ENSMMUG00000010914,49.1302
ENSPPYG00000018137,ENSMMUG00000001471,48.9922
ENSPPYG00000018135,ENSMMUG00000032498,48.2051
ENSPPYG00000018133,ENSMMUG00000013213,47.5884
ENSPPYG00000018129,ENSMMUG00000010618,48.6542
ENSPPYG00000018127,ENSMMUG00000013213,46.2264
ENSPPYG00000018123,ENSMMUG00000032486,44.8465
ENSPPYG00000018121,ENSMMUG00000016681,49.0073
ENSPPYG00000018121,ENSMMUG00000008209,48.6301
ENSPPYG00000018119,ENSMMUG00000008623,47.651
ENSPPYG00000018117,ENSMMUG00000005498,48.2482
ENSPPYG00000018115,ENSMMUG00000003112,48.8595
ENSPPYG00000018113,ENSMMUG00000004439,48.561
ENSPPYG00000018113,ENSMMUG00000001612,48.488
ENSPPYG00000018111,ENSMMUG00000032540,48.9899
ENSPPYG00000018109,ENSMMUG00000019345,48.9796
ENSPPYG00000018109,ENSMMUG00000010327,47.7401
ENSPPYG00000018107,ENSMMUG00000012739,48.3705
ENSPPYG00000018105,ENSMMUG00000009013,48.1839
ENSPPYG00000018103,ENSMMUG00000032561,48.8095
ENSPPYG00000018101,ENSMMUG00000019420,48.9489
ENSPPYG00000018099,ENSMMUG00000032458,48.9855
ENSPPYG00000018097,ENSMMUG00000010575,48
ENSPPYG00000018095,ENSMMUG00000014066,48.5632
ENSPPYG00000018093,ENSMMUG00000032520,49.1228
ENSPPYG00000018091,ENSMMUG00000018714,48.2759
ENSPPYG00000018089,ENSMMUG00000014066,49.5652
ENSPPYG00000018087,ENSMMUG00000018714,46.6667
ENSPPYG00000018085,ENSMMUG00000018714,48.538
ENSPPYG00000018083,ENSMMUG00000017998,48.9855
ENSPPYG00000018081,ENSMMUG00000007584,48.2456
ENSPPYG00000018079,ENSMMUG00000018714,48.5632
ENSPPYG00000018077,ENSMMUG00000018480,52
ENSPPYG00000018075,ENSMMUG00000009482,48.7696
ENSPPYG00000018073,ENSMMUG00000001620,48.4547
ENSPPYG00000018071,ENSMMUG00000007630,49.0113
ENSPPYG00000018069,ENSMMUG00000000890,49.2114
ENSPPYG00000018069,ENSMMUG00000000890,49.4726
ENSPPYG00000018069,ENSMMUG00000000295,49.4585
ENSPPYG00000018067,ENSMMUG00000032496,48.9362
ENSPPYG00000018065,ENSMMUG00000010169,49.886
ENSPPYG00000018063,ENSMMUG00000032496,48.6559
ENSPPYG00000018061,ENSMMUG00000011418,44.9237
ENSPPYG00000018059,ENSMMUG00000000710,48.1896
ENSPPYG00000018057,ENSMMUG00000021204,49.2828
ENSPPYG00000018055,ENSMMUG00000010620,49.0627
ENSPPYG00000018055,ENSMMUG00000014382,49.115
ENSPPYG00000018053,ENSMMUG00000013135,49.0901
ENSPPYG00000018051,ENSMMUG00000017423,48.4609
ENSPPYG00000018049,ENSMMUG00000009476,46.0976
ENSPPYG00000018047,ENSMMUG00000005263,47.1831
ENSPPYG00000018045,ENSMMUG00000009320,49.009
ENSPPYG00000018043,ENSMMUG00000017405,47.7298
ENSPPYG00000018041,ENSMMUG00000008943,47.2222
ENSPPYG00000018039,ENSMMUG00000023688,49.6489
ENSPPYG00000018037,ENSMMUG00000003566,48.8277
ENSPPYG00000018035,ENSMMUG00000009151,48.9368
ENSPPYG00000018033,ENSMMUG00000011562,49.0364
ENSPPYG00000018033,ENSMMUG00000003071,48.904
ENSPPYG00000018031,ENSMMUG00000015878,49.0196
ENSPPYG00000018029,ENSMMUG00000009013,48.4905
ENSPPYG00000018027,ENSMMUG00000006635,49.3101
ENSPPYG00000018025,ENSMMUG00000013668,48.2377
ENSPPYG00000018023,ENSMMUG00000011473,49.36
ENSPPYG00000018023,ENSMMUG00000002333,47.9487
ENSPPYG00000018021,ENSMMUG00000011801,49.0354
ENSPPYG00000018019,ENSMMUG00000008046,48.4615
ENSPPYG00000018017,ENSMMUG00000008250,47.6341
ENSPPYG00000018015,ENSMMUG00000001258,48.8916
ENSPPYG00000018013,ENSMMUG00000002333,48.8889
ENSPPYG00000018011,ENSMMUG00000023099,48.5181
ENSPPYG00000018009,ENSMMUG00000032486,46.5909
ENSPPYG00000018007,ENSMMUG00000002333,48.7805
ENSPPYG00000018005,ENSMMUG00000021298,48.877
ENSPPYG00000018003,ENSMMUG00000019338,48.3945
ENSPPYG00000018001,ENSMMUG00000018027,48.4973
ENSPPYG00000017999,ENSMMUG00000007592,48.608
ENSPPYG00000017997,ENSMMUG00000004096,48.913
ENSPPYG00000017995,ENSMMUG00000006966,48.8861
ENSPPYG00000017993,ENSMMUG00000023024,47.8903
ENSPPYG00000017991,ENSMMUG00000017277,47.8395
ENSPPYG00000017989,ENSMMUG00000007162,48.7719
ENSPPYG00000017987,ENSMMUG00000032486,45.8333
ENSPPYG00000017985,ENSMMUG00000013668,31.4575
ENSPPYG00000017983,ENSMMUG00000006166,44.6991
ENSPPYG00000017983,ENSMMUG00000032558,46.8992
ENSPPYG00000017981,ENSMMUG00000018059,49.5204
ENSPPYG00000017979,ENSMMUG00000018480,54.902
ENSPPYG00000017977,ENSMMUG00000032498,48.0663
ENSPPYG00000017975,ENSMMUG00000006864,48.6807
ENSPPYG00000017973,ENSMMUG00000012743,47.6555
ENSPPYG00000017971,ENSMMUG00000032492,47.9167
ENSPPYG00000017969,ENSMMUG00000017405,47.6131
ENSPPYG00000017967,ENSMMUG00000010911,48.3208
ENSPPYG00000017963,ENSMMUG00000023423,48.7342
ENSPPYG00000017961,ENSMMUG00000005959,48.6239
ENSPPYG00000017959,ENSMMUG00000017016,49.1981
ENSPPYG00000017957,ENSMMUG00000003778,48.1041
ENSPPYG00000017955,ENSMMUG00000022081,47.2458
ENSPPYG00000017953,ENSMMUG00000008209,48.516
ENSPPYG00000017953,ENSMMUG00000018950,49.1569
ENSPPYG00000017951,ENSMMUG00000012738,48.5876
ENSPPYG00000017949,ENSMMUG00000011498,48.6869
ENSPPYG00000017947,ENSMMUG00000003922,48.2696
ENSPPYG00000017945,ENSMMUG00000004045,48.6611
ENSPPYG00000017945,ENSMMUG00000011079,48.2896
ENSPPYG00000017943,ENSMMUG00000003897,48.9171
ENSPPYG00000017943,ENSMMUG00000003897,48.8642
ENSPPYG00000017941,ENSMMUG00000001245,49.2588
ENSPPYG00000017939,ENSMMUG00000032574,48.7395
ENSPPYG00000017937,ENSMMUG00000010418,47.2593
ENSPPYG00000017935,ENSMMUG00000022619,48.9152
ENSPPYG00000017933,ENSMMUG00000021412,48.2585
ENSPPYG00000017931,ENSMMUG00000032498,49.5697
ENSPPYG00000017929,ENSMMUG00000009102,48.6162
ENSPPYG00000017929,ENSMMUG00000009102,48.609
ENSPPYG00000017927,ENSMMUG00000010418,48.9879
ENSPPYG00000017925,ENSMMUG00000009250,48.9283
ENSPPYG00000017923,ENSMMUG00000016298,51.1111
ENSPPYG00000017921,ENSMMUG00000014258,48.7967
ENSPPYG00000017919,ENSMMUG00000019345,49.0338
ENSPPYG00000017917,ENSMMUG00000010914,48.4848
ENSPPYG00000017915,ENSMMUG00000015861,48.7179
ENSPPYG00000017913,ENSMMUG00000013607,49.2424
ENSPPYG00000017911,ENSMMUG00000032428,48.3548
ENSPPYG00000017909,ENSMMUG00000004188,48.6988
ENSPPYG00000017909,ENSMMUG00000004188,48.6496
ENSPPYG00000017907,ENSMMUG00000011152,49.2015
ENSPPYG00000017905,ENSMMUG00000010911,48.976
ENSPPYG00000017903,ENSMMUG00000003570,48.2005
ENSPPYG00000017903,ENSMMUG00000002293,48.6147
ENSPPYG00000017901,ENSMMUG00000003566,48.6373
ENSPPYG00000017899,ENSMMUG00000010911,48.4318
ENSPPYG00000017897,ENSMMUG00000018777,47.8261
ENSPPYG00000017895,ENSMMUG00000032486,45.531
ENSPPYG00000017893,ENSMMUG00000010418,49.2109
ENSPPYG00000017891,ENSMMUG00000018717,48.3854
ENSPPYG00000017889,ENSMMUG00000003372,43.1202
ENSPPYG00000017887,ENSMMUG00000020513,48.0057
ENSPPYG00000017887,ENSMMUG00000020179,49.6503
ENSPPYG00000017885,ENSMMUG00000013753,49.2762
ENSPPYG00000017883,ENSMMUG00000014993,48.728
ENSPPYG00000017881,ENSMMUG00000014935,48.4316
ENSPPYG00000017881,ENSMMUG00000014182,48.5714
ENSPPYG00000017879,ENSMMUG00000008503,49.158
ENSPPYG00000017877,ENSMMUG00000032481,49.0552
ENSPPYG00000017875,ENSMMUG00000032476,48.7255
ENSPPYG00000017873,ENSMMUG00000004328,47.3383
ENSPPYG00000017871,ENSMMUG00000012899,48.6769
ENSPPYG00000017871,ENSMMUG00000012899,48.6769
ENSPPYG00000017871,ENSMMUG00000001258,48.2005
ENSPPYG00000017869,ENSMMUG00000008206,49.005
ENSPPYG00000017867,ENSMMUG00000010726,48.6742
ENSPPYG00000017867,ENSMMUG00000021412,48.2671
ENSPPYG00000017865,ENSMMUG00000020555,49.5312
ENSPPYG00000017863,ENSMMUG00000011466,47.3783
ENSPPYG00000017861,ENSMMUG00000011497,48.4129
ENSPPYG00000017861,ENSMMUG00000019573,49.0901
ENSPPYG00000017859,ENSMMUG00000011076,48.4335
ENSPPYG00000017859,ENSMMUG00000002134,48.4375
ENSPPYG00000017857,ENSMMUG00000007515,47.8992
ENSPPYG00000017855,ENSMMUG00000001258,48.7478
ENSPPYG00000017853,ENSMMUG00000007887,3.9801
ENSPPYG00000017851,ENSMMUG00000007235,49.9295
ENSPPYG00000017849,ENSMMUG00000016615,48.4252
ENSPPYG00000017847,ENSMMUG00000018480,50.9804
ENSPPYG00000017845,ENSMMUG00000012777,48.9265
ENSPPYG00000017843,ENSMMUG00000012777,49.1283
ENSPPYG00000017841,ENSMMUG00000014250,48.1809
ENSPPYG00000017839,ENSMMUG00000002134,48.3398
ENSPPYG00000017837,ENSMMUG00000022583,48.6093
ENSPPYG00000017835,ENSMMUG00000004745,49.0918
ENSPPYG00000017833,ENSMMUG00000013971,50.6667
ENSPPYG00000017831,ENSMMUG00000016657,48.3723
ENSPPYG00000017829,ENSMMUG00000015737,48.6525
ENSPPYG00000017827,ENSMMUG00000018435,47.4063
ENSPPYG00000017825,ENSMMUG00000022097,48.0951
ENSPPYG00000017823,ENSMMUG00000019525,48.8701
ENSPPYG00000017821,ENSMMUG00000004150,49.5702
ENSPPYG00000017820,ENSMMUG00000019383,48.8953
ENSPPYG00000017818,ENSMMUG00000002442,48.42
ENSPPYG00000017816,ENSMMUG00000004656,48.6742
ENSPPYG00000017814,ENSMMUG00000010911,48.2365
ENSPPYG00000017812,ENSMMUG00000020699,49.2938
ENSPPYG00000017810,ENSMMUG00000023424,46.3964
ENSPPYG00000017808,ENSMMUG00000014258,48.5253
ENSPPYG00000017804,ENSMMUG00000007515,47.7528
ENSPPYG00000017804,ENSMMUG00000004335,51.5152
ENSPPYG00000017802,ENSMMUG00000000305,48.6385
ENSPPYG00000017798,ENSMMUG00000003049,49.329
ENSPPYG00000017796,ENSMMUG00000020044,49.4792
ENSPPYG00000017796,ENSMMUG00000032470,50
ENSPPYG00000017794,ENSMMUG00000023059,48.8095
ENSPPYG00000017792,ENSMMUG00000012063,49.4709
ENSPPYG00000017790,ENSMMUG00000005959,48.5555
ENSPPYG00000017788,ENSMMUG00000007601,48.1736
ENSPPYG00000017786,ENSMMUG00000032340,12.4183
ENSPPYG00000017784,ENSMMUG00000019415,48.546
ENSPPYG00000017782,ENSMMUG00000015571,49.0814
ENSPPYG00000017780,ENSMMUG00000022619,48.855
ENSPPYG00000017778,ENSMMUG00000009293,48.7983
ENSPPYG00000017776,ENSMMUG00000007592,49.098
ENSPPYG00000017774,ENSMMUG00000032400,48.916
ENSPPYG00000017772,ENSMMUG00000012899,48.7695
ENSPPYG00000017772,ENSMMUG00000012899,48.4887
ENSPPYG00000017772,ENSMMUG00000011497,48.8498
ENSPPYG00000017770,ENSMMUG00000010914,49.2099
ENSPPYG00000017768,ENSMMUG00000004046,47.5694
ENSPPYG00000017766,ENSMMUG00000019525,48.5981
ENSPPYG00000017764,ENSMMUG00000032432,48.3409
ENSPPYG00000017762,ENSMMUG00000032555,49.9187
ENSPPYG00000017760,ENSMMUG00000014258,47.2727
ENSPPYG00000017758,ENSMMUG00000013603,48.257
ENSPPYG00000017756,ENSMMUG00000011345,24.4235
ENSPPYG00000017754,ENSMMUG00000008622,45.5882
ENSPPYG00000017752,ENSMMUG00000001687,48.8692
ENSPPYG00000017750,ENSMMUG00000023324,49.1935
ENSPPYG00000017748,ENSMMUG00000020905,48.7495
ENSPPYG00000017746,ENSMMUG00000004188,48.5216
ENSPPYG00000017746,ENSMMUG00000032528,53.1746
ENSPPYG00000017744,ENSMMUG00000000705,48.8304
ENSPPYG00000017742,ENSMMUG00000004745,47.7151
ENSPPYG00000017740,ENSMMUG00000013204,47.8873
ENSPPYG00000017738,ENSMMUG00000004660,48.8209
ENSPPYG00000017738,ENSMMUG00000020530,48.5951
ENSPPYG00000017736,ENSMMUG00000012871,48.7791
ENSPPYG00000017734,ENSMMUG00000032527,37.2093
ENSPPYG00000017732,ENSMMUG00000008210,48.8656
ENSPPYG00000017730,ENSMMUG00000002151,48.129
ENSPPYG00000017728,ENSMMUG00000023174,48.5277
ENSPPYG00000017726,ENSMMUG00000032434,48.4634
ENSPPYG00000017724,ENSMMUG00000020066,48.2353
ENSPPYG00000017722,ENSMMUG00000014935,47.6744
ENSPPYG00000017720,ENSMMUG00000011076,48.9957
ENSPPYG00000017718,ENSMMUG00000004382,49.4896
ENSPPYG00000017716,ENSMMUG00000005632,48.729
ENSPPYG00000017714,ENSMMUG00000003485,48.5012
ENSPPYG00000017712,ENSMMUG00000008825,48.4615
ENSPPYG00000017710,ENSMMUG00000014258,48.9894
ENSPPYG00000017710,ENSMMUG00000022371,48.6946
ENSPPYG00000017706,ENSMMUG00000023021,47.6727
ENSPPYG00000017706,ENSMMUG00000021258,48.7619
ENSPPYG00000017706,ENSMMUG00000032380,47.6852
ENSPPYG00000017704,ENSMMUG00000016469,46.0417
ENSPPYG00000017702,ENSMMUG00000021851,48.8604
ENSPPYG00000017700,ENSMMUG00000006577,48.2295
ENSPPYG00000017698,ENSMMUG00000008760,48.5232
ENSPPYG00000017696,ENSMMUG00000013590,45.3498
ENSPPYG00000017694,ENSMMUG00000032543,47.8261
ENSPPYG00000017692,ENSMMUG00000020222,47.9723
ENSPPYG00000017692,ENSMMUG00000013603,48.2116
ENSPPYG00000017690,ENSMMUG00000032555,13.9785
ENSPPYG00000017688,ENSMMUG00000019415,49.2996
ENSPPYG00000017686,ENSMMUG00000032392,48.8984
ENSPPYG00000017684,ENSMMUG00000008422,48.2731
ENSPPYG00000017682,ENSMMUG00000004045,48.9625
ENSPPYG00000017680,ENSMMUG00000032537,48.8713
ENSPPYG00000017678,ENSMMUG00000019663,48.1132
ENSPPYG00000017676,ENSMMUG00000003082,47.4427
ENSPPYG00000017672,ENSMMUG00000015653,48.2156
ENSPPYG00000017670,ENSMMUG00000004744,49.049
ENSPPYG00000017670,ENSMMUG00000003041,49.2279
ENSPPYG00000017668,ENSMMUG00000002548,47.4886
ENSPPYG00000017666,ENSMMUG00000007515,49.4083
ENSPPYG00000017664,ENSMMUG00000002750,48.6235
ENSPPYG00000017662,ENSMMUG00000013162,49.069
ENSPPYG00000017660,ENSMMUG00000021413,49.2247
ENSPPYG00000017660,ENSMMUG00000010394,48.793
ENSPPYG00000017658,ENSMMUG00000018052,49.1071
ENSPPYG00000017656,ENSMMUG00000010763,48.6356
ENSPPYG00000017656,ENSMMUG00000003475,48.7859
ENSPPYG00000017655,ENSMMUG00000007761,47.813
ENSPPYG00000017653,ENSMMUG00000002207,48.6386
ENSPPYG00000017653,ENSMMUG00000032533,54.023
ENSPPYG00000017653,ENSMMUG00000004335,51.2438
ENSPPYG00000017651,ENSMMUG00000011498,48.7277
ENSPPYG00000017649,ENSMMUG00000015655,48.8085
ENSPPYG00000017645,ENSMMUG00000003250,48.9583
ENSPPYG00000017641,ENSMMUG00000023302,48.8839
ENSPPYG00000017639,ENSMMUG00000004382,48.7805
ENSPPYG00000017639,ENSMMUG00000016615,48.7136
ENSPPYG00000017639,ENSMMUG00000016615,48.7136
ENSPPYG00000017639,ENSMMUG00000016617,48.6915
ENSPPYG00000017639,ENSMMUG00000016615,48.7312
ENSPPYG00000017637,ENSMMUG00000010580,48.0702
ENSPPYG00000017635,ENSMMUG00000020066,48.7878
ENSPPYG00000017633,ENSMMUG00000004745,49.0284
ENSPPYG00000017631,ENSMMUG00000000890,49.5643
ENSPPYG00000017629,ENSMMUG00000032492,48.7032
ENSPPYG00000017627,ENSMMUG00000012711,49.3506
ENSPPYG00000017625,ENSMMUG00000032507,50.1401
ENSPPYG00000017623,ENSMMUG00000001088,49.1131
ENSPPYG00000017621,ENSMMUG00000013603,47.9142
ENSPPYG00000017621,ENSMMUG00000021413,48.9869
ENSPPYG00000017619,ENSMMUG00000032398,47.9871
ENSPPYG00000017617,ENSMMUG00000010471,49.4444
ENSPPYG00000017615,ENSMMUG00000010914,49.0405
ENSPPYG00000017615,ENSMMUG00000032423,48.8323
ENSPPYG00000017613,ENSMMUG00000000286,48.2184
ENSPPYG00000017611,ENSMMUG00000000026,11.9929
ENSPPYG00000017609,ENSMMUG00000022137,49.0667
ENSPPYG00000017607,ENSMMUG00000008306,48.5944
ENSPPYG00000017605,ENSMMUG00000001613,48.6653
ENSPPYG00000017603,ENSMMUG00000008623,48.4718
ENSPPYG00000017603,ENSMMUG00000017409,48.5483
ENSPPYG00000017603,ENSMMUG00000017409,48.1845
ENSPPYG00000017601,ENSMMUG00000014678,48.8619
ENSPPYG00000017599,ENSMMUG00000017277,46.063
ENSPPYG00000017597,ENSMMUG00000003302,48.4397
ENSPPYG00000017595,ENSMMUG00000032487,47.5712
ENSPPYG00000017593,ENSMMUG00000009051,49.3624
ENSPPYG00000017591,ENSMMUG00000005304,48.5159
ENSPPYG00000017591,ENSMMUG00000021489,48.5401
ENSPPYG00000017589,ENSMMUG00000017428,48.8288
ENSPPYG00000017587,ENSMMUG00000032555,16.4352
ENSPPYG00000017585,ENSMMUG00000032476,47.8299
ENSPPYG00000017581,ENSMMUG00000009050,47.8944
ENSPPYG00000017579,ENSMMUG00000002592,48.9231
ENSPPYG00000017577,ENSMMUG00000022138,47.8205
ENSPPYG00000017575,ENSMMUG00000019573,42.3676
ENSPPYG00000017573,ENSMMUG00000032525,48.6842
ENSPPYG00000017571,ENSMMUG00000002986,49.3225
ENSPPYG00000017569,ENSMMUG00000004382,48.1814
ENSPPYG00000017567,ENSMMUG00000019345,49.8822
ENSPPYG00000017565,ENSMMUG00000032529,50.7246
ENSPPYG00000017563,ENSMMUG00000013204,48.8145
ENSPPYG00000017561,ENSMMUG00000004010,49.8565
ENSPPYG00000017561,ENSMMUG00000017423,49.6129
ENSPPYG00000017561,ENSMMUG00000004187,46.6667
ENSPPYG00000017559,ENSMMUG00000017277,48.4848
ENSPPYG00000017557,ENSMMUG00000019525,49.3999
ENSPPYG00000017555,ENSMMUG00000018480,49.1228
ENSPPYG00000017553,ENSMMUG00000032379,49.5726
ENSPPYG00000017551,ENSMMUG00000032538,48.1848
ENSPPYG00000017549,ENSMMUG00000016290,48.9807
ENSPPYG00000017547,ENSMMUG00000000585,15.7761
ENSPPYG00000017545,ENSMMUG00000011473,49.6205
ENSPPYG00000017545,ENSMMUG00000008212,49.3029
ENSPPYG00000017543,ENSMMUG00000032498,19.0741
ENSPPYG00000017541,ENSMMUG00000013327,28.7532
ENSPPYG00000017539,ENSMMUG00000006919,48.6842
ENSPPYG00000017539,ENSMMUG00000032459,46.6667
ENSPPYG00000017537,ENSMMUG00000020044,47.3611
ENSPPYG00000017535,ENSMMUG00000013327,29.274
ENSPPYG00000017533,ENSMMUG00000004051,52.0833
ENSPPYG00000017530,ENSMMUG00000020530,45.8333
ENSPPYG00000017528,ENSMMUG00000006377,49.6004
ENSPPYG00000017526,ENSMMUG00000012738,48.0519
ENSPPYG00000017524,ENSMMUG00000018837,49.4389
ENSPPYG00000017522,ENSMMUG00000002333,48.1183
ENSPPYG00000017520,ENSMMUG00000010227,49.0427
ENSPPYG00000017518,ENSMMUG00000012918,47.8894
ENSPPYG00000017516,ENSMMUG00000012130,47.4242
ENSPPYG00000017514,ENSMMUG00000007234,49.039
ENSPPYG00000017514,ENSMMUG00000009249,49.0223
ENSPPYG00000017512,ENSMMUG00000032442,49.6109
ENSPPYG00000017510,ENSMMUG00000022665,48.7179
ENSPPYG00000017508,ENSMMUG00000002210,46.5278
ENSPPYG00000017506,ENSMMUG00000017405,48.9747
ENSPPYG00000017504,ENSMMUG00000005304,46.1149
ENSPPYG00000017502,ENSMMUG00000000126,49.3869
ENSPPYG00000017500,ENSMMUG00000032310,47.3913
ENSPPYG00000017498,ENSMMUG00000009293,49.1155
ENSPPYG00000017496,ENSMMUG00000004187,47.619
ENSPPYG00000017494,ENSMMUG00000032310,47.0588
ENSPPYG00000017492,ENSMMUG00000008760,47.9339
ENSPPYG00000017490,ENSMMUG00000010585,48.0769
ENSPPYG00000017488,ENSMMUG00000016290,49.3309
ENSPPYG00000017486,ENSMMUG00000020555,48.4112
ENSPPYG00000017484,ENSMMUG00000020066,49.0171
ENSPPYG00000017480,ENSMMUG00000017276,48.8772
ENSPPYG00000017480,ENSMMUG00000022873,48.9407
ENSPPYG00000017478,ENSMMUG00000007514,49.5277
ENSPPYG00000017478,ENSMMUG00000023179,49.1841
ENSPPYG00000017476,ENSMMUG00000017795,48.8889
ENSPPYG00000017474,ENSMMUG00000005304,47.8285
ENSPPYG00000017472,ENSMMUG00000032330,48.7939
ENSPPYG00000017470,ENSMMUG00000032505,49.3333
ENSPPYG00000017468,ENSMMUG00000006578,49.2818
ENSPPYG00000017466,ENSMMUG00000013668,47.8809
