pongo_abelii,gorilla_gorilla
ENSPPYG00000018335,ENSGGOG00000016372,45.2632
ENSPPYG00000018333,ENSGGOG00000027474,49.3671
ENSPPYG00000018333,ENSGGOG00000024630,49.5726
ENSPPYG00000018331,ENSGGOG00000014253,47.773
ENSPPYG00000018329,ENSGGOG00000026921,48.4848
ENSPPYG00000018327,ENSGGOG00000007376,47.9739
ENSPPYG00000018325,ENSGGOG00000025931,48.2993
ENSPPYG00000018323,ENSGGOG00000027968,47.343
ENSPPYG00000018321,ENSGGOG00000022322,8.17204
ENSPPYG00000018319,ENSGGOG00000009780,48.6205
ENSPPYG00000018317,ENSGGOG00000013541,49.6825
ENSPPYG00000018317,ENSGGOG00000010070,49.4113
ENSPPYG00000018317,ENSGGOG00000027804,53.3333
ENSPPYG00000018317,ENSGGOG00000026391,51.2821
ENSPPYG00000018317,ENSGGOG00000026369,47.1264
ENSPPYG00000018317,ENSGGOG00000016625,50
ENSPPYG00000018317,ENSGGOG00000023254,49.6454
ENSPPYG00000018317,ENSGGOG00000027804,51.7241
ENSPPYG00000018317,ENSGGOG00000010080,48.7973
ENSPPYG00000018317,ENSGGOG00000026669,49.0741
ENSPPYG00000018317,ENSGGOG00000024086,47.5309
ENSPPYG00000018317,ENSGGOG00000027804,50
ENSPPYG00000018317,ENSGGOG00000005217,46.4135
ENSPPYG00000018315,ENSGGOG00000028036,28.5714
ENSPPYG00000018313,ENSGGOG00000011755,49.7781
ENSPPYG00000018313,ENSGGOG00000015734,50.0872
ENSPPYG00000018311,ENSGGOG00000010879,44.7368
ENSPPYG00000018307,ENSGGOG00000023129,48.4163
ENSPPYG00000018305,ENSGGOG00000004169,47.6797
ENSPPYG00000018303,ENSGGOG00000015979,48.9283
ENSPPYG00000018302,ENSGGOG00000026142,47.2868
ENSPPYG00000018300,ENSGGOG00000023245,48
ENSPPYG00000018298,ENSGGOG00000025319,48.2667
ENSPPYG00000018296,ENSGGOG00000027262,48.1013
ENSPPYG00000018294,ENSGGOG00000002199,48.9855
ENSPPYG00000018292,ENSGGOG00000034932,48.3603
ENSPPYG00000018292,ENSGGOG00000003716,48.3333
ENSPPYG00000018290,ENSGGOG00000022995,48.1293
ENSPPYG00000018286,ENSGGOG00000028225,47.1795
ENSPPYG00000018284,ENSGGOG00000025462,49.3801
ENSPPYG00000018280,ENSGGOG00000008275,47.9532
ENSPPYG00000018278,ENSGGOG00000026726,47.619
ENSPPYG00000018276,ENSGGOG00000003499,48.3421
ENSPPYG00000018274,ENSGGOG00000015683,48.5923
ENSPPYG00000018272,ENSGGOG00000024005,46.9349
ENSPPYG00000018270,ENSGGOG00000003519,48.7441
ENSPPYG00000018268,ENSGGOG00000028133,48.6869
ENSPPYG00000018266,ENSGGOG00000027924,48.9828
ENSPPYG00000018264,ENSGGOG00000028328,48.8304
ENSPPYG00000018262,ENSGGOG00000010314,47.2464
ENSPPYG00000018260,ENSGGOG00000027867,47.7183
ENSPPYG00000018258,ENSGGOG00000012466,43.3071
ENSPPYG00000018256,ENSGGOG00000027789,48.6486
ENSPPYG00000018250,ENSGGOG00000023273,47.1751
ENSPPYG00000018248,ENSGGOG00000026823,46.7742
ENSPPYG00000018246,ENSGGOG00000026669,42.7536
ENSPPYG00000018244,ENSGGOG00000026817,48.2759
ENSPPYG00000018242,ENSGGOG00000027817,48.8889
ENSPPYG00000018240,ENSGGOG00000006443,32.8638
ENSPPYG00000018238,ENSGGOG00000023046,49.6667
ENSPPYG00000018236,ENSGGOG00000023439,48.6144
ENSPPYG00000018234,ENSGGOG00000016777,49.397
ENSPPYG00000018232,ENSGGOG00000022900,46.9816
ENSPPYG00000018228,ENSGGOG00000001916,50.51
ENSPPYG00000018227,ENSGGOG00000008196,49.6914
ENSPPYG00000018225,ENSGGOG00000023641,40.9241
ENSPPYG00000018223,ENSGGOG00000004545,45.0549
ENSPPYG00000018221,ENSGGOG00000000006,49.6241
ENSPPYG00000018219,ENSGGOG00000025931,47.9401
ENSPPYG00000018217,ENSGGOG00000010879,46.5217
ENSPPYG00000018213,ENSGGOG00000008275,44.6429
ENSPPYG00000018211,ENSGGOG00000002214,46.3687
ENSPPYG00000018209,ENSGGOG00000027936,49.2569
ENSPPYG00000018209,ENSGGOG00000008125,49.1713
ENSPPYG00000018205,ENSGGOG00000024500,48.8731
ENSPPYG00000018201,ENSGGOG00000028518,48.7654
ENSPPYG00000018199,ENSGGOG00000022136,49.4058
ENSPPYG00000018197,ENSGGOG00000024199,49.7475
ENSPPYG00000018197,ENSGGOG00000025261,49.3409
ENSPPYG00000018195,ENSGGOG00000008066,48.3146
ENSPPYG00000018191,ENSGGOG00000009037,48.5676
ENSPPYG00000018189,ENSGGOG00000025865,48.5072
ENSPPYG00000018187,ENSGGOG00000007706,47.4173
ENSPPYG00000018185,ENSGGOG00000013424,47.2269
ENSPPYG00000018183,ENSGGOG00000024900,49.1636
ENSPPYG00000018181,ENSGGOG00000024748,46.6061
ENSPPYG00000018179,ENSGGOG00000023813,48.5727
ENSPPYG00000018177,ENSGGOG00000007745,47.3277
ENSPPYG00000018175,ENSGGOG00000003617,47.7273
ENSPPYG00000018173,ENSGGOG00000007415,48.3766
ENSPPYG00000018171,ENSGGOG00000023870,48.8806
ENSPPYG00000018169,ENSGGOG00000010407,48.9837
ENSPPYG00000018167,ENSGGOG00000001083,45.8333
ENSPPYG00000018165,ENSGGOG00000003704,45.7692
ENSPPYG00000018161,ENSGGOG00000023870,48.6211
ENSPPYG00000018159,ENSGGOG00000003008,46.3291
ENSPPYG00000018157,ENSGGOG00000005626,47.8849
ENSPPYG00000018155,ENSGGOG00000014406,48.1571
ENSPPYG00000018153,ENSGGOG00000027867,48.0427
ENSPPYG00000018151,ENSGGOG00000002206,46.6965
ENSPPYG00000018149,ENSGGOG00000003587,47.7835
ENSPPYG00000018147,ENSGGOG00000026860,49.3827
ENSPPYG00000018145,ENSGGOG00000002469,47.7987
ENSPPYG00000018141,ENSGGOG00000006911,48.4932
ENSPPYG00000018139,ENSGGOG00000026860,48.7071
ENSPPYG00000018137,ENSGGOG00000028460,25.5862
ENSPPYG00000018135,ENSGGOG00000022035,43.2479
ENSPPYG00000018133,ENSGGOG00000024936,23.1511
ENSPPYG00000018129,ENSGGOG00000023837,43.4783
ENSPPYG00000018127,ENSGGOG00000028346,4.92662
ENSPPYG00000018123,ENSGGOG00000003008,15.4605
ENSPPYG00000018121,ENSGGOG00000003441,4.70219
ENSPPYG00000018121,ENSGGOG00000003441,13.6986
ENSPPYG00000018119,ENSGGOG00000000082,23.7136
ENSPPYG00000018117,ENSGGOG00000025884,47.7477
ENSPPYG00000018115,ENSGGOG00000022619,48.4915
ENSPPYG00000018113,ENSGGOG00000001882,47.5103
ENSPPYG00000018113,ENSGGOG00000028284,48.5923
ENSPPYG00000018111,ENSGGOG00000025650,2.0202
ENSPPYG00000018109,ENSGGOG00000026570,48.0726
ENSPPYG00000018109,ENSGGOG00000025976,48.5876
ENSPPYG00000018107,ENSGGOG00000016972,48.6278
ENSPPYG00000018105,ENSGGOG00000012496,48.5517
ENSPPYG00000018103,ENSGGOG00000002199,47.9167
ENSPPYG00000018101,ENSGGOG00000023747,47.1471
ENSPPYG00000018099,ENSGGOG00000026817,48.9855
ENSPPYG00000018097,ENSGGOG00000023273,47.2
ENSPPYG00000018095,ENSGGOG00000028328,48.5632
ENSPPYG00000018093,ENSGGOG00000026980,48.2456
ENSPPYG00000018091,ENSGGOG00000023273,48.5632
ENSPPYG00000018089,ENSGGOG00000023634,48.4058
ENSPPYG00000018087,ENSGGOG00000028250,48.4058
ENSPPYG00000018085,ENSGGOG00000027906,47.9532
ENSPPYG00000018083,ENSGGOG00000010314,47.5362
ENSPPYG00000018081,ENSGGOG00000023634,46.4912
ENSPPYG00000018079,ENSGGOG00000022252,48.5632
ENSPPYG00000018077,ENSGGOG00000026142,50.6667
ENSPPYG00000018075,ENSGGOG00000007207,48.9187
ENSPPYG00000018073,ENSGGOG00000000269,12.362
ENSPPYG00000018071,ENSGGOG00000026395,49.5763
ENSPPYG00000018069,ENSGGOG00000009618,17.8759
ENSPPYG00000018069,ENSGGOG00000009618,18.2489
ENSPPYG00000018069,ENSGGOG00000009618,34.4164
ENSPPYG00000018067,ENSGGOG00000025405,47.9905
ENSPPYG00000018065,ENSGGOG00000002484,49.7435
ENSPPYG00000018063,ENSGGOG00000015977,48.6559
ENSPPYG00000018061,ENSGGOG00000016192,49.1503
ENSPPYG00000018059,ENSGGOG00000014762,48.1896
ENSPPYG00000018057,ENSGGOG00000023977,6.47297
ENSPPYG00000018055,ENSGGOG00000025261,49.192
ENSPPYG00000018055,ENSGGOG00000028067,49.115
ENSPPYG00000018053,ENSGGOG00000007391,48.8682
ENSPPYG00000018051,ENSGGOG00000024915,48.7247
ENSPPYG00000018049,ENSGGOG00000027642,45.935
ENSPPYG00000018047,ENSGGOG00000025522,47.4178
ENSPPYG00000018045,ENSGGOG00000022257,48.8288
ENSPPYG00000018043,ENSGGOG00000017143,1.66113
ENSPPYG00000018041,ENSGGOG00000025565,46.7172
ENSPPYG00000018039,ENSGGOG00000007577,49.5787
ENSPPYG00000018037,ENSGGOG00000027065,48.9297
ENSPPYG00000018035,ENSGGOG00000009603,48.9681
ENSPPYG00000018033,ENSGGOG00000026871,35.8315
ENSPPYG00000018033,ENSGGOG00000026871,41.1187
ENSPPYG00000018031,ENSGGOG00000001743,48.2353
ENSPPYG00000018029,ENSGGOG00000007690,48.6763
ENSPPYG00000018027,ENSGGOG00000026836,49.1771
ENSPPYG00000018025,ENSGGOG00000012953,1.81269
ENSPPYG00000018023,ENSGGOG00000002353,49.3044
ENSPPYG00000018023,ENSGGOG00000014859,47.9487
ENSPPYG00000018021,ENSGGOG00000024118,48.7674
ENSPPYG00000018019,ENSGGOG00000006384,48.8462
ENSPPYG00000018017,ENSGGOG00000022948,48.4753
ENSPPYG00000018015,ENSGGOG00000010070,49.0528
ENSPPYG00000018013,ENSGGOG00000023178,48.6667
ENSPPYG00000018011,ENSGGOG00000007690,48.573
ENSPPYG00000018009,ENSGGOG00000003617,45.4545
ENSPPYG00000018007,ENSGGOG00000023150,48.2385
ENSPPYG00000018005,ENSGGOG00000022961,49.4947
ENSPPYG00000018003,ENSGGOG00000027977,48.1651
ENSPPYG00000018001,ENSGGOG00000028313,48.3607
ENSPPYG00000017999,ENSGGOG00000026038,49.4357
ENSPPYG00000017997,ENSGGOG00000028037,48.1884
ENSPPYG00000017995,ENSGGOG00000009528,49.0122
ENSPPYG00000017993,ENSGGOG00000014406,46.8776
ENSPPYG00000017991,ENSGGOG00000002970,47.8395
ENSPPYG00000017989,ENSGGOG00000010848,48.8109
ENSPPYG00000017987,ENSGGOG00000025009,46.0586
ENSPPYG00000017985,ENSGGOG00000011755,48.3624
ENSPPYG00000017983,ENSGGOG00000028587,46.8959
ENSPPYG00000017983,ENSGGOG00000027474,48.062
ENSPPYG00000017981,ENSGGOG00000028132,49.2806
ENSPPYG00000017979,ENSGGOG00000027052,50
ENSPPYG00000017977,ENSGGOG00000008611,47.3297
ENSPPYG00000017975,ENSGGOG00000011998,48.5488
ENSPPYG00000017973,ENSGGOG00000016873,48.2161
ENSPPYG00000017971,ENSGGOG00000027785,48.1061
ENSPPYG00000017969,ENSGGOG00000003704,48.2412
ENSPPYG00000017967,ENSGGOG00000009780,48.7719
ENSPPYG00000017963,ENSGGOG00000009024,48.1716
ENSPPYG00000017961,ENSGGOG00000023554,48.8397
ENSPPYG00000017959,ENSGGOG00000002467,49.3788
ENSPPYG00000017957,ENSGGOG00000007800,48.6701
ENSPPYG00000017955,ENSGGOG00000022789,47.7401
ENSPPYG00000017953,ENSGGOG00000022107,40.8676
ENSPPYG00000017953,ENSGGOG00000023969,47.6005
ENSPPYG00000017951,ENSGGOG00000027137,48.5876
ENSPPYG00000017949,ENSGGOG00000027530,48.8929
ENSPPYG00000017947,ENSGGOG00000017143,48.3607
ENSPPYG00000017945,ENSGGOG00000022136,48.9843
ENSPPYG00000017945,ENSGGOG00000026038,48.7669
ENSPPYG00000017943,ENSGGOG00000015717,48.3888
ENSPPYG00000017943,ENSGGOG00000015717,48.3888
ENSPPYG00000017941,ENSGGOG00000012922,49.2989
ENSPPYG00000017939,ENSGGOG00000026036,48.6695
ENSPPYG00000017937,ENSGGOG00000007804,46.8148
ENSPPYG00000017935,ENSGGOG00000007410,48.9152
ENSPPYG00000017933,ENSGGOG00000016192,48.6709
ENSPPYG00000017931,ENSGGOG00000025333,48.537
ENSPPYG00000017929,ENSGGOG00000010070,49.126
ENSPPYG00000017929,ENSGGOG00000010070,49.2105
ENSPPYG00000017927,ENSGGOG00000006566,48.9879
ENSPPYG00000017925,ENSGGOG00000001490,48.4848
ENSPPYG00000017923,ENSGGOG00000003081,0
ENSPPYG00000017921,ENSGGOG00000025049,48.6175
ENSPPYG00000017919,ENSGGOG00000025529,48.7923
ENSPPYG00000017917,ENSGGOG00000005564,48.337
ENSPPYG00000017915,ENSGGOG00000028529,47.929
ENSPPYG00000017913,ENSGGOG00000014581,48.8636
ENSPPYG00000017911,ENSGGOG00000007376,48.6409
ENSPPYG00000017909,ENSGGOG00000014223,48.7651
ENSPPYG00000017909,ENSGGOG00000014223,48.6838
ENSPPYG00000017907,ENSGGOG00000014572,48.784
ENSPPYG00000017905,ENSGGOG00000034830,44.4637
ENSPPYG00000017903,ENSGGOG00000034830,9.38303
ENSPPYG00000017903,ENSGGOG00000034830,11.7316
ENSPPYG00000017901,ENSGGOG00000027005,48.7421
ENSPPYG00000017899,ENSGGOG00000007029,48.9931
ENSPPYG00000017897,ENSGGOG00000026038,48.4228
ENSPPYG00000017895,ENSGGOG00000027867,45.1104
ENSPPYG00000017893,ENSGGOG00000007376,48.0631
ENSPPYG00000017891,ENSGGOG00000010311,48.8542
ENSPPYG00000017889,ENSGGOG00000026860,49.031
ENSPPYG00000017887,ENSGGOG00000003617,48.1481
ENSPPYG00000017887,ENSGGOG00000026385,48.4848
ENSPPYG00000017885,ENSGGOG00000011659,49.752
ENSPPYG00000017883,ENSGGOG00000022789,48.6628
ENSPPYG00000017881,ENSGGOG00000003797,48.4316
ENSPPYG00000017881,ENSGGOG00000022969,48.5714
ENSPPYG00000017879,ENSGGOG00000026926,48.8773
ENSPPYG00000017877,ENSGGOG00000026223,49.5087
ENSPPYG00000017875,ENSGGOG00000017143,48.6275
ENSPPYG00000017873,ENSGGOG00000028211,48.8746
ENSPPYG00000017871,ENSGGOG00000006202,49.0036
ENSPPYG00000017871,ENSGGOG00000006202,49.0036
ENSPPYG00000017871,ENSGGOG00000016735,48.5433
ENSPPYG00000017869,ENSGGOG00000023032,48.01
ENSPPYG00000017867,ENSGGOG00000012686,48.9888
ENSPPYG00000017867,ENSGGOG00000008196,48.7758
ENSPPYG00000017865,ENSGGOG00000004730,49.4374
ENSPPYG00000017863,ENSGGOG00000022011,48.0337
ENSPPYG00000017861,ENSGGOG00000023474,48.5357
ENSPPYG00000017861,ENSGGOG00000026860,48.7794
ENSPPYG00000017859,ENSGGOG00000001490,48.7025
ENSPPYG00000017859,ENSGGOG00000024432,49.2341
ENSPPYG00000017857,ENSGGOG00000003878,48.8329
ENSPPYG00000017855,ENSGGOG00000026860,48.7047
ENSPPYG00000017853,ENSGGOG00000023303,48.5075
ENSPPYG00000017851,ENSGGOG00000000438,49.906
ENSPPYG00000017849,ENSGGOG00000026860,48.6002
ENSPPYG00000017847,ENSGGOG00000026142,50
ENSPPYG00000017845,ENSGGOG00000016206,49.168
ENSPPYG00000017843,ENSGGOG00000016206,48.9201
ENSPPYG00000017841,ENSGGOG00000008052,49.0659
ENSPPYG00000017839,ENSGGOG00000034818,48.9082
ENSPPYG00000017837,ENSGGOG00000010070,48.7377
ENSPPYG00000017835,ENSGGOG00000022961,48.7593
ENSPPYG00000017833,ENSGGOG00000026504,48
ENSPPYG00000017831,ENSGGOG00000028211,48.8323
ENSPPYG00000017829,ENSGGOG00000008196,49.0826
ENSPPYG00000017827,ENSGGOG00000023972,47.2008
ENSPPYG00000017825,ENSGGOG00000027616,48.5194
ENSPPYG00000017823,ENSGGOG00000025412,46.8927
ENSPPYG00000017821,ENSGGOG00000025805,47.4928
ENSPPYG00000017820,ENSGGOG00000006754,48.8953
ENSPPYG00000017818,ENSGGOG00000007707,49.1335
ENSPPYG00000017816,ENSGGOG00000026836,28.4512
ENSPPYG00000017814,ENSGGOG00000022699,8.5408
ENSPPYG00000017812,ENSGGOG00000012168,49.0113
ENSPPYG00000017810,ENSGGOG00000004771,45.9459
ENSPPYG00000017808,ENSGGOG00000022699,48.7201
ENSPPYG00000017804,ENSGGOG00000015683,48.6891
ENSPPYG00000017804,ENSGGOG00000026010,47.4747
ENSPPYG00000017802,ENSGGOG00000015683,48.5446
ENSPPYG00000017798,ENSGGOG00000003079,49.1839
ENSPPYG00000017796,ENSGGOG00000027649,48.1771
ENSPPYG00000017796,ENSGGOG00000025812,48.1771
ENSPPYG00000017794,ENSGGOG00000022724,48.0159
ENSPPYG00000017792,ENSGGOG00000027695,48.6772
ENSPPYG00000017790,ENSGGOG00000023377,48.8596
ENSPPYG00000017788,ENSGGOG00000006837,48.8246
ENSPPYG00000017786,ENSGGOG00000028036,13.0719
ENSPPYG00000017784,ENSGGOG00000022961,48.8422
ENSPPYG00000017782,ENSGGOG00000002075,49.4751
ENSPPYG00000017780,ENSGGOG00000024574,49.0458
ENSPPYG00000017778,ENSGGOG00000013533,49.5925
ENSPPYG00000017776,ENSGGOG00000010070,49.1765
ENSPPYG00000017774,ENSGGOG00000023969,2.43902
ENSPPYG00000017772,ENSGGOG00000034818,49.5498
ENSPPYG00000017772,ENSGGOG00000023191,49.3159
ENSPPYG00000017772,ENSGGOG00000023191,49.1881
ENSPPYG00000017770,ENSGGOG00000023869,48.8337
ENSPPYG00000017768,ENSGGOG00000008342,48.6111
ENSPPYG00000017766,ENSGGOG00000022478,48.2866
ENSPPYG00000017764,ENSGGOG00000005564,48.8688
ENSPPYG00000017762,ENSGGOG00000007934,49.7561
ENSPPYG00000017760,ENSGGOG00000025219,48.0808
ENSPPYG00000017758,ENSGGOG00000010070,48.6095
ENSPPYG00000017756,ENSGGOG00000012315,48.5325
ENSPPYG00000017754,ENSGGOG00000024378,44.7712
ENSPPYG00000017752,ENSGGOG00000026982,48.4759
ENSPPYG00000017750,ENSGGOG00000008029,49.2608
ENSPPYG00000017748,ENSGGOG00000010070,48.9955
ENSPPYG00000017746,ENSGGOG00000001822,47.838
ENSPPYG00000017746,ENSGGOG00000026669,45.2381
ENSPPYG00000017744,ENSGGOG00000011768,48.538
ENSPPYG00000017742,ENSGGOG00000022666,47.043
ENSPPYG00000017740,ENSGGOG00000013986,48.2003
ENSPPYG00000017738,ENSGGOG00000008196,49.1714
ENSPPYG00000017738,ENSGGOG00000016192,48.9783
ENSPPYG00000017736,ENSGGOG00000024241,48.6087
ENSPPYG00000017734,ENSGGOG00000025868,32.5581
ENSPPYG00000017732,ENSGGOG00000024310,48.982
ENSPPYG00000017730,ENSGGOG00000010407,48.5895
ENSPPYG00000017728,ENSGGOG00000002720,48.9988
ENSPPYG00000017726,ENSGGOG00000021979,47.2813
ENSPPYG00000017724,ENSGGOG00000034921,48.6928
ENSPPYG00000017722,ENSGGOG00000016192,48.7688
ENSPPYG00000017720,ENSGGOG00000016656,49.3825
ENSPPYG00000017718,ENSGGOG00000013016,49.7115
ENSPPYG00000017716,ENSGGOG00000003136,48.9688
ENSPPYG00000017714,ENSGGOG00000016296,48.1572
ENSPPYG00000017712,ENSGGOG00000025447,47.1795
ENSPPYG00000017710,ENSGGOG00000025049,49.0904
ENSPPYG00000017710,ENSGGOG00000022961,48.8973
ENSPPYG00000017706,ENSGGOG00000027808,46.7718
ENSPPYG00000017706,ENSGGOG00000025199,47.0476
ENSPPYG00000017706,ENSGGOG00000011794,47.4537
ENSPPYG00000017704,ENSGGOG00000008275,46.5625
ENSPPYG00000017702,ENSGGOG00000027058,47.2934
ENSPPYG00000017700,ENSGGOG00000003617,46.8864
ENSPPYG00000017698,ENSGGOG00000008275,46.097
ENSPPYG00000017696,ENSGGOG00000027642,47.2428
ENSPPYG00000017694,ENSGGOG00000026367,46.1698
ENSPPYG00000017692,ENSGGOG00000028211,48.8042
ENSPPYG00000017692,ENSGGOG00000028407,48.8584
ENSPPYG00000017690,ENSGGOG00000026068,17.2043
ENSPPYG00000017688,ENSGGOG00000027814,49.6767
ENSPPYG00000017686,ENSGGOG00000028419,48.6851
ENSPPYG00000017684,ENSGGOG00000001305,49.1566
ENSPPYG00000017682,ENSGGOG00000005564,48.7154
ENSPPYG00000017680,ENSGGOG00000008282,49.1153
ENSPPYG00000017678,ENSGGOG00000007620,48.1132
ENSPPYG00000017676,ENSGGOG00000025346,48.3245
ENSPPYG00000017672,ENSGGOG00000028007,23.918
ENSPPYG00000017670,ENSGGOG00000028054,3.21873
ENSPPYG00000017670,ENSGGOG00000028054,5.2354
ENSPPYG00000017668,ENSGGOG00000024496,47.7169
ENSPPYG00000017666,ENSGGOG00000022328,49.5069
ENSPPYG00000017664,ENSGGOG00000015441,48.4003
ENSPPYG00000017662,ENSGGOG00000009880,49.3018
ENSPPYG00000017660,ENSGGOG00000010545,49.5487
ENSPPYG00000017660,ENSGGOG00000010311,48.793
ENSPPYG00000017658,ENSGGOG00000025820,49.1071
ENSPPYG00000017656,ENSGGOG00000016654,49.2242
ENSPPYG00000017656,ENSGGOG00000022551,48.933
ENSPPYG00000017655,ENSGGOG00000028422,48.2655
ENSPPYG00000017653,ENSGGOG00000024118,48.7624
ENSPPYG00000017653,ENSGGOG00000027804,50.5747
ENSPPYG00000017653,ENSGGOG00000028084,47.7612
ENSPPYG00000017651,ENSGGOG00000022969,48.855
ENSPPYG00000017649,ENSGGOG00000034932,48.766
ENSPPYG00000017645,ENSGGOG00000003700,48.75
ENSPPYG00000017641,ENSGGOG00000015635,47.8423
ENSPPYG00000017639,ENSGGOG00000016735,48.9944
ENSPPYG00000017639,ENSGGOG00000016735,48.9708
ENSPPYG00000017639,ENSGGOG00000016735,48.9708
ENSPPYG00000017639,ENSGGOG00000016735,49.0347
ENSPPYG00000017639,ENSGGOG00000016735,49.0323
ENSPPYG00000017637,ENSGGOG00000016381,48.1871
ENSPPYG00000017635,ENSGGOG00000001712,24.2742
ENSPPYG00000017633,ENSGGOG00000016645,49.1779
ENSPPYG00000017631,ENSGGOG00000009949,48.366
ENSPPYG00000017629,ENSGGOG00000007886,48.415
ENSPPYG00000017627,ENSGGOG00000022228,47.619
ENSPPYG00000017625,ENSGGOG00000023195,49.2997
ENSPPYG00000017623,ENSGGOG00000014326,49.1437
ENSPPYG00000017621,ENSGGOG00000010070,48.8499
ENSPPYG00000017621,ENSGGOG00000022698,49.1538
ENSPPYG00000017619,ENSGGOG00000004553,48.1481
ENSPPYG00000017617,ENSGGOG00000016681,48.7037
ENSPPYG00000017615,ENSGGOG00000027332,49.2537
ENSPPYG00000017615,ENSGGOG00000027005,48.8323
ENSPPYG00000017613,ENSGGOG00000023813,48.6823
ENSPPYG00000017611,ENSGGOG00000016528,47.7954
ENSPPYG00000017609,ENSGGOG00000027695,47.7333
ENSPPYG00000017607,ENSGGOG00000026990,48.3534
ENSPPYG00000017605,ENSGGOG00000007415,49.384
ENSPPYG00000017603,ENSGGOG00000001501,48.6516
ENSPPYG00000017603,ENSGGOG00000001501,48.5851
ENSPPYG00000017603,ENSGGOG00000001501,48.4023
ENSPPYG00000017601,ENSGGOG00000007207,48.5584
ENSPPYG00000017599,ENSGGOG00000004137,46.1942
ENSPPYG00000017597,ENSGGOG00000003700,48.227
ENSPPYG00000017595,ENSGGOG00000023689,47.9062
ENSPPYG00000017593,ENSGGOG00000011811,49.0224
ENSPPYG00000017591,ENSGGOG00000011191,47.4906
ENSPPYG00000017591,ENSGGOG00000010019,48.3577
ENSPPYG00000017589,ENSGGOG00000016587,48.4424
ENSPPYG00000017587,ENSGGOG00000026068,19.9074
ENSPPYG00000017585,ENSGGOG00000012299,48.6979
ENSPPYG00000017581,ENSGGOG00000027137,47.4661
ENSPPYG00000017579,ENSGGOG00000011818,48.4615
ENSPPYG00000017577,ENSGGOG00000022517,47.6923
ENSPPYG00000017575,ENSGGOG00000028252,40.4984
ENSPPYG00000017573,ENSGGOG00000024014,46.9298
ENSPPYG00000017571,ENSGGOG00000026310,48.7805
ENSPPYG00000017569,ENSGGOG00000023218,48.9844
ENSPPYG00000017567,ENSGGOG00000012522,49.1083
ENSPPYG00000017565,ENSGGOG00000026669,42.7536
ENSPPYG00000017563,ENSGGOG00000028291,49.0934
ENSPPYG00000017561,ENSGGOG00000028054,49.7417
ENSPPYG00000017561,ENSGGOG00000028054,49.5533
ENSPPYG00000017561,ENSGGOG00000025267,45.5856
ENSPPYG00000017559,ENSGGOG00000010314,46.281
ENSPPYG00000017557,ENSGGOG00000012100,49.6785
ENSPPYG00000017555,ENSGGOG00000026142,42.1053
ENSPPYG00000017553,ENSGGOG00000026391,51.2821
ENSPPYG00000017551,ENSGGOG00000025345,47.5248
ENSPPYG00000017549,ENSGGOG00000000082,48.4022
ENSPPYG00000017547,ENSGGOG00000026326,7.37913
ENSPPYG00000017545,ENSGGOG00000008039,49.5038
ENSPPYG00000017545,ENSGGOG00000027201,49.9366
ENSPPYG00000017543,ENSGGOG00000024005,46.1111
ENSPPYG00000017541,ENSGGOG00000006443,32.6336
ENSPPYG00000017539,ENSGGOG00000007376,36.1842
ENSPPYG00000017539,ENSGGOG00000007376,40
ENSPPYG00000017537,ENSGGOG00000022804,42.5
ENSPPYG00000017535,ENSGGOG00000023227,35.8899
ENSPPYG00000017533,ENSGGOG00000023122,50
ENSPPYG00000017530,ENSGGOG00000022961,28.1731
ENSPPYG00000017528,ENSGGOG00000002460,48.6947
ENSPPYG00000017526,ENSGGOG00000014842,47.619
ENSPPYG00000017524,ENSGGOG00000003981,48.671
ENSPPYG00000017522,ENSGGOG00000025498,46.5054
ENSPPYG00000017520,ENSGGOG00000008196,49.1794
ENSPPYG00000017518,ENSGGOG00000027699,47.3071
ENSPPYG00000017516,ENSGGOG00000025576,48.0303
ENSPPYG00000017514,ENSGGOG00000034818,48.979
ENSPPYG00000017514,ENSGGOG00000026860,49.3406
ENSPPYG00000017512,ENSGGOG00000022925,49.8054
ENSPPYG00000017510,ENSGGOG00000005222,48.8462
ENSPPYG00000017508,ENSGGOG00000024005,46.3542
ENSPPYG00000017506,ENSGGOG00000028217,48.854
ENSPPYG00000017504,ENSGGOG00000010019,46.7342
ENSPPYG00000017502,ENSGGOG00000013200,49.5913
ENSPPYG00000017500,ENSGGOG00000027699,47.1014
ENSPPYG00000017498,ENSGGOG00000011472,48.9074
ENSPPYG00000017496,ENSGGOG00000023355,46.6667
ENSPPYG00000017494,ENSGGOG00000024674,1.65913
ENSPPYG00000017492,ENSGGOG00000003704,46.832
ENSPPYG00000017490,ENSGGOG00000003700,47.7208
ENSPPYG00000017488,ENSGGOG00000003603,49.0876
ENSPPYG00000017486,ENSGGOG00000009450,47.7221
ENSPPYG00000017484,ENSGGOG00000028211,49.2427
ENSPPYG00000017480,ENSGGOG00000028211,49.2982
ENSPPYG00000017480,ENSGGOG00000001305,48.3757
ENSPPYG00000017478,ENSGGOG00000003499,49.3252
ENSPPYG00000017478,ENSGGOG00000025565,48.951
ENSPPYG00000017476,ENSGGOG00000005295,46.6667
ENSPPYG00000017474,ENSGGOG00000001083,47.3209
ENSPPYG00000017472,ENSGGOG00000024658,48.6842
ENSPPYG00000017470,ENSGGOG00000028365,48
ENSPPYG00000017468,ENSGGOG00000011493,46.0773
ENSPPYG00000017466,ENSGGOG00000028522,47.4227
