pongo_abelii,homo_sapiens
ENSPPYG00000018017,ENSG00000172531,48.1598
ENSPPYG00000018015,ENSG00000163012,49.0125
ENSPPYG00000018013,ENSG00000255738,49.3333
ENSPPYG00000018011,ENSG00000260789,48.9023
ENSPPYG00000018009,ENSG00000261201,47.3485
ENSPPYG00000018007,ENSG00000143398,48.2385
ENSPPYG00000018005,ENSG00000119787,49.4385
ENSPPYG00000018003,ENSG00000143418,48.4709
ENSPPYG00000018001,ENSG00000261371,49.0437
ENSPPYG00000017999,ENSG00000196504,48.9842
ENSPPYG00000017997,ENSG00000105856,48.7319
ENSPPYG00000017995,ENSG00000174684,49.0542
ENSPPYG00000017993,ENSG00000261042,46.962
ENSPPYG00000017991,ENSG00000168542,48.1481
ENSPPYG00000017989,ENSG00000143365,48.46
ENSPPYG00000017987,ENSG00000175482,46.8468
ENSPPYG00000017985,ENSG00000173898,47.9685
ENSPPYG00000017983,ENSG00000230178,48.4241
ENSPPYG00000017983,ENSG00000169469,50.3876
ENSPPYG00000017981,ENSG00000173653,49.4604
ENSPPYG00000017979,ENSG00000231145,64.7059
ENSPPYG00000017977,ENSG00000263079,47.8821
ENSPPYG00000017975,ENSG00000262872,48.7687
ENSPPYG00000017973,ENSG00000261539,48.318
ENSPPYG00000017971,ENSG00000261155,48.2008
ENSPPYG00000017969,ENSG00000186844,48.995
ENSPPYG00000017967,ENSG00000064933,48.5213
ENSPPYG00000017963,ENSG00000261933,48.8748
ENSPPYG00000017961,ENSG00000064933,48.462
ENSPPYG00000017959,ENSG00000005249,48.9496
ENSPPYG00000017957,ENSG00000163002,48.6135
ENSPPYG00000017955,ENSG00000262622,48.6582
ENSPPYG00000017953,ENSG00000138448,48.516
ENSPPYG00000017953,ENSG00000091129,49.0272
ENSPPYG00000017951,ENSG00000187939,48.7994
ENSPPYG00000017949,ENSG00000054219,48.9444
ENSPPYG00000017947,ENSG00000143436,47.7231
ENSPPYG00000017945,ENSG00000143452,48.615
ENSPPYG00000017945,ENSG00000163918,48.4487
ENSPPYG00000017943,ENSG00000196151,49.2868
ENSPPYG00000017943,ENSG00000196151,49.3925
ENSPPYG00000017941,ENSG00000260245,49.3189
ENSPPYG00000017939,ENSG00000153237,48.5294
ENSPPYG00000017937,ENSG00000184220,47.8519
ENSPPYG00000017935,ENSG00000073803,50.2959
ENSPPYG00000017933,ENSG00000075790,47.3877
ENSPPYG00000017931,ENSG00000188010,48.3649
ENSPPYG00000017929,ENSG00000261300,48.1792
ENSPPYG00000017929,ENSG00000261300,47.782
ENSPPYG00000017927,ENSG00000115165,48.583
ENSPPYG00000017925,ENSG00000262022,48.4701
ENSPPYG00000017923,ENSG00000138068,55.5556
ENSPPYG00000017921,ENSG00000144366,48.2335
ENSPPYG00000017919,ENSG00000228804,49.7585
ENSPPYG00000017917,ENSG00000153237,48.4848
ENSPPYG00000017915,ENSG00000168386,48.7179
ENSPPYG00000017913,ENSG00000198673,49.8106
ENSPPYG00000017911,ENSG00000115841,47.7825
ENSPPYG00000017909,ENSG00000091129,11.7686
ENSPPYG00000017909,ENSG00000091129,10.1026
ENSPPYG00000017907,ENSG00000091136,5.75318
ENSPPYG00000017905,ENSG00000091138,3.47102
ENSPPYG00000017903,ENSG00000196151,47.7292
ENSPPYG00000017903,ENSG00000196151,48.2251
ENSPPYG00000017901,ENSG00000135655,48.0084
ENSPPYG00000017899,ENSG00000164597,35.4242
ENSPPYG00000017897,ENSG00000005249,18.7553
ENSPPYG00000017895,ENSG00000135454,47.3186
ENSPPYG00000017893,ENSG00000185055,8.32138
ENSPPYG00000017891,ENSG00000262773,48.75
ENSPPYG00000017889,ENSG00000262942,48.6919
ENSPPYG00000017887,ENSG00000173156,47.5783
ENSPPYG00000017887,ENSG00000228804,49.1841
ENSPPYG00000017885,ENSG00000189056,18.1395
ENSPPYG00000017883,ENSG00000144395,48.8584
ENSPPYG00000017881,ENSG00000105865,47.9297
ENSPPYG00000017881,ENSG00000105835,48.2313
ENSPPYG00000017879,ENSG00000163131,48.8172
ENSPPYG00000017877,ENSG00000163918,48.5261
ENSPPYG00000017875,ENSG00000080822,47.549
ENSPPYG00000017873,ENSG00000168386,47.5527
ENSPPYG00000017871,ENSG00000138379,48.0235
ENSPPYG00000017871,ENSG00000138379,48.0235
ENSPPYG00000017871,ENSG00000144366,48.6718
ENSPPYG00000017869,ENSG00000143398,48.7562
ENSPPYG00000017867,ENSG00000144366,48.2921
ENSPPYG00000017867,ENSG00000143889,48.7122
ENSPPYG00000017865,ENSG00000260164,49.8594
ENSPPYG00000017863,ENSG00000115271,47.6592
ENSPPYG00000017861,ENSG00000136536,48.5562
ENSPPYG00000017861,ENSG00000115252,49.2233
ENSPPYG00000017859,ENSG00000064989,48.0696
ENSPPYG00000017859,ENSG00000064933,48.1924
ENSPPYG00000017857,ENSG00000139263,49.2063
ENSPPYG00000017855,ENSG00000115841,48.9206
ENSPPYG00000017853,ENSG00000263042,48.5075
ENSPPYG00000017851,ENSG00000139263,49.5534
ENSPPYG00000017849,ENSG00000262742,48.6002
ENSPPYG00000017847,ENSG00000231145,60.7843
ENSPPYG00000017845,ENSG00000262742,49.3827
ENSPPYG00000017843,ENSG00000144290,49.5706
ENSPPYG00000017841,ENSG00000115419,48.1809
ENSPPYG00000017839,ENSG00000115170,48.7287
ENSPPYG00000017837,ENSG00000115159,48.5665
ENSPPYG00000017835,ENSG00000168386,48.2476
ENSPPYG00000017833,ENSG00000156931,50.2222
ENSPPYG00000017831,ENSG00000064933,48.7615
ENSPPYG00000017829,ENSG00000261530,48.5665
ENSPPYG00000017827,ENSG00000173227,47.1495
ENSPPYG00000017825,ENSG00000143520,48.8553
ENSPPYG00000017823,ENSG00000163898,49.435
ENSPPYG00000017821,ENSG00000163900,46.2034
ENSPPYG00000017820,ENSG00000144366,48.7032
ENSPPYG00000017818,ENSG00000163882,48.8277
ENSPPYG00000017816,ENSG00000151687,49.032
ENSPPYG00000017814,ENSG00000114480,48.444
ENSPPYG00000017812,ENSG00000143393,48.5876
ENSPPYG00000017810,ENSG00000143442,50.9009
ENSPPYG00000017808,ENSG00000162980,48.3862
ENSPPYG00000017804,ENSG00000064933,48.4082
ENSPPYG00000017804,ENSG00000156931,53.0303
ENSPPYG00000017802,ENSG00000128699,48.5446
ENSPPYG00000017798,ENSG00000049323,49.329
ENSPPYG00000017796,ENSG00000257561,49.4792
ENSPPYG00000017796,ENSG00000257561,49.4792
ENSPPYG00000017794,ENSG00000169469,47.2222
ENSPPYG00000017792,ENSG00000105835,48.9418
ENSPPYG00000017790,ENSG00000119787,48.961
ENSPPYG00000017788,ENSG00000262742,48.5714
ENSPPYG00000017786,ENSG00000260873,49.6732
ENSPPYG00000017784,ENSG00000162980,48.7614
ENSPPYG00000017782,ENSG00000123636,48.9501
ENSPPYG00000017780,ENSG00000196754,49.2366
ENSPPYG00000017778,ENSG00000143379,49.1954
ENSPPYG00000017776,ENSG00000091140,49.0196
ENSPPYG00000017774,ENSG00000177990,48.103
ENSPPYG00000017772,ENSG00000128641,49.2497
ENSPPYG00000017772,ENSG00000128641,48.9023
ENSPPYG00000017772,ENSG00000138379,49.1204
ENSPPYG00000017770,ENSG00000262327,48.4575
ENSPPYG00000017768,ENSG00000143418,48.0324
ENSPPYG00000017766,ENSG00000212907,50.1558
ENSPPYG00000017764,ENSG00000080224,49.3213
ENSPPYG00000017762,ENSG00000145012,49.1057
ENSPPYG00000017760,ENSG00000235156,49.4949
ENSPPYG00000017758,ENSG00000115252,48.492
ENSPPYG00000017756,ENSG00000064225,48.1132
ENSPPYG00000017754,ENSG00000172531,45.2614
ENSPPYG00000017752,ENSG00000115415,49.2625
ENSPPYG00000017750,ENSG00000153237,49.1935
ENSPPYG00000017748,ENSG00000064933,48.7905
ENSPPYG00000017746,ENSG00000105835,48.5045
ENSPPYG00000017746,ENSG00000138068,61.1111
ENSPPYG00000017744,ENSG00000080224,49.1959
ENSPPYG00000017742,ENSG00000123636,48.2527
ENSPPYG00000017740,ENSG00000261132,47.7308
ENSPPYG00000017738,ENSG00000064933,49.0121
ENSPPYG00000017738,ENSG00000262622,48.3397
ENSPPYG00000017736,ENSG00000261846,48.3248
ENSPPYG00000017734,ENSG00000257561,46.8992
ENSPPYG00000017732,ENSG00000163002,49.331
ENSPPYG00000017730,ENSG00000128641,48.7047
ENSPPYG00000017728,ENSG00000136527,44.2874
ENSPPYG00000017726,ENSG00000228804,49.6454
ENSPPYG00000017724,ENSG00000163510,48.4641
ENSPPYG00000017722,ENSG00000262622,48.7688
ENSPPYG00000017720,ENSG00000115159,48.7874
ENSPPYG00000017718,ENSG00000143889,49.534
ENSPPYG00000017716,ENSG00000153250,48.3933
ENSPPYG00000017714,ENSG00000136560,48.8452
ENSPPYG00000017712,ENSG00000187238,48.9744
ENSPPYG00000017710,ENSG00000144366,48.7115
ENSPPYG00000017710,ENSG00000115808,48.5171
ENSPPYG00000017706,ENSG00000238035,47.973
ENSPPYG00000017706,ENSG00000244057,48.9524
ENSPPYG00000017706,ENSG00000187170,50
ENSPPYG00000017704,ENSG00000135454,48.125
ENSPPYG00000017702,ENSG00000261132,47.7208
ENSPPYG00000017700,ENSG00000262972,47.9853
ENSPPYG00000017698,ENSG00000260596,48.9451
ENSPPYG00000017696,ENSG00000260789,47.1605
ENSPPYG00000017694,ENSG00000263079,48.6542
ENSPPYG00000017692,ENSG00000153237,48.0069
ENSPPYG00000017692,ENSG00000144395,47.8691
ENSPPYG00000017690,ENSG00000151689,49.0323
ENSPPYG00000017688,ENSG00000113838,48.5991
ENSPPYG00000017686,ENSG00000153237,48.9694
ENSPPYG00000017684,ENSG00000143379,48.3534
ENSPPYG00000017682,ENSG00000143452,49.1601
ENSPPYG00000017680,ENSG00000113966,48.5052
ENSPPYG00000017678,ENSG00000261297,48.0433
ENSPPYG00000017676,ENSG00000123636,49.2063
ENSPPYG00000017672,ENSG00000238035,47.6082
ENSPPYG00000017670,ENSG00000172613,49.0856
ENSPPYG00000017670,ENSG00000172932,49.0019
ENSPPYG00000017668,ENSG00000257318,49.3151
ENSPPYG00000017666,ENSG00000163216,49.3097
ENSPPYG00000017664,ENSG00000260703,49.1071
ENSPPYG00000017662,ENSG00000115252,39.294
ENSPPYG00000017660,ENSG00000163131,48.5304
ENSPPYG00000017660,ENSG00000262578,49.1525
ENSPPYG00000017658,ENSG00000187238,50.8929
ENSPPYG00000017656,ENSG00000262249,48.0471
ENSPPYG00000017656,ENSG00000266093,49.5217
ENSPPYG00000017655,ENSG00000136541,47.3605
ENSPPYG00000017653,ENSG00000113966,48.0198
ENSPPYG00000017653,ENSG00000213953,57.4713
ENSPPYG00000017653,ENSG00000143442,52.7363
ENSPPYG00000017651,ENSG00000177990,48.6641
ENSPPYG00000017649,ENSG00000118600,48.9362
ENSPPYG00000017645,ENSG00000260696,48.75
ENSPPYG00000017641,ENSG00000159527,49.256
ENSPPYG00000017639,ENSG00000075790,47.7963
ENSPPYG00000017639,ENSG00000075790,47.813
ENSPPYG00000017639,ENSG00000075790,47.813
ENSPPYG00000017639,ENSG00000075790,47.8764
ENSPPYG00000017639,ENSG00000075790,47.914
ENSPPYG00000017637,ENSG00000260789,48.4795
ENSPPYG00000017635,ENSG00000064933,48.2191
ENSPPYG00000017633,ENSG00000061987,48.4305
ENSPPYG00000017631,ENSG00000260717,49.0196
ENSPPYG00000017629,ENSG00000143363,48.2229
ENSPPYG00000017627,ENSG00000156931,52.381
ENSPPYG00000017625,ENSG00000212907,49.5798
ENSPPYG00000017623,ENSG00000182134,49.1437
ENSPPYG00000017621,ENSG00000262742,48.3431
ENSPPYG00000017621,ENSG00000128536,48.9392
ENSPPYG00000017619,ENSG00000259816,47.182
ENSPPYG00000017617,ENSG00000263079,49.6296
ENSPPYG00000017615,ENSG00000003436,49.2537
ENSPPYG00000017615,ENSG00000184575,47.983
ENSPPYG00000017613,ENSG00000263310,48.366
ENSPPYG00000017611,ENSG00000263249,48.3245
ENSPPYG00000017609,ENSG00000187238,49.6
ENSPPYG00000017607,ENSG00000144366,48.5944
ENSPPYG00000017605,ENSG00000163882,48.8706
ENSPPYG00000017603,ENSG00000261297,48.7594
ENSPPYG00000017603,ENSG00000261297,48.8056
ENSPPYG00000017603,ENSG00000261297,48.4749
ENSPPYG00000017601,ENSG00000230178,48.7102
ENSPPYG00000017599,ENSG00000260155,46.5879
ENSPPYG00000017597,ENSG00000261577,48.7234
ENSPPYG00000017595,ENSG00000184220,48.2412
ENSPPYG00000017593,ENSG00000257339,48.909
ENSPPYG00000017591,ENSG00000173621,48.7318
ENSPPYG00000017591,ENSG00000260789,48.5401
ENSPPYG00000017589,ENSG00000090539,48.6597
ENSPPYG00000017587,ENSG00000255738,49.7685
ENSPPYG00000017585,ENSG00000075790,47.8299
ENSPPYG00000017581,ENSG00000143416,48.1799
ENSPPYG00000017579,ENSG00000143409,49.0256
ENSPPYG00000017577,ENSG00000197084,47.4359
ENSPPYG00000017575,ENSG00000226894,40.81
ENSPPYG00000017573,ENSG00000143375,47.5877
ENSPPYG00000017571,ENSG00000228804,48.7805
ENSPPYG00000017569,ENSG00000173559,48.8899
ENSPPYG00000017567,ENSG00000118997,49.2025
ENSPPYG00000017565,ENSG00000138068,67.3913
ENSPPYG00000017563,ENSG00000135241,47.4198
ENSPPYG00000017561,ENSG00000261163,49.5695
ENSPPYG00000017561,ENSG00000261163,49.1662
ENSPPYG00000017561,ENSG00000263079,47.2072
ENSPPYG00000017559,ENSG00000185962,47.1074
ENSPPYG00000017557,ENSG00000073849,49.4642
ENSPPYG00000017555,ENSG00000138068,58.7719
ENSPPYG00000017553,ENSG00000138068,56.4103
ENSPPYG00000017551,ENSG00000154175,50.8251
ENSPPYG00000017549,ENSG00000090539,49.1736
ENSPPYG00000017547,ENSG00000064933,49.1094
ENSPPYG00000017545,ENSG00000263304,48.3946
ENSPPYG00000017545,ENSG00000152147,48.1622
ENSPPYG00000017543,ENSG00000172155,46.1111
ENSPPYG00000017541,ENSG00000262249,23.3461
ENSPPYG00000017539,ENSG00000264886,48.0263
ENSPPYG00000017539,ENSG00000105856,46.6667
ENSPPYG00000017537,ENSG00000136541,47.5
ENSPPYG00000017535,ENSG00000262249,25.3513
ENSPPYG00000017533,ENSG00000138068,49.3056
ENSPPYG00000017530,ENSG00000262562,35.8333
ENSPPYG00000017528,ENSG00000143458,47.9489
ENSPPYG00000017526,ENSG00000143375,47.7633
ENSPPYG00000017524,ENSG00000262606,49.0254
ENSPPYG00000017522,ENSG00000187238,49.1935
ENSPPYG00000017520,ENSG00000150722,48.9059
ENSPPYG00000017518,ENSG00000172531,47.1616
ENSPPYG00000017516,ENSG00000260195,47.7273
ENSPPYG00000017514,ENSG00000119787,49.1291
ENSPPYG00000017514,ENSG00000119787,49.0678
ENSPPYG00000017512,ENSG00000173933,49.7406
ENSPPYG00000017510,ENSG00000115415,48.5897
ENSPPYG00000017508,ENSG00000263079,47.0486
ENSPPYG00000017506,ENSG00000261539,49.4572
ENSPPYG00000017504,ENSG00000173621,46.2275
ENSPPYG00000017502,ENSG00000182134,49.4891
ENSPPYG00000017500,ENSG00000261297,47.1014
ENSPPYG00000017498,ENSG00000143390,49.3236
ENSPPYG00000017496,ENSG00000172155,46.8571
ENSPPYG00000017494,ENSG00000261297,46.1538
ENSPPYG00000017492,ENSG00000262972,47.6584
ENSPPYG00000017490,ENSG00000260789,47.6496
ENSPPYG00000017488,ENSG00000260789,49.5134
ENSPPYG00000017486,ENSG00000260716,47.5689
ENSPPYG00000017484,ENSG00000153237,49.0815
ENSPPYG00000017480,ENSG00000115159,49.0175
ENSPPYG00000017480,ENSG00000146776,49.2232
ENSPPYG00000017478,ENSG00000238035,48.2456
ENSPPYG00000017478,ENSG00000257814,50.3497
ENSPPYG00000017476,ENSG00000185962,47.5
ENSPPYG00000017474,ENSG00000173621,47.2081
ENSPPYG00000017472,ENSG00000049323,48.9035
ENSPPYG00000017470,ENSG00000185962,48
ENSPPYG00000017468,ENSG00000115267,48.8398
ENSPPYG00000017466,ENSG00000261539,47.4227
ENSPPYG00000017464,ENSG00000080822,48.6542
ENSPPYG00000017462,ENSG00000262972,46.6165
ENSPPYG00000017462,ENSG00000261587,46.9314
ENSPPYG00000017460,ENSG00000257814,49.4759
ENSPPYG00000017458,ENSG00000261539,47.0679
ENSPPYG00000017456,ENSG00000187238,46.9945
ENSPPYG00000017454,ENSG00000163207,48.2342
ENSPPYG00000017452,ENSG00000143367,47.7426
ENSPPYG00000017452,ENSG00000143367,48.2828
ENSPPYG00000017452,ENSG00000263310,48.3577
ENSPPYG00000017450,ENSG00000119787,45.3744
ENSPPYG00000017450,ENSG00000255738,49.3827
ENSPPYG00000017448,ENSG00000163157,48.5663
ENSPPYG00000017446,ENSG00000143416,48.5839
ENSPPYG00000017444,ENSG00000172830,48.0755
ENSPPYG00000017442,ENSG00000259919,48.103
ENSPPYG00000017440,ENSG00000260155,46.6667
ENSPPYG00000017438,ENSG00000261587,47.9735
ENSPPYG00000017436,ENSG00000260320,48.8656
ENSPPYG00000017434,ENSG00000257961,47.4533
ENSPPYG00000017432,ENSG00000163207,48.4803
ENSPPYG00000017432,ENSG00000172932,48.7861
ENSPPYG00000017430,ENSG00000261042,47.4459
ENSPPYG00000017428,ENSG00000260383,49.0251
ENSPPYG00000017428,ENSG00000260383,48.6261
ENSPPYG00000017428,ENSG00000260383,48.6606
ENSPPYG00000017428,ENSG00000169469,49.6032
ENSPPYG00000017428,ENSG00000090534,49.5826
ENSPPYG00000017428,ENSG00000238035,49.9239
ENSPPYG00000017428,ENSG00000260119,48.0287
ENSPPYG00000017426,ENSG00000143416,48.9362
ENSPPYG00000017424,ENSG00000135454,47.5073
ENSPPYG00000017422,ENSG00000261297,47.4647
ENSPPYG00000017420,ENSG00000173156,48.4039
ENSPPYG00000017418,ENSG00000173621,46.9466
ENSPPYG00000017416,ENSG00000260789,47.8226
ENSPPYG00000017414,ENSG00000261577,48.3165
ENSPPYG00000017412,ENSG00000145012,48.1793
ENSPPYG00000017410,ENSG00000261256,49.8084
ENSPPYG00000017408,ENSG00000261042,48.0952
ENSPPYG00000017406,ENSG00000261539,49.0276
ENSPPYG00000017404,ENSG00000263290,47.709
ENSPPYG00000017404,ENSG00000238035,47.6718
ENSPPYG00000017400,ENSG00000260789,47.9245
ENSPPYG00000017398,ENSG00000261042,48.6802
ENSPPYG00000017396,ENSG00000163157,48.7113
ENSPPYG00000017394,ENSG00000128536,48.502
ENSPPYG00000017392,ENSG00000144810,48.9744
ENSPPYG00000017390,ENSG00000143452,48.9145
ENSPPYG00000017388,ENSG00000138068,57.8947
ENSPPYG00000017384,ENSG00000185962,48.9489
ENSPPYG00000017382,ENSG00000261352,46.1018
ENSPPYG00000017382,ENSG00000138449,50
ENSPPYG00000017382,ENSG00000262942,43.1911
ENSPPYG00000017380,ENSG00000128536,49.2958
ENSPPYG00000017380,ENSG00000196950,48.8789
ENSPPYG00000017378,ENSG00000198471,48.3418
ENSPPYG00000017376,ENSG00000143398,50.3448
ENSPPYG00000017374,ENSG00000261155,47.8105
ENSPPYG00000017372,ENSG00000138068,49.4792
ENSPPYG00000017370,ENSG00000213953,60.9195
ENSPPYG00000017368,ENSG00000135677,49.0056
ENSPPYG00000017366,ENSG00000261023,1.73525
ENSPPYG00000017362,ENSG00000263310,48.0487
ENSPPYG00000017362,ENSG00000172508,47.3293
ENSPPYG00000017360,ENSG00000260164,49.1751
